path	bytes	sha256	role
PROJECT_LOG.md	15560	c60293c3db0d906911936ec21e7571354e265334e3bc241c70aa7d0f5e41ddd4	support
docs/audits/v49-design-history-relation-grammar-round1/00_EXECUTIVE_RECEIPT.md	645	44404b13130e80c2d756015df022d93a4b1d4cf236e957fb024b9454fdabf579	audit
docs/audits/v49-design-history-relation-grammar-round1/01_INPUT_TERM_VALIDATION.md	370	f600a2bfefa781d39d5304e2b604d9d90a1402e59056c5f9fd3b61504e3923a5	audit
docs/audits/v49-design-history-relation-grammar-round1/02_SOURCE_AND_ATTESTATION_VALIDATION.md	406	7fbc051c68d1edc01464841b993b284817e687a1304d4e3c6d81fe9924165125	audit
docs/audits/v49-design-history-relation-grammar-round1/03_NODE_ROLE_VALIDATION.md	387	0a9af2569d00e701b42b2e04fc571f757293ab396127b91f1c47405357ba8cc2	audit
docs/audits/v49-design-history-relation-grammar-round1/04_PAIR_MATRIX_VALIDATION.md	399	06270d7ebd5f286da8d2f3c744ee36bab14427a8c7d01529415b52bd720aad6b	audit
docs/audits/v49-design-history-relation-grammar-round1/05_FLOW_RULE_VALIDATION.md	480	34845f288f1abe1b951f6addec85707890c74aad7f9b64d80fb4b664249c23af	audit
docs/audits/v49-design-history-relation-grammar-round1/06_UNIVERSAL_NODE_VALIDATION.md	579	f009dc15d58fb1b9ac8dbd7a36ced5da3e3de5903480674d9b33ba1f2fcdf866	audit
docs/audits/v49-design-history-relation-grammar-round1/07_ANTI_FLATTENING_VALIDATION.md	303	6ea17a3799216d64656cc6c3d08528810481edd85f89905a83b4adf50550b7c8	audit
docs/audits/v49-design-history-relation-grammar-round1/08_FULL_MULTI_AGENT_VERIFICATION.md	697	989b0dba89d984bfa664107dae3374f2605c17b2d03568a0ff881bd7a869ca91	audit
docs/audits/v49-design-history-relation-grammar-round1/09_PROTECTED_BOUNDARY.md	433	d9c9db1f26bae39d1926080b6e5870741e80700f4c05381996aad8fac2d5aaad	audit
docs/audits/v49-design-history-relation-grammar-round1/10_CHANGED_FILES.md	610	f322f98f64212af69e1c503ffd0f5605b1caa5908d88f858ac590fc780372a2a	audit
docs/audits/v49-design-history-relation-grammar-round1/raw/decision_metrics.tsv	423	e1f7d40328e22b5ac3f1e819a60ea7220b48fe8047621cc73b40512def0e62cc	audit
docs/audits/v49-design-history-relation-grammar-round1/raw/multi_agent_process_receipts.tsv	4072	ba1dba250edcd9ed3ee609df42f645ddfdf810fc11352d5a923adf8a9009d28b	audit
docs/audits/v49-design-history-relation-grammar-round1/raw/source_discovery_batches.tsv	561	e7481f91f5d4e7314876dad5e90639d8a731a48c120060612ce33bb7f3a09711	audit
docs/audits/v49-design-history-relation-grammar-round1/raw/test_results.tsv	3834	592c5186c296d01c9992cca7c1aab32b1745d59c2955a61f8ecf6e3b97e5a640	audit
docs/research/EXPLORATION_CURRENT.md	3401	d4c347472c0d8fd785060cdeeef0b1075b6cf756033ed25ff7a9e8a74122a70a	support
docs/research/trace-v49-design-history-relation-grammar-round1/00_EXECUTIVE_DECISION.md	1224	a9d2a5b91109aabdc3c09285171f25ad84c392259b3de4aed6b315f8d26fe1e2	research
docs/research/trace-v49-design-history-relation-grammar-round1/01_GRAMMAR_SCOPE_AND_METHOD.md	1147	b47aeea882d3b8841de06f076a77fb91fe357b7a36ebdc2365cd42f13f3213f1	research
docs/research/trace-v49-design-history-relation-grammar-round1/02_ROUND9_INPUT_TERM_REGISTRY.tsv	3698	98db0de42f0e003b6d3d2d1bbd81d3d298c64ae23df4a779706d49e23b5f84fa	research
docs/research/trace-v49-design-history-relation-grammar-round1/03_GRAMMAR_SCHOLARLY_SOURCE_REGISTRY.tsv	10758	9db7d8eaf85b1e104b40cc9412dca274a20b0c5b5715941ec6f234f46c21bd3d	research
docs/research/trace-v49-design-history-relation-grammar-round1/04_NODE_DERIVATION_REGISTRY.tsv	3046	b3b25dc97c136f760a507c8f1352f650f349d52a20a8c15885c1b545264a4180	research
docs/research/trace-v49-design-history-relation-grammar-round1/05_NODE_ROLE_DECISION_REGISTRY.tsv	4733	314007127b1ffd9382d0d9731be023b771bf6431a17f4bcfd21e729b417dda5b	research
docs/research/trace-v49-design-history-relation-grammar-round1/06_ARGUMENT_ROLE_REGISTRY.tsv	10020	7e0997ea0a6c0f87990ae711be3af57ac9d8d53de8ff26a42c4a107df3302427	research
docs/research/trace-v49-design-history-relation-grammar-round1/07_GRAMMAR_ATTESTATION_REGISTRY.tsv	17282	62b56052829d23cd2cf820a232479f74cbf663d64465cdc242900e71220df2a8	research
docs/research/trace-v49-design-history-relation-grammar-round1/08_ORDERED_PAIR_COMPATIBILITY_MATRIX.tsv	75213	8e39b2c8f133f885a65b9d2d4a38b903ba5ff4768c4612e7017be0d094e71a2d	research
docs/research/trace-v49-design-history-relation-grammar-round1/09_FLOW_RULE_CANDIDATE_REGISTRY.tsv	2398	42cb91656a44001cf9c04c6ab9152a2a6a1db79cc5c3227fbc4b42b6ebb21989	research
docs/research/trace-v49-design-history-relation-grammar-round1/10_DIRECTIONALITY_AND_ARITY.tsv	1935	1bc2099ecfc8728a4889bed51c8195b57a5b8fbceba6917aa75fbf720bbbe143	research
docs/research/trace-v49-design-history-relation-grammar-round1/11_QUALIFICATION_AND_CONTESTATION.tsv	3169	2073d4ececb9ce45ce2a7b0e56f015de860182a63fff72a402406af203cf0f8a	research
docs/research/trace-v49-design-history-relation-grammar-round1/12_UNIVERSAL_NODE_AUDIT.tsv	2096	6944261bd20dab06410b6230fca5d38bd0f63128065892d8b7ebdd1f8ab96bad	research
docs/research/trace-v49-design-history-relation-grammar-round1/13_SEMANTIC_FLATTENING_REVIEW.tsv	5737	27deade52bc6b5024d47c45d25445ef2257e8b344b01ba33da6e02fa4655cd15	research
docs/research/trace-v49-design-history-relation-grammar-round1/14_CLUSTER_EVIDENCE_HANDOFF.tsv	908	0fca1a4995577ddb3e33e1a12bebb18ccd14e74684755c26749029722dfb2ccd	research
docs/research/trace-v49-design-history-relation-grammar-round1/15_OBSERVED_RELATION_CHAIN_REGISTRY.tsv	631	3aa08392887147f76d686b7d5122a15eccf3d3a99e36792070ae0289d2f408b8	research
