json_pointer	json_type	presence_class	literal_sha256	mapping_rule_id	raw_source_location
/meta	object	PRESENT	2b191488841cb43464e25913f50e9495b04472b7a34999879a0b0e722df6d6f7	top-level-reconciliation-raw	raw.source_asset.raw_bytes#/meta
/meta/generatedAt	string	PRESENT	e4c44c980c6db648ef3dc73b3e44858f44513012b0adef8342ca3a47eb0f56da	top-level-reconciliation-raw	raw.source_asset.raw_bytes#/meta/generatedAt
/meta/status	string	PRESENT	a701c8d6c3ca0ee9a8947ef0d04b5e2745ac09be033e47d06f3ba61800db9974	top-level-reconciliation-raw	raw.source_asset.raw_bytes#/meta/status
/meta/note	string	PRESENT	091cfc379a0dbc0cdcb1e09747ca1ed0fc08bae5a3be667af89eb6f8030f46a8	top-level-reconciliation-raw	raw.source_asset.raw_bytes#/meta/note
/meta/normalization	object	PRESENT	8f92b47a23ff90cf47efb422f1c30cfa26c848b92d6521e1f0acfcacd3f86964	top-level-reconciliation-raw	raw.source_asset.raw_bytes#/meta/normalization
/appendices/4817/appendixId	string	PRESENT	2c625d7cfcd3292d05d40146bea780349b5a1e5856262901f27f307f52596f26	top-level-reconciliation-raw	raw.source_asset.raw_bytes#/appendices/4817/appendixId
/registrationCards/10/memberPages/42	object	PRESENT	a3b1c48b402973b33b3d5debd63babc612f20444c417b541b01f4f07595215fc	top-level-reconciliation-raw	raw.source_asset.raw_bytes#/registrationCards/10/memberPages/42
/registrationCards/158/memberPages/6140	object	PRESENT	294040ab01637b9320f075aaff9c8dac5325666955d52eb5f4bf3500dfadeee7	top-level-reconciliation-raw	raw.source_asset.raw_bytes#/registrationCards/158/memberPages/6140
/researchDossiers/184/exportPolicy	object	PRESENT	c3371bdbd0e49c10bbe41d708de2c9344e60839babdd519ae98cbf0e25d817d9	top-level-reconciliation-raw	raw.source_asset.raw_bytes#/researchDossiers/184/exportPolicy
/researchDossiers/1876/pageSequence	array	PRESENT	0700da0cd4b8aa7354aba421359c88216813a9dba320c1ebbe86bc77720a730d	top-level-reconciliation-raw	raw.source_asset.raw_bytes#/researchDossiers/1876/pageSequence
/researchDossiers/3565/pageSequence/2/imageState	string	PRESENT	81e6d53804131163b9fe3d69dd8a9e91f244373bc0e75d3a5e2fef638622dd6b	top-level-reconciliation-raw	raw.source_asset.raw_bytes#/researchDossiers/3565/pageSequence/2/imageState
/researchDossiers/5283/pageSequence/2/rightsState	string	PRESENT	5a080a46af6fd0c2c71cf73f21c112e9b887d9fd03ca7e640038b46410782353	top-level-reconciliation-raw	raw.source_asset.raw_bytes#/researchDossiers/5283/pageSequence/2/rightsState
/researchDossiers/6979/pageSequence/0	object	PRESENT	c31f40511d9eeca6d78356dbc684ffa45fac1b437f9d79eddb168309ac52e9be	top-level-reconciliation-raw	raw.source_asset.raw_bytes#/researchDossiers/6979/pageSequence/0
/researchDossiers/8678/exportPolicy/stampEveryPage	boolean	PRESENT	b5bea41b6c623f7c09f1bf24dcae58ebab3c0cdd90ad966bc43a45b44867e12b	top-level-reconciliation-raw	raw.source_asset.raw_bytes#/researchDossiers/8678/exportPolicy/stampEveryPage
/researchDossiers/10371/pageSequence/2/layoutId	string	PRESENT	4a2e0518edf9c682589c96b0a6f19723b21e5fedca3df9cfd74c302e3b26f708	top-level-reconciliation-raw	raw.source_asset.raw_bytes#/researchDossiers/10371/pageSequence/2/layoutId
/researchDossiers/12069/pageSequence/2/sourceUrl	string	PRESENT	554cb34c51dc2b9b8aec735ab8ddc0faab1eca731892b78696320d6564924412	top-level-reconciliation-raw	raw.source_asset.raw_bytes#/researchDossiers/12069/pageSequence/2/sourceUrl
/researchDossiers/13783/pageSequence/2/surfaceId	string	PRESENT	80e802086e27cfcfbfedaebe1c60856cd5eb7e0a2b9b36137bc77f9b68838d05	top-level-reconciliation-raw	raw.source_asset.raw_bytes#/researchDossiers/13783/pageSequence/2/surfaceId
/researchDossiers/15583/folderIds/0	string	PRESENT	859dc90a05263b0eb9d34224cc487ced57fbe024258abe414ccd056588c9acdb	top-level-reconciliation-raw	raw.source_asset.raw_bytes#/researchDossiers/15583/folderIds/0
/researchDossiers/15922/exportPolicy/pdfAllowed	boolean	PRESENT	b5bea41b6c623f7c09f1bf24dcae58ebab3c0cdd90ad966bc43a45b44867e12b	top-level-reconciliation-raw	raw.source_asset.raw_bytes#/researchDossiers/15922/exportPolicy/pdfAllowed
/researchDossiers/15922/exportPolicy/stampEveryPage	boolean	PRESENT	b5bea41b6c623f7c09f1bf24dcae58ebab3c0cdd90ad966bc43a45b44867e12b	top-level-reconciliation-raw	raw.source_asset.raw_bytes#/researchDossiers/15922/exportPolicy/stampEveryPage
/researchDossiers/15922/exportPolicy/includeRightsPage	boolean	PRESENT	b5bea41b6c623f7c09f1bf24dcae58ebab3c0cdd90ad966bc43a45b44867e12b	top-level-reconciliation-raw	raw.source_asset.raw_bytes#/researchDossiers/15922/exportPolicy/includeRightsPage
/researchDossiers/15922/exportPolicy/localImageCopyAllowed	boolean	PRESENT	fcbcf165908dd18a9e49f7ff27810176db8e9f63b4352213741664245224f8aa	top-level-reconciliation-raw	raw.source_asset.raw_bytes#/researchDossiers/15922/exportPolicy/localImageCopyAllowed
/researchDossiers/15922/groupingBasis	string	PRESENT	e274e2da1642dcd246eebf9413749ed4fc77c989f0d984ee2ea6cb8ecb1e09b6	top-level-reconciliation-raw	raw.source_asset.raw_bytes#/researchDossiers/15922/groupingBasis
