visual_locator_id	external_visual_reference_id	locator_role	source_asset_id	source_record_id	pointer_json_b64	occurrence_ordinal	visibility	raw_locator_json_b64	locator_fingerprint	created_at
9ba04ccb-ee39-54f8-9534-3ce5bcb90d74	cb826abd-666f-5241-ba87-0a3c51deb9a2	direct_image	f63c6288-3428-558c-b321-363289a6a19f	35cee30f-f7e8-589f-9ec9-610c2bceeb5d	Ii9pbWFnZS91cmwi	0	held	Imh0dHBzOi8vdXBsb2FkLndpa2ltZWRpYS5vcmcvd2lraXBlZGlhL2NvbW1vbnMvdGh1bWIvNi82MC9QbGF5YmlsbF9TeWRuZXlfMTgwMF9TTE5TV19GTDM1NDY1NzMuanBnLzEyODBweC1QbGF5YmlsbF9TeWRuZXlfMTgwMF9TTE5TV19GTDM1NDY1NzMuanBnIg==	64627c1d0a9b555c85e74f1accad2cf8b054689b773bb9792e7e8fb4514f2303	2026-08-10T00:00:00Z
dbacd938-5d5b-5131-84c7-675bc98886c8	064264c1-b46d-5966-9e98-ca0a07726b22	direct_image	f63c6288-3428-558c-b321-363289a6a19f	0ca0b177-d100-5c00-a1df-d49059a89329	Ii9pbWFnZS91cmwi	0	held	Imh0dHBzOi8vdXBsb2FkLndpa2ltZWRpYS5vcmcvd2lraXBlZGlhL2NvbW1vbnMvdGh1bWIvMS8xNy9IYXJ2YXJkX1RoZWF0cmVfQ29sbGVjdGlvbl8tX0dvbGRlbl9MaW9uJTJDXzE4MDBfLV9NU19UaHJfODk3XyUyODMyJTI5LmpwZy8xMjgwcHgtSGFydmFyZF9UaGVhdHJlX0NvbGxlY3Rpb25fLV9Hb2xkZW5fTGlvbiUyQ18xODAwXy1fTVNfVGhyXzg5N18lMjgzMiUyOS5qcGci	c564296b9bfd991398f76fa21fc2a91c0bf56363b069b6363da2f1151c9e866d	2026-08-10T00:00:00Z
14d0277f-939b-53a8-a3f9-9a92ca6feba4	cea1ae7a-edb5-5695-9d13-7e1d631a50ef	direct_image	f63c6288-3428-558c-b321-363289a6a19f	b22a52ad-fc17-5a53-9c4e-70bacc296513	Ii9pbWFnZS91cmwi	0	held	Imh0dHBzOi8vZnJhbWVtYXJrLnZhbS5hYy51ay9jb2xsZWN0aW9ucy8yMDE0SEIwMTQ5L2Z1bGwvODAwLC8wL2RlZmF1bHQuanBnIg==	2339c7e165f778d082016b1d9a8a3d6c30ad08ec9e322389b46cd70be274fc07	2026-08-10T00:00:00Z
7d1fbaa1-c7e1-5ecf-bde5-50b501fec55b	f930aadb-9e64-5b05-b675-2681348efe28	direct_image	f63c6288-3428-558c-b321-363289a6a19f	1c21dc26-7ecd-5510-b405-0403aaacac35	Ii9pbWFnZS91cmwi	0	held	Imh0dHBzOi8vdGlsZS5sb2MuZ292L3N0b3JhZ2Utc2VydmljZXMvc2VydmljZS9yYmMvcmJwZS9yYnBlMTEvcmJwZTExMy8xMTMwMDUwMC8wMDFkci5qcGcjaD01MTI2Jnc9MzU0NCI=	8fbb153a58ac492081a25a1942c2fba39a5cdf1e92bd6eb8b4ae35b6352cc01e	2026-08-10T00:00:00Z
848c51d9-6cb7-58c3-a5b7-99d7d4adfe3e	eb35bc7c-8503-5779-b709-5022cfe62bd9	direct_image	f63c6288-3428-558c-b321-363289a6a19f	553f50fe-3c0d-5e13-84c9-07bfccd45a46	Ii9pbWFnZS91cmwi	0	held	Imh0dHBzOi8vZ2FsbGljYS5ibmYuZnIvaWlpZi9hcms6LzEyMTQ4L2JkNnQ1MTU2MzU3NDAvZjEvZnVsbC8xMjAwLC8wL25hdGl2ZS5qcGci	2c89cb6b4cab1c84bdde570c02ea53302c62431c0d1474ea2724e71ca592c311	2026-08-10T00:00:00Z
e9524a1e-a001-55d1-82d2-5dc2eb323d00	85d88f1b-7f07-50b2-9e51-c0a7d23a85d6	direct_image	f63c6288-3428-558c-b321-363289a6a19f	46c6ae42-d2c7-5f20-aca0-9fbbea1afc37	Ii9pbWFnZS91cmwi	0	held	Imh0dHBzOi8vZnJhbWVtYXJrLnZhbS5hYy51ay9jb2xsZWN0aW9ucy8yMDE3SlI3NDI3L2Z1bGwvODAwLC8wL2RlZmF1bHQuanBnIg==	912a9609e912f1b6f834f3832d88f3d353f2514b6e9b45f15e659dd99717cdaa	2026-08-10T00:00:00Z
8e0d3d82-ee98-5596-9945-b530e88348c0	3c6994eb-631f-53e9-8279-162101f4bc1d	direct_image	f63c6288-3428-558c-b321-363289a6a19f	d2784414-05a5-5006-b8cf-731fe8f85c62	Ii9pbWFnZS91cmwi	0	held	Imh0dHBzOi8vZ2FsbGljYS5ibmYuZnIvaWlpZi9hcms6LzEyMTQ4L2JwdDZrNjQ1ODcxNjkvZjEvZnVsbC8xMjAwLC8wL25hdGl2ZS5qcGci	fb4560fa8d039d53a11315b901ba83ea21f26613c11d5378d66d3eeb8791c21a	2026-08-10T00:00:00Z
653dc5e4-489b-5484-8460-5f01b18975f8	6554d40a-8990-5b1c-af05-c255ed582340	direct_image	f63c6288-3428-558c-b321-363289a6a19f	68e805cd-f601-5a52-9904-0cf3c8d9fb0a	Ii9pbWFnZS91cmwi	0	held	Imh0dHBzOi8vZ2FsbGljYS5ibmYuZnIvaWlpZi9hcms6LzEyMTQ4L2JwdDZrNjQ1ODcxOWovZjEvZnVsbC8xMjAwLC8wL25hdGl2ZS5qcGci	aed0d0797061ab425413b931ae73ecec84ec8d93d77b4462890b1d73abee2799	2026-08-10T00:00:00Z
b984765a-32ed-5c20-9c0b-7c2fd331c351	ba200759-0d5a-5070-a225-88e0eabdc543	direct_image	f63c6288-3428-558c-b321-363289a6a19f	d1e92c24-d2a1-5ebd-b643-64b4aa54c3e0	Ii9pbWFnZS91cmwi	0	held	Imh0dHBzOi8vZ2FsbGljYS5ibmYuZnIvaWlpZi9hcms6LzEyMTQ4L2JwdDZrODUwNzc5dC9mMS9mdWxsLzEyMDAsLzAvbmF0aXZlLmpwZyI=	a87d570763a83a0ab6e87b84ac69e0088885f64cfa2426a388961ebaefd7d48e	2026-08-10T00:00:00Z
6407020d-90c0-5689-881e-7596239fc5fc	4e3ca71c-973a-5c70-a9bb-5ab310b845ac	direct_image	f63c6288-3428-558c-b321-363289a6a19f	a9056f9e-e215-5fb5-8cb9-8c81330d2536	Ii9pbWFnZS91cmwi	0	held	Imh0dHBzOi8vYXJrLmRpZ2l0YWxjb21tb253ZWFsdGgub3JnL2FyazovNTA5NTkvMnoxMTFtNjF2L3RodW1ibmFpbCI=	fa6cc0a0c0cc63c9e9e5b03c73370e599787e130513d26c71c5256b0e0f545f7	2026-08-10T00:00:00Z
