model_id	method_family	input_variant	aspect_id	leakage_dimension	probe_or_metric	k	query_count	label_count	metric_value	majority_baseline	macro_f1	cross_validation_folds	source_identity_masked	boilerplate_removed	reliable_language_labels_only	language_identity_used_as_positive_affinity	status	reason	receipt_sha256	historical_relation	semantic_relation	probability
NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_QWEN3_EMBEDDING	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	LANGUAGE	SAME_LANGUAGE_NEIGHBOR_RATE	20	7995	0					false	false	true	false	NOT_RUN	NO_SELECTED_LID_MODEL_OR_RELIABLE_LANGUAGE_LABEL_COHORT	9444b0cd9ffa6decc0fda4ab9a0da75205ba1dfeb12b65e31aa893e52357d2ed	false	false	false
NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_QWEN3_EMBEDDING	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	LANGUAGE	SAME_SCRIPT_NEIGHBOR_RATE_NOT_LANGUAGE	10	7995	0	0.997923702313946				false	false	false	false	PASS_SCRIPT_ONLY	SCRIPT_IS_NOT_LANGUAGE	1c10b2ea2cbd9a91f40543c6c3287f1471f4a6593e18819742d6930be643682a	false	false	false
NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_QWEN3_EMBEDDING	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	LANGUAGE	SAME_SCRIPT_NEIGHBOR_RATE_NOT_LANGUAGE	20	7995	0	0.99776110068793				false	false	false	false	PASS_SCRIPT_ONLY	SCRIPT_IS_NOT_LANGUAGE	cd2d7aade79d522c44f3c828b61fcf9b86ca5aef0d618fc03e89a04fce6ef861	false	false	false
NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_QWEN3_EMBEDDING	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	LANGUAGE	SAME_SCRIPT_NEIGHBOR_RATE_NOT_LANGUAGE	50	7995	0	0.997641025641026				false	false	false	false	PASS_SCRIPT_ONLY	SCRIPT_IS_NOT_LANGUAGE	91c35b400216c596423765ad8e24be7ade58736213876cae28043fa213666bb0	false	false	false
NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_QWEN3_EMBEDDING	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	SOURCE	CROSS_SOURCE_NEIGHBOR_RATE	10	7995	15	0.272107567229518				false	false	false	false	PASS	NEIGHBORHOOD_SOURCE_DIAGNOSTIC	8b3478bd219045b9b5e67c84d949f4140f08b2f7b131433afcfeeb07ab234334	false	false	false
NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_QWEN3_EMBEDDING	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	SOURCE	CROSS_SOURCE_NEIGHBOR_RATE	20	7995	15	0.301713570981864				false	false	false	false	PASS	NEIGHBORHOOD_SOURCE_DIAGNOSTIC	0c1ca6657c5a662e51a14818336a6d193b2528cfabe33eb50985eeaf62cfbba4	false	false	false
NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_QWEN3_EMBEDDING	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	SOURCE	CROSS_SOURCE_NEIGHBOR_RATE	50	7995	15	0.342884302689181				false	false	false	false	PASS	NEIGHBORHOOD_SOURCE_DIAGNOSTIC	af06f92491f270a5a31eb466ddd81b6b0c9dddd1c807a708007fef01b7e0d220	false	false	false
NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_QWEN3_EMBEDDING	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	SOURCE	MEAN_QUERY_SOURCE_HHI	10	7995	15	0.730791744840525				false	false	false	false	PASS	NEIGHBORHOOD_SOURCE_DIAGNOSTIC	b4820e21f049ce50ce7964d666c05c9d72e7a63b10abe7e78a39173e283d6b70	false	false	false
NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_QWEN3_EMBEDDING	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	SOURCE	MEAN_QUERY_SOURCE_HHI	20	7995	15	0.686994996873046				false	false	false	false	PASS	NEIGHBORHOOD_SOURCE_DIAGNOSTIC	0c2792ad3c43dca21c3ea57e1f43595bc249260e5550762413524178ab2cece5	false	false	false
NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_QWEN3_EMBEDDING	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	SOURCE	MEAN_QUERY_SOURCE_HHI	50	7995	15	0.636254859287054				false	false	false	false	PASS	NEIGHBORHOOD_SOURCE_DIAGNOSTIC	0bdc27fd98bb06b8cb2a1b2fc872450711a837e3615b07fc33003a06ea096b5c	false	false	false
