packet_id	anchor_public_object_id	anchor_title	candidate_public_object_id	candidate_title	blind_model_code	method_role	rank	score_observation	text_aspect	retrieval_reason	same_source	same_script_state	context_match	temporal_match	geography_match	descriptive_match	expert_judgment	historical_relation	semantic_relation	probability
NLP-REVIEW-ROUND1	SURF-CHWCONTEMP2026V1R0014	Deja Vu	SURF-YALEDESIGNTRACE2026V2R0062	Untitled Vessel	MODEL-A	DENSE	1		NLP_TITLE	BOUNDED_TOP_K	false	true	0	0	0	0	PENDING_LATER_REVIEW	false	false	false
NLP-REVIEW-ROUND1	SURF-CHWCONTEMP2026V1R0014	Deja Vu	SURF-VAM20K-00284	Zar und Zimmermann	MODEL-A	DENSE	2		NLP_TITLE	BOUNDED_TOP_K	false	true	0.5	0	0	1	PENDING_LATER_REVIEW	false	false	false
NLP-REVIEW-ROUND1	SURF-CHWCONTEMP2026V1R0014	Deja Vu	SURF-LOCTRACE2026IF841DC03EA122B	Der Knuller	MODEL-A	DENSE	3		NLP_TITLE	BOUNDED_TOP_K	false	true	0.5	0	0	0.5	PENDING_LATER_REVIEW	false	false	false
NLP-REVIEW-ROUND1	SURF-CHWCONTEMP2026V1R0014	Deja Vu	SURF-YALEDESIGNTRACE2026V2R0078	Deep Reach	MODEL-A	DENSE	4		NLP_TITLE	BOUNDED_TOP_K	false	true	0	0	1	0	PENDING_LATER_REVIEW	false	false	false
NLP-REVIEW-ROUND1	SURF-CHWCONTEMP2026V1R0014	Deja Vu	SURF-YALEPRODUCTTRACE2026V3R0061	Blind Spots	MODEL-A	DENSE	5		NLP_TITLE	BOUNDED_TOP_K	false	true	0	0	1	0	PENDING_LATER_REVIEW	false	false	false
NLP-REVIEW-ROUND1	SURF-CHWCONTEMP2026V1R0014	Deja Vu	SURF-LOCTRACE2026ID7DA259DA8AF42	Avenge	MODEL-B	DENSE	1		NLP_TITLE	BOUNDED_TOP_K	false	true					PENDING_LATER_REVIEW	false	false	false
NLP-REVIEW-ROUND1	SURF-CHWCONTEMP2026V1R0014	Deja Vu	SURF-CHWCONTEMP2026V1R0064	Game Over	MODEL-B	DENSE	2		NLP_TITLE	BOUNDED_TOP_K	true	true					PENDING_LATER_REVIEW	false	false	false
NLP-REVIEW-ROUND1	SURF-CHWCONTEMP2026V1R0014	Deja Vu	SURF-YALEPRODUCTTRACE2026V3R0061	Blind Spots	MODEL-B	DENSE	3		NLP_TITLE	BOUNDED_TOP_K	false	true	0	0	1	0	PENDING_LATER_REVIEW	false	false	false
NLP-REVIEW-ROUND1	SURF-CHWCONTEMP2026V1R0014	Deja Vu	SURF-YALEDESIGNTRACE2026V2R0098	Continuum	MODEL-B	DENSE	4		NLP_TITLE	BOUNDED_TOP_K	false	true					PENDING_LATER_REVIEW	false	false	false
NLP-REVIEW-ROUND1	SURF-CHWCONTEMP2026V1R0014	Deja Vu	SURF-YALEDESIGNTRACE2026V2R0196	What You Know	MODEL-B	DENSE	5		NLP_TITLE	BOUNDED_TOP_K	false	true					PENDING_LATER_REVIEW	false	false	false
