model_id	reference_method_id	variant_method_id	ablation_id	ablation_family	input_variant	aspect_id	k	query_count	mean_top_k_overlap	median_top_k_overlap	p05_top_k_overlap	mean_rank_correlation	median_rank_correlation	p05_rank_correlation	same_source_rate_change	same_language_rate_change	hubness_gini_change	known_item_recall_change	weights_selected	prompt_optimized	aspects_fused	robustness_suite_status	reference_corpus_sha256	reference_input_variant	reference_aspect_id	reference_index_sha256	reference_ranking_ids_sha256	declared_ablation_count	executed_ablation_ids	not_run_ablation_ids	suite_sha256	historical_relation	semantic_relation	probability	status	limitation	receipt_sha256
NLP-D1	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	N/A	APOSTROPHE_VARIANT	ROBUSTNESS	NOT_RUN	N/A	0	0											false	false	false	STOPPED_RECOVERABLE_CHECKPOINT	7cde5cfdcf0a0bfd4762f9e23c3b50287a0b9071cbf0bd21102bca4ae2ee024c	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	55a5570b2d7b5669fe091c9d2d796cceeba1ad6bb8a6cecead294aa98ad80db3	d2a240115cb238a3601e393da8b4c797357763d71ef9ae01593179a4b6593072	17	[]	"[""APOSTROPHE_VARIANT"",""CASE_NORMALIZED"",""DIACRITIC_FOLDED_LEXICAL_VIEW"",""HYPHEN_VARIANT"",""MARKUP_CLEANED"",""MAX_LENGTH_128"",""MAX_LENGTH_256"",""MAX_LENGTH_512"",""OFFICIAL_ASYMMETRIC_VS_PLAIN_DIAGNOSTIC"",""PUNCTUATION_VARIANT"",""REGISTERED_BOILERPLATE_REMOVED"",""SOURCE_IDENTITY_MASKED"",""SOURCE_NARRATIVE_ONLY"",""SUBJECT_ONLY"",""TITLE_ONLY"",""UNICODE_CANONICAL_VARIANT"",""WIDTH_COMPATIBILITY_LEXICAL_VIEW""]"	8dc92fb59b500b5fedf474c7fc895bf8db8e690cb9717e680dea8b542aa2d038	false	false	false	NOT_RUN	Declared ablation lacks an authorized precomputed ranking variant.	33ce8ab2ba2a0c29c55181440adab1216fa33d070cc82ac2bf882ab31daf6bac
NLP-D1	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	N/A	CASE_NORMALIZED	ROBUSTNESS	NOT_RUN	N/A	0	0											false	false	false	STOPPED_RECOVERABLE_CHECKPOINT	7cde5cfdcf0a0bfd4762f9e23c3b50287a0b9071cbf0bd21102bca4ae2ee024c	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	55a5570b2d7b5669fe091c9d2d796cceeba1ad6bb8a6cecead294aa98ad80db3	d2a240115cb238a3601e393da8b4c797357763d71ef9ae01593179a4b6593072	17	[]	"[""APOSTROPHE_VARIANT"",""CASE_NORMALIZED"",""DIACRITIC_FOLDED_LEXICAL_VIEW"",""HYPHEN_VARIANT"",""MARKUP_CLEANED"",""MAX_LENGTH_128"",""MAX_LENGTH_256"",""MAX_LENGTH_512"",""OFFICIAL_ASYMMETRIC_VS_PLAIN_DIAGNOSTIC"",""PUNCTUATION_VARIANT"",""REGISTERED_BOILERPLATE_REMOVED"",""SOURCE_IDENTITY_MASKED"",""SOURCE_NARRATIVE_ONLY"",""SUBJECT_ONLY"",""TITLE_ONLY"",""UNICODE_CANONICAL_VARIANT"",""WIDTH_COMPATIBILITY_LEXICAL_VIEW""]"	8dc92fb59b500b5fedf474c7fc895bf8db8e690cb9717e680dea8b542aa2d038	false	false	false	NOT_RUN	Declared ablation lacks an authorized precomputed ranking variant.	b44cd2513ca03dc048fd17c49a9b9627d0fb32c3691c592c0b065bb616f5339f
NLP-D1	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	N/A	DIACRITIC_FOLDED_LEXICAL_VIEW	ROBUSTNESS	NOT_RUN	N/A	0	0											false	false	false	STOPPED_RECOVERABLE_CHECKPOINT	7cde5cfdcf0a0bfd4762f9e23c3b50287a0b9071cbf0bd21102bca4ae2ee024c	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	55a5570b2d7b5669fe091c9d2d796cceeba1ad6bb8a6cecead294aa98ad80db3	d2a240115cb238a3601e393da8b4c797357763d71ef9ae01593179a4b6593072	17	[]	"[""APOSTROPHE_VARIANT"",""CASE_NORMALIZED"",""DIACRITIC_FOLDED_LEXICAL_VIEW"",""HYPHEN_VARIANT"",""MARKUP_CLEANED"",""MAX_LENGTH_128"",""MAX_LENGTH_256"",""MAX_LENGTH_512"",""OFFICIAL_ASYMMETRIC_VS_PLAIN_DIAGNOSTIC"",""PUNCTUATION_VARIANT"",""REGISTERED_BOILERPLATE_REMOVED"",""SOURCE_IDENTITY_MASKED"",""SOURCE_NARRATIVE_ONLY"",""SUBJECT_ONLY"",""TITLE_ONLY"",""UNICODE_CANONICAL_VARIANT"",""WIDTH_COMPATIBILITY_LEXICAL_VIEW""]"	8dc92fb59b500b5fedf474c7fc895bf8db8e690cb9717e680dea8b542aa2d038	false	false	false	NOT_RUN	Declared ablation lacks an authorized precomputed ranking variant.	e59ad6efd9d97596406e3b7675252039a952da2795b1d691f5b955451de0c250
NLP-D1	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	N/A	HYPHEN_VARIANT	ROBUSTNESS	NOT_RUN	N/A	0	0											false	false	false	STOPPED_RECOVERABLE_CHECKPOINT	7cde5cfdcf0a0bfd4762f9e23c3b50287a0b9071cbf0bd21102bca4ae2ee024c	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	55a5570b2d7b5669fe091c9d2d796cceeba1ad6bb8a6cecead294aa98ad80db3	d2a240115cb238a3601e393da8b4c797357763d71ef9ae01593179a4b6593072	17	[]	"[""APOSTROPHE_VARIANT"",""CASE_NORMALIZED"",""DIACRITIC_FOLDED_LEXICAL_VIEW"",""HYPHEN_VARIANT"",""MARKUP_CLEANED"",""MAX_LENGTH_128"",""MAX_LENGTH_256"",""MAX_LENGTH_512"",""OFFICIAL_ASYMMETRIC_VS_PLAIN_DIAGNOSTIC"",""PUNCTUATION_VARIANT"",""REGISTERED_BOILERPLATE_REMOVED"",""SOURCE_IDENTITY_MASKED"",""SOURCE_NARRATIVE_ONLY"",""SUBJECT_ONLY"",""TITLE_ONLY"",""UNICODE_CANONICAL_VARIANT"",""WIDTH_COMPATIBILITY_LEXICAL_VIEW""]"	8dc92fb59b500b5fedf474c7fc895bf8db8e690cb9717e680dea8b542aa2d038	false	false	false	NOT_RUN	Declared ablation lacks an authorized precomputed ranking variant.	06c68acff69c3b152cccf73cacf6ac65535f6d4b48e3a5b368bf275c446f2e76
NLP-D1	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	N/A	MARKUP_CLEANED	ROBUSTNESS	NOT_RUN	N/A	0	0											false	false	false	STOPPED_RECOVERABLE_CHECKPOINT	7cde5cfdcf0a0bfd4762f9e23c3b50287a0b9071cbf0bd21102bca4ae2ee024c	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	55a5570b2d7b5669fe091c9d2d796cceeba1ad6bb8a6cecead294aa98ad80db3	d2a240115cb238a3601e393da8b4c797357763d71ef9ae01593179a4b6593072	17	[]	"[""APOSTROPHE_VARIANT"",""CASE_NORMALIZED"",""DIACRITIC_FOLDED_LEXICAL_VIEW"",""HYPHEN_VARIANT"",""MARKUP_CLEANED"",""MAX_LENGTH_128"",""MAX_LENGTH_256"",""MAX_LENGTH_512"",""OFFICIAL_ASYMMETRIC_VS_PLAIN_DIAGNOSTIC"",""PUNCTUATION_VARIANT"",""REGISTERED_BOILERPLATE_REMOVED"",""SOURCE_IDENTITY_MASKED"",""SOURCE_NARRATIVE_ONLY"",""SUBJECT_ONLY"",""TITLE_ONLY"",""UNICODE_CANONICAL_VARIANT"",""WIDTH_COMPATIBILITY_LEXICAL_VIEW""]"	8dc92fb59b500b5fedf474c7fc895bf8db8e690cb9717e680dea8b542aa2d038	false	false	false	NOT_RUN	Declared ablation lacks an authorized precomputed ranking variant.	7d6dd604a720179527a63dab73bacaf795eb36b0c0e613a93770210f21d7f459
NLP-D1	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	N/A	MAX_LENGTH_128	TRUNCATION	NOT_RUN	N/A	0	0											false	false	false	STOPPED_RECOVERABLE_CHECKPOINT	7cde5cfdcf0a0bfd4762f9e23c3b50287a0b9071cbf0bd21102bca4ae2ee024c	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	55a5570b2d7b5669fe091c9d2d796cceeba1ad6bb8a6cecead294aa98ad80db3	d2a240115cb238a3601e393da8b4c797357763d71ef9ae01593179a4b6593072	17	[]	"[""APOSTROPHE_VARIANT"",""CASE_NORMALIZED"",""DIACRITIC_FOLDED_LEXICAL_VIEW"",""HYPHEN_VARIANT"",""MARKUP_CLEANED"",""MAX_LENGTH_128"",""MAX_LENGTH_256"",""MAX_LENGTH_512"",""OFFICIAL_ASYMMETRIC_VS_PLAIN_DIAGNOSTIC"",""PUNCTUATION_VARIANT"",""REGISTERED_BOILERPLATE_REMOVED"",""SOURCE_IDENTITY_MASKED"",""SOURCE_NARRATIVE_ONLY"",""SUBJECT_ONLY"",""TITLE_ONLY"",""UNICODE_CANONICAL_VARIANT"",""WIDTH_COMPATIBILITY_LEXICAL_VIEW""]"	8dc92fb59b500b5fedf474c7fc895bf8db8e690cb9717e680dea8b542aa2d038	false	false	false	NOT_RUN	Declared ablation lacks an authorized precomputed ranking variant.	ed7077f7b9c67e8dc691cbbc4819949700227010566725833f0c0d9443e1fd43
NLP-D1	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	N/A	MAX_LENGTH_256	TRUNCATION	NOT_RUN	N/A	0	0											false	false	false	STOPPED_RECOVERABLE_CHECKPOINT	7cde5cfdcf0a0bfd4762f9e23c3b50287a0b9071cbf0bd21102bca4ae2ee024c	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	55a5570b2d7b5669fe091c9d2d796cceeba1ad6bb8a6cecead294aa98ad80db3	d2a240115cb238a3601e393da8b4c797357763d71ef9ae01593179a4b6593072	17	[]	"[""APOSTROPHE_VARIANT"",""CASE_NORMALIZED"",""DIACRITIC_FOLDED_LEXICAL_VIEW"",""HYPHEN_VARIANT"",""MARKUP_CLEANED"",""MAX_LENGTH_128"",""MAX_LENGTH_256"",""MAX_LENGTH_512"",""OFFICIAL_ASYMMETRIC_VS_PLAIN_DIAGNOSTIC"",""PUNCTUATION_VARIANT"",""REGISTERED_BOILERPLATE_REMOVED"",""SOURCE_IDENTITY_MASKED"",""SOURCE_NARRATIVE_ONLY"",""SUBJECT_ONLY"",""TITLE_ONLY"",""UNICODE_CANONICAL_VARIANT"",""WIDTH_COMPATIBILITY_LEXICAL_VIEW""]"	8dc92fb59b500b5fedf474c7fc895bf8db8e690cb9717e680dea8b542aa2d038	false	false	false	NOT_RUN	Declared ablation lacks an authorized precomputed ranking variant.	b856449a087ad05b324a26578df9899b2e628b40547de1b9d480ce6e995f3e01
NLP-D1	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	N/A	MAX_LENGTH_512	TRUNCATION	NOT_RUN	N/A	0	0											false	false	false	STOPPED_RECOVERABLE_CHECKPOINT	7cde5cfdcf0a0bfd4762f9e23c3b50287a0b9071cbf0bd21102bca4ae2ee024c	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	55a5570b2d7b5669fe091c9d2d796cceeba1ad6bb8a6cecead294aa98ad80db3	d2a240115cb238a3601e393da8b4c797357763d71ef9ae01593179a4b6593072	17	[]	"[""APOSTROPHE_VARIANT"",""CASE_NORMALIZED"",""DIACRITIC_FOLDED_LEXICAL_VIEW"",""HYPHEN_VARIANT"",""MARKUP_CLEANED"",""MAX_LENGTH_128"",""MAX_LENGTH_256"",""MAX_LENGTH_512"",""OFFICIAL_ASYMMETRIC_VS_PLAIN_DIAGNOSTIC"",""PUNCTUATION_VARIANT"",""REGISTERED_BOILERPLATE_REMOVED"",""SOURCE_IDENTITY_MASKED"",""SOURCE_NARRATIVE_ONLY"",""SUBJECT_ONLY"",""TITLE_ONLY"",""UNICODE_CANONICAL_VARIANT"",""WIDTH_COMPATIBILITY_LEXICAL_VIEW""]"	8dc92fb59b500b5fedf474c7fc895bf8db8e690cb9717e680dea8b542aa2d038	false	false	false	NOT_RUN	Declared ablation lacks an authorized precomputed ranking variant.	94d477d2349229ed2eee4027519b6814f62c78969c79ee680583a798bdecc9fa
NLP-D1	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	N/A	OFFICIAL_ASYMMETRIC_VS_PLAIN_DIAGNOSTIC	INPUT_MODE	NOT_RUN	N/A	0	0											false	false	false	STOPPED_RECOVERABLE_CHECKPOINT	7cde5cfdcf0a0bfd4762f9e23c3b50287a0b9071cbf0bd21102bca4ae2ee024c	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	55a5570b2d7b5669fe091c9d2d796cceeba1ad6bb8a6cecead294aa98ad80db3	d2a240115cb238a3601e393da8b4c797357763d71ef9ae01593179a4b6593072	17	[]	"[""APOSTROPHE_VARIANT"",""CASE_NORMALIZED"",""DIACRITIC_FOLDED_LEXICAL_VIEW"",""HYPHEN_VARIANT"",""MARKUP_CLEANED"",""MAX_LENGTH_128"",""MAX_LENGTH_256"",""MAX_LENGTH_512"",""OFFICIAL_ASYMMETRIC_VS_PLAIN_DIAGNOSTIC"",""PUNCTUATION_VARIANT"",""REGISTERED_BOILERPLATE_REMOVED"",""SOURCE_IDENTITY_MASKED"",""SOURCE_NARRATIVE_ONLY"",""SUBJECT_ONLY"",""TITLE_ONLY"",""UNICODE_CANONICAL_VARIANT"",""WIDTH_COMPATIBILITY_LEXICAL_VIEW""]"	8dc92fb59b500b5fedf474c7fc895bf8db8e690cb9717e680dea8b542aa2d038	false	false	false	NOT_RUN	Declared ablation lacks an authorized precomputed ranking variant.	04a93c7d92564f5876d1a99d7ac91c49520ebe281726620277d298eb8ab01e47
NLP-D1	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	N/A	PUNCTUATION_VARIANT	ROBUSTNESS	NOT_RUN	N/A	0	0											false	false	false	STOPPED_RECOVERABLE_CHECKPOINT	7cde5cfdcf0a0bfd4762f9e23c3b50287a0b9071cbf0bd21102bca4ae2ee024c	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	55a5570b2d7b5669fe091c9d2d796cceeba1ad6bb8a6cecead294aa98ad80db3	d2a240115cb238a3601e393da8b4c797357763d71ef9ae01593179a4b6593072	17	[]	"[""APOSTROPHE_VARIANT"",""CASE_NORMALIZED"",""DIACRITIC_FOLDED_LEXICAL_VIEW"",""HYPHEN_VARIANT"",""MARKUP_CLEANED"",""MAX_LENGTH_128"",""MAX_LENGTH_256"",""MAX_LENGTH_512"",""OFFICIAL_ASYMMETRIC_VS_PLAIN_DIAGNOSTIC"",""PUNCTUATION_VARIANT"",""REGISTERED_BOILERPLATE_REMOVED"",""SOURCE_IDENTITY_MASKED"",""SOURCE_NARRATIVE_ONLY"",""SUBJECT_ONLY"",""TITLE_ONLY"",""UNICODE_CANONICAL_VARIANT"",""WIDTH_COMPATIBILITY_LEXICAL_VIEW""]"	8dc92fb59b500b5fedf474c7fc895bf8db8e690cb9717e680dea8b542aa2d038	false	false	false	NOT_RUN	Declared ablation lacks an authorized precomputed ranking variant.	65722c851741edd9f7bb4acbd75d8608555b53accb32843a9f3de3da4d2d55b4
