case_id	phase	method	path	expected_status	actual_status	outcome	latency_ms	response_bytes	response_sha256	error
A001	ARTIFACT_CHECK	FILE	frontend/generated/trace-exploration-v3/CHECKSUMS.sha256	SHA256_BOUND	SHA256_BOUND	PASS	0.000000	149033	df452f70e5d4806fed3274cce68df861ded5d92b57f0129746ae326d92dafb7d	
C01-W00-R0000	CONCURRENCY_C1	GET	/api/trace/v3/exploration/association-realizations	200	200	PASS	1.861833	725	2055daed0bcf6b8683685111e1a08e80f77c46c3c857699a40af3bee93d456d1	
C01-W00-R0001	CONCURRENCY_C1	GET	/api/trace/v3/exploration/associations	200	200	PASS	1.655750	713	112656881141e3e6fe08e84889d751d97594a486f7395a82fa0259bf56e1e546	
C01-W00-R0002	CONCURRENCY_C1	GET	/api/trace/v3/exploration/baseline/reconciliation	200	200	PASS	2.863375	2189	b47499950063363bb5f9ab4fc5980ba0456e03891bd08b3812dfbecadb42775b	
C01-W00-R0003	CONCURRENCY_C1	GET	/api/trace/v3/exploration/capabilities	200	200	PASS	1.475959	3161	45893bee2ee38d5b79f1060c05c65fed9715a572368a3ddcf339afaf2f9cc33a	
C01-W00-R0004	CONCURRENCY_C1	GET	/api/trace/v3/exploration/composition-coherence-reviews	200	200	PASS	1.357083	730	8c9d2305760164516c357a83df743c9bbf90641939f104481c3a9da17377b9a7	
C01-W00-R0005	CONCURRENCY_C1	GET	/api/trace/v3/exploration/compositions	200	200	PASS	1.175125	713	f24bf8431d2e48ebf0ea9bf33a2e75f5a59b2a37a40dc09fca99db228c4c53cd	
C01-W00-R0006	CONCURRENCY_C1	GET	/api/trace/v3/exploration/concept-senses	200	200	PASS	1.656375	715	31f3e8c824758ad9bc595bf0d5b335f902933b1d04fee360bf36e3a292dd2676	
C01-W00-R0007	CONCURRENCY_C1	GET	/api/trace/v3/exploration/concepts	200	200	PASS	2.455667	709	e868697ef6929bb232c46bc4900fea0a65999ee7b3012bc6d31c9f3b7011f002	
C01-W00-R0008	CONCURRENCY_C1	GET	/api/trace/v3/exploration/exports	200	200	PASS	1.925958	708	0c76ad647e7a38cfe75d0185b0343abb847a0f5835903d30bd680c78a0d5a8e8	
C01-W00-R0009	CONCURRENCY_C1	GET	/api/trace/v3/exploration/incidences	200	200	PASS	1.397042	711	66defbdbbce3dbe5717864f006dac588011c9ed4f3631c259468f3cdaca99325	
