path,branch,HEAD,exists,prunable,clean,remote_pushed,remote_divergence,open_processes,untracked_files,ignored_runtime_bytes,audit_package,recovery_commit,decision
/Users/jarlgiovanni/Desktop/modern_GD_history,main,7ef26d66b6ad671fdcc5e11bfa831699a39426bc,True,False,False,False,0/5,[],10937,2586674362,,7ef26d66b6ad671fdcc5e11bfa831699a39426bc,RETAIN_NOT_TASK_OWNED_OR_BLOCKED
/private/tmp/graphic_design_archive_v49_api_read_contract_closure,fix/v49-api-read-contract-closure-20260821,d78f496bcdf2cd6941791986007cd7a885c4c532,True,False,True,True,0/0,[],0,685736239,docs/audits/v49-api-read-contract-closure,d78f496bcdf2cd6941791986007cd7a885c4c532,REMOVE_SAFE_COMPLETED_TASK_WORKTREE
/private/tmp/graphic_design_archive_v49_phase2b_evidence_repair,chore/v49-phase2b-evidence-repair-20260815,60329e8ec713221bbf42318a4f4c7477e6eb5a72,False,True,False,True,0/0,[],0,0,,60329e8ec713221bbf42318a4f4c7477e6eb5a72,PRUNE_STALE_REGISTRATION
/private/tmp/graphic_design_archive_v49_phase2b_promotion,chore/v49-phase2b-promotion-20260815,11e7b82d27b2774273d2f0d68904632246dabd37,False,True,False,False,N/A,[],0,0,,11e7b82d27b2774273d2f0d68904632246dabd37,PRUNE_STALE_REGISTRATION
/private/tmp/graphic_design_archive_v49_read_platform,feat/v49-read-platform,6e66186f2626bd10272b3cd408778f2ac091a598,False,True,False,True,0/0,[],0,0,,6e66186f2626bd10272b3cd408778f2ac091a598,PRUNE_STALE_REGISTRATION
/private/tmp/graphic_design_archive_v49_release_snapshot,fix/v49-release-projection-snapshot-20260816,dc76920e3d843c9128e73dcec7ce7f26da7cfa51,False,True,False,True,0/0,[],0,0,,dc76920e3d843c9128e73dcec7ce7f26da7cfa51,PRUNE_STALE_REGISTRATION
/private/tmp/graphic_design_archive_v49_release_snapshot_closure,fix/v49-release-projection-snapshot-closure-20260816,56d41d7bd55d90a7034bbcd017b0305b680e20b4,False,True,False,True,0/0,[],0,0,,56d41d7bd55d90a7034bbcd017b0305b680e20b4,PRUNE_STALE_REGISTRATION
/private/tmp/graphic_design_archive_v49_release_snapshot_db_closure,fix/v49-release-projection-snapshot-db-closure-20260820,55f1d715722f1a3bdb5b14d716a703e8a79ffb57,True,False,True,True,0/0,[],0,375277924,docs/audits/v49-release-projection-snapshot-db-closure,55f1d715722f1a3bdb5b14d716a703e8a79ffb57,REMOVE_SAFE_COMPLETED_TASK_WORKTREE
/private/tmp/graphic_design_archive_v49_release_snapshot_performance,fix/v49-release-projection-snapshot-performance-20260817,321e89f954fc32eae91a124afe83af9b8b2f32a3,False,True,False,True,0/0,[],0,0,,321e89f954fc32eae91a124afe83af9b8b2f32a3,PRUNE_STALE_REGISTRATION
/private/tmp/graphic_design_archive_v49_repository_hygiene,chore/v49-repository-hygiene-database-freeze-20260821,3eb26f8333ee6db1f7021c2eab959389a1b297b3,True,False,False,False,N/A,[],4,685792803,,3eb26f8333ee6db1f7021c2eab959389a1b297b3,RETAIN_ACTIVE
/private/tmp/graphic_design_archive_v49_runtime_acceptance,verify/v49-read-platform-runtime-acceptance-20260815,64de7ab1ccc190b433266e3a793b9ff7d4c06016,False,True,False,True,0/0,[],0,0,,64de7ab1ccc190b433266e3a793b9ff7d4c06016,PRUNE_STALE_REGISTRATION
/private/tmp/graphic_design_archive_v49_runtime_acceptance_closure,fix/v49-read-platform-parity-browser-20260816,3e666b5265ebe7b41ea0c98531b35761ff0d9485,False,True,False,True,0/0,[],0,0,,3e666b5265ebe7b41ea0c98531b35761ff0d9485,PRUNE_STALE_REGISTRATION
/private/tmp/graphic_design_archive_v49_trace_positioning,research/v49-trace-positioning-20260816,3128a6e544d3a223b9c5cc496859e983948200d3,False,True,False,True,0/0,[],0,0,,3128a6e544d3a223b9c5cc496859e983948200d3,PRUNE_STALE_REGISTRATION
/private/tmp/modern-gd-v47-data-expansion,codex/v47-data-expansion,f2cf492b480139776ae674d5c26ccfd845e45e45,False,True,False,True,0/0,[],0,0,,f2cf492b480139776ae674d5c26ccfd845e45e45,PRUNE_STALE_REGISTRATION
/private/tmp/modern-gd-v48-freeze-clean,codex/v48-freeze-staging,f2cf492b480139776ae674d5c26ccfd845e45e45,False,True,False,False,N/A,[],0,0,,f2cf492b480139776ae674d5c26ccfd845e45e45,PRUNE_STALE_REGISTRATION
