candidate_variant_id	model_id	reference_variant_id	candidate_pool_p50	candidate_pool_p90	candidate_pool_p95	candidate_pool_p99	candidate_pool_max	candidate_reduction_p50	recall_at_10	recall_at_20	recall_at_50	zero_candidate_object_count	near_full_candidate_object_count	candidate_generation_p50_ms	candidate_generation_p95_ms	candidate_sets_sha256	pair_rows_materialized	randomness_affects_candidate_set
CG-CUR-1	M2	M2-GLOBAL_IDF	7452	7586	7662	7710	7766	0.06780085063797847	1	1	1	0	794	6.889833020977676	7.766387448646128	b72b004824d30a056ceedaaccb58f7d9e0ebf73e15d631dd4661383e4ca5b433	0	false
CG-CUR-1	M2	M2-SMOOTHED_IDF	7452	7586	7662	7710	7766	0.06780085063797847	1	1	1	0	794	6.889833020977676	7.766387448646128	b72b004824d30a056ceedaaccb58f7d9e0ebf73e15d631dd4661383e4ca5b433	0	false
CG-CUR-1	M2	M2-WITHIN_FAMILY_IDF	7452	7586	7662	7710	7766	0.06780085063797847	1	1	1	0	794	6.889833020977676	7.766387448646128	b72b004824d30a056ceedaaccb58f7d9e0ebf73e15d631dd4661383e4ca5b433	0	false
CG-CUR-1	M5	M5-GOWER-MISSING-A	7452	7586	7662	7710	7766	0.06780085063797847	1	1	1	0	794	6.889833020977676	7.766387448646128	b72b004824d30a056ceedaaccb58f7d9e0ebf73e15d631dd4661383e4ca5b433	0	false
CG-CUR-1	M5	M5-GOWER-MISSING-B	7452	7586	7662	7710	7766	0.06780085063797847	1	1	1	0	794	6.889833020977676	7.766387448646128	b72b004824d30a056ceedaaccb58f7d9e0ebf73e15d631dd4661383e4ca5b433	0	false
CG-CUR-1	M5	M5-GOWER-MISSING-C	7452	7586	7662	7710	7766	0.06780085063797847	1	1	1	0	794	6.889833020977676	7.766387448646128	b72b004824d30a056ceedaaccb58f7d9e0ebf73e15d631dd4661383e4ca5b433	0	false
CG-CUR-1	M5	M5-GOWER-MISSING-D	7452	7586	7662	7710	7766	0.06780085063797847	1	1	1	0	794	6.889833020977676	7.766387448646128	b72b004824d30a056ceedaaccb58f7d9e0ebf73e15d631dd4661383e4ca5b433	0	false
CG-CUR-1	M5	M5-GOWER-TEMP-1	7452	7586	7662	7710	7766	0.06780085063797847	1	1	1	0	794	6.889833020977676	7.766387448646128	b72b004824d30a056ceedaaccb58f7d9e0ebf73e15d631dd4661383e4ca5b433	0	false
CG-CUR-1	M5	M5-GOWER-TEMP-2	7452	7586	7662	7710	7766	0.06780085063797847	1	0.9999937460913071	0.9999149468417761	0	794	6.889833020977676	7.766387448646128	b72b004824d30a056ceedaaccb58f7d9e0ebf73e15d631dd4661383e4ca5b433	0	false
CG-CUR-1	M5	M5-GOWER-TEMP-3	7452	7586	7662	7710	7766	0.06780085063797847	1	1	0.9999899937460913	0	794	6.889833020977676	7.766387448646128	b72b004824d30a056ceedaaccb58f7d9e0ebf73e15d631dd4661383e4ca5b433	0	false
CG-CUR-1	M5	M5-GOWER-TEMP-4	7452	7586	7662	7710	7766	0.06780085063797847	1	1	1	0	794	6.889833020977676	7.766387448646128	b72b004824d30a056ceedaaccb58f7d9e0ebf73e15d631dd4661383e4ca5b433	0	false
