parent_checkpoint_sha	review_tranche	queue_ref	queue_id	queue_record_kind	parent_candidate_id	parent_family_ordinal	queue_action	association_id	association_revision_id	association_identity_created	association_activation_status	participant_labels_json	participant_sense_ids_json	arity	scope_key	scope_summary	source_ids_json	evidence_occurrence_ids_json	evidence_locator_summary	support_hypothesis	active_pair_graph_status	required_gates	rights_review_status	source_text_review_status	human_review_status	counterevidence_review_status	pair_projection_policy	pair_projection_created	subset_projection_created	product_path_created	product_eligibility	queue_status	explicit_nonclaims_json	record_sha256
f97d20b37b58a509d04cdf3bc3385486fc8d173c	CHECKPOINT-007-EVIDENCE-TRANCHE-C	TCQ-001	R16B-TRANCHE-C-QUEUE:9bde35561bbe8c184ea7da611d31514726f2fe5d0abcf398042b89f80ecfb60d	PARENT_CLOSE_CONTROL	R16B-LOCAL-FAMILY:08555e0036d8fa72ac6454261ba70bfa4ad09988a59f17c92c3401fd0d1d907d	26	CLOSE_DISCONNECTED_PAIR_COMPONENT_PARENT			false	INACTIVE	"[""institutionalization"",""professionalization"",""photography"",""typography""]"	"[""R16B-SENSE:6672e4d46dd04d497061cde0fb1319f2795e43fafb72f047ac8a663d5c0dabfb"",""R16B-SENSE:aaba242b61f07fc7756aa5d54b3d132896c230e138451ec96ac3b40b8c2c3ec3"",""R16B-SENSE:b25cab95ecf4ca503def2a66d5d89c36131f18c819b00e5c0c06737222baf067"",""R16B-SENSE:fd509f4a9f5aea51e88d869076b1534b55b173e8fd71bf4eb97c1c907a76859a""]"	4	DISTINCT_PAIR_COMPONENTS	Institutional/professional and photography/typography pair components remain separate.	[]	"[""R16B-TRIGGER-OCC:409236449c87a416ec5fab0c633bc84cf7d9e9e7953c1ea815af1fef9c8e3f42""]"	R15-COMP-008	PAIRWISE_COMPONENTS_NOT_GROUP	ACTIVE_PAIRS_2_OF_6;COMPONENTS_2	FINAL_PARENT_DISPOSITION	NOT_APPLICABLE_FINAL_PARENT_CONTROL	NOT_APPLICABLE_FINAL_PARENT_CONTROL	NOT_PENDING_FOR_FINAL_NON_SUPPORTING_PARENT	NOT_PENDING_FOR_FINAL_NON_SUPPORTING_PARENT	NONE	false	false	false	INELIGIBLE	CLOSED_PARENT_CONTROL	"[""no unsupported bridge"",""fixture output is not evidence""]"	553d966eada149032a212387b52b305a332acea666c9a00fa07238c1d722ce9c
f97d20b37b58a509d04cdf3bc3385486fc8d173c	CHECKPOINT-007-EVIDENCE-TRANCHE-C	TCQ-002	R16B-TRANCHE-C-QUEUE:b6904bf0be4be9985f23eab68bb402e7cd6dcee09cd839dfd9d740859eee6165	PARENT_CLOSE_CONTROL	R16B-LOCAL-FAMILY:0c335e4ef6d612535b516a59ac96442d3cbf17affbbd517d57c6d74388f8fd2d	27	CLOSE_SCOPE_CONFLICT_PARENT			false	INACTIVE	"[""cultural transfer"",""adaptation"",""cultural negotiation"",""rejection""]"	"[""R16B-SENSE:1aa96f9aba9b8704f69327d5cdc34c2eff1c7e3d74643cddbf9ad8f507d7a5fb"",""R16B-SENSE:698710ef66f0d551cde028b8e54bdbf6051b96902a736be6b9ab45d1ad91f848"",""R16B-SENSE:9415fd18554090ac9dd2dfc28a1ec541d67a94b8421b1cefafa578a03302257d"",""R16B-SENSE:9c499c8b62d5222b0be4049597c613d82925ede87bf34656671a6b1e4e491bc3""]"	4	CONTACT_ZONE_VERSUS_TRANSFER_BRIDGE	Contact-zone triad and qualified cultural-transfer bridge remain separately bounded.	"[""COMP-SRC-013"",""COMP-SRC-014""]"	"[""R16B-TRIGGER-OCC:962b74f290c61658aed1afbf35b154e36f453ec7872dff13b6c2eb3c0a9da36b""]"	p.354; Contact Zone section	SCOPE_CONFLICT_NOT_GROUP	ACTIVE_PAIRS_3_OF_6;COMPONENTS_2	FINAL_PARENT_DISPOSITION	NOT_APPLICABLE_FINAL_PARENT_CONTROL	NOT_APPLICABLE_FINAL_PARENT_CONTROL	NOT_PENDING_FOR_FINAL_NON_SUPPORTING_PARENT	NOT_PENDING_FOR_FINAL_NON_SUPPORTING_PARENT	NONE	false	false	false	INELIGIBLE	CLOSED_PARENT_CONTROL	"[""no cross-source flattening"",""no passive-transfer equivalence""]"	a3bd456c1db502fd1a7835db8f663831f3fb14794fe318baf26de201bee9aa1d
f97d20b37b58a509d04cdf3bc3385486fc8d173c	CHECKPOINT-007-EVIDENCE-TRANCHE-C	TCQ-003	R16B-TRANCHE-C-QUEUE:a1faed61e2e06b8d1b35319fa789c548c6be121fbb240050e6b321c11f3b9703	SCOPED_INQUIRY_IDENTITY	R16B-LOCAL-FAMILY:89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a	28	CREATE_INQUIRY_ONLY_HIGHER_ORDER_IDENTITY	R16B-ASSOC:4dcabb459b575457929aa565dc7579f43c0e78167fe466f0d0bd777835c19742	R16B-ASSOC-REV:d22c9c9aae73bfcf3609e48a226c054aaad13dea9e477a3388224851beb35689	true	INQUIRY_ONLY	"[""exhibition"",""trade"",""propaganda"",""design diplomacy""]"	"[""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	4	SWEDEN_IN_SYDNEY_1954	Sweden at David Jones' exposition, Sydney, 1954; exact four-concept source-bound inquiry.	"[""COMP-SRC-025""]"	"[""R16B-TRIGGER-OCC:1826f68aa42a92bc6dca9d860b71f6023175d5f4f0c28713fd354e2069c54ff8"",""R16B-TRIGGER-OCC:46f134c8d09b178d1550ae7fff01581b03f2a902eb245432fe7e7b09fc66b0ab""]"	COMP-EVID-026; R14 provenance; p.282; DOI 10.1080/10331867.2023.2282294	DIRECT_GROUP_HYPOTHESIS_NOT_FINAL_SUPPORT	ACTIVE_PAIRS_5_OF_6;COMPONENTS_1	EXACT_TEXT; RIGHTS; SENSE; ROLE; SAME_CASE; COUNTEREVIDENCE; EXTERNAL_HUMAN_REVIEW	OPEN_EXTERNAL_RIGHTS_AND_REDISTRIBUTION_REVIEW	OPEN_EXTERNAL_EXACT_TEXT_AND_LOCATOR_REVIEW	OPEN_EXTERNAL_DESIGN_HISTORY_REVIEW	OPEN_ADAPTIVE_FALSIFICATION_REVIEW	NONE	false	false	false	INELIGIBLE	OPEN_INQUIRY_ONLY_NOT_ACTIVE	"[""no exhibition/trade pair"",""no audience-acceptance claim"",""no diplomacy/propaganda equivalence"",""no subset projection""]"	3de85be7b6f3a3d9a34e53809f8977f1bf176bce152eef04a8dc5d2a28cdb30c
f97d20b37b58a509d04cdf3bc3385486fc8d173c	CHECKPOINT-007-EVIDENCE-TRANCHE-C	TCQ-004	R16B-TRANCHE-C-QUEUE:63c54879a5f71dd6f41b8b3c9c29bd7116557482fc602151d2d952feb759ae3b	DERIVATIVE_RECONCILIATION	R16B-LOCAL-FAMILY:89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a	28	RECONCILE_PRIOR_STRUCTURAL_DESCENDANTS			false	INACTIVE	"[""exhibition"",""trade"",""propaganda"",""design diplomacy""]"	"[""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	4	SWEDEN_1954_PRIOR_DERIVATIVE_SET	Fourteen subgraphs, six topologies, twenty-four Round 16A product compositions, and one legacy composition.	"[""COMP-SRC-025""]"	"[""R16B-TRIGGER-OCC:01bde87d61f3a372bf1aa3ac8c5ed01b4ccbfa4021ef03ddf336c8deff4ee43d"",""R16B-TRIGGER-OCC:032c9e51f000f49802decd4dab3fe9e6ab37015cbdd21d8685250c54c5314b13"",""R16B-TRIGGER-OCC:0a06a3c2056a6614a33b7778a79dfbc4f939af1d04c7633e37e203c1e8f967fa"",""R16B-TRIGGER-OCC:2425f4be2faac27d2e4781ff9d9e0e377205735f0d3ac0d8d1007057c8982c3a"",""R16B-TRIGGER-OCC:246b2d51a66e6b509f2240966e16bb96057d7b8eb40d97d39461b22cc8c61251"",""R16B-TRIGGER-OCC:2ce2399b4948ecd97f37ee4e1726b41b60f885e1bf190d2d8f0120d9460a46a9"",""R16B-TRIGGER-OCC:2f30c0c9c59404c0e63526ef824929f5d2584c62f4588ffe199055a51da5b099"",""R16B-TRIGGER-OCC:34a3a57a448dbf9cf3adf1018c7812139f5a2fd0e5cc4157e7ef058d88d4324e"",""R16B-TRIGGER-OCC:3b3df5abb473472f96bdf2f5864f318eac96213b2dda7f4a3192aee639c66d26"",""R16B-TRIGGER-OCC:3fdcca663191ef12d5b7806888eeb26e0a95eecc7d73e98f5cc7ab2b4f5b403f"",""R16B-TRIGGER-OCC:463b8c81a96010d9e0dbad5d001d8784c3f0dde91ca2be1d644804c65970869a"",""R16B-TRIGGER-OCC:47e7d90435105f248eb86d56bc27d2a1a121914976cf1d447171abc5befc262b"",""R16B-TRIGGER-OCC:4b3633a82fb5e23ad1706e555c6092c915533da4040ca62b6195a45facbb2f24"",""R16B-TRIGGER-OCC:4c092749b453ee6576120fda2fc88ba3f3711430059d0df4f9b673b8253ad68b"",""R16B-TRIGGER-OCC:529b01ade349fc5ec1e7352f7d90dac74d15382bb52cf6ffd68ed264ba939864"",""R16B-TRIGGER-OCC:562ba9002cc843378e5acf57cd2f8d892b9efe9e0331d905370dbb9dd448a421"",""R16B-TRIGGER-OCC:5d4db12993718682a36d32c492e3561b0320913ee2689008acaa2b9026387f0c"",""R16B-TRIGGER-OCC:6e94764052209c640fefd08b47df3440599535ff7046228f61bc6a7e2a5ebdf7"",""R16B-TRIGGER-OCC:704c0c889f83a43f3a8b1a73f98d5b624b9afcc5676938f58519a06cd7f26d34"",""R16B-TRIGGER-OCC:704ee7e707d4dd67b7b9fff13ed8d8b03c30483b8f5e9a2171930ff90852c13a"",""R16B-TRIGGER-OCC:71a9486c5f28a487812fc2c8744a6fc94d06606b864378dee2ceffe313708fdb"",""R16B-TRIGGER-OCC:756576c1436cbd1430355909b0e718756454cfaabf9ed06750ba4a48115d060a"",""R16B-TRIGGER-OCC:8537da1ab1ccf449516b1f3de1296868c171d9e1b872eea3b4353550c59faa0b"",""R16B-TRIGGER-OCC:8587f30de7a623f9e6485777758faab880124a187251e351ae924b2fd3ace114"",""R16B-TRIGGER-OCC:901e02775f1927e6c3447c1a292ce29fad6addc0cc8a0aed55a4cb9c2ba78662"",""R16B-TRIGGER-OCC:903b604e73a3977efb4751634361b3d7ed28587c2c86392b97abb6b98c406dc1"",""R16B-TRIGGER-OCC:9da9533aefee2b79b53218480fa69dea03168ec0f57208784ec07a488ac17b3a"",""R16B-TRIGGER-OCC:a3c1c52773986e6cb4b1daed5cd83a0f978ecf2bc5c518f6cc3af5fe355928fe"",""R16B-TRIGGER-OCC:aa7ed8700db3ecfcbcb89d105bfb0528d16a011e469d9a22eb98d98c612d72d4"",""R16B-TRIGGER-OCC:b0f432481cb6b776e9e09f9af09c0c34b0087952771f54488a55183ca9ffc6c9"",""R16B-TRIGGER-OCC:b1d252ae01fa65a4f2c04437e770fe4f3de8cd8156f7477d39a1ac666a03c7c3"",""R16B-TRIGGER-OCC:d4da77ad36989006372cf1c339da3a933045c043f994ede284ad3a57986dcb77"",""R16B-TRIGGER-OCC:d70b958ebb88cbae6a0feadc21e91a3ea46f195e386fda7c350857ad3c3bfa1e"",""R16B-TRIGGER-OCC:da2bcfe907343507c993595146367fb73e3e9069da81802e6adbc24079ddb8ef"",""R16B-TRIGGER-OCC:dd78eb8c32132fe7b6ffaf695e1ed20bcc6eb68de60ded1d8c86a03a8f89937e"",""R16B-TRIGGER-OCC:e2ae18f559c630994377d2f392f996562172f3a7cd580a69a9589155d306e116"",""R16B-TRIGGER-OCC:e2b2323a75ebf0477c51b60eb4dc69324d13efa8d9d2a4ab8fba96c611556d2a"",""R16B-TRIGGER-OCC:e66a4cb068f15fc05498e960e6f8e04f715913259c566021c6489c8f4bc30dec"",""R16B-TRIGGER-OCC:e71deb02d2c7d8d2630dc628395740935778186becf515f48e138647d34bae40"",""R16B-TRIGGER-OCC:ec5243197131a6703d448475d40e3ad9d14bac2a45a2aa6d93656d49855e8057"",""R16B-TRIGGER-OCC:ee0efb4e632ad08b52a170ebfd755f90e668dd82ab611de3838f10f7216a8703"",""R16B-TRIGGER-OCC:f1251e1667abc539e752de573a9972d5418459b288f7b94fe1b06aaabf0221ad"",""R16B-TRIGGER-OCC:f336f2c37c92fc84fe6c5fae9a1afd2e6d801f2edb1fe5c6d01741279f9ac033"",""R16B-TRIGGER-OCC:f67ba2e0f02f33e87febfc00b9ca3fa47a8d0b33de18f60c8f72e6c109ba0722"",""R16B-TRIGGER-OCC:fed4ef9c8cd5c0462bb3b28ea9cea69e0728a0b664322a1ce8e8ed28209d706f""]"	45 structural descendants	RETAIN_ONLY_IF_TRACED_TO_LATER_GOVERNED_ACTIVE_ASSOCIATION	ACTIVE_PAIRS_5_OF_6;COMPONENTS_1	EXTERNAL_DECISION; PRODUCT_RECONCILIATION	NOT_APPLICABLE_FINAL_PARENT_CONTROL	NOT_APPLICABLE_FINAL_PARENT_CONTROL	NOT_PENDING_FOR_FINAL_NON_SUPPORTING_PARENT	NOT_PENDING_FOR_FINAL_NON_SUPPORTING_PARENT	NONE	false	false	false	INELIGIBLE	OPEN_RECONCILIATION_CONTROL	"[""renderability is not group support"",""compatibility does not preserve a composition automatically""]"	bf4a8cacdc3efbfa2df05e40ab4f42c6f77810529eadc68baf76fcafcf315579
f97d20b37b58a509d04cdf3bc3385486fc8d173c	CHECKPOINT-007-EVIDENCE-TRANCHE-C	TCQ-005	R16B-TRANCHE-C-QUEUE:f7bbd0b86e08b0352bb82fbf9dc9b34adc7fc906a665a5a3adfcff7f869ec74d	PARENT_CLOSE_CONTROL	R16B-LOCAL-FAMILY:9ba898462d422755c40d8ef6228e8a7faa6e74dd9b4b0499f82694e8ae4515da	29	CLOSE_UNSUPPORTED_BRIDGE_AND_SPLIT_PARENT			false	INACTIVE	"[""gendering"",""institutionalization"",""design education"",""commodification""]"	"[""R16B-SENSE:14bd96e324918cf3d87ed84253055004be79647294bf62a305ccf9a65a46b863"",""R16B-SENSE:6672e4d46dd04d497061cde0fb1319f2795e43fafb72f047ac8a663d5c0dabfb"",""R16B-SENSE:9f5a38a6fb1ca9212921419af18b59d535ee2f944c89ce002dfa6db54090b9c8"",""R16B-SENSE:f1dafc6df9c9a66b0b7c19d34606a2ed638c193dc7047afb8a1f83b3d564ebc1""]"	4	R15_SPLIT_CONTROL	Two disconnected pair components plus three internal hard-negative pair assessments.	[]	"[""R16B-TRIGGER-OCC:126e2931395b21c25b6141ad70cddb5fe56d2dc031ab2c4fe42902ffd239749d"",""R16B-TRIGGER-OCC:44c51d6b1a795bd8bd0f86c23b67bc8d28f2138f38ca5fc3f9d0f081da6dd887"",""R16B-TRIGGER-OCC:7d3f95aedb7a15e34dc59499adabe55dd3069cc9fc2f55c9c5457a5056f5bb40""]"	R15-COMP-005; R15-COMP-009; R14-NARY-004	PAIRWISE_SUPPORT_WITHOUT_GROUP_COHERENCE	ACTIVE_PAIRS_2_OF_6;COMPONENTS_2	FINAL_PARENT_DISPOSITION	NOT_APPLICABLE_FINAL_PARENT_CONTROL	NOT_APPLICABLE_FINAL_PARENT_CONTROL	NOT_PENDING_FOR_FINAL_NON_SUPPORTING_PARENT	NOT_PENDING_FOR_FINAL_NON_SUPPORTING_PARENT	NONE	false	false	false	INELIGIBLE	CLOSED_PARENT_CONTROL	"[""synthetic layout is not evidence"",""split is not historical separation""]"	795e89b30e967d9af40bc99ae25369bed497591eb76f92e1daefd3cf196ac620
f97d20b37b58a509d04cdf3bc3385486fc8d173c	CHECKPOINT-007-EVIDENCE-TRANCHE-C	TCQ-006	R16B-TRANCHE-C-QUEUE:ec3a20322cc05343eacf985f57c66fed0a1deb4fae74f459265de74952aa81e7	SCOPED_INQUIRY_IDENTITY	R16B-LOCAL-FAMILY:d936154cb902968e2e5e0404e3dffaa3b61b47480b69f600b766b96351b66148	30	CREATE_INQUIRY_ONLY_HIGHER_ORDER_IDENTITY	R16B-ASSOC:b2d7f71d946768a35ee4de75b912d325fbf778f950c9679ef32696596794933a	R16B-ASSOC-REV:f6104d746a20cfb56943be568b578f3efc1add4dcd54647d3b3021f30381c46a	true	INQUIRY_ONLY	"[""consumption"",""production site"",""production"",""material displacement"",""supply chain""]"	"[""R16B-SENSE:06c230c771547ee49390903e0bad7aaf44063613309c93bcbd72e808116af4c6"",""R16B-SENSE:0ebc966b965fc5703be0f4bae727d337f32d83eb7db9066e926a2530dcfa0171"",""R16B-SENSE:419a96e12217bfa4ed031510c32033cb2408489e3abb14eb28291b13c068e159"",""R16B-SENSE:61aaade597c45243fcdef0d2514fc52f58a066ae5c9f4ad550727cb75b124f64"",""R16B-SENSE:697603bbe891d791295d478b3b16d10add9bdab1fd92826d63d8b630f3779cfb""]"	5	HUTTON_RECIPROCAL_LANDSCAPES_ARTICLE_METHOD_2013	Article-method level material-chain inquiry across production/consumption sites and material movements; not one merged case.	"[""COMP-SRC-020""]"	"[""R16B-TRIGGER-OCC:98f857b3241fd9c59078ac9e724da7bc86c2d76fbf2c4698fbed0f71f098a6e7""]"	COMP-EVID-021; abstract; p.40; DOI 10.1080/18626033.2013.798922	SPARSE_DISCONNECTED_DIRECT_HYPEREDGE_HYPOTHESIS_NOT_FINAL_SUPPORT	ACTIVE_PAIRS_4_OF_10;COMPONENTS_2	EXACT_TEXT; RIGHTS; NEW_OR_CORRECTED_SENSES; ARTICLE_METHOD_VERSUS_CASE_SPLIT; COUNTEREVIDENCE; EXTERNAL_HUMAN_REVIEW	OPEN_EXTERNAL_RIGHTS_AND_REDISTRIBUTION_REVIEW	OPEN_EXTERNAL_EXACT_TEXT_AND_LOCATOR_REVIEW	OPEN_EXTERNAL_DESIGN_HISTORY_REVIEW	OPEN_ADAPTIVE_FALSIFICATION_REVIEW	NONE	false	false	false	INELIGIBLE	OPEN_INQUIRY_ONLY_NOT_ACTIVE	"[""no invented missing pairs"",""no single-case claim"",""no silent production-sense substitution"",""no full-text redistribution""]"	a54a5c1d468657b59cafbe5f34f7de62c95dc75d0f560628d274f627e9db3254
f97d20b37b58a509d04cdf3bc3385486fc8d173c	CHECKPOINT-007-EVIDENCE-TRANCHE-C	TCQ-007	R16B-TRANCHE-C-QUEUE:3528e9ccb85d94f47283c6a78e93db2ee4460ab61e90b17e5845e487d7c35782	SENSE_AND_CASE_SPLIT_REVIEW	R16B-LOCAL-FAMILY:d936154cb902968e2e5e0404e3dffaa3b61b47480b69f600b766b96351b66148	30	AUDIT_METHOD_LEVEL_AND_THREE_CASE_SPECIFIC_IDENTITIES			false	INACTIVE	"[""consumption"",""production site"",""production"",""material displacement"",""supply chain""]"	"[""R16B-SENSE:06c230c771547ee49390903e0bad7aaf44063613309c93bcbd72e808116af4c6"",""R16B-SENSE:0ebc966b965fc5703be0f4bae727d337f32d83eb7db9066e926a2530dcfa0171"",""R16B-SENSE:419a96e12217bfa4ed031510c32033cb2408489e3abb14eb28291b13c068e159"",""R16B-SENSE:61aaade597c45243fcdef0d2514fc52f58a066ae5c9f4ad550727cb75b124f64"",""R16B-SENSE:697603bbe891d791295d478b3b16d10add9bdab1fd92826d63d8b630f3779cfb""]"	5	HUTTON_SENSE_AND_CASE_SPLIT	Resolve production and consumption sense compatibility and distinguish article-method coherence from each material case.	"[""COMP-SRC-020""]"	"[""R16B-TRIGGER-OCC:98f857b3241fd9c59078ac9e724da7bc86c2d76fbf2c4698fbed0f71f098a6e7""]"	COMP-EVID-021; abstract; p.40	IDENTITY_SPLIT_OR_REFORMULATION_REQUIRED_BEFORE_ACTIVATION	ACTIVE_PAIRS_4_OF_10;COMPONENTS_2	EXACT_SENSES; CASE_MEMBERSHIP; ROLE; RIGHTS; EXTERNAL_HUMAN_REVIEW	NOT_APPLICABLE_FINAL_PARENT_CONTROL	NOT_APPLICABLE_FINAL_PARENT_CONTROL	NOT_PENDING_FOR_FINAL_NON_SUPPORTING_PARENT	NOT_PENDING_FOR_FINAL_NON_SUPPORTING_PARENT	NONE	false	false	false	INELIGIBLE	OPEN_RECONCILIATION_CONTROL	"[""method-level coherence does not imply one case"",""case-specific children are not automatic subsets""]"	9ccb5195f8946c226c9d102f3965e5145c24b312d7fc8c90b16b800d1e8e8774
f97d20b37b58a509d04cdf3bc3385486fc8d173c	CHECKPOINT-007-EVIDENCE-TRANCHE-C	TCQ-008	R16B-TRANCHE-C-QUEUE:2898183bac438ff521cd7af6b7f348ad61ea053ed29c239e6d8b8f6d1c230896	PARENT_CLOSE_CONTROL	R16B-LOCAL-FAMILY:5f28402103d5315b59cf0f022e43f679658b1e4d1e960072ae945a66c87d5669	31	CLOSE_TEMPORAL_SCOPE_CONFLICT_PARENT			false	INACTIVE	"[""Swiss typography"",""Bauhaus"",""Arts and Crafts"",""desktop publishing"",""digital interface"",""Brazilian exposition""]"	"[""R16B-SENSE:7273ba8b655b1b1d6833f2630dbce1cd0c14880b61802394b1e4fe1b5768713b"",""R16B-SENSE:c0e153c5cf186e6a7ee6e1475c6308e43a26f61945cb9bf2c5d6d4a194c9316b"",""R16B-SENSE:c73ec782faca3d72e6105bf118c92c2edf8b7a96293190326fc572ba962d0323"",""R16B-SENSE:d86c1d587eab45572d058061fe6b86c7eba2cadcc7dcdc51cd0bb4572b304682"",""R16B-SENSE:e8c2227b6d790a48079a74abfca3f3ea364e80d20835f39602db5ada5259e77f"",""R16B-SENSE:eaa21928082dae77f8ed71bcf1d7f7c5409020e0b599c7cb9621380f5a3ae42d""]"	6	FAILED_TEMPORAL_NEAR_NEIGHBOUR_CONTROL	Six unrelated periods, geographies, media, and cases.	[]	"[""R16B-TRIGGER-OCC:d36676aec41bda897e96d7dcd4a57df62c5fe6ffb505e83d8b7a191964c143f2""]"	R15-COMP-024	BOUNDED_SENSE_OR_SCOPE_CONFLICT	ACTIVE_PAIRS_0_OF_15;COMPONENTS_6	FINAL_PARENT_DISPOSITION	NOT_APPLICABLE_FINAL_PARENT_CONTROL	NOT_APPLICABLE_FINAL_PARENT_CONTROL	NOT_PENDING_FOR_FINAL_NON_SUPPORTING_PARENT	NOT_PENDING_FOR_FINAL_NON_SUPPORTING_PARENT	NONE	false	false	false	INELIGIBLE	CLOSED_PARENT_CONTROL	"[""chronology alone is not association evidence"",""no reception genealogy""]"	f6f9b7268cdf8651b1b038029b5dc02ffcb299f5eab5aa82f8597522be70d2aa
f97d20b37b58a509d04cdf3bc3385486fc8d173c	CHECKPOINT-007-EVIDENCE-TRANCHE-C	TCQ-009	R16B-TRANCHE-C-QUEUE:5f7f61a5396a7cf9c7d8cbce506a821880135041b003ffcd6958f81192bd1bdd	PARENT_CLOSE_CONTROL	R16B-LOCAL-FAMILY:6bd3485742a465105a9adb73f09f1d700f9601abf114d49ba37d02cbbe0337f7	32	CLOSE_THREE_DISCONNECTED_PAIR_COMPONENT_PARENT			false	INACTIVE	"[""consumer culture"",""education"",""photography"",""advertising"",""typography"",""craft""]"	"[""R16B-SENSE:049324b7a1f8dd02995e20043357b090b2357eb23e8fe588e78928f5306a82e1"",""R16B-SENSE:8b4838ede22f2afe50260d73a4ee4b986be96dd92b53e980d8f6312b9e8ca51a"",""R16B-SENSE:b25cab95ecf4ca503def2a66d5d89c36131f18c819b00e5c0c06737222baf067"",""R16B-SENSE:f587f40fcb14f9230306986bb2b2ea917544385afefe2e818002f3f3e7af0f2a"",""R16B-SENSE:fd509f4a9f5aea51e88d869076b1534b55b173e8fd71bf4eb97c1c907a76859a"",""R16B-SENSE:ffbea4357064ed41f3937f9e81c7425cc705fec020515cef904f2473a6e9302b""]"	6	THREE_SEPARATE_PAIR_COMPONENTS	Consumer-culture/advertising, education/craft, and photography/typography remain separate.	[]	"[""R16B-TRIGGER-OCC:feabb940c6254e3d5c7c3a7e7819f206c3982b7c7a37dff2b77556974f568aac""]"	R15-COMP-020	PAIRWISE_SUPPORT_WITHOUT_GROUP_COHERENCE	ACTIVE_PAIRS_3_OF_15;COMPONENTS_3	FINAL_PARENT_DISPOSITION	NOT_APPLICABLE_FINAL_PARENT_CONTROL	NOT_APPLICABLE_FINAL_PARENT_CONTROL	NOT_PENDING_FOR_FINAL_NON_SUPPORTING_PARENT	NOT_PENDING_FOR_FINAL_NON_SUPPORTING_PARENT	NONE	false	false	false	INELIGIBLE	CLOSED_PARENT_CONTROL	"[""separate pair support is not six-node support"",""no bridge is invented""]"	3f47710ebff663595c68892a31fa681fc9d8fc5fafca0026aebf14b70eaaa76c
f97d20b37b58a509d04cdf3bc3385486fc8d173c	CHECKPOINT-007-EVIDENCE-TRANCHE-C	TCQ-010	R16B-TRANCHE-C-QUEUE:ba4cb95427a23e96b8e09a3e0b2775f778b8eaf2631cd9377c7e7a4187fe9319	PARENT_CLOSE_CONTROL	R16B-LOCAL-FAMILY:b2f6aef3aded759512be2f639056c7dacb37707ae596bf8c078035ccd5cd96d5	33	CLOSE_HARD_NEGATIVE_PARENT			false	INACTIVE	"[""gendering"",""institutionalization"",""mobile object"",""photography"",""design diplomacy"",""craft""]"	"[""R16B-SENSE:14bd96e324918cf3d87ed84253055004be79647294bf62a305ccf9a65a46b863"",""R16B-SENSE:6672e4d46dd04d497061cde0fb1319f2795e43fafb72f047ac8a663d5c0dabfb"",""R16B-SENSE:74959afea7f94773eca66c42bbaabe55d3f5ac814d8b2f8efd05921e7e76aa78"",""R16B-SENSE:b25cab95ecf4ca503def2a66d5d89c36131f18c819b00e5c0c06737222baf067"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f"",""R16B-SENSE:ffbea4357064ed41f3937f9e81c7425cc705fec020515cef904f2473a6e9302b""]"	6	FAILED_HARD_NEGATIVE_CONTROL_SET_B	Three hard-negative pair assessments defeat the exact six-node fixture parent.	[]	"[""R16B-TRIGGER-OCC:6d3ed44071968e56ac9061bc547b9fb45166dd0be1c754cf1203544149316b2b""]"	R15-COMP-023; R14-ASSOC-025/027/028	HARD_NEGATIVE	ACTIVE_PAIRS_0_OF_15;COMPONENTS_6	FINAL_PARENT_DISPOSITION	NOT_APPLICABLE_FINAL_PARENT_CONTROL	NOT_APPLICABLE_FINAL_PARENT_CONTROL	NOT_PENDING_FOR_FINAL_NON_SUPPORTING_PARENT	NOT_PENDING_FOR_FINAL_NON_SUPPORTING_PARENT	NONE	false	false	false	INELIGIBLE	CLOSED_PARENT_CONTROL	"[""no pair or subset projection"",""future separately evidenced scope not precluded""]"	50c45fd82d9903e63d65a2b0e34d0a8b40b070abb3af53eb4b3cc92e47b01690
