parent_checkpoint_sha	review_tranche	family_ordinal	candidate_id	participant_set_key	trigger_occurrence_id	source_occurrence_sha256	trigger_id	trigger_class	emission_kind	source_path	input_surface_id	input_record_refs_json	source_locator	content_hashes_json	upstream_record_ids_json	upstream_source_ids_json	upstream_locators_json	occurrence_source_class	occurrence_evidence_class	classification_detail	classification_reason	evidence_use_disposition	exact_group_support_status	source_text_review_status	rights_review_status	human_review_status	counterevidence_review_status	scope_split_need	product_eligibility	pair_projection_created	association_activation_created	explicit_nonclaims_json	record_sha256
f97d20b37b58a509d04cdf3bc3385486fc8d173c	CHECKPOINT-007-EVIDENCE-TRANCHE-C	26	R16B-LOCAL-FAMILY:08555e0036d8fa72ac6454261ba70bfa4ad09988a59f17c92c3401fd0d1d907d	08555e0036d8fa72ac6454261ba70bfa4ad09988a59f17c92c3401fd0d1d907d	R16B-TRIGGER-OCC:409236449c87a416ec5fab0c633bc84cf7d9e9e7953c1ea815af1fef9c8e3f42	9d459b1324230fa75ad57b27d93f4bdbf684c940ff98d941a4dfa29458bd9335	TRG-004	ROUND15_COMPOSITION_FIXTURE	PRIOR_STRUCTURE_REVIEW_FAMILY	scripts/trace-v49-exploration-composition-engine/fixtures/composition-fixtures-v1.json	R16B-LOCAL-SURF-R15-FIXTURES	"[""R15-COMP-008""]"		"[""7e063c7626642265113fca1465b9f3cd43537bb34a3271c082b9428bdcce06db""]"	"[""R15-COMP-008""]"	[]	[]	R15_RESEARCH_FIXTURE	PAIR_COMPONENT_CONTROL	R15_SEPARATE_PAIR_COMPONENT_CONTROL	The R15 fixture is a software and research-control record; its explicit component, split, scope, or negative semantics constrain the parent but cannot supply historical group evidence.	CONTROL_INPUT_NOT_SUPPORT	NOT_GOVERNED_SUPPORT	NOT_APPLICABLE_CONTROL_RECORD	NOT_APPLICABLE_CONTROL_RECORD	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	CLOSE_DISCONNECTED_PAIR_COMPONENT_PARENT_RETAIN_TWO_SEPARATE_PAIR_PATHS	INELIGIBLE_NO_ACTIVE_GOVERNED_ASSOCIATION	false	false	"[""distinct pair components are not one group"",""the fixture is a software control, not historical evidence"",""no bridge, rank, direction, or chronology is inferred""]"	d8f6c0e0069192d4bdfc5ac787a1ae5a853ce407fd5e7241f2c88ee57caee51c
f97d20b37b58a509d04cdf3bc3385486fc8d173c	CHECKPOINT-007-EVIDENCE-TRANCHE-C	27	R16B-LOCAL-FAMILY:0c335e4ef6d612535b516a59ac96442d3cbf17affbbd517d57c6d74388f8fd2d	0c335e4ef6d612535b516a59ac96442d3cbf17affbbd517d57c6d74388f8fd2d	R16B-TRIGGER-OCC:962b74f290c61658aed1afbf35b154e36f453ec7872dff13b6c2eb3c0a9da36b	9dc9df62e85b6a2ef4a1e3a34df6f85a3154971e455a37a03510a583ec7f816a	TRG-008	ROUND14_QUALIFIED_SHARED_LOCUS_OVERLAP	OVERLAP_RECONCILIATION_FAMILY	docs/audits/v49-exploration-association-calibration-round1/raw/evidence-provenance.tsv	R16B-LOCAL-SURF-R14-PROVENANCE	"[""R14-EVID-013-01"",""R14-EVID-014-01"",""R14-EVID-015-01"",""R14-EVID-022-03""]"	p.354; Contact Zone section	"[""2beade42024c310b5e3712f1f6eeb4add0b930671a667a85c969a45b2d2d9bc1"",""4b5cabf6cf0603f3682d7ec41e28254f23c92d1d76252b9ebba6d7b6812fdaa9"",""5ddcaea72cf672c5dd94e68be8a1102e5c69c414249e84dc62400f1f31c0ba80"",""ead4d35aa8f4e64a9ee8a444196526e2472de5fc98e66caea048148ad87bcb4b""]"	"[""R14-EVID-013-01"",""R14-EVID-014-01"",""R14-EVID-015-01"",""R14-EVID-022-03""]"	"[""COMP-SRC-013""]"	"[""p.354; Contact Zone section""]"	R14_SHARED_LOCATOR_PROVENANCE	EVIDENCE_BEARING_INPUT	LOCATOR_BEARING_BOUNDED_INPUT_REQUIRES_TRANCHE_C_GROUP_REVIEW	The local row is a reviewable bounded input, not an inherited higher-order support or activation decision.	SCOPED_REVIEW_INPUT_NOT_AUTOMATIC_SUPPORT	NOT_GOVERNED_SUPPORT	BOUNDED_LOCAL_RECORD_REVIEWED_EXTERNAL_EXACT_TEXT_REVIEW_OPEN	OPEN_EXTERNAL_ACCESS_AND_RIGHTS_RECONCILIATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	CLOSE_FOUR_NODE_PARENT_RETAIN_CONTACT_ZONE_TRIAD_AND_TRANSFER_BRIDGE_SEPARATELY	INELIGIBLE_NO_ACTIVE_GOVERNED_ASSOCIATION	false	false	"[""a shared locator bundle does not erase source and sense bounds"",""cultural transfer is not passive adaptation"",""contact-zone alternatives are not chronological stages""]"	2ab1fa89ab39425862a33b669b65c96ef0eeb86a5fdb30001ce5334ca6928002
f97d20b37b58a509d04cdf3bc3385486fc8d173c	CHECKPOINT-007-EVIDENCE-TRANCHE-C	28	R16B-LOCAL-FAMILY:89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a	89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a	R16B-TRIGGER-OCC:01bde87d61f3a372bf1aa3ac8c5ed01b4ccbfa4021ef03ddf336c8deff4ee43d	fcda6d1152dc48dba61bedbdcc499f5acba48a90911932c444ed2541012ad53a	TRG-004	ROUND16A_PRODUCTION_COMPOSITION	PRIOR_STRUCTURE_REVIEW_FAMILY	frontend/generated/trace-exploration-v2/production-read-model.json	R16B-LOCAL-SURF-R16A-PRODUCTION	"[""R16A-PCOMP-DEFDAE82AF82AD5D0B49""]"		"[""e9ba47b78852a848d1899ecad76c2e05c0b91d4cc39f1adfd729bb5fec0bb09d""]"	"[""R16A-PCOMP-DEFDAE82AF82AD5D0B49""]"	[]	[]	R16A_PRODUCT_COMPOSITION	STRUCTURAL_ECHO	ROUND16_OR_ROUND16A_STRUCTURAL_DESCENDANT_NOT_EVIDENCE	A prior subgraph, topology, product composition, or legacy composition is a reconciliation target, not historical group evidence.	NOT_EVIDENCE_RECONCILIATION_ONLY	NOT_GOVERNED_SUPPORT	NOT_APPLICABLE_STRUCTURAL_RECORD	NOT_APPLICABLE_STRUCTURAL_RECORD	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	CREATE_SCOPED_SWEDEN_1954_INQUIRY_IDENTITY_RECONCILE_45_STRUCTURAL_DERIVATIVES	INELIGIBLE_NO_ACTIVE_GOVERNED_ASSOCIATION	false	false	"[""no exhibition/trade pair is manufactured"",""design diplomacy is not equated with propaganda"",""diplomatic intent does not prove reception"",""the scoped hyperedge is not projected into any subset""]"	57f156212c639131d68de2a5a4bb4b2db95bafff9ccfd615920d261d92a90aef
f97d20b37b58a509d04cdf3bc3385486fc8d173c	CHECKPOINT-007-EVIDENCE-TRANCHE-C	28	R16B-LOCAL-FAMILY:89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a	89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a	R16B-TRIGGER-OCC:032c9e51f000f49802decd4dab3fe9e6ab37015cbdd21d8685250c54c5314b13	885991dbeaa787af919c337690a80a0b58c646e7a21e4fac290f11e776492b81	TRG-004	ROUND16A_PRODUCTION_COMPOSITION	PRIOR_STRUCTURE_REVIEW_FAMILY	frontend/generated/trace-exploration-v2/production-read-model.json	R16B-LOCAL-SURF-R16A-PRODUCTION	"[""R16A-PCOMP-160A6C7CA89D64FFE252""]"		"[""b17477021f7cdca80e532ee34e63db6b309b1bf714b7c8f0f83f4dd0e75ab96c""]"	"[""R16A-PCOMP-160A6C7CA89D64FFE252""]"	[]	[]	R16A_PRODUCT_COMPOSITION	STRUCTURAL_ECHO	ROUND16_OR_ROUND16A_STRUCTURAL_DESCENDANT_NOT_EVIDENCE	A prior subgraph, topology, product composition, or legacy composition is a reconciliation target, not historical group evidence.	NOT_EVIDENCE_RECONCILIATION_ONLY	NOT_GOVERNED_SUPPORT	NOT_APPLICABLE_STRUCTURAL_RECORD	NOT_APPLICABLE_STRUCTURAL_RECORD	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	CREATE_SCOPED_SWEDEN_1954_INQUIRY_IDENTITY_RECONCILE_45_STRUCTURAL_DERIVATIVES	INELIGIBLE_NO_ACTIVE_GOVERNED_ASSOCIATION	false	false	"[""no exhibition/trade pair is manufactured"",""design diplomacy is not equated with propaganda"",""diplomatic intent does not prove reception"",""the scoped hyperedge is not projected into any subset""]"	a5674f49d2c113d3fa948bd8371670eae2d7129cdde4a58e755dee03022f18cd
f97d20b37b58a509d04cdf3bc3385486fc8d173c	CHECKPOINT-007-EVIDENCE-TRANCHE-C	28	R16B-LOCAL-FAMILY:89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a	89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a	R16B-TRIGGER-OCC:0a06a3c2056a6614a33b7778a79dfbc4f939af1d04c7633e37e203c1e8f967fa	1b9d926e31ccb1933c4f23c50a773b0947d4846a790777e86ada3e027ef89fbf	TRG-004	ROUND16A_TOPOLOGY_COMPOSITION	PRIOR_STRUCTURE_REVIEW_FAMILY	docs/audits/v49-exploration-full-space-closure-round1/raw/canonical-composition-registry-v2.json	R16B-LOCAL-SURF-R16A-TOPOLOGIES	"[""R16A-TOPO-A355F81B3CCE64F6CE40""]"		"[""a355f81b3cce64f6ce4078b1a44f249b4083ff889eacc095d24531ee972e0a69""]"	"[""R16A-TOPO-A355F81B3CCE64F6CE40""]"	[]	[]	R16A_PRESENTATION_TOPOLOGY	STRUCTURAL_ECHO	ROUND16_OR_ROUND16A_STRUCTURAL_DESCENDANT_NOT_EVIDENCE	A prior subgraph, topology, product composition, or legacy composition is a reconciliation target, not historical group evidence.	NOT_EVIDENCE_RECONCILIATION_ONLY	NOT_GOVERNED_SUPPORT	NOT_APPLICABLE_STRUCTURAL_RECORD	NOT_APPLICABLE_STRUCTURAL_RECORD	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	CREATE_SCOPED_SWEDEN_1954_INQUIRY_IDENTITY_RECONCILE_45_STRUCTURAL_DERIVATIVES	INELIGIBLE_NO_ACTIVE_GOVERNED_ASSOCIATION	false	false	"[""no exhibition/trade pair is manufactured"",""design diplomacy is not equated with propaganda"",""diplomatic intent does not prove reception"",""the scoped hyperedge is not projected into any subset""]"	7f29dfff2a5d0ef83ae62f243115dcd47a87b43edff0e2e6cd41977a5f759c62
f97d20b37b58a509d04cdf3bc3385486fc8d173c	CHECKPOINT-007-EVIDENCE-TRANCHE-C	28	R16B-LOCAL-FAMILY:89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a	89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a	R16B-TRIGGER-OCC:1826f68aa42a92bc6dca9d860b71f6023175d5f4f0c28713fd354e2069c54ff8	b097073429ff7f34d5f760147ba7d12da33d7ad7314ab0fb4a536221a12361ab	TRG-003	ROUND14_ACTIVE_PAIR_SHARED_LOCUS_BUNDLE	SOURCE_BUNDLE_REVIEW_FAMILY	docs/audits/v49-exploration-association-calibration-round1/raw/evidence-provenance.tsv	R16B-LOCAL-SURF-R14-PROVENANCE	"[""R14-EVID-005-03"",""R14-EVID-006-03"",""R14-EVID-007-01"",""R14-EVID-008-02"",""R14-EVID-009-01""]"	p.282	"[""43af8aa3602c34e2c2fb25fe73ab4bd13a6ba19708c95604f825706b41ffb4ea"",""520e8ca58fc22187772eca0a8c8928488084b77b55aed189a2a96abe51bbff09"",""962face4fe92a222acee6dc8bb874e65ef507246c12a67a8b3979acd98476956"",""afb0cc18d3cd27097b882f4a1ff25fa1b272ab7ff73354ad0fd71a1e0898194e"",""bcc40c74b1435fe585c1ea43747dd7a33d980daebf7127480f5479a73e0bc3e2""]"	"[""R14-EVID-005-03"",""R14-EVID-006-03"",""R14-EVID-007-01"",""R14-EVID-008-02"",""R14-EVID-009-01""]"	"[""COMP-SRC-025""]"	"[""p.282""]"	R14_SHARED_LOCATOR_PROVENANCE	EVIDENCE_BEARING_INPUT	LOCATOR_BEARING_BOUNDED_INPUT_REQUIRES_TRANCHE_C_GROUP_REVIEW	The local row is a reviewable bounded input, not an inherited higher-order support or activation decision.	SCOPED_REVIEW_INPUT_NOT_AUTOMATIC_SUPPORT	SCOPED_SWEDEN_DIRECT_HYPEREDGE_HYPOTHESIS_NOT_ACTIVATED	BOUNDED_LOCAL_RECORD_REVIEWED_EXTERNAL_EXACT_TEXT_REVIEW_OPEN	OPEN_EXTERNAL_ACCESS_AND_RIGHTS_RECONCILIATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	CREATE_SCOPED_SWEDEN_1954_INQUIRY_IDENTITY_RECONCILE_45_STRUCTURAL_DERIVATIVES	INELIGIBLE_NO_ACTIVE_GOVERNED_ASSOCIATION	false	false	"[""no exhibition/trade pair is manufactured"",""design diplomacy is not equated with propaganda"",""diplomatic intent does not prove reception"",""the scoped hyperedge is not projected into any subset""]"	a6a699954e6a54e368a5f91c4a49aa33fa6935f966be623f16af5ede2c462568
f97d20b37b58a509d04cdf3bc3385486fc8d173c	CHECKPOINT-007-EVIDENCE-TRANCHE-C	28	R16B-LOCAL-FAMILY:89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a	89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a	R16B-TRIGGER-OCC:2425f4be2faac27d2e4781ff9d9e0e377205735f0d3ac0d8d1007057c8982c3a	bffb78616f30cabc41f104a69a3aaa0845fbf10b2eed3dafef7f5cebd3be8ecc	TRG-004	ROUND16A_CONNECTED_SUBGRAPH	PRIOR_STRUCTURE_REVIEW_FAMILY	docs/audits/v49-exploration-full-space-closure-round1/raw/canonical-composition-registry-v2.json	R16B-LOCAL-SURF-R16A-SUBGRAPHS	"[""R16A-SUBGRAPH-19C085F5BC097E4B0674""]"		"[""19c085f5bc097e4b0674091546efbd589f482cec6a989def9713eff53214960a""]"	"[""R16A-SUBGRAPH-19C085F5BC097E4B0674""]"	[]	[]	R16A_CONNECTED_SUBGRAPH	STRUCTURAL_ECHO	ROUND16_OR_ROUND16A_STRUCTURAL_DESCENDANT_NOT_EVIDENCE	A prior subgraph, topology, product composition, or legacy composition is a reconciliation target, not historical group evidence.	NOT_EVIDENCE_RECONCILIATION_ONLY	NOT_GOVERNED_SUPPORT	NOT_APPLICABLE_STRUCTURAL_RECORD	NOT_APPLICABLE_STRUCTURAL_RECORD	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	CREATE_SCOPED_SWEDEN_1954_INQUIRY_IDENTITY_RECONCILE_45_STRUCTURAL_DERIVATIVES	INELIGIBLE_NO_ACTIVE_GOVERNED_ASSOCIATION	false	false	"[""no exhibition/trade pair is manufactured"",""design diplomacy is not equated with propaganda"",""diplomatic intent does not prove reception"",""the scoped hyperedge is not projected into any subset""]"	7f24333bf3f6ed1e699fa1c94ca70be0dd6737aff9a95454074340f76d7d3466
f97d20b37b58a509d04cdf3bc3385486fc8d173c	CHECKPOINT-007-EVIDENCE-TRANCHE-C	28	R16B-LOCAL-FAMILY:89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a	89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a	R16B-TRIGGER-OCC:246b2d51a66e6b509f2240966e16bb96057d7b8eb40d97d39461b22cc8c61251	36d3876211fffbe93a251cbdcf0f3e63dd4ee246781482e8986d06d5b5330927	TRG-004	ROUND16A_CONNECTED_SUBGRAPH	PRIOR_STRUCTURE_REVIEW_FAMILY	docs/audits/v49-exploration-full-space-closure-round1/raw/canonical-composition-registry-v2.json	R16B-LOCAL-SURF-R16A-SUBGRAPHS	"[""R16A-SUBGRAPH-D1CE6EDF4995F6C2B6BA""]"		"[""d1ce6edf4995f6c2b6ba69d8d3d8481f61bcfee315f1b475ff2f9086f87e4be3""]"	"[""R16A-SUBGRAPH-D1CE6EDF4995F6C2B6BA""]"	[]	[]	R16A_CONNECTED_SUBGRAPH	STRUCTURAL_ECHO	ROUND16_OR_ROUND16A_STRUCTURAL_DESCENDANT_NOT_EVIDENCE	A prior subgraph, topology, product composition, or legacy composition is a reconciliation target, not historical group evidence.	NOT_EVIDENCE_RECONCILIATION_ONLY	NOT_GOVERNED_SUPPORT	NOT_APPLICABLE_STRUCTURAL_RECORD	NOT_APPLICABLE_STRUCTURAL_RECORD	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	CREATE_SCOPED_SWEDEN_1954_INQUIRY_IDENTITY_RECONCILE_45_STRUCTURAL_DERIVATIVES	INELIGIBLE_NO_ACTIVE_GOVERNED_ASSOCIATION	false	false	"[""no exhibition/trade pair is manufactured"",""design diplomacy is not equated with propaganda"",""diplomatic intent does not prove reception"",""the scoped hyperedge is not projected into any subset""]"	7ac1b1a1d928386ecb2331c5b5062859ecdaba41f4894ae0498b9b0b8b6bf09f
f97d20b37b58a509d04cdf3bc3385486fc8d173c	CHECKPOINT-007-EVIDENCE-TRANCHE-C	28	R16B-LOCAL-FAMILY:89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a	89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a	R16B-TRIGGER-OCC:2ce2399b4948ecd97f37ee4e1726b41b60f885e1bf190d2d8f0120d9460a46a9	b2faac919a5dd4ce614b769cf1bf240374d3f4be4601643f4ee652e7f29c64d4	TRG-004	ROUND16A_TOPOLOGY_COMPOSITION	PRIOR_STRUCTURE_REVIEW_FAMILY	docs/audits/v49-exploration-full-space-closure-round1/raw/canonical-composition-registry-v2.json	R16B-LOCAL-SURF-R16A-TOPOLOGIES	"[""R16A-TOPO-EFA650553DE7AAB45F60""]"		"[""efa650553de7aab45f60a49d0bb84cb04f67ac12b12dec2c86b32a2b2810aa73""]"	"[""R16A-TOPO-EFA650553DE7AAB45F60""]"	[]	[]	R16A_PRESENTATION_TOPOLOGY	STRUCTURAL_ECHO	ROUND16_OR_ROUND16A_STRUCTURAL_DESCENDANT_NOT_EVIDENCE	A prior subgraph, topology, product composition, or legacy composition is a reconciliation target, not historical group evidence.	NOT_EVIDENCE_RECONCILIATION_ONLY	NOT_GOVERNED_SUPPORT	NOT_APPLICABLE_STRUCTURAL_RECORD	NOT_APPLICABLE_STRUCTURAL_RECORD	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	CREATE_SCOPED_SWEDEN_1954_INQUIRY_IDENTITY_RECONCILE_45_STRUCTURAL_DERIVATIVES	INELIGIBLE_NO_ACTIVE_GOVERNED_ASSOCIATION	false	false	"[""no exhibition/trade pair is manufactured"",""design diplomacy is not equated with propaganda"",""diplomatic intent does not prove reception"",""the scoped hyperedge is not projected into any subset""]"	b89e45b83f6a4da5757e254fb4cb521cc3dc60d09b001bd496a7da8ba18686b2
f97d20b37b58a509d04cdf3bc3385486fc8d173c	CHECKPOINT-007-EVIDENCE-TRANCHE-C	28	R16B-LOCAL-FAMILY:89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a	89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a	R16B-TRIGGER-OCC:2f30c0c9c59404c0e63526ef824929f5d2584c62f4588ffe199055a51da5b099	2995e1d2d7d87aa70f06be56e2500e2eef26c7323e3235e4310fa1876f8300e8	TRG-004	ROUND16A_CONNECTED_SUBGRAPH	PRIOR_STRUCTURE_REVIEW_FAMILY	docs/audits/v49-exploration-full-space-closure-round1/raw/canonical-composition-registry-v2.json	R16B-LOCAL-SURF-R16A-SUBGRAPHS	"[""R16A-SUBGRAPH-D30D267A21A6CCE32B05""]"		"[""d30d267a21a6cce32b054464b852ad5fc8bb8bea03c2c265ed74446f8578d70c""]"	"[""R16A-SUBGRAPH-D30D267A21A6CCE32B05""]"	[]	[]	R16A_CONNECTED_SUBGRAPH	STRUCTURAL_ECHO	ROUND16_OR_ROUND16A_STRUCTURAL_DESCENDANT_NOT_EVIDENCE	A prior subgraph, topology, product composition, or legacy composition is a reconciliation target, not historical group evidence.	NOT_EVIDENCE_RECONCILIATION_ONLY	NOT_GOVERNED_SUPPORT	NOT_APPLICABLE_STRUCTURAL_RECORD	NOT_APPLICABLE_STRUCTURAL_RECORD	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	CREATE_SCOPED_SWEDEN_1954_INQUIRY_IDENTITY_RECONCILE_45_STRUCTURAL_DERIVATIVES	INELIGIBLE_NO_ACTIVE_GOVERNED_ASSOCIATION	false	false	"[""no exhibition/trade pair is manufactured"",""design diplomacy is not equated with propaganda"",""diplomatic intent does not prove reception"",""the scoped hyperedge is not projected into any subset""]"	126bfa43b3efb461e8eda4789f46c349f18f0b07995eca626a3953e520f636a6
