prior_object_type	prior_id	source_path	source_record_ref	participant_set_key	participant_sense_ids_json	prior_parent_ids_json	prior_association_ids_json	prior_topology	prior_status	round16b_candidate_ids_json	reconciliation_status	required_next_action	coverage_mode	record_sha256
ROUND16A_STATE_HASH_INDEX	000e1797ef9308bccff8704a5e0cb955a55333fa461efbe5319c869f44846865	frontend/generated/trace-exploration-v2/production-read-model.json	states_by_hash/000e1797ef9308bccff8704a5e0cb955a55333fa461efbe5319c869f44846865	af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a	"[""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	"[""R16A-PCOMP-E5CFA3F74D766C919186"",""R16A-STATE-000E1797EF9308BCCFF8704A""]"	[]		V2_STATE_HASH_INDEX	"[""R16B-LOCAL-FAMILY:af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a""]"	HIGHER_ORDER_FAMILY_REVIEW_PENDING	Assign an evidence and global-coherence disposition, then regenerate or retire downstream product objects without silently carrying v2 semantics.	ROW_EXACT	6a2f0b80d2f1b43d49d7f79d99bd070b6e0c53f2aac62dde1ab426caf2969f62
ROUND16A_STATE_HASH_INDEX	0012a3701d056b21c128e8642ee1778b25f507b0e0dafa4dc17f3b1db51c23bd	frontend/generated/trace-exploration-v2/production-read-model.json	states_by_hash/0012a3701d056b21c128e8642ee1778b25f507b0e0dafa4dc17f3b1db51c23bd	83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e	"[""R16B-SENSE:698710ef66f0d551cde028b8e54bdbf6051b96902a736be6b9ab45d1ad91f848"",""R16B-SENSE:9415fd18554090ac9dd2dfc28a1ec541d67a94b8421b1cefafa578a03302257d"",""R16B-SENSE:9c499c8b62d5222b0be4049597c613d82925ede87bf34656671a6b1e4e491bc3""]"	"[""R16A-PCOMP-D9429E0AD31FC55E0F40"",""R16A-STATE-0012A3701D056B21C128E864""]"	[]		V2_STATE_HASH_INDEX	"[""R16B-LOCAL-FAMILY:83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e""]"	HIGHER_ORDER_FAMILY_REVIEW_PENDING	Assign an evidence and global-coherence disposition, then regenerate or retire downstream product objects without silently carrying v2 semantics.	ROW_EXACT	33266e1c43780523e387332eeef8abb613fde1d63f1829869a3fc4f55041a0af
ROUND16A_STATE_HASH_INDEX	00214802428ecf41e1e8224a1698cfbb617f7da39ec2b70664632b2621154a65	frontend/generated/trace-exploration-v2/production-read-model.json	states_by_hash/00214802428ecf41e1e8224a1698cfbb617f7da39ec2b70664632b2621154a65	89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a	"[""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	"[""R16A-PCOMP-CF9A7035F4902CC42E5A"",""R16A-STATE-00214802428ECF41E1E8224A""]"	[]		V2_STATE_HASH_INDEX	"[""R16B-LOCAL-FAMILY:89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a""]"	HIGHER_ORDER_FAMILY_REVIEW_PENDING	Assign an evidence and global-coherence disposition, then regenerate or retire downstream product objects without silently carrying v2 semantics.	ROW_EXACT	a08baaecd6f6121c71ecfffe6a9934ef712f6035c5d7ea116fa12e2866b1ca4f
ROUND16A_STATE_HASH_INDEX	002a095e7d5fc40ba45253c3967d0fae4041d7c09e74fea5af4e700e7b21fc40	frontend/generated/trace-exploration-v2/production-read-model.json	states_by_hash/002a095e7d5fc40ba45253c3967d0fae4041d7c09e74fea5af4e700e7b21fc40	89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a	"[""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	"[""R16A-PCOMP-CF9A7035F4902CC42E5A"",""R16A-STATE-002A095E7D5FC40BA45253C3""]"	[]		V2_STATE_HASH_INDEX	"[""R16B-LOCAL-FAMILY:89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a""]"	HIGHER_ORDER_FAMILY_REVIEW_PENDING	Assign an evidence and global-coherence disposition, then regenerate or retire downstream product objects without silently carrying v2 semantics.	ROW_EXACT	adccb9bb11f7204d8875ec995e0471d54bd85dc182a053248bcdddf0684bdbeb
ROUND16A_STATE_HASH_INDEX	002f13564432e7a330a63f3f9ad3222ea8a7d8be2ddcfbedc3d45174413216b6	frontend/generated/trace-exploration-v2/production-read-model.json	states_by_hash/002f13564432e7a330a63f3f9ad3222ea8a7d8be2ddcfbedc3d45174413216b6	1d76bf657bbdec293265d051268a2a1153be0108b15a8d63ebbf2cb98cf6f06a	"[""R16B-SENSE:0ebc966b965fc5703be0f4bae727d337f32d83eb7db9066e926a2530dcfa0171"",""R16B-SENSE:61aaade597c45243fcdef0d2514fc52f58a066ae5c9f4ad550727cb75b124f64"",""R16B-SENSE:697603bbe891d791295d478b3b16d10add9bdab1fd92826d63d8b630f3779cfb""]"	"[""R16A-PCOMP-837436F8392820809D98"",""R16A-STATE-002F13564432E7A330A63F3F""]"	[]		V2_STATE_HASH_INDEX	"[""R16B-LOCAL-FAMILY:1d76bf657bbdec293265d051268a2a1153be0108b15a8d63ebbf2cb98cf6f06a""]"	HIGHER_ORDER_FAMILY_REVIEW_PENDING	Assign an evidence and global-coherence disposition, then regenerate or retire downstream product objects without silently carrying v2 semantics.	ROW_EXACT	205a8eac697d65f84bd9d3294eae332026c5ca0e4539995ce222b34ef2661557
ROUND16A_STATE_HASH_INDEX	00363053563e2b3437cd2c6444e1465da286369573c9e0ca777445cbc81a6154	frontend/generated/trace-exploration-v2/production-read-model.json	states_by_hash/00363053563e2b3437cd2c6444e1465da286369573c9e0ca777445cbc81a6154	89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a	"[""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	"[""R16A-PCOMP-21813FF31163A9967905"",""R16A-STATE-00363053563E2B3437CD2C64""]"	[]		V2_STATE_HASH_INDEX	"[""R16B-LOCAL-FAMILY:89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a""]"	HIGHER_ORDER_FAMILY_REVIEW_PENDING	Assign an evidence and global-coherence disposition, then regenerate or retire downstream product objects without silently carrying v2 semantics.	ROW_EXACT	a460d988ffcd33d27ee49f5bffc427a01013d52b8d4dcd678c73c77099242782
ROUND16A_STATE_HASH_INDEX	003863f40b3775a41308e992c2e2c570a2e5ca49d94a7b74b4377d690d35423c	frontend/generated/trace-exploration-v2/production-read-model.json	states_by_hash/003863f40b3775a41308e992c2e2c570a2e5ca49d94a7b74b4377d690d35423c	89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a	"[""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	"[""R16A-PCOMP-765F4B82E8E0BAADAA32"",""R16A-STATE-003863F40B3775A41308E992""]"	[]		V2_STATE_HASH_INDEX	"[""R16B-LOCAL-FAMILY:89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a""]"	HIGHER_ORDER_FAMILY_REVIEW_PENDING	Assign an evidence and global-coherence disposition, then regenerate or retire downstream product objects without silently carrying v2 semantics.	ROW_EXACT	ffd788693df9e059ed36e22067ff335423fdaf5aeba45ae6fcdd7ffbd6d16026
ROUND16A_STATE_HASH_INDEX	004744312549c89a3ff05f093c625921e25f3c4ed0562485549b98694471d70b	frontend/generated/trace-exploration-v2/production-read-model.json	states_by_hash/004744312549c89a3ff05f093c625921e25f3c4ed0562485549b98694471d70b	89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a	"[""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	"[""R16A-PCOMP-6636BEE07EECFB298AEF"",""R16A-STATE-004744312549C89A3FF05F09""]"	[]		V2_STATE_HASH_INDEX	"[""R16B-LOCAL-FAMILY:89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a""]"	HIGHER_ORDER_FAMILY_REVIEW_PENDING	Assign an evidence and global-coherence disposition, then regenerate or retire downstream product objects without silently carrying v2 semantics.	ROW_EXACT	19b5f9b931b1ab8f06d04955fb687dbdde55a01868078a58bbb8c80674237bcb
ROUND16A_STATE_HASH_INDEX	004a1c724f9a6d5b487e0d32ab742b5d4da05af36e914b018d399d95edaed358	frontend/generated/trace-exploration-v2/production-read-model.json	states_by_hash/004a1c724f9a6d5b487e0d32ab742b5d4da05af36e914b018d399d95edaed358	3648ab4f374cda7a490244914de785b764e7e4f7c872f094e8a2d3f03a71a560	"[""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	"[""R16A-PCOMP-9997899DC2630315B016"",""R16A-STATE-004A1C724F9A6D5B487E0D32""]"	[]		V2_STATE_HASH_INDEX	"[""R16B-LOCAL-FAMILY:3648ab4f374cda7a490244914de785b764e7e4f7c872f094e8a2d3f03a71a560""]"	HIGHER_ORDER_FAMILY_REVIEW_PENDING	Assign an evidence and global-coherence disposition, then regenerate or retire downstream product objects without silently carrying v2 semantics.	ROW_EXACT	560b587a4a5ece562205a77d6e9228d2794a09216753f02ee2caaf19982a3c43
ROUND16A_STATE_HASH_INDEX	004fa35cb9e574c46abeef9d00c5ab4cd5b04f25ea0cc36dd1f519a9bab1dfbb	frontend/generated/trace-exploration-v2/production-read-model.json	states_by_hash/004fa35cb9e574c46abeef9d00c5ab4cd5b04f25ea0cc36dd1f519a9bab1dfbb	1d76bf657bbdec293265d051268a2a1153be0108b15a8d63ebbf2cb98cf6f06a	"[""R16B-SENSE:0ebc966b965fc5703be0f4bae727d337f32d83eb7db9066e926a2530dcfa0171"",""R16B-SENSE:61aaade597c45243fcdef0d2514fc52f58a066ae5c9f4ad550727cb75b124f64"",""R16B-SENSE:697603bbe891d791295d478b3b16d10add9bdab1fd92826d63d8b630f3779cfb""]"	"[""R16A-PCOMP-91C566F47547D9BE6037"",""R16A-STATE-004FA35CB9E574C46ABEEF9D""]"	[]		V2_STATE_HASH_INDEX	"[""R16B-LOCAL-FAMILY:1d76bf657bbdec293265d051268a2a1153be0108b15a8d63ebbf2cb98cf6f06a""]"	HIGHER_ORDER_FAMILY_REVIEW_PENDING	Assign an evidence and global-coherence disposition, then regenerate or retire downstream product objects without silently carrying v2 semantics.	ROW_EXACT	1946f3520089a3a8c60ffb46f44c0394bd2b51d76ee60cd1b2d1ff70781a901d
