authority_base_sha	source_sha	prior_object_type	prior_id	source_path	source_file_sha256	source_record_ref	source_record_sha256	participant_set_key	participant_sense_ids_json	candidate_ids_json	candidate_final_dispositions_json	upstream_object_ids_json	prior_association_ids_json	prior_status	prior_topology	reconciliation_outcome	outcome_basis	semantic_carry_forward_authorized	active_fact_created	product_eligible	pair_projection_eligible	required_next_action	record_sha256
468105499c7be102deec7d6555aced688dea9901	5419770959bdb8998b693fb2275b47e29b92367c	ROUND16A_CATEGORY_ENTRY	R16A-ENTRY-006D9BE268748B32931E	docs/audits/v49-exploration-full-space-closure-round1/raw/canonical-composition-registry-v2.json	51c3e29909a8aa5226a7d18ebaef896aa52c48be6725d722c869515874c6c24d	R16A-ENTRY-006D9BE268748B32931E	b39c827593f34fd79e467b4be79bdf9a1102586ab73080e419c9d9070c6ffadc	af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a	"[""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	"[""R16B-LOCAL-FAMILY:af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a""]"	"[""PAIRWISE_SUPPORT_WITHOUT_GROUP_COHERENCE""]"	"[""R16A-PCOMP-11B4CB49ECB912252D11"",""R16A-PCOMP-BECA2223572D1F42CB33"",""R16A-PCOMP-F88BD02DA09064CDBDE0"",""R16A-TOPO-C0456F14EAE3680C284C""]"	"[""R16A-PAIR:2ea00c84f44e9da21aae78f742f5cf6cba09fee7e94d77ff3420dc07dd64cbb5"",""R16A-PAIR:e153332b67669fdaa24f256bfcf61135e56eb2894e48481afc71ae4327c81422""]"	theme		CORRECTED	FAMILY_FINAL_DISPOSITION:PAIRWISE_SUPPORT_WITHOUT_GROUP_COHERENCE	false	false	false	false	Preserve separately governed pair records, remove the unsupported group-coherence implication, and regenerate with corrected association provenance.	2fe99aaf290b130ef9ed389c95ced0afc0b5069af2fbe00531c829f8cbe72e89
468105499c7be102deec7d6555aced688dea9901	5419770959bdb8998b693fb2275b47e29b92367c	ROUND16A_CATEGORY_ENTRY	R16A-ENTRY-00EB327D36E2183C445E	docs/audits/v49-exploration-full-space-closure-round1/raw/canonical-composition-registry-v2.json	51c3e29909a8aa5226a7d18ebaef896aa52c48be6725d722c869515874c6c24d	R16A-ENTRY-00EB327D36E2183C445E	e4dbd356c8ca1b461eb8bd52817975c4cd5175d4eb9c378296e76aab0a619972	cc778f95f9e92ffc8e3b7ed3cf749211213e99a367ae19979e8d24c737e6d680	"[""R16B-SENSE:8b4838ede22f2afe50260d73a4ee4b986be96dd92b53e980d8f6312b9e8ca51a"",""R16B-SENSE:ffbea4357064ed41f3937f9e81c7425cc705fec020515cef904f2473a6e9302b""]"	[]	[]	"[""R16A-PCOMP-189E5D349ADC46EEC1DB"",""R16A-PCOMP-49B18C3B1129824BD8F1"",""R16A-TOPO-F9D1B27DAE9289782B55""]"	"[""R16A-PAIR:ddf7068abba0b034d15023b3a2a2a74b3a892cbbd7c38a505f9168dece946905""]"	movement		RETAINED	ROUND16A_ACTIVE_PAIR_BASELINE_NO_GROUP_CLAIM	false	false	false	false	Preserve the exact pair baseline without a manufactured group claim; regenerate any v3 product descendant before product activation.	68ee70967c2df5d5a79c43b78476579af78ae7e85c0360741c41570f47c8ccc7
468105499c7be102deec7d6555aced688dea9901	5419770959bdb8998b693fb2275b47e29b92367c	ROUND16A_CATEGORY_ENTRY	R16A-ENTRY-0C7D6D082C227461ACD2	docs/audits/v49-exploration-full-space-closure-round1/raw/canonical-composition-registry-v2.json	51c3e29909a8aa5226a7d18ebaef896aa52c48be6725d722c869515874c6c24d	R16A-ENTRY-0C7D6D082C227461ACD2	d0e416fc3269e4abb8904e97253b0cb16248e3391c7977c58aa8aa41e1d80372	9c036d39cfa771ac40c78c9387c2f2d2dd13b71b49a5e41b3c2777e67f29fc61	"[""R16B-SENSE:b25cab95ecf4ca503def2a66d5d89c36131f18c819b00e5c0c06737222baf067"",""R16B-SENSE:fd509f4a9f5aea51e88d869076b1534b55b173e8fd71bf4eb97c1c907a76859a""]"	[]	[]	"[""R16A-PCOMP-07DA457407C10C3831C0"",""R16A-PCOMP-C19F9339DD10B635AD0D"",""R16A-TOPO-008BD5741F2FE39EAAE1""]"	"[""R16A-PAIR:0c8c2331a9ba240c16d983a310a9cb7e83f44710cb57828cca8860aaf7799937""]"	medium		RETAINED	ROUND16A_ACTIVE_PAIR_BASELINE_NO_GROUP_CLAIM	false	false	false	false	Preserve the exact pair baseline without a manufactured group claim; regenerate any v3 product descendant before product activation.	9433c4f821e07be5ebd9ea5adb356afc3ab93cb9f032101f9309d66ea1d2553b
468105499c7be102deec7d6555aced688dea9901	5419770959bdb8998b693fb2275b47e29b92367c	ROUND16A_CATEGORY_ENTRY	R16A-ENTRY-0CD1B6E361265F2ECC6E	docs/audits/v49-exploration-full-space-closure-round1/raw/canonical-composition-registry-v2.json	51c3e29909a8aa5226a7d18ebaef896aa52c48be6725d722c869515874c6c24d	R16A-ENTRY-0CD1B6E361265F2ECC6E	dd4cf5a84f15b132eadf654007306642729703c67211eabd3e06c79431cbce98	af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a	"[""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	"[""R16B-LOCAL-FAMILY:af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a""]"	"[""PAIRWISE_SUPPORT_WITHOUT_GROUP_COHERENCE""]"	"[""R16A-PCOMP-2899AB2E010B581F2389"",""R16A-PCOMP-2AC95E75B61D1C083CC6"",""R16A-PCOMP-CFDC17EEFDE18C2B6385"",""R16A-TOPO-0E46C4D028C2DBDD76C6""]"	"[""R16A-PAIR:e153332b67669fdaa24f256bfcf61135e56eb2894e48481afc71ae4327c81422"",""R16A-PAIR:f82795fcaba53ac0c255461d014e82b9e563362b645b4c65a58e27644e22c54c""]"	theme		CORRECTED	FAMILY_FINAL_DISPOSITION:PAIRWISE_SUPPORT_WITHOUT_GROUP_COHERENCE	false	false	false	false	Preserve separately governed pair records, remove the unsupported group-coherence implication, and regenerate with corrected association provenance.	54223a4dccc1cd1e9c700125b5e281f474bef0432a4c297db100d7a8f687a712
468105499c7be102deec7d6555aced688dea9901	5419770959bdb8998b693fb2275b47e29b92367c	ROUND16A_CATEGORY_ENTRY	R16A-ENTRY-0CF16C73328C5B90D338	docs/audits/v49-exploration-full-space-closure-round1/raw/canonical-composition-registry-v2.json	51c3e29909a8aa5226a7d18ebaef896aa52c48be6725d722c869515874c6c24d	R16A-ENTRY-0CF16C73328C5B90D338	db27783d134593dd799c004b037d6829fae4633a5a1ea21730aa4a97ad525e68	7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	"[""R16B-SENSE:06c230c771547ee49390903e0bad7aaf44063613309c93bcbd72e808116af4c6"",""R16B-SENSE:35489187871bfd7b7be6e2d5268a3a922984d3bdad9e9a8ca61ea6edee84a5a7"",""R16B-SENSE:419a96e12217bfa4ed031510c32033cb2408489e3abb14eb28291b13c068e159""]"	"[""R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64""]"	"[""BOUNDED_SENSE_OR_SCOPE_CONFLICT""]"	"[""R16A-PCOMP-3DACB28D8502884C91C1"",""R16A-PCOMP-76193F5BF1E1C93464AE"",""R16A-PCOMP-B587B0DFF7C7AAFD92DE"",""R16A-TOPO-ED64F4B1E1638365793A""]"	"[""R16A-PAIR:27598c04934f3d33ad80dfb1aecc18d272cf86ee7fe3a726a95aae81144dfb06"",""R16A-PAIR:818cc370417319af9a65fec5211969862df5c48a821265533ba289932e57b18c""]"	theme		REJECTED	FAMILY_FINAL_DISPOSITION:BOUNDED_SENSE_OR_SCOPE_CONFLICT	false	false	false	false	Preserve the audit receipt, retire the prior object from active product eligibility, and do not project or synthesize a replacement association.	d38d5842dee62939566e28d482df17455b46f3fd2f449608107cb1887e7bbacc
468105499c7be102deec7d6555aced688dea9901	5419770959bdb8998b693fb2275b47e29b92367c	ROUND16A_CATEGORY_ENTRY	R16A-ENTRY-111DBBEB2F71DFDD32FF	docs/audits/v49-exploration-full-space-closure-round1/raw/canonical-composition-registry-v2.json	51c3e29909a8aa5226a7d18ebaef896aa52c48be6725d722c869515874c6c24d	R16A-ENTRY-111DBBEB2F71DFDD32FF	dd1ff5c47247acfb0335a62604952aee2240ceba4ce1cf465c22dcd2e0398f6a	15f5757830dfe043fb27e73c28ff3bfd902aaa9c938ab254fda8682d359a7249	"[""R16B-SENSE:6672e4d46dd04d497061cde0fb1319f2795e43fafb72f047ac8a663d5c0dabfb"",""R16B-SENSE:9f5a38a6fb1ca9212921419af18b59d535ee2f944c89ce002dfa6db54090b9c8"",""R16B-SENSE:aaba242b61f07fc7756aa5d54b3d132896c230e138451ec96ac3b40b8c2c3ec3""]"	"[""R16B-LOCAL-FAMILY:15f5757830dfe043fb27e73c28ff3bfd902aaa9c938ab254fda8682d359a7249""]"	"[""PAIRWISE_SUPPORT_WITHOUT_GROUP_COHERENCE""]"	"[""R16A-PCOMP-11517573CD39B2D5E696"",""R16A-PCOMP-A08F0A2D41741D3BF333"",""R16A-PCOMP-D79536C1D53818832B86"",""R16A-TOPO-35AE60EBE87BB3762A85""]"	"[""R16A-PAIR:09108fb32fbc17acaa1205d07d048a5e74371e81f8c5919a24f86af4ddc3d677"",""R16A-PAIR:9d6b149f9ea2e617d5b45153c18bed1eeff22bd4c979cc8d6767b8c213e4d419""]"	movement		CORRECTED	FAMILY_FINAL_DISPOSITION:PAIRWISE_SUPPORT_WITHOUT_GROUP_COHERENCE	false	false	false	false	Preserve separately governed pair records, remove the unsupported group-coherence implication, and regenerate with corrected association provenance.	3952eda76f2d19bd0d82943f81f0057a322d71be31b8d1f9b429112ea1effff3
468105499c7be102deec7d6555aced688dea9901	5419770959bdb8998b693fb2275b47e29b92367c	ROUND16A_CATEGORY_ENTRY	R16A-ENTRY-1922FEE2B602A64A22A0	docs/audits/v49-exploration-full-space-closure-round1/raw/canonical-composition-registry-v2.json	51c3e29909a8aa5226a7d18ebaef896aa52c48be6725d722c869515874c6c24d	R16A-ENTRY-1922FEE2B602A64A22A0	30d521e9edb949e506267ed4b0bfa65fed4f9e96c401b18974cc070316ffd11c	7a5e5e462f9ec57a467d34ca2d73644fee20727b25ec24ec2931b4be9cdcfa28	"[""R16B-SENSE:0ebc966b965fc5703be0f4bae727d337f32d83eb7db9066e926a2530dcfa0171"",""R16B-SENSE:61aaade597c45243fcdef0d2514fc52f58a066ae5c9f4ad550727cb75b124f64""]"	[]	[]	"[""R16A-PCOMP-2D86E815DA0086ED7575"",""R16A-PCOMP-CCA7DE5535D0FC0A9367"",""R16A-TOPO-1418F4F9E09532A6D5BB""]"	"[""R16A-PAIR:43fa33f1a987090224619eb68e83d246be7705f94d1b2e364bdfb2b73fc1a94f""]"	region		RETAINED	ROUND16A_ACTIVE_PAIR_BASELINE_NO_GROUP_CLAIM	false	false	false	false	Preserve the exact pair baseline without a manufactured group claim; regenerate any v3 product descendant before product activation.	3dd707a9697e7175e6f5adcb84274adc2a4abb034e623b87ff9b66cb0c02c3a1
468105499c7be102deec7d6555aced688dea9901	5419770959bdb8998b693fb2275b47e29b92367c	ROUND16A_CATEGORY_ENTRY	R16A-ENTRY-1A99F275E5E5043703C2	docs/audits/v49-exploration-full-space-closure-round1/raw/canonical-composition-registry-v2.json	51c3e29909a8aa5226a7d18ebaef896aa52c48be6725d722c869515874c6c24d	R16A-ENTRY-1A99F275E5E5043703C2	fc06cc4ba1af5ce3a83254158676e014cd44f1392affbb8999b82f40f587f720	55e2d8e2f788817c5a3a41998e79b608a6b90bfd36d00abb9d14ef20c1da757a	"[""R16B-SENSE:9415fd18554090ac9dd2dfc28a1ec541d67a94b8421b1cefafa578a03302257d"",""R16B-SENSE:9c499c8b62d5222b0be4049597c613d82925ede87bf34656671a6b1e4e491bc3""]"	[]	[]	"[""R16A-PCOMP-51A298827C427152D14F"",""R16A-PCOMP-766FC8DD7D1FAA8FD7CB"",""R16A-TOPO-E1333D8D6786C082790C""]"	"[""R16A-PAIR:591aa3897c3e0e455ef4bc05b36550f3d010af9e84be8a08c199676025fdeb04""]"	region		RETAINED	ROUND16A_ACTIVE_PAIR_BASELINE_NO_GROUP_CLAIM	false	false	false	false	Preserve the exact pair baseline without a manufactured group claim; regenerate any v3 product descendant before product activation.	a96bfbb7231fe0685b0c183039ba3b5ad37a077a894d5a42ef8df60f07682a5a
468105499c7be102deec7d6555aced688dea9901	5419770959bdb8998b693fb2275b47e29b92367c	ROUND16A_CATEGORY_ENTRY	R16A-ENTRY-1ABCE33598A65CC55FD1	docs/audits/v49-exploration-full-space-closure-round1/raw/canonical-composition-registry-v2.json	51c3e29909a8aa5226a7d18ebaef896aa52c48be6725d722c869515874c6c24d	R16A-ENTRY-1ABCE33598A65CC55FD1	c645eb5981502128aa1548be0ff3e46d7a239f51bcdb67b446cef4fb4724e942	f1788f06aeec1e88f42153accd9dfa68f910a9d46e1e99fa107fd54f0a7e6828	"[""R16B-SENSE:06c230c771547ee49390903e0bad7aaf44063613309c93bcbd72e808116af4c6"",""R16B-SENSE:419a96e12217bfa4ed031510c32033cb2408489e3abb14eb28291b13c068e159""]"	[]	[]	"[""R16A-PCOMP-31905158D955132DFC5C"",""R16A-PCOMP-E1B8FC234BF6C35B830E"",""R16A-TOPO-6286BD4EB7547E725A21""]"	"[""R16A-PAIR:a364e4ea20e2f9e24e1fc980dc1ab703ae69a0fc86aa626a14e45cca0ea3bbb2""]"	theme		RETAINED	ROUND16A_ACTIVE_PAIR_BASELINE_NO_GROUP_CLAIM	false	false	false	false	Preserve the exact pair baseline without a manufactured group claim; regenerate any v3 product descendant before product activation.	d5a054424c40058d1d2fa17970aac4e6706ba4f2c2f20f08e947652706f57ee8
468105499c7be102deec7d6555aced688dea9901	5419770959bdb8998b693fb2275b47e29b92367c	ROUND16A_CATEGORY_ENTRY	R16A-ENTRY-1D7017FE8F52F80A5CB0	docs/audits/v49-exploration-full-space-closure-round1/raw/canonical-composition-registry-v2.json	51c3e29909a8aa5226a7d18ebaef896aa52c48be6725d722c869515874c6c24d	R16A-ENTRY-1D7017FE8F52F80A5CB0	bf6f005f563f3be1390f235c9a221c295c9db97b7bf755f6d0e709e2bf8b49d8	83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e	"[""R16B-SENSE:698710ef66f0d551cde028b8e54bdbf6051b96902a736be6b9ab45d1ad91f848"",""R16B-SENSE:9415fd18554090ac9dd2dfc28a1ec541d67a94b8421b1cefafa578a03302257d"",""R16B-SENSE:9c499c8b62d5222b0be4049597c613d82925ede87bf34656671a6b1e4e491bc3""]"	"[""R16B-LOCAL-FAMILY:83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e""]"	"[""BOUNDED_SENSE_OR_SCOPE_CONFLICT""]"	"[""R16A-PCOMP-5A55C3636BF464793711"",""R16A-PCOMP-5DC1F64A3B6B558406C8"",""R16A-PCOMP-9D01A6B08F7E9BE1FB81"",""R16A-TOPO-148BECCBEBCA23C54624""]"	"[""R16A-PAIR:4cf124f8588611ba0a2f76bce26ab0b5890dcfcf71d9283888d62d58bcdb974a"",""R16A-PAIR:c58fe913fc06f2896c1022f7ccc0e9de1b0f7f1121f09c7d18162d40fe764cf9""]"	region		REJECTED	FAMILY_FINAL_DISPOSITION:BOUNDED_SENSE_OR_SCOPE_CONFLICT	false	false	false	false	Preserve the audit receipt, retire the prior object from active product eligibility, and do not project or synthesize a replacement association.	10f442586a3e15656d4f0e2cb77168ae09bc60bc3cb90254c710649c056ed1ed
