parent_checkpoint_sha	review_tranche	family_ordinal	candidate_id	participant_set_key	trigger_occurrence_id	source_occurrence_sha256	trigger_id	trigger_class	emission_kind	source_path	input_surface_id	input_record_refs_json	source_locator	content_hashes_json	upstream_record_ids_json	upstream_source_ids_json	upstream_locators_json	occurrence_source_class	occurrence_evidence_class	classification_detail	classification_reason	evidence_use_disposition	exact_group_support_status	source_text_review_status	rights_review_status	human_review_status	counterevidence_review_status	scope_split_need	product_eligibility	pair_projection_created	association_activation_created	explicit_nonclaims_json	record_sha256
adf3cc7a214aa1b8fdaef75b7a9e8888c39c906e	CHECKPOINT-006-EVIDENCE-TRANCHE-B	12	R16B-LOCAL-FAMILY:07d5c44f285178774f70755012d2745feec81d240210c340b5910a738ae0a837	07d5c44f285178774f70755012d2745feec81d240210c340b5910a738ae0a837	R16B-TRIGGER-OCC:4a78500427266d1cb966b287072f42aa9b041973be551154a2ff489d47ca9f7d	8600f5ec6d3b32b17ba3927e93a91f99057c52a1ef9a5b9e7d56d437a98b4b96	TRG-004	ROUND15_COMPOSITION_FIXTURE	PRIOR_STRUCTURE_REVIEW_FAMILY	scripts/trace-v49-exploration-composition-engine/fixtures/composition-fixtures-v1.json	R16B-LOCAL-SURF-R15-FIXTURES	"[""R15-COMP-006""]"		"[""6af0caf1ddb74de11fba79f6568646e36717b6736b26df577beca91e79414c72""]"	"[""R15-COMP-006""]"	[]	[]	R15_RESEARCH_FIXTURE	HARD_NEGATIVE_CONTROL	R15_HARD_NEGATIVE_INTRUSION_CONTROL_BOUND_TO_R14_ASSOC_026	The research fixture explicitly retains a hard-negative pair as an audit control; it cannot support the exact triad.	HARD_NEGATIVE_CONTROL_INPUT_NOT_SUPPORT	NOT_GOVERNED_SUPPORT	UPSTREAM_HARD_NEGATIVE_CONTROL_PRESENT	NOT_APPLICABLE_CONTROL_RECORD	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	CLOSE_HARD_NEGATIVE_PARENT_RETAIN_SEPARATE_MATERIAL_CHAIN_PAIR	INELIGIBLE_NOT_GOVERNED_ASSOCIATION_SUPPORT	false	false	"[""the hard-negative triad does not invalidate the separately governed material-displacement/supply-chain pair"",""future independently supported hyperedge evidence is not logically impossible""]"	d459db8678695afd5bfeb42663df73569f366f3f1f9a0eb3c347d8ab9e0f23cd
adf3cc7a214aa1b8fdaef75b7a9e8888c39c906e	CHECKPOINT-006-EVIDENCE-TRANCHE-B	13	R16B-LOCAL-FAMILY:0e719db533fd03f71aa5fbb293aa0d6aa8b79453db51fe8e0f8b7f0fc59fede9	0e719db533fd03f71aa5fbb293aa0d6aa8b79453db51fe8e0f8b7f0fc59fede9	R16B-TRIGGER-OCC:13f8bfba9384b419c6b2f916123e160b30193951c781c34337f9877c0c429e4c	535048825428a4079d0652ad5237e67bad9b3096a7d345efa6e402a8109dcc44	TRG-009	DIRECT_OPPOSITE_OBJECT_ACCEPTED_TRACE_ENDPOINT_DISCOVERY	DATABASE_DISCOVERY_REVIEW_FAMILY	data/prefreeze_candidate_v48.sqlite	SURF-DB-001	"[""sqlite:objects+object_trace_edges:surface_id=SURF-VAM20K-03165""]"	https://collections.vam.ac.uk/item/O1316564/	"[""07a271b5809db832091bf2650d6ed1db2804cba8466eeaa8fe647ec451b95943""]"	"[""sqlite:objects+object_trace_edges:surface_id=SURF-VAM20K-03165""]"	[]	"[""https://collections.vam.ac.uk/item/O1316564/""]"	DATABASE_DISCOVERY_LOCUS	METADATA_DISCOVERY	DATABASE_LOCUS_METADATA_OR_OBJECT_INCIDENCE_DISCOVERY_ONLY	The frozen database locus is a discovery trigger; bounded senses, exact source or visual evidence, rights, and global coherence remain unreviewed.	METADATA_DISCOVERY_NOT_SUPPORT	NOT_GOVERNED_SUPPORT	LAWFUL_SOURCE_OR_VISUAL_REVIEW_OPEN	OPEN_SOURCE_TEXT_VISUAL_AND_ACCESS_RIGHTS_REVIEW	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	SPLIT_SEVEN_OBJECT_INCIDENCE_REVIEWS_CLOSE_UNSPLIT_PARENT	INELIGIBLE_NOT_GOVERNED_ASSOCIATION_SUPPORT	false	false	"[""database incidence is metadata discovery, not association support"",""objects are not merged"",""no internal pair is manufactured""]"	2276660802f7cd85cede1b4f1044bdb6c6c85f7adcc82de98d8c788e02968533
adf3cc7a214aa1b8fdaef75b7a9e8888c39c906e	CHECKPOINT-006-EVIDENCE-TRANCHE-B	13	R16B-LOCAL-FAMILY:0e719db533fd03f71aa5fbb293aa0d6aa8b79453db51fe8e0f8b7f0fc59fede9	0e719db533fd03f71aa5fbb293aa0d6aa8b79453db51fe8e0f8b7f0fc59fede9	R16B-TRIGGER-OCC:31bb942b9d716318c09c644d4ea153dec9eede52f81fb5930f3205f705cf5d0e	1fb27f1ab22057189fd905ce37bd8160f68e4579c4e9a0e1899b5f617ec6f378	TRG-009	DIRECT_OPPOSITE_OBJECT_ACCEPTED_TRACE_ENDPOINT_DISCOVERY	DATABASE_DISCOVERY_REVIEW_FAMILY	data/prefreeze_candidate_v48.sqlite	SURF-DB-001	"[""sqlite:objects+object_trace_edges:surface_id=SURF-VAM20K-03010""]"	https://collections.vam.ac.uk/item/O1316563/	"[""72172f33f41496eb63efe2e42d3ee689cd855a2f69295c79cd5ff48bde7677db""]"	"[""sqlite:objects+object_trace_edges:surface_id=SURF-VAM20K-03010""]"	[]	"[""https://collections.vam.ac.uk/item/O1316563/""]"	DATABASE_DISCOVERY_LOCUS	METADATA_DISCOVERY	DATABASE_LOCUS_METADATA_OR_OBJECT_INCIDENCE_DISCOVERY_ONLY	The frozen database locus is a discovery trigger; bounded senses, exact source or visual evidence, rights, and global coherence remain unreviewed.	METADATA_DISCOVERY_NOT_SUPPORT	NOT_GOVERNED_SUPPORT	LAWFUL_SOURCE_OR_VISUAL_REVIEW_OPEN	OPEN_SOURCE_TEXT_VISUAL_AND_ACCESS_RIGHTS_REVIEW	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	SPLIT_SEVEN_OBJECT_INCIDENCE_REVIEWS_CLOSE_UNSPLIT_PARENT	INELIGIBLE_NOT_GOVERNED_ASSOCIATION_SUPPORT	false	false	"[""database incidence is metadata discovery, not association support"",""objects are not merged"",""no internal pair is manufactured""]"	8dea339c0063b1d87f742fb4a454a1a4b547cf8db98651f9ef4d97b98deba733
adf3cc7a214aa1b8fdaef75b7a9e8888c39c906e	CHECKPOINT-006-EVIDENCE-TRANCHE-B	13	R16B-LOCAL-FAMILY:0e719db533fd03f71aa5fbb293aa0d6aa8b79453db51fe8e0f8b7f0fc59fede9	0e719db533fd03f71aa5fbb293aa0d6aa8b79453db51fe8e0f8b7f0fc59fede9	R16B-TRIGGER-OCC:3761e1065c6e0ddfce1761ef18c1c126c20b0fc7b71dac13a521b3737deca87a	ba4fd7473a4a30272a65586b0e41613ba008d7b25b4e02acabddf075f358889d	TRG-009	DIRECT_OPPOSITE_OBJECT_ACCEPTED_TRACE_ENDPOINT_DISCOVERY	DATABASE_DISCOVERY_REVIEW_FAMILY	data/prefreeze_candidate_v48.sqlite	SURF-DB-001	"[""sqlite:objects+object_trace_edges:surface_id=SURF-VAM20K-03163""]"	https://collections.vam.ac.uk/item/O1169376/	"[""c94f9842555615d51d3c2bc79178c93e5201123866f938f735c9e70ecca87cfd""]"	"[""sqlite:objects+object_trace_edges:surface_id=SURF-VAM20K-03163""]"	[]	"[""https://collections.vam.ac.uk/item/O1169376/""]"	DATABASE_DISCOVERY_LOCUS	METADATA_DISCOVERY	DATABASE_LOCUS_METADATA_OR_OBJECT_INCIDENCE_DISCOVERY_ONLY	The frozen database locus is a discovery trigger; bounded senses, exact source or visual evidence, rights, and global coherence remain unreviewed.	METADATA_DISCOVERY_NOT_SUPPORT	NOT_GOVERNED_SUPPORT	LAWFUL_SOURCE_OR_VISUAL_REVIEW_OPEN	OPEN_SOURCE_TEXT_VISUAL_AND_ACCESS_RIGHTS_REVIEW	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	SPLIT_SEVEN_OBJECT_INCIDENCE_REVIEWS_CLOSE_UNSPLIT_PARENT	INELIGIBLE_NOT_GOVERNED_ASSOCIATION_SUPPORT	false	false	"[""database incidence is metadata discovery, not association support"",""objects are not merged"",""no internal pair is manufactured""]"	5a12543717883f389bb12549b09bb0582eb35f00646edec04fae89d6525a80f8
adf3cc7a214aa1b8fdaef75b7a9e8888c39c906e	CHECKPOINT-006-EVIDENCE-TRANCHE-B	13	R16B-LOCAL-FAMILY:0e719db533fd03f71aa5fbb293aa0d6aa8b79453db51fe8e0f8b7f0fc59fede9	0e719db533fd03f71aa5fbb293aa0d6aa8b79453db51fe8e0f8b7f0fc59fede9	R16B-TRIGGER-OCC:558e8cd312ff625c35d9261c8bb93fc8743fd49c29c02c377dc4094eff9bcf5c	c02efa5e2add43f5557f221688ec1fac63f69d8527118339233faf3a3dd4b80f	TRG-009	DIRECT_OPPOSITE_OBJECT_ACCEPTED_TRACE_ENDPOINT_DISCOVERY	DATABASE_DISCOVERY_REVIEW_FAMILY	data/prefreeze_candidate_v48.sqlite	SURF-DB-001	"[""sqlite:objects+object_trace_edges:surface_id=SURF-VAM20K-03052""]"	https://collections.vam.ac.uk/item/O1316577/	"[""f97860bfd5b4e4ddc869eef7ab75b3b542d364302434d2bfa48670af4453f2ba""]"	"[""sqlite:objects+object_trace_edges:surface_id=SURF-VAM20K-03052""]"	[]	"[""https://collections.vam.ac.uk/item/O1316577/""]"	DATABASE_DISCOVERY_LOCUS	METADATA_DISCOVERY	DATABASE_LOCUS_METADATA_OR_OBJECT_INCIDENCE_DISCOVERY_ONLY	The frozen database locus is a discovery trigger; bounded senses, exact source or visual evidence, rights, and global coherence remain unreviewed.	METADATA_DISCOVERY_NOT_SUPPORT	NOT_GOVERNED_SUPPORT	LAWFUL_SOURCE_OR_VISUAL_REVIEW_OPEN	OPEN_SOURCE_TEXT_VISUAL_AND_ACCESS_RIGHTS_REVIEW	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	SPLIT_SEVEN_OBJECT_INCIDENCE_REVIEWS_CLOSE_UNSPLIT_PARENT	INELIGIBLE_NOT_GOVERNED_ASSOCIATION_SUPPORT	false	false	"[""database incidence is metadata discovery, not association support"",""objects are not merged"",""no internal pair is manufactured""]"	d51951bb742dd7001ecc0c7dca8c6650e5c54f77e0857f101cf314ab47f42ec9
adf3cc7a214aa1b8fdaef75b7a9e8888c39c906e	CHECKPOINT-006-EVIDENCE-TRANCHE-B	13	R16B-LOCAL-FAMILY:0e719db533fd03f71aa5fbb293aa0d6aa8b79453db51fe8e0f8b7f0fc59fede9	0e719db533fd03f71aa5fbb293aa0d6aa8b79453db51fe8e0f8b7f0fc59fede9	R16B-TRIGGER-OCC:ba22c60b72952ae060209bf73709e397d04e75f29d77fbbaa6aa7982c03f790b	e0a725294350205d3f3329acca6595b0606a7ca9ce55cf021697ef17ebac948e	TRG-009	DIRECT_OPPOSITE_OBJECT_ACCEPTED_TRACE_ENDPOINT_DISCOVERY	DATABASE_DISCOVERY_REVIEW_FAMILY	data/prefreeze_candidate_v48.sqlite	SURF-DB-001	"[""sqlite:objects+object_trace_edges:surface_id=SURF-VAM20K-03127""]"	https://collections.vam.ac.uk/item/O1316570/	"[""74dbd262c6955ca411efbc75540e44d0df8ae1bae1bf0099351e45e6f4443f06""]"	"[""sqlite:objects+object_trace_edges:surface_id=SURF-VAM20K-03127""]"	[]	"[""https://collections.vam.ac.uk/item/O1316570/""]"	DATABASE_DISCOVERY_LOCUS	METADATA_DISCOVERY	DATABASE_LOCUS_METADATA_OR_OBJECT_INCIDENCE_DISCOVERY_ONLY	The frozen database locus is a discovery trigger; bounded senses, exact source or visual evidence, rights, and global coherence remain unreviewed.	METADATA_DISCOVERY_NOT_SUPPORT	NOT_GOVERNED_SUPPORT	LAWFUL_SOURCE_OR_VISUAL_REVIEW_OPEN	OPEN_SOURCE_TEXT_VISUAL_AND_ACCESS_RIGHTS_REVIEW	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	SPLIT_SEVEN_OBJECT_INCIDENCE_REVIEWS_CLOSE_UNSPLIT_PARENT	INELIGIBLE_NOT_GOVERNED_ASSOCIATION_SUPPORT	false	false	"[""database incidence is metadata discovery, not association support"",""objects are not merged"",""no internal pair is manufactured""]"	13b1435c2013e6cf99b9946cf1b319db8441e8345a314e7114763d45328d3599
adf3cc7a214aa1b8fdaef75b7a9e8888c39c906e	CHECKPOINT-006-EVIDENCE-TRANCHE-B	13	R16B-LOCAL-FAMILY:0e719db533fd03f71aa5fbb293aa0d6aa8b79453db51fe8e0f8b7f0fc59fede9	0e719db533fd03f71aa5fbb293aa0d6aa8b79453db51fe8e0f8b7f0fc59fede9	R16B-TRIGGER-OCC:f3e727d8ab1c3645d976dd2262bed82196d311b3aa88868160dcb942d748bc1e	0204f1ecb19523cd6ca691dabf2cede1bf8c9cfdd7abe52d3e320ba9830c152f	TRG-009	DIRECT_OPPOSITE_OBJECT_ACCEPTED_TRACE_ENDPOINT_DISCOVERY	DATABASE_DISCOVERY_REVIEW_FAMILY	data/prefreeze_candidate_v48.sqlite	SURF-DB-001	"[""sqlite:objects+object_trace_edges:surface_id=SURF-VAM20K-03166""]"	https://collections.vam.ac.uk/item/O1316569/	"[""c12cffedb6dc876f9dbcc814217c5ca6a293c398b191316acf3faed962a2837a""]"	"[""sqlite:objects+object_trace_edges:surface_id=SURF-VAM20K-03166""]"	[]	"[""https://collections.vam.ac.uk/item/O1316569/""]"	DATABASE_DISCOVERY_LOCUS	METADATA_DISCOVERY	DATABASE_LOCUS_METADATA_OR_OBJECT_INCIDENCE_DISCOVERY_ONLY	The frozen database locus is a discovery trigger; bounded senses, exact source or visual evidence, rights, and global coherence remain unreviewed.	METADATA_DISCOVERY_NOT_SUPPORT	NOT_GOVERNED_SUPPORT	LAWFUL_SOURCE_OR_VISUAL_REVIEW_OPEN	OPEN_SOURCE_TEXT_VISUAL_AND_ACCESS_RIGHTS_REVIEW	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	SPLIT_SEVEN_OBJECT_INCIDENCE_REVIEWS_CLOSE_UNSPLIT_PARENT	INELIGIBLE_NOT_GOVERNED_ASSOCIATION_SUPPORT	false	false	"[""database incidence is metadata discovery, not association support"",""objects are not merged"",""no internal pair is manufactured""]"	950a8af588b14c5801a058824e0fed46bd7910666fcd5a629c7b1ad68c56d1fb
adf3cc7a214aa1b8fdaef75b7a9e8888c39c906e	CHECKPOINT-006-EVIDENCE-TRANCHE-B	13	R16B-LOCAL-FAMILY:0e719db533fd03f71aa5fbb293aa0d6aa8b79453db51fe8e0f8b7f0fc59fede9	0e719db533fd03f71aa5fbb293aa0d6aa8b79453db51fe8e0f8b7f0fc59fede9	R16B-TRIGGER-OCC:f8f0eb5992f8f8e610f3a56f7b8129799b05136c50700c27fd80351eba1cb0ac	c391b2636e600fd61b3028dd8a2dae32bd49d066bd92c78c9bcec39498fa6ac6	TRG-009	DIRECT_OPPOSITE_OBJECT_ACCEPTED_TRACE_ENDPOINT_DISCOVERY	DATABASE_DISCOVERY_REVIEW_FAMILY	data/prefreeze_candidate_v48.sqlite	SURF-DB-001	"[""sqlite:objects+object_trace_edges:surface_id=SURF-VAM20K-00867""]"	https://collections.vam.ac.uk/item/O1316562/	"[""e0974a2e042e05aeb44c68d744fb18c14250b1b38b9b602793f0d4accb95e01d""]"	"[""sqlite:objects+object_trace_edges:surface_id=SURF-VAM20K-00867""]"	[]	"[""https://collections.vam.ac.uk/item/O1316562/""]"	DATABASE_DISCOVERY_LOCUS	METADATA_DISCOVERY	DATABASE_LOCUS_METADATA_OR_OBJECT_INCIDENCE_DISCOVERY_ONLY	The frozen database locus is a discovery trigger; bounded senses, exact source or visual evidence, rights, and global coherence remain unreviewed.	METADATA_DISCOVERY_NOT_SUPPORT	NOT_GOVERNED_SUPPORT	LAWFUL_SOURCE_OR_VISUAL_REVIEW_OPEN	OPEN_SOURCE_TEXT_VISUAL_AND_ACCESS_RIGHTS_REVIEW	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	SPLIT_SEVEN_OBJECT_INCIDENCE_REVIEWS_CLOSE_UNSPLIT_PARENT	INELIGIBLE_NOT_GOVERNED_ASSOCIATION_SUPPORT	false	false	"[""database incidence is metadata discovery, not association support"",""objects are not merged"",""no internal pair is manufactured""]"	49cc34b56ce4aa486a6599094c9f46a2962d3a3396b778f97e6a5a6e2edc7e87
adf3cc7a214aa1b8fdaef75b7a9e8888c39c906e	CHECKPOINT-006-EVIDENCE-TRANCHE-B	14	R16B-LOCAL-FAMILY:15f5757830dfe043fb27e73c28ff3bfd902aaa9c938ab254fda8682d359a7249	15f5757830dfe043fb27e73c28ff3bfd902aaa9c938ab254fda8682d359a7249	R16B-TRIGGER-OCC:0a6d40780c0f8b39df2c21df31c45c3ae5aaf2f5e06d67e83c1aa8579116d5df	b6c95bf52b116276c7bb7c79940ee1eb858d3f0d27fa1c2c94b857d331c0d206	TRG-004	ROUND16A_TOPOLOGY_COMPOSITION	PRIOR_STRUCTURE_REVIEW_FAMILY	docs/audits/v49-exploration-full-space-closure-round1/raw/canonical-composition-registry-v2.json	R16B-LOCAL-SURF-R16A-TOPOLOGIES	"[""R16A-TOPO-35AE60EBE87BB3762A85""]"		"[""35ae60ebe87bb3762a855b2153b09472531ffd9ec195f0ca5a0537a276ad696a""]"	"[""R16A-TOPO-35AE60EBE87BB3762A85""]"	[]	[]	R16A_PRESENTATION_TOPOLOGY	STRUCTURAL_ECHO	R16A_PRESENTATION_TOPOLOGY_STRUCTURAL_DESCENDANT_NOT_EVIDENCE	A prior subgraph, topology, fixture, product composition, or legacy product record is a reconciliation target, not historical evidence.	NOT_EVIDENCE_RECONCILIATION_ONLY	NOT_GOVERNED_SUPPORT	NOT_APPLICABLE_STRUCTURAL_RECORD	NOT_APPLICABLE_TO_NON_SUPPORT_CLASSIFICATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	ONE_FORMAL_EDUCATION_CHILD_ONE_PAIR_REROUTE_AND_DERIVATIVE_RECONCILIATION	INELIGIBLE_NOT_GOVERNED_ASSOCIATION_SUPPORT	false	false	"[""shared pair locators do not establish an unsplit group"",""university visual-identity practice is not automatically design education"",""no professional sequence or direction is inferred""]"	4419d98317e1630abddc6f9cc0c0a5937417f3820d4636d81ad44261ddbab460
adf3cc7a214aa1b8fdaef75b7a9e8888c39c906e	CHECKPOINT-006-EVIDENCE-TRANCHE-B	14	R16B-LOCAL-FAMILY:15f5757830dfe043fb27e73c28ff3bfd902aaa9c938ab254fda8682d359a7249	15f5757830dfe043fb27e73c28ff3bfd902aaa9c938ab254fda8682d359a7249	R16B-TRIGGER-OCC:0ddb4edb7d857631cd55dc5a7c805648026003dbc384462f35d46e5634762958	3dfa38ec57ff5927be217c50c26e67ed8f7ea677a3401546d38be83b1b50c863	TRG-004	ROUND16A_CONNECTED_SUBGRAPH	PRIOR_STRUCTURE_REVIEW_FAMILY	docs/audits/v49-exploration-full-space-closure-round1/raw/canonical-composition-registry-v2.json	R16B-LOCAL-SURF-R16A-SUBGRAPHS	"[""R16A-SUBGRAPH-A16E84162E109BC20A70""]"		"[""a16e84162e109bc20a702257dfb88b1fcbde3d3fa0545df303ec5192a99b2237""]"	"[""R16A-SUBGRAPH-A16E84162E109BC20A70""]"	[]	[]	R16A_CONNECTED_SUBGRAPH	STRUCTURAL_ECHO	R16A_CONNECTED_SUBGRAPH_STRUCTURAL_DESCENDANT_NOT_EVIDENCE	A prior subgraph, topology, fixture, product composition, or legacy product record is a reconciliation target, not historical evidence.	NOT_EVIDENCE_RECONCILIATION_ONLY	NOT_GOVERNED_SUPPORT	NOT_APPLICABLE_STRUCTURAL_RECORD	NOT_APPLICABLE_TO_NON_SUPPORT_CLASSIFICATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	ONE_FORMAL_EDUCATION_CHILD_ONE_PAIR_REROUTE_AND_DERIVATIVE_RECONCILIATION	INELIGIBLE_NOT_GOVERNED_ASSOCIATION_SUPPORT	false	false	"[""shared pair locators do not establish an unsplit group"",""university visual-identity practice is not automatically design education"",""no professional sequence or direction is inferred""]"	9d0be92de9b7b5b6a96c1f4754c7f6513d58260ebc87c08536ed331e8da02b11
