path	sha256	bytes	artifact_class
docs/adr/0005-first-class-higher-order-association-contract.md	071ee13951778efd890e6f5c094b345af266040528b0292db9500e1c58c078d0	6019	GOVERNED_DOCUMENTATION
docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger-checkpoint008-v1.tsv	ef1454bb34eddf58ef4be75d1838eba72de8ccaf3c4d2965b57ecb474637a4a1	2448	GOVERNED_MACHINE_ARTIFACT
docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/v3-semantic-contract-census-v1.json	7df89f2248d169c1f4e6358425a7f01afbcdb27c02d1d0e3f583f35c67322c6e	3242	GOVERNED_MACHINE_ARTIFACT
docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/v3-semantic-contract-fixture-expectations-v1.tsv	7548c3e58afabf2c0b5d55a3322655896f3fe43509ff9840e31ce1c8af684387	3178	GOVERNED_MACHINE_ARTIFACT
docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/v3-semantic-contract-fixtures-v1.json	6e01a274dce52ebbfd008574136577e891c4f5d482d0761fe0c9a320afd26f3d	220641	GOVERNED_MACHINE_ARTIFACT
docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/v3-semantic-contract-input-manifest-v1.tsv	9f4e4f74fa4ec9720da95e12ad0895dbe126d17e09ef775bbfc04f5943c1d4b8	1790	GOVERNED_MACHINE_ARTIFACT
docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/v3-semantic-hash-binding-contract-v1.json	d5a8608316c768eb0e3c6ea597919f9de788ba2e7792ee4c43bb28edc7a5f70b	28779	GOVERNED_MACHINE_ARTIFACT
docs/research/trace-v49-exploration-higher-order-association-closure-round16b/15_V3_SEMANTIC_CONTRACT.md	8a4d4410ea017f2ed98733effa4ef15dbd3e43d3dc074df38eb18c40fc1d8a9f	3977	GOVERNED_DOCUMENTATION
schemas/trace/exploration/v3/association.schema.json	ce1156c5499e525d28fede91f0b0ef1290c047becc0dd31aefcdcfb8f15368c4	18062	JSON_SCHEMA
schemas/trace/exploration/v3/common.schema.json	cb81e736be825cbe54cbc431d14939274ab196cf6834bd2cbb92a09071f98075	12896	JSON_SCHEMA
schemas/trace/exploration/v3/composition.schema.json	f71480e26db5f775cf482cd2a2b7b4b9674213d7bd0c2a8d414088feff91b815	10204	JSON_SCHEMA
schemas/trace/exploration/v3/concept.schema.json	9c7e156c7cd089e05d589dbba6ea22e2549492700708e0c6c8b41fc7dc2ab73d	9504	JSON_SCHEMA
schemas/trace/exploration/v3/export-manifest.schema.json	d80ba85f570f97b33c6d16531aaeafe9d4d62f1e613bb64459281d0c2c2d79a5	3067	JSON_SCHEMA
schemas/trace/exploration/v3/hash-binding-contract.schema.json	cb1df6726a7254adec0c0cc10476ac5de6158205bc7209ff4258e19b704ab9db	7692	JSON_SCHEMA
schemas/trace/exploration/v3/navigation-state.schema.json	d409e635a50c545ce04ebb54a00116f5656b3364756a9967a5c28dc135ab4872	3827	JSON_SCHEMA
schemas/trace/exploration/v3/semantic-contract.schema.json	96c99a59d366de74032e16266181e307938f911a08971cecaf5db043d39286ba	28637	JSON_SCHEMA
schemas/trace/exploration/v3/transition.schema.json	f19480800be113c8fe6fce56a5e85acdefd46ef0c3b44f5e13adb7c88db3196e	1443	JSON_SCHEMA
schemas/trace/exploration/v3/v2-pair-adapter.schema.json	ad2d11608ef1771684a0cb347182c60a679d64d8b99ca9153a6aaac3db23f240	2875	JSON_SCHEMA
schemas/trace/exploration/v3/workflow.schema.json	a029c737cece0c232f1af925d467d22631e3dc0ec27b6274adbd6c2476421654	1786	JSON_SCHEMA
