parent_checkpoint_sha	review_tranche	family_ordinal	candidate_id	candidate_object_kind	participant_set_key	participant_sense_ids_json	canonical_labels_json	arity	linked_occurrence_count	linked_occurrence_ids_sha256	occurrence_class_counts_json	evidence_bearing_input_count	structural_echo_count	synthetic_control_count	negative_context_count	source_container_cooccurrence_count	review_input_record_ids_json	review_locators_json	internal_possible_pair_count	internal_active_pair_count	internal_active_pair_ids_json	final_parent_disposition	parent_disposition_status	disposition_rationale	scope_split_or_reroute_status	conditional_queue_count	direct_group_support_status	composite_group_support_status	global_coherence_status	rights_review_status	source_text_review_status	human_review_status	counterevidence_review_status	association_identity_status	association_activation_status	product_eligibility	pair_projection_count	explicit_nonclaims_json	record_sha256
068c92151a935cfb9e4adc36b150c6800a6de9a2	CHECKPOINT-005-EVIDENCE-TRANCHE-A	1	R16B-LOCAL-FAMILY:b63bdc2ca9694ca8e682cf6d1b38b65c8154eed366c405ab76391683e0b3c35b	LOCAL_PARTICIPANT_SET_REVIEW_FAMILY_NOT_ASSOCIATION	b63bdc2ca9694ca8e682cf6d1b38b65c8154eed366c405ab76391683e0b3c35b	"[""R16B-SENSE:049324b7a1f8dd02995e20043357b090b2357eb23e8fe588e78928f5306a82e1"",""R16B-SENSE:14bd96e324918cf3d87ed84253055004be79647294bf62a305ccf9a65a46b863"",""R16B-SENSE:f1dafc6df9c9a66b0b7c19d34606a2ed638c193dc7047afb8a1f83b3d564ebc1""]"	"[""consumer culture"",""gendering"",""commodification""]"	3	1	31bad53c36255580ebacf332dd532e2b3c67f776c3ab0a367609eb5e9878f10a	"{""EVIDENCE_BEARING"":1}"	1	0	0	0	0	"[""COMP-EVID-004"",""GRAM-ATT-027""]"	"[""article title"",""title; abstract; pp.532–550""]"	3	1	"[""R16A-PAIR:85e32fbf7d295e72068df767318096879ed6af2c4af16cadd1313e3fca88fa26""]"	BOUNDED_SENSE_OR_SCOPE_CONFLICT	FINAL_FOR_UNSPLIT_PARENT_REVIEW_FAMILY_FAIL_CLOSED	Consumer culture is a qualification around the bounded gendering/commodification case, not a third coequal participant supported by the passage.	PARENT_SCOPE_CONFLICT_NO_HIGHER_ORDER_CHILD	0	NO_ACTIVE_DIRECT_SUPPORT_FOR_UNSPLIT_PARENT	NO_ACTIVE_COMPOSITE_SUPPORT_FOR_UNSPLIT_PARENT	FAIL_CLOSED_NOT_PASSED	NO_SUPPORT_USE	NO_GROUP_SUPPORT_TEXT	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	NOT_CREATED_PARENT_IS_REVIEW_FAMILY_NOT_ASSOCIATION	INACTIVE	INELIGIBLE_UNSPLIT_PARENT_NOT_GOVERNED_ASSOCIATION	0	"[""consumer culture is not activated as a third participant"",""the underlying gendering/commodification pair is not generalized beyond its governed scope""]"	7a046f52b94000dc5a3fa1ab3ee2330a399e4ad582567c3505a28ac2f41e3fe9
068c92151a935cfb9e4adc36b150c6800a6de9a2	CHECKPOINT-005-EVIDENCE-TRANCHE-A	2	R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	LOCAL_PARTICIPANT_SET_REVIEW_FAMILY_NOT_ASSOCIATION	7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	"[""R16B-SENSE:06c230c771547ee49390903e0bad7aaf44063613309c93bcbd72e808116af4c6"",""R16B-SENSE:35489187871bfd7b7be6e2d5268a3a922984d3bdad9e9a8ca61ea6edee84a5a7"",""R16B-SENSE:419a96e12217bfa4ed031510c32033cb2408489e3abb14eb28291b13c068e159""]"	"[""consumption"",""mediation"",""production""]"	3	49	07cbc5c3ee8abe439afd3a11a3fbe8da0666a385c66378c1d010ae20a92711d1	"{""EVIDENCE_BEARING"":5,""STRUCTURAL_ECHO"":43,""SYNTHETIC_CONTROL"":1}"	5	43	1	0	0	"[""GRAM-ATT-001"",""GRAM-ATT-002"",""R14-EVID-002-01"",""R14-EVID-002-02"",""R14-EVID-002-03"",""R14-EVID-003-01"",""R14-EVID-003-02"",""R14-EVID-003-03"",""R14-EVID-004-01"",""R14-EVID-004-02"",""R14-EVID-004-03""]"	"[""Abstract, final paragraph"",""Design history and digital material culture section"",""Digital objects in the PCM paradigm section"",""Introduction; PCM re-evaluation"",""abstract and PCM currents""]"	3	3	"[""R16A-PAIR:27598c04934f3d33ad80dfb1aecc18d272cf86ee7fe3a726a95aae81144dfb06"",""R16A-PAIR:818cc370417319af9a65fec5211969862df5c48a821265533ba289932e57b18c"",""R16A-PAIR:a364e4ea20e2f9e24e1fc980dc1ab703ae69a0fc86aa626a14e45cca0ea3bbb2""]"	BOUNDED_SENSE_OR_SCOPE_CONFLICT	FINAL_FOR_UNSPLIT_PARENT_REVIEW_FAMILY_FAIL_CLOSED	The unsplit parent combines distinct 2009 PCM, 2026 digital-PCM, and 2021 Polish design-historiography configurations; pair connectivity and repeated product renderings do not make one global case.	PARENT_MUST_SPLIT_THREE_CONDITIONAL_SCOPED_CHILDREN	3	NO_ACTIVE_DIRECT_SUPPORT_FOR_UNSPLIT_PARENT	NO_ACTIVE_COMPOSITE_SUPPORT_FOR_UNSPLIT_PARENT	FAIL_CLOSED_NOT_PASSED	OPEN_FOR_CONDITIONAL_CHILD_OR_REROUTE_REVIEW	OPEN_FOR_CONDITIONAL_CHILD_OR_REROUTE_REVIEW	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	NOT_CREATED_PARENT_IS_REVIEW_FAMILY_NOT_ASSOCIATION	INACTIVE	INELIGIBLE_UNSPLIT_PARENT_NOT_GOVERNED_ASSOCIATION	0	"[""the three active internal pairs do not establish group coherence"",""structural descendants are not evidence"",""no scoped child is active""]"	80cf1f63f59d3bb43ae52074570b2194d29e33ea7cf8c0a1362842c02484734d
068c92151a935cfb9e4adc36b150c6800a6de9a2	CHECKPOINT-005-EVIDENCE-TRANCHE-A	3	R16B-LOCAL-FAMILY:b19df183e2e9eb0dd6b0a3bccc95944aebf625d45faf01908eaddae994c97e67	LOCAL_PARTICIPANT_SET_REVIEW_FAMILY_NOT_ASSOCIATION	b19df183e2e9eb0dd6b0a3bccc95944aebf625d45faf01908eaddae994c97e67	"[""R16B-SENSE:06c230c771547ee49390903e0bad7aaf44063613309c93bcbd72e808116af4c6"",""R16B-SENSE:419a96e12217bfa4ed031510c32033cb2408489e3abb14eb28291b13c068e159"",""R16B-SENSE:5e7794a5a8ffdd590f850eef513993204d95e59ae28e9b35eb74c2124a47ee5b""]"	"[""consumption"",""production"",""mediating devices""]"	3	2	9548894f05db34b466f9b45850f1a5e272f0a6676d8d4581d4eb29c56b25bb4f	"{""EVIDENCE_BEARING"":2}"	2	0	0	0	0	"[""COMP-EVID-010"",""COMP-EVID-011""]"	"[""Digital objects in the PCM paradigm section"",""abstract and PCM currents""]"	3	1	"[""R16A-PAIR:a364e4ea20e2f9e24e1fc980dc1ab703ae69a0fc86aa626a14e45cca0ea3bbb2""]"	BOUNDED_SENSE_OR_SCOPE_CONFLICT	FINAL_FOR_UNSPLIT_PARENT_REVIEW_FAMILY_FAIL_CLOSED	Mediating devices denotes materially different designed-good and digital-object cases; the unsplit participant set does not preserve their time, actors, mechanism, or device sense.	PARENT_MUST_SPLIT_TWO_CONDITIONAL_DIRECT_CHILDREN	2	NO_ACTIVE_DIRECT_SUPPORT_FOR_UNSPLIT_PARENT	NO_ACTIVE_COMPOSITE_SUPPORT_FOR_UNSPLIT_PARENT	FAIL_CLOSED_NOT_PASSED	OPEN_FOR_CONDITIONAL_CHILD_OR_REROUTE_REVIEW	OPEN_FOR_CONDITIONAL_CHILD_OR_REROUTE_REVIEW	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	NOT_CREATED_PARENT_IS_REVIEW_FAMILY_NOT_ASSOCIATION	INACTIVE	INELIGIBLE_UNSPLIT_PARENT_NOT_GOVERNED_ASSOCIATION	0	"[""mediating devices is not a universal node"",""the consumption/production pair does not supply the missing group claim""]"	72aa97bdcbc37b79d4b770aae5e993b6bc21c4db05da0ef8d6ee90d835b59b29
068c92151a935cfb9e4adc36b150c6800a6de9a2	CHECKPOINT-005-EVIDENCE-TRANCHE-A	4	R16B-LOCAL-FAMILY:3cd10180090e141ef9c63f03a217b2bae056c52da1a52850736c3b580dd533b7	LOCAL_PARTICIPANT_SET_REVIEW_FAMILY_NOT_ASSOCIATION	3cd10180090e141ef9c63f03a217b2bae056c52da1a52850736c3b580dd533b7	"[""R16B-SENSE:06c230c771547ee49390903e0bad7aaf44063613309c93bcbd72e808116af4c6"",""R16B-SENSE:419a96e12217bfa4ed031510c32033cb2408489e3abb14eb28291b13c068e159"",""R16B-SENSE:5ea36372086b196bba3dc36bef959a30618df567e74bf17256365b21c301ec4c""]"	"[""consumption"",""production"",""mediating channels""]"	3	1	67d211d6530b6d1970dcd8906a1fb99b681e8eba8e7cd6677ef4285f80f7dbbf	"{""EVIDENCE_BEARING"":1}"	1	0	0	0	0	"[""COMP-EVID-008""]"	"[""abstract and PCM currents""]"	3	1	"[""R16A-PAIR:a364e4ea20e2f9e24e1fc980dc1ab703ae69a0fc86aa626a14e45cca0ea3bbb2""]"	INQUIRY_ONLY_OR_UNRESOLVED	FINAL_FOR_UNSPLIT_PARENT_REVIEW_FAMILY_FAIL_CLOSED	One locator-bearing PCM channel record triggers a plausible scoped child, but source-text, rights, bounded-role, human, and counterevidence gates remain open.	ONE_CONDITIONAL_PCM_CHANNEL_CHILD_PENDING_REVIEW	1	NO_ACTIVE_DIRECT_SUPPORT_FOR_UNSPLIT_PARENT	NO_ACTIVE_COMPOSITE_SUPPORT_FOR_UNSPLIT_PARENT	FAIL_CLOSED_NOT_PASSED	OPEN_FOR_CONDITIONAL_CHILD_OR_REROUTE_REVIEW	OPEN_FOR_CONDITIONAL_CHILD_OR_REROUTE_REVIEW	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	NOT_CREATED_PARENT_IS_REVIEW_FAMILY_NOT_ASSOCIATION	INACTIVE	INELIGIBLE_UNSPLIT_PARENT_NOT_GOVERNED_ASSOCIATION	0	"[""mediating channels is not any conduit"",""directionality and role order are not activated""]"	fb84dd1a88d8b4686d1f6ea75df0db3e06a51a2086e2600693f2a0bf1ac5299f
068c92151a935cfb9e4adc36b150c6800a6de9a2	CHECKPOINT-005-EVIDENCE-TRANCHE-A	5	R16B-LOCAL-FAMILY:1d76bf657bbdec293265d051268a2a1153be0108b15a8d63ebbf2cb98cf6f06a	LOCAL_PARTICIPANT_SET_REVIEW_FAMILY_NOT_ASSOCIATION	1d76bf657bbdec293265d051268a2a1153be0108b15a8d63ebbf2cb98cf6f06a	"[""R16B-SENSE:0ebc966b965fc5703be0f4bae727d337f32d83eb7db9066e926a2530dcfa0171"",""R16B-SENSE:61aaade597c45243fcdef0d2514fc52f58a066ae5c9f4ad550727cb75b124f64"",""R16B-SENSE:697603bbe891d791295d478b3b16d10add9bdab1fd92826d63d8b630f3779cfb""]"	"[""production site"",""material displacement"",""supply chain""]"	3	48	cc034a31c085564118e71d81e41afe383a39047e12b8186766c2a93eaf2b00ab	"{""EVIDENCE_BEARING"":1,""STRUCTURAL_ECHO"":46,""SYNTHETIC_CONTROL"":1}"	1	46	1	0	0	"[""R14-EVID-010-02"",""R14-EVID-011-01"",""R14-EVID-012-01""]"	"[""abstract; p.40""]"	3	3	"[""R16A-PAIR:43fa33f1a987090224619eb68e83d246be7705f94d1b2e364bdfb2b73fc1a94f"",""R16A-PAIR:891e0c3d300d8c4af59fbef2f00d164ee9c22df4148122c54ed84daee1dcb37e"",""R16A-PAIR:c36555188472ea5287ed70295a1b85e92e2ba9468fc703d2fe8893de3fc55a1f""]"	INQUIRY_ONLY_OR_UNRESOLVED	FINAL_FOR_UNSPLIT_PARENT_REVIEW_FAMILY_FAIL_CLOSED	A same-locator material-chain bundle warrants a named-chain review, but the unsplit parent lacks a frozen case identity and its many product structures add no historical support.	ONE_CONDITIONAL_NAMED_MATERIAL_CHAIN_CHILD_PENDING_REVIEW	1	NO_ACTIVE_DIRECT_SUPPORT_FOR_UNSPLIT_PARENT	NO_ACTIVE_COMPOSITE_SUPPORT_FOR_UNSPLIT_PARENT	FAIL_CLOSED_NOT_PASSED	OPEN_FOR_CONDITIONAL_CHILD_OR_REROUTE_REVIEW	OPEN_FOR_CONDITIONAL_CHILD_OR_REROUTE_REVIEW	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	NOT_CREATED_PARENT_IS_REVIEW_FAMILY_NOT_ASSOCIATION	INACTIVE	INELIGIBLE_UNSPLIT_PARENT_NOT_GOVERNED_ASSOCIATION	0	"[""the active internal pair clique does not establish group coherence"",""product structures and the synthetic control are not evidence""]"	3202fe559203da7dd9c6a2ddeda99d45692b0b944fcded574b22678bcc5dfd4b
068c92151a935cfb9e4adc36b150c6800a6de9a2	CHECKPOINT-005-EVIDENCE-TRANCHE-A	6	R16B-LOCAL-FAMILY:de6643ced4014989a08d0517a4c72ea1ccb91d6f95be3303c35997dd8c3df9c1	LOCAL_PARTICIPANT_SET_REVIEW_FAMILY_NOT_ASSOCIATION	de6643ced4014989a08d0517a4c72ea1ccb91d6f95be3303c35997dd8c3df9c1	"[""R16B-SENSE:14bd96e324918cf3d87ed84253055004be79647294bf62a305ccf9a65a46b863"",""R16B-SENSE:eaa21928082dae77f8ed71bcf1d7f7c5409020e0b599c7cb9621380f5a3ae42d"",""R16B-SENSE:f1dafc6df9c9a66b0b7c19d34606a2ed638c193dc7047afb8a1f83b3d564ebc1""]"	"[""gendering"",""Brazilian exposition"",""commodification""]"	3	1	78de1cef7d7db37320a0b94da568d03320f580dfb76b7faa78de6f256029f352	"{""EVIDENCE_BEARING"":1}"	1	0	0	0	0	"[""COMP-EVID-003""]"	"[""title; abstract; pp.122–138""]"	3	1	"[""R16A-PAIR:85e32fbf7d295e72068df767318096879ed6af2c4af16cadd1313e3fca88fa26""]"	BOUNDED_SENSE_OR_SCOPE_CONFLICT	FINAL_FOR_UNSPLIT_PARENT_REVIEW_FAMILY_FAIL_CLOSED	Brazilian exposition is a rejected case label that belongs in the scope of the bounded gendering/commodification pair, not as a third vocabulary participant.	REROUTE_CASE_LABEL_TO_EXISTING_PAIR_SCOPE	1	NO_ACTIVE_DIRECT_SUPPORT_FOR_UNSPLIT_PARENT	NO_ACTIVE_COMPOSITE_SUPPORT_FOR_UNSPLIT_PARENT	FAIL_CLOSED_NOT_PASSED	OPEN_FOR_CONDITIONAL_CHILD_OR_REROUTE_REVIEW	OPEN_FOR_CONDITIONAL_CHILD_OR_REROUTE_REVIEW	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	NOT_CREATED_PARENT_IS_REVIEW_FAMILY_NOT_ASSOCIATION	INACTIVE	INELIGIBLE_UNSPLIT_PARENT_NOT_GOVERNED_ASSOCIATION	0	"[""Brazilian exposition is not reactivated"",""one exposition case does not authorize a general three-term association""]"	d3efb6655418ea7272fd98891136c6916a78f7039cdd9b9002984db2b05fb38b
068c92151a935cfb9e4adc36b150c6800a6de9a2	CHECKPOINT-005-EVIDENCE-TRANCHE-A	7	R16B-LOCAL-FAMILY:33a113b724e4e0088fd1c0fa77ea8757112a289ca51e8a441f9111b96697646a	LOCAL_PARTICIPANT_SET_REVIEW_FAMILY_NOT_ASSOCIATION	33a113b724e4e0088fd1c0fa77ea8757112a289ca51e8a441f9111b96697646a	"[""R16B-SENSE:1ccf80ed841858129d779749dbe51f60404ff6350be17abe450dfb79232bbffb"",""R16B-SENSE:558fbce86fd52c24f8d10f6d63fa017bd5356266e29792d4b3bd06a96ca7f67b"",""R16B-SENSE:d64e354e773ad525c74ef0abf45d30833bbdfbf850a823a632965c89574c529d""]"	"[""design exchanges"",""appropriation"",""creative appropriation""]"	3	1	5cdcc53cda20d3cc665b304b251a1514a27f0c0ce4fe5d0e61128963ebeba959	"{""EVIDENCE_BEARING"":1}"	1	0	0	0	0	"[""ATT-0005"",""ATT-0018"",""ATT-0029""]"	"[""title/p.35""]"	3	0	[]	BOUNDED_SENSE_OR_SCOPE_CONFLICT	FINAL_FOR_UNSPLIT_PARENT_REVIEW_FAMILY_FAIL_CLOSED	The shared source and locator contain a title-level design-exchanges container and a repeated context for appropriation/creative appropriation; they do not support three coequal concepts.	REROUTE_TO_BINARY_MODIFIER_AND_ROLE_REVIEW	1	NO_ACTIVE_DIRECT_SUPPORT_FOR_UNSPLIT_PARENT	NO_ACTIVE_COMPOSITE_SUPPORT_FOR_UNSPLIT_PARENT	FAIL_CLOSED_NOT_PASSED	OPEN_FOR_CONDITIONAL_CHILD_OR_REROUTE_REVIEW	OPEN_FOR_CONDITIONAL_CHILD_OR_REROUTE_REVIEW	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	NOT_CREATED_PARENT_IS_REVIEW_FAMILY_NOT_ASSOCIATION	INACTIVE	INELIGIBLE_UNSPLIT_PARENT_NOT_GOVERNED_ASSOCIATION	0	"[""creative appropriation is not independent from appropriation merely because both labels occur"",""source identity and locator identity do not prove group support""]"	4c6087d7623ad6d36e129df19322dc6c0822f8e91726fc1075db1aca1583e675
068c92151a935cfb9e4adc36b150c6800a6de9a2	CHECKPOINT-005-EVIDENCE-TRANCHE-A	8	R16B-LOCAL-FAMILY:c0a6431919578166078d9823cb9994e5819ab7d56a9bad39a0dcb45d056d892c	LOCAL_PARTICIPANT_SET_REVIEW_FAMILY_NOT_ASSOCIATION	c0a6431919578166078d9823cb9994e5819ab7d56a9bad39a0dcb45d056d892c	"[""R16B-SENSE:1e7045ac788667d54d6b65cd2d78f8c378eb10d531dd198692143840ff9d766b"",""R16B-SENSE:3d5f8270a50edbaf14edbc7ae48c1cd8d230d94dbd0d1e60e116afca491720d7"",""R16B-SENSE:c6a305bac0ba3a375015fd389d830c7eb5ed46f883ed720ddfcb0dfff588055a""]"	"[""cultural transformation"",""imitation"",""piracy""]"	3	3	b0a4d64ea0187bf9d30c8813a302257d60e21779e398b5c55bbfe8390bffbbf1	"{""STRUCTURAL_ECHO"":2,""SYNTHETIC_CONTROL"":1}"	0	2	1	0	0	[]	[]	3	1	"[""R16A-PAIR:b4f5681b10410d082921b5dfe618fe94f639c10ae3dcb51eb904a4e02db3b9bf""]"	INSUFFICIENT_EVIDENCE	FINAL_FOR_UNSPLIT_PARENT_REVIEW_FAMILY_FAIL_CLOSED	The family is emitted only by two prior structures and one synthetic validation fixture; none is historical evidence for the exact group.	NO_HIGHER_ORDER_CHILD_RETAIN_UNDERLYING_PAIR_ONLY	0	NO_ACTIVE_DIRECT_SUPPORT_FOR_UNSPLIT_PARENT	NO_ACTIVE_COMPOSITE_SUPPORT_FOR_UNSPLIT_PARENT	FAIL_CLOSED_NOT_PASSED	NO_SUPPORT_USE	NO_GROUP_SUPPORT_TEXT	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	NOT_CREATED_PARENT_IS_REVIEW_FAMILY_NOT_ASSOCIATION	INACTIVE	INELIGIBLE_UNSPLIT_PARENT_NOT_GOVERNED_ASSOCIATION	0	"[""a synthetic fixture is not evidence"",""renderability is not group validity"",""the imitation/piracy pair does not activate cultural transformation""]"	a5f99d2572a99fbf64dd802dcdfaf2e06b4838c9550fa43165d75e0c0c498b55
068c92151a935cfb9e4adc36b150c6800a6de9a2	CHECKPOINT-005-EVIDENCE-TRANCHE-A	9	R16B-LOCAL-FAMILY:eaa73d3eac5e2a533cb50baf9955efb5a9c848bddbecdd05b6b59d30a1aa508b	LOCAL_PARTICIPANT_SET_REVIEW_FAMILY_NOT_ASSOCIATION	eaa73d3eac5e2a533cb50baf9955efb5a9c848bddbecdd05b6b59d30a1aa508b	"[""R16B-SENSE:35489187871bfd7b7be6e2d5268a3a922984d3bdad9e9a8ca61ea6edee84a5a7"",""R16B-SENSE:74959afea7f94773eca66c42bbaabe55d3f5ac814d8b2f8efd05921e7e76aa78"",""R16B-SENSE:e49dd7c1bc4c519c2b2b6f27fda45281c12357afea73b60459f8f35cb7334e22""]"	"[""mediation"",""mobile object"",""cultural mobility""]"	3	1	444de0e1bbe1b295f50dbc58d1f41608fee37507bb485de05532e5cf86b73781	"{""EVIDENCE_BEARING"":1}"	1	0	0	0	0	"[""COMP-EVID-022"",""R14-EVID-025-02""]"	"[""abstract; p.245""]"	3	0	[]	INQUIRY_ONLY_OR_UNRESOLVED	FINAL_FOR_UNSPLIT_PARENT_REVIEW_FAMILY_FAIL_CLOSED	The Tejo Remy passage is a locator-bearing direct review input, but cultural mobility and mobile-object roles require bounded-sense, scope, rights, human, and falsification review.	ONE_CONDITIONAL_TEJO_REMY_CHILD_PENDING_REVIEW	1	NO_ACTIVE_DIRECT_SUPPORT_FOR_UNSPLIT_PARENT	NO_ACTIVE_COMPOSITE_SUPPORT_FOR_UNSPLIT_PARENT	FAIL_CLOSED_NOT_PASSED	OPEN_FOR_CONDITIONAL_CHILD_OR_REROUTE_REVIEW	OPEN_FOR_CONDITIONAL_CHILD_OR_REROUTE_REVIEW	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	NOT_CREATED_PARENT_IS_REVIEW_FAMILY_NOT_ASSOCIATION	INACTIVE	INELIGIBLE_UNSPLIT_PARENT_NOT_GOVERNED_ASSOCIATION	0	"[""mobile object is not a universal relation"",""object itinerary does not imply transitivity"",""no pair projection is created""]"	a14d33aa3cd3bc32dce8b3ab0d114518210150ab8775ee94957ec9b945b32a5d
068c92151a935cfb9e4adc36b150c6800a6de9a2	CHECKPOINT-005-EVIDENCE-TRANCHE-A	10	R16B-LOCAL-FAMILY:80a8ae28dc2c532a9ee8fb3293fbfa310d5e9b9042b7d8d3d1dc9612eb7fb941	LOCAL_PARTICIPANT_SET_REVIEW_FAMILY_NOT_ASSOCIATION	80a8ae28dc2c532a9ee8fb3293fbfa310d5e9b9042b7d8d3d1dc9612eb7fb941	"[""R16B-SENSE:3d5f8270a50edbaf14edbc7ae48c1cd8d230d94dbd0d1e60e116afca491720d7"",""R16B-SENSE:c6a305bac0ba3a375015fd389d830c7eb5ed46f883ed720ddfcb0dfff588055a"",""R16B-SENSE:f1dafc6df9c9a66b0b7c19d34606a2ed638c193dc7047afb8a1f83b3d564ebc1""]"	"[""imitation"",""piracy"",""commodification""]"	3	1	3c526a8ec8814a82145c3e3f85f6300e57ee89f99d64c09336acfb473a24f2f8	"{""NEGATIVE_CONTEXT"":1}"	0	0	0	1	0	"[""CLUSTER-HANDOFF-002""]"	[]	3	1	"[""R16A-PAIR:b4f5681b10410d082921b5dfe618fe94f639c10ae3dcb51eb904a4e02db3b9bf""]"	TOPOLOGY_OR_ROLE_CONFLICT	FINAL_FOR_UNSPLIT_PARENT_REVIEW_FAMILY_FAIL_CLOSED	The upstream record explicitly rejects flattening: imitation must not collapse into piracy and commodification is not a universal intermediate node.	NO_HIGHER_ORDER_CHILD_RETAIN_SCOPED_PAIR_ONLY	0	NO_ACTIVE_DIRECT_SUPPORT_FOR_UNSPLIT_PARENT	NO_ACTIVE_COMPOSITE_SUPPORT_FOR_UNSPLIT_PARENT	FAIL_CLOSED_NOT_PASSED	NO_SUPPORT_USE	NO_GROUP_SUPPORT_TEXT	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	NOT_CREATED_PARENT_IS_REVIEW_FAMILY_NOT_ASSOCIATION	INACTIVE	INELIGIBLE_UNSPLIT_PARENT_NOT_GOVERNED_ASSOCIATION	0	"[""commodification is not an intermediary hub"",""imitation and piracy are not synonyms or equivalent"",""no three-node path is inferred""]"	c2fb35432b53d846ba65c88c4752d6229b92f4740d10af0433b420faa4d979e4
