prior_object_type	prior_id	source_path	source_record_ref	participant_set_key	participant_sense_ids_json	prior_parent_ids_json	prior_association_ids_json	prior_topology	prior_status	round16b_candidate_ids_json	reconciliation_status	required_next_action	coverage_mode	record_sha256
ROUND16A_EXPORT	TEV2-000231c7a303b4f72413dd05	docs/audits/v49-exploration-full-space-closure-round1/raw/export-census-v2.tsv	TEV2-000231c7a303b4f72413dd05	89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a	"[""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	"[""R16A-ENTRY-34FE968144746CDA094A"",""R16A-PCOMP-43045E9427CF183AAAC1"",""R16A-SEED-6097F9211DB00AA752E5"",""R16A-STATE-CD19C9CB3AD0F013AF32FB5B""]"	[]		V2_EXPORT:portrait_card	"[""R16B-LOCAL-FAMILY:89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a""]"	HIGHER_ORDER_FAMILY_REVIEW_PENDING	Assign an evidence and global-coherence disposition, then regenerate or retire downstream product objects without silently carrying v2 semantics.	ROW_EXACT	5578b8617061f4cdf74f57efdbcd9b4247f3fed71c501148deb94ed32ba9a288
ROUND16A_EXPORT	TEV2-0013536cfa36679345b397cb	docs/audits/v49-exploration-full-space-closure-round1/raw/export-census-v2.tsv	TEV2-0013536cfa36679345b397cb	1d76bf657bbdec293265d051268a2a1153be0108b15a8d63ebbf2cb98cf6f06a	"[""R16B-SENSE:0ebc966b965fc5703be0f4bae727d337f32d83eb7db9066e926a2530dcfa0171"",""R16B-SENSE:61aaade597c45243fcdef0d2514fc52f58a066ae5c9f4ad550727cb75b124f64"",""R16B-SENSE:697603bbe891d791295d478b3b16d10add9bdab1fd92826d63d8b630f3779cfb""]"	"[""R16A-ENTRY-5C66E3328B55C92AB100"",""R16A-PCOMP-EF917AD23AB2EDDC022B"",""R16A-SEED-DFA473B23F143E32BF0C"",""R16A-STATE-3C0990757CFC36B103C5CD13""]"	[]		V2_EXPORT:portrait_card	"[""R16B-LOCAL-FAMILY:1d76bf657bbdec293265d051268a2a1153be0108b15a8d63ebbf2cb98cf6f06a""]"	HIGHER_ORDER_FAMILY_REVIEW_PENDING	Assign an evidence and global-coherence disposition, then regenerate or retire downstream product objects without silently carrying v2 semantics.	ROW_EXACT	d1b13781eb876ecd8b6a4cd4f11b25c5e0fd7aacf029d73a4b227265204a336a
ROUND16A_EXPORT	TEV2-0013bc45075ea792c65a534c	docs/audits/v49-exploration-full-space-closure-round1/raw/export-census-v2.tsv	TEV2-0013bc45075ea792c65a534c	7d407e71f244548ca1c95b0c98357ea7cc8b55526ee27808ee5aa33942dac0ab	"[""R16B-SENSE:3d5f8270a50edbaf14edbc7ae48c1cd8d230d94dbd0d1e60e116afca491720d7"",""R16B-SENSE:c6a305bac0ba3a375015fd389d830c7eb5ed46f883ed720ddfcb0dfff588055a""]"	"[""R16A-ENTRY-54B19765209E346B0EB5"",""R16A-PCOMP-90FF68DAFB1D06E172C3"",""R16A-SEED-EB4BC851C86771AC18ED"",""R16A-STATE-E83F5EB41B37A246CBB8B960""]"	[]		V2_EXPORT:portrait_card	[]	PAIRWISE_BASELINE_RECONCILIATION_PENDING	Assign an evidence and global-coherence disposition, then regenerate or retire downstream product objects without silently carrying v2 semantics.	ROW_EXACT	064c49c9c8696f8a1af7a17bc251309930629f3d45b41bd3b16c0d0eeb4eb724
ROUND16A_EXPORT	TEV2-0015cfabd94f885c05764a2e	docs/audits/v49-exploration-full-space-closure-round1/raw/export-census-v2.tsv	TEV2-0015cfabd94f885c05764a2e	e33bd6538eb80f04087e13b1896ff995a5523453a10e8f4aec460ef9fdd87376	"[""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d""]"	"[""R16A-ENTRY-87BBEAB21D8FF1DF05A0"",""R16A-PCOMP-58BF0BDDF211BA2AA1D0"",""R16A-SEED-7F0EC37CFC0D6C9D2CA0"",""R16A-STATE-C5A3AF71635716C90FEE8082""]"	[]		V2_EXPORT:portrait_card	"[""R16B-LOCAL-FAMILY:e33bd6538eb80f04087e13b1896ff995a5523453a10e8f4aec460ef9fdd87376""]"	HIGHER_ORDER_FAMILY_REVIEW_PENDING	Assign an evidence and global-coherence disposition, then regenerate or retire downstream product objects without silently carrying v2 semantics.	ROW_EXACT	44dba0d94062f10b87100268152c2e19f17d417e62d690270d1d39afad58afb0
ROUND16A_EXPORT	TEV2-001762f0482d153747a8e664	docs/audits/v49-exploration-full-space-closure-round1/raw/export-census-v2.tsv	TEV2-001762f0482d153747a8e664	e33bd6538eb80f04087e13b1896ff995a5523453a10e8f4aec460ef9fdd87376	"[""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d""]"	"[""R16A-ENTRY-838873C85DA1094B688B"",""R16A-PCOMP-207796BB1106A9B1944D"",""R16A-SEED-90C09BACCECA40360BF8"",""R16A-STATE-D00B0A524DFC177512F74373""]"	[]		V2_EXPORT:portrait_card	"[""R16B-LOCAL-FAMILY:e33bd6538eb80f04087e13b1896ff995a5523453a10e8f4aec460ef9fdd87376""]"	HIGHER_ORDER_FAMILY_REVIEW_PENDING	Assign an evidence and global-coherence disposition, then regenerate or retire downstream product objects without silently carrying v2 semantics.	ROW_EXACT	3de07d46eef71da634c0840c2fba17e7f6639f8ad05f0fcf31a0e1b8ae7a6274
ROUND16A_EXPORT	TEV2-0020fea0b9efeaf7e7e0846e	docs/audits/v49-exploration-full-space-closure-round1/raw/export-census-v2.tsv	TEV2-0020fea0b9efeaf7e7e0846e	23b72032e8165ac9f164a43ac0e1932f2fe4354f1b89f62d67ebe7d497de7af1	"[""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	"[""R16A-ENTRY-54148ACF0E6203E0DE04"",""R16A-PCOMP-A26E8C9D50CE5D4B7CAD"",""R16A-SEED-3CF6D31F7730480B5A0D"",""R16A-STATE-1C6B9FE01FCF88901F601697""]"	[]		V2_EXPORT:portrait_card	"[""R16B-LOCAL-FAMILY:23b72032e8165ac9f164a43ac0e1932f2fe4354f1b89f62d67ebe7d497de7af1""]"	HIGHER_ORDER_FAMILY_REVIEW_PENDING	Assign an evidence and global-coherence disposition, then regenerate or retire downstream product objects without silently carrying v2 semantics.	ROW_EXACT	bf95acca5ac11b827adb688b9faed3429330f20135ddc221d8f42218da4eec57
ROUND16A_EXPORT	TEV2-00216b081e76b5dccdf6826b	docs/audits/v49-exploration-full-space-closure-round1/raw/export-census-v2.tsv	TEV2-00216b081e76b5dccdf6826b	e33bd6538eb80f04087e13b1896ff995a5523453a10e8f4aec460ef9fdd87376	"[""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d""]"	"[""R16A-ENTRY-84E933E1ADFB3F455763"",""R16A-PCOMP-4B3E7A083FD416AD59F6"",""R16A-SEED-39C0C1F451B166FB5EC1"",""R16A-STATE-4A91A19FC73F84A4420852D4""]"	[]		V2_EXPORT:portrait_card	"[""R16B-LOCAL-FAMILY:e33bd6538eb80f04087e13b1896ff995a5523453a10e8f4aec460ef9fdd87376""]"	HIGHER_ORDER_FAMILY_REVIEW_PENDING	Assign an evidence and global-coherence disposition, then regenerate or retire downstream product objects without silently carrying v2 semantics.	ROW_EXACT	73b899c1bf2b24aafad01d0c516cbb76f2891fb3544a9b4009f60400523b6a43
ROUND16A_EXPORT	TEV2-0024d3736edfce3c21c41e49	docs/audits/v49-exploration-full-space-closure-round1/raw/export-census-v2.tsv	TEV2-0024d3736edfce3c21c41e49	7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	"[""R16B-SENSE:06c230c771547ee49390903e0bad7aaf44063613309c93bcbd72e808116af4c6"",""R16B-SENSE:35489187871bfd7b7be6e2d5268a3a922984d3bdad9e9a8ca61ea6edee84a5a7"",""R16B-SENSE:419a96e12217bfa4ed031510c32033cb2408489e3abb14eb28291b13c068e159""]"	"[""R16A-ENTRY-F0BB0E5BBF0EFD8FA646"",""R16A-PCOMP-535EFE6B1BD800365498"",""R16A-SEED-DDB89DB27A8FAC3D1458"",""R16A-STATE-B49C8AC21E5E18B7E45BDDD7""]"	[]		V2_EXPORT:portrait_card	"[""R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64""]"	HIGHER_ORDER_FAMILY_REVIEW_PENDING	Assign an evidence and global-coherence disposition, then regenerate or retire downstream product objects without silently carrying v2 semantics.	ROW_EXACT	98ef586abb0d621e5983b01f311a13e7c1ca967c714e8bc76478c55ff869b178
ROUND16A_EXPORT	TEV2-0032bbe476d36f0213a7cdc4	docs/audits/v49-exploration-full-space-closure-round1/raw/export-census-v2.tsv	TEV2-0032bbe476d36f0213a7cdc4	af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a	"[""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	"[""R16A-ENTRY-D029EB63743D246F4E72"",""R16A-PCOMP-A4D63743BF118A6B5EEB"",""R16A-SEED-21629B4791B6489C5567"",""R16A-STATE-FF8809EABE865B28E0919883""]"	[]		V2_EXPORT:portrait_card	"[""R16B-LOCAL-FAMILY:af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a""]"	HIGHER_ORDER_FAMILY_REVIEW_PENDING	Assign an evidence and global-coherence disposition, then regenerate or retire downstream product objects without silently carrying v2 semantics.	ROW_EXACT	ade2530cfc360ea46548ff11c4e0794e565dafe950805272e9264dc6a4903290
ROUND16A_EXPORT	TEV2-0036a6ddd85dcc20b92e1a24	docs/audits/v49-exploration-full-space-closure-round1/raw/export-census-v2.tsv	TEV2-0036a6ddd85dcc20b92e1a24	7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	"[""R16B-SENSE:06c230c771547ee49390903e0bad7aaf44063613309c93bcbd72e808116af4c6"",""R16B-SENSE:35489187871bfd7b7be6e2d5268a3a922984d3bdad9e9a8ca61ea6edee84a5a7"",""R16B-SENSE:419a96e12217bfa4ed031510c32033cb2408489e3abb14eb28291b13c068e159""]"	"[""R16A-ENTRY-F0BB0E5BBF0EFD8FA646"",""R16A-PCOMP-185FC99A208DDE8A4A99"",""R16A-SEED-3103A40D06495ABBEE2B"",""R16A-STATE-57E79B587FB3843123D8DD39""]"	[]		V2_EXPORT:portrait_card	"[""R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64""]"	HIGHER_ORDER_FAMILY_REVIEW_PENDING	Assign an evidence and global-coherence disposition, then regenerate or retire downstream product objects without silently carrying v2 semantics.	ROW_EXACT	0d5d4996b0117e73d4cae09936cbc39595cbdaea1dd78a560a44e8fca0f51a7d
ROUND16A_EXPORT	TEV2-0039cf812819fa7d80f6b603	docs/audits/v49-exploration-full-space-closure-round1/raw/export-census-v2.tsv	TEV2-0039cf812819fa7d80f6b603	83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e	"[""R16B-SENSE:698710ef66f0d551cde028b8e54bdbf6051b96902a736be6b9ab45d1ad91f848"",""R16B-SENSE:9415fd18554090ac9dd2dfc28a1ec541d67a94b8421b1cefafa578a03302257d"",""R16B-SENSE:9c499c8b62d5222b0be4049597c613d82925ede87bf34656671a6b1e4e491bc3""]"	"[""R16A-ENTRY-49EFB16A742B1F13E7CC"",""R16A-PCOMP-0CA416B8A56B0BCCD5E4"",""R16A-SEED-6029728116DD5C9E0394"",""R16A-STATE-82971726C4FF3887F7356A01""]"	[]		V2_EXPORT:portrait_card	"[""R16B-LOCAL-FAMILY:83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e""]"	HIGHER_ORDER_FAMILY_REVIEW_PENDING	Assign an evidence and global-coherence disposition, then regenerate or retire downstream product objects without silently carrying v2 semantics.	ROW_EXACT	27d680a68f70d5232e708c1b8dd7dabddd7f37fefc67ea64f3ea2f89c07e887d
ROUND16A_EXPORT	TEV2-003b0825675010f1f35c12d9	docs/audits/v49-exploration-full-space-closure-round1/raw/export-census-v2.tsv	TEV2-003b0825675010f1f35c12d9	e33bd6538eb80f04087e13b1896ff995a5523453a10e8f4aec460ef9fdd87376	"[""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d""]"	"[""R16A-ENTRY-87BBEAB21D8FF1DF05A0"",""R16A-PCOMP-56D3196CE5809DC1BDB6"",""R16A-SEED-F4676E21C2D7950AAFFD"",""R16A-STATE-90FC07747FDB04EC88253F89""]"	[]		V2_EXPORT:portrait_card	"[""R16B-LOCAL-FAMILY:e33bd6538eb80f04087e13b1896ff995a5523453a10e8f4aec460ef9fdd87376""]"	HIGHER_ORDER_FAMILY_REVIEW_PENDING	Assign an evidence and global-coherence disposition, then regenerate or retire downstream product objects without silently carrying v2 semantics.	ROW_EXACT	f4e1b1176da256e68d158fd732fda6af8a8e0b28625a9eadd27780be94baa71a
ROUND16A_EXPORT	TEV2-0043be9965ff2da2484a0e9d	docs/audits/v49-exploration-full-space-closure-round1/raw/export-census-v2.tsv	TEV2-0043be9965ff2da2484a0e9d	83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e	"[""R16B-SENSE:698710ef66f0d551cde028b8e54bdbf6051b96902a736be6b9ab45d1ad91f848"",""R16B-SENSE:9415fd18554090ac9dd2dfc28a1ec541d67a94b8421b1cefafa578a03302257d"",""R16B-SENSE:9c499c8b62d5222b0be4049597c613d82925ede87bf34656671a6b1e4e491bc3""]"	"[""R16A-ENTRY-EFEAC8CD2CAC663F9A6D"",""R16A-PCOMP-3AD169873D3AE05BF688"",""R16A-SEED-336BD2E7BD478B9C0A63"",""R16A-STATE-4BAC35D27962E96608873BFC""]"	[]		V2_EXPORT:portrait_card	"[""R16B-LOCAL-FAMILY:83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e""]"	HIGHER_ORDER_FAMILY_REVIEW_PENDING	Assign an evidence and global-coherence disposition, then regenerate or retire downstream product objects without silently carrying v2 semantics.	ROW_EXACT	21d89c705527065a88674323e57dd3fe40227364fbc531f0eb9f43582c4b1bcd
ROUND16A_EXPORT	TEV2-00457880df89b1d5516fed9e	docs/audits/v49-exploration-full-space-closure-round1/raw/export-census-v2.tsv	TEV2-00457880df89b1d5516fed9e	89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a	"[""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	"[""R16A-ENTRY-62192DD170EB39DE1963"",""R16A-PCOMP-21813FF31163A9967905"",""R16A-SEED-E9D28EC125FB3D3F3EA9"",""R16A-STATE-A4DAFC178492243FE5EB8425""]"	[]		V2_EXPORT:portrait_card	"[""R16B-LOCAL-FAMILY:89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a""]"	HIGHER_ORDER_FAMILY_REVIEW_PENDING	Assign an evidence and global-coherence disposition, then regenerate or retire downstream product objects without silently carrying v2 semantics.	ROW_EXACT	fe7253f74853ea7fc7985f5ba5b4783ac99ea13aa23e673023a3660ea71a2d89
ROUND16A_EXPORT	TEV2-0046d71cccb3913fbc5dc14d	docs/audits/v49-exploration-full-space-closure-round1/raw/export-census-v2.tsv	TEV2-0046d71cccb3913fbc5dc14d	1d76bf657bbdec293265d051268a2a1153be0108b15a8d63ebbf2cb98cf6f06a	"[""R16B-SENSE:0ebc966b965fc5703be0f4bae727d337f32d83eb7db9066e926a2530dcfa0171"",""R16B-SENSE:61aaade597c45243fcdef0d2514fc52f58a066ae5c9f4ad550727cb75b124f64"",""R16B-SENSE:697603bbe891d791295d478b3b16d10add9bdab1fd92826d63d8b630f3779cfb""]"	"[""R16A-ENTRY-25942392D2D1D97CC5B9"",""R16A-PCOMP-18CCA5FDE75FB01FEBAC"",""R16A-SEED-15FA6E80672CC2F72E38"",""R16A-STATE-F66C37FCF9607A766D4E822A""]"	[]		V2_EXPORT:portrait_card	"[""R16B-LOCAL-FAMILY:1d76bf657bbdec293265d051268a2a1153be0108b15a8d63ebbf2cb98cf6f06a""]"	HIGHER_ORDER_FAMILY_REVIEW_PENDING	Assign an evidence and global-coherence disposition, then regenerate or retire downstream product objects without silently carrying v2 semantics.	ROW_EXACT	7abbe27e6a6eea535b943b2f7d32ebbbbe053bb9e816fb63e2483b90b5a364cf
