parent_checkpoint_sha	review_tranche	family_ordinal	candidate_id	participant_set_key	trigger_occurrence_id	source_occurrence_sha256	trigger_id	trigger_class	emission_kind	source_path	input_surface_id	input_record_refs_json	source_locator	content_hashes_json	upstream_record_ids_json	upstream_source_ids_json	upstream_locators_json	occurrence_evidence_class	classification_detail	classification_reason	evidence_use_disposition	exact_group_support_status	source_text_review_status	rights_review_status	human_review_status	counterevidence_review_status	scope_split_need	product_eligibility	pair_projection_created	association_activation_created	explicit_nonclaims_json	record_sha256
068c92151a935cfb9e4adc36b150c6800a6de9a2	CHECKPOINT-005-EVIDENCE-TRANCHE-A	1	R16B-LOCAL-FAMILY:b63bdc2ca9694ca8e682cf6d1b38b65c8154eed366c405ab76391683e0b3c35b	b63bdc2ca9694ca8e682cf6d1b38b65c8154eed366c405ab76391683e0b3c35b	R16B-TRIGGER-OCC:044561834c2e1a6ce33250531129dd5aac02f59f9deb78c35df471e1a87c887d	da9e4e090f9a9b8f771e6689884f98d07a0dfd2201d140096e6814a9e06a7613	TRG-002	ROUND13_QUALIFICATION_CONTEXT_EXTENSION	CONTEXT_EXTENSION_REVIEW_FAMILY	docs/research/trace-v49-exploration-composition-review-round1/04_COMPOSITION_EVIDENCE_REGISTRY.tsv	R16B-LOCAL-SURF-R13-EVIDENCE	"[""COMP-EVID-004"",""docs/research/trace-v49-design-history-relation-grammar-round1/07_GRAMMAR_ATTESTATION_REGISTRY.tsv#GRAM-ATT-027""]"	title; abstract; pp.532–550	"[""2c2f8c36e02e18a3e7cfca75aca32b2a82649e770b6bbbe588c2c64ce1037120"",""7bf089ed3726bf533d0a9169f906e51089986beb5baedfe4b1125f79bfd5fd69""]"	"[""COMP-EVID-004"",""GRAM-ATT-027""]"	"[""COMP-SRC-005"",""GRAM-SRC-026""]"	"[""article title"",""title; abstract; pp.532–550""]"	EVIDENCE_BEARING	EVIDENCE_BEARING_INPUT_NOT_YET_GOVERNED_SUPPORT	Locator-bearing or bounded upstream source record; retained only as an input to scoped governed review.	SCOPED_REVIEW_INPUT_NOT_SUPPORT	NOT_GOVERNED_SUPPORT	BOUNDED_UPSTREAM_RECORD_PRESENT_FULL_SOURCE_TEXT_REVIEW_OPEN	OPEN_FOR_ANY_SUPPORT_USE	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	PARENT_SCOPE_CONFLICT_NO_HIGHER_ORDER_CHILD	INELIGIBLE_NOT_GOVERNED_ASSOCIATION_SUPPORT	false	false	"[""consumer culture is not activated as a third participant"",""the underlying gendering/commodification pair is not generalized beyond its governed scope""]"	1816a85488bc7be2bab9bbf3e98645f82abe7471c8006f972b5bc0d356163520
068c92151a935cfb9e4adc36b150c6800a6de9a2	CHECKPOINT-005-EVIDENCE-TRANCHE-A	2	R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	R16B-TRIGGER-OCC:00092231636d6b65883c8310029e26dc1cdf75dcfb090d159b6efd93fc7c48b7	90aec091fd59d145478de8ff79630c15bb2b82d6c4794bcb52d7ff0d25f84c6c	TRG-004	ROUND16A_PRODUCTION_COMPOSITION	PRIOR_STRUCTURE_REVIEW_FAMILY	frontend/generated/trace-exploration-v2/production-read-model.json	R16B-LOCAL-SURF-R16A-PRODUCTION	"[""R16A-PCOMP-76193F5BF1E1C93464AE""]"		"[""ed64f4b1e1638365793afe460df80ea862f3b1c558abb8eb1df36f91218059a2""]"	"[""R16A-PCOMP-76193F5BF1E1C93464AE""]"	[]	[]	STRUCTURAL_ECHO	STRUCTURAL_ECHO_NOT_EVIDENCE	Prior composition, topology, subgraph, fixture-derived product record, or production read-model descendant; structure is not historical evidence.	NOT_EVIDENCE_RECONCILIATION_ONLY	NOT_GOVERNED_SUPPORT	NOT_APPLICABLE_STRUCTURAL_RECORD	NOT_APPLICABLE_TO_NON_SUPPORT_CLASSIFICATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	PARENT_MUST_SPLIT_THREE_CONDITIONAL_SCOPED_CHILDREN	INELIGIBLE_NOT_GOVERNED_ASSOCIATION_SUPPORT	false	false	"[""the three active internal pairs do not establish group coherence"",""structural descendants are not evidence"",""no scoped child is active""]"	cb4db5af249d09be4039c64ce4b71aca22ec9a84e17fe8793e9bc47a58c7a6c0
068c92151a935cfb9e4adc36b150c6800a6de9a2	CHECKPOINT-005-EVIDENCE-TRANCHE-A	2	R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	R16B-TRIGGER-OCC:02a36b6fac32133b3874f430d02fdb486ebb9b9330fa8e135b4c3e8ac9fda378	cafc6da6282b6b3a7e6529f091888b6bf7d4384702cae9689e0cfe7b0b4415e5	TRG-004	ROUND16A_PRODUCTION_COMPOSITION	PRIOR_STRUCTURE_REVIEW_FAMILY	frontend/generated/trace-exploration-v2/production-read-model.json	R16B-LOCAL-SURF-R16A-PRODUCTION	"[""R16A-PCOMP-E14846E575673B0306AB""]"		"[""55cc88b59bc566f8befee38aa59f230be102a2e25c4db4950cb8b7c70d93c215""]"	"[""R16A-PCOMP-E14846E575673B0306AB""]"	[]	[]	STRUCTURAL_ECHO	STRUCTURAL_ECHO_NOT_EVIDENCE	Prior composition, topology, subgraph, fixture-derived product record, or production read-model descendant; structure is not historical evidence.	NOT_EVIDENCE_RECONCILIATION_ONLY	NOT_GOVERNED_SUPPORT	NOT_APPLICABLE_STRUCTURAL_RECORD	NOT_APPLICABLE_TO_NON_SUPPORT_CLASSIFICATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	PARENT_MUST_SPLIT_THREE_CONDITIONAL_SCOPED_CHILDREN	INELIGIBLE_NOT_GOVERNED_ASSOCIATION_SUPPORT	false	false	"[""the three active internal pairs do not establish group coherence"",""structural descendants are not evidence"",""no scoped child is active""]"	1c64357c5fd3f0e4679e20ef94af5f088d7e0104e3d5024bb6a5a2faa9eae4d3
068c92151a935cfb9e4adc36b150c6800a6de9a2	CHECKPOINT-005-EVIDENCE-TRANCHE-A	2	R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	R16B-TRIGGER-OCC:09dbb2fac83076e85d7b540db395dc0b457d5d53480fdc11763d65743d41b513	486c1d1ff4ec3333b60b2adea6b396153ea0c6a62b3bdf557c019e9045dbcb40	TRG-004	ROUND16A_CONNECTED_SUBGRAPH	PRIOR_STRUCTURE_REVIEW_FAMILY	docs/audits/v49-exploration-full-space-closure-round1/raw/canonical-composition-registry-v2.json	R16B-LOCAL-SURF-R16A-SUBGRAPHS	"[""R16A-SUBGRAPH-E7C15FA5CD45AC12C958""]"		"[""e7c15fa5cd45ac12c958d716338b134178edfcb15ba8610102a7162788df9794""]"	"[""R16A-SUBGRAPH-E7C15FA5CD45AC12C958""]"	[]	[]	STRUCTURAL_ECHO	STRUCTURAL_ECHO_NOT_EVIDENCE	Prior composition, topology, subgraph, fixture-derived product record, or production read-model descendant; structure is not historical evidence.	NOT_EVIDENCE_RECONCILIATION_ONLY	NOT_GOVERNED_SUPPORT	NOT_APPLICABLE_STRUCTURAL_RECORD	NOT_APPLICABLE_TO_NON_SUPPORT_CLASSIFICATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	PARENT_MUST_SPLIT_THREE_CONDITIONAL_SCOPED_CHILDREN	INELIGIBLE_NOT_GOVERNED_ASSOCIATION_SUPPORT	false	false	"[""the three active internal pairs do not establish group coherence"",""structural descendants are not evidence"",""no scoped child is active""]"	40d50f389512d8f90f381b01d6f8c443c710f473ba3306b2de861e17e35b2bd2
068c92151a935cfb9e4adc36b150c6800a6de9a2	CHECKPOINT-005-EVIDENCE-TRANCHE-A	2	R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	R16B-TRIGGER-OCC:0cda4f7f480e99b80083a30bf570b3e017b0d0e3b902a86ef93fb8d4dbfaba65	078208a5072b70c937840e7cd9a2b772e1e3f5602214dfb01e325ca640837821	TRG-004	ROUND16A_PRODUCTION_COMPOSITION	PRIOR_STRUCTURE_REVIEW_FAMILY	frontend/generated/trace-exploration-v2/production-read-model.json	R16B-LOCAL-SURF-R16A-PRODUCTION	"[""R16A-PCOMP-D268035B0BC3AFDABDB6""]"		"[""71c155bd05f0839e12126f2d6aec669b52de86171800d50daa46416e9e1fc921""]"	"[""R16A-PCOMP-D268035B0BC3AFDABDB6""]"	[]	[]	STRUCTURAL_ECHO	STRUCTURAL_ECHO_NOT_EVIDENCE	Prior composition, topology, subgraph, fixture-derived product record, or production read-model descendant; structure is not historical evidence.	NOT_EVIDENCE_RECONCILIATION_ONLY	NOT_GOVERNED_SUPPORT	NOT_APPLICABLE_STRUCTURAL_RECORD	NOT_APPLICABLE_TO_NON_SUPPORT_CLASSIFICATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	PARENT_MUST_SPLIT_THREE_CONDITIONAL_SCOPED_CHILDREN	INELIGIBLE_NOT_GOVERNED_ASSOCIATION_SUPPORT	false	false	"[""the three active internal pairs do not establish group coherence"",""structural descendants are not evidence"",""no scoped child is active""]"	b0415526c4543d5346d411aced6c423c2a0dff4a7dc1a9c9d5bdb9ec36cd2aa6
068c92151a935cfb9e4adc36b150c6800a6de9a2	CHECKPOINT-005-EVIDENCE-TRANCHE-A	2	R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	R16B-TRIGGER-OCC:155b9e43f2600a0a9873b07a72216ec28db5dc5e42606ef54e6942730bc022aa	498d004f7ae0b3cafd110853ae669f1f81a2bdf0159a5bf14a610b082e9dea86	TRG-003	ROUND14_ACTIVE_PAIR_SHARED_LOCUS_BUNDLE	SOURCE_BUNDLE_REVIEW_FAMILY	docs/audits/v49-exploration-association-calibration-round1/raw/evidence-provenance.tsv	R16B-LOCAL-SURF-R14-PROVENANCE	"[""R14-EVID-003-03"",""R14-EVID-004-03""]"	Digital objects in the PCM paradigm section	"[""5c240f5c5d55e2aa599eedb361991248368b92ab04b9649127c3e7457504518b"",""b1506b1020ea92583301ee5ac973e4801fd79c007486c49c55a1d98e48e128c6""]"	"[""R14-EVID-003-03"",""R14-EVID-004-03""]"	"[""COMP-SRC-010""]"	"[""Digital objects in the PCM paradigm section""]"	EVIDENCE_BEARING	EVIDENCE_BEARING_INPUT_NOT_YET_GOVERNED_SUPPORT	Locator-bearing or bounded upstream source record; retained only as an input to scoped governed review.	SCOPED_REVIEW_INPUT_NOT_SUPPORT	NOT_GOVERNED_SUPPORT	BOUNDED_UPSTREAM_RECORD_PRESENT_FULL_SOURCE_TEXT_REVIEW_OPEN	OPEN_FOR_ANY_SUPPORT_USE	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	PARENT_MUST_SPLIT_THREE_CONDITIONAL_SCOPED_CHILDREN	INELIGIBLE_NOT_GOVERNED_ASSOCIATION_SUPPORT	false	false	"[""the three active internal pairs do not establish group coherence"",""structural descendants are not evidence"",""no scoped child is active""]"	7b4e268134dba9aae912e1f0fd980b3f4addc70d445f4f24d80d5524c2226a32
068c92151a935cfb9e4adc36b150c6800a6de9a2	CHECKPOINT-005-EVIDENCE-TRANCHE-A	2	R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	R16B-TRIGGER-OCC:2bed360065a9b474b662e8264edbb68c853652ece971a593cefdaf35acb89aac	1e157959fd056a76026ea7a234ccca0caadd92639acd10fc80dcb214000164cf	TRG-004	ROUND16A_PRODUCTION_COMPOSITION	PRIOR_STRUCTURE_REVIEW_FAMILY	frontend/generated/trace-exploration-v2/production-read-model.json	R16B-LOCAL-SURF-R16A-PRODUCTION	"[""R16A-PCOMP-2C6791E01A74788018C8""]"		"[""55cc88b59bc566f8befee38aa59f230be102a2e25c4db4950cb8b7c70d93c215""]"	"[""R16A-PCOMP-2C6791E01A74788018C8""]"	[]	[]	STRUCTURAL_ECHO	STRUCTURAL_ECHO_NOT_EVIDENCE	Prior composition, topology, subgraph, fixture-derived product record, or production read-model descendant; structure is not historical evidence.	NOT_EVIDENCE_RECONCILIATION_ONLY	NOT_GOVERNED_SUPPORT	NOT_APPLICABLE_STRUCTURAL_RECORD	NOT_APPLICABLE_TO_NON_SUPPORT_CLASSIFICATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	PARENT_MUST_SPLIT_THREE_CONDITIONAL_SCOPED_CHILDREN	INELIGIBLE_NOT_GOVERNED_ASSOCIATION_SUPPORT	false	false	"[""the three active internal pairs do not establish group coherence"",""structural descendants are not evidence"",""no scoped child is active""]"	0e97b5718e1a14e03ff62a0c48fae35ec0b92c5367e64cad3b18521850d94ebe
068c92151a935cfb9e4adc36b150c6800a6de9a2	CHECKPOINT-005-EVIDENCE-TRANCHE-A	2	R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	R16B-TRIGGER-OCC:2cf8a6e148f975dfa6da48ab90d77f3fa8724d605f2287cbcca505299a88e102	2a40d0e7262cf59a47a4a849d3713d7d6f0e5d05b6d4a01f88d7bbce4acee50a	TRG-004	ROUND16A_TOPOLOGY_COMPOSITION	PRIOR_STRUCTURE_REVIEW_FAMILY	docs/audits/v49-exploration-full-space-closure-round1/raw/canonical-composition-registry-v2.json	R16B-LOCAL-SURF-R16A-TOPOLOGIES	"[""R16A-TOPO-55CC88B59BC566F8BEFE""]"		"[""55cc88b59bc566f8befee38aa59f230be102a2e25c4db4950cb8b7c70d93c215""]"	"[""R16A-TOPO-55CC88B59BC566F8BEFE""]"	[]	[]	STRUCTURAL_ECHO	STRUCTURAL_ECHO_NOT_EVIDENCE	Prior composition, topology, subgraph, fixture-derived product record, or production read-model descendant; structure is not historical evidence.	NOT_EVIDENCE_RECONCILIATION_ONLY	NOT_GOVERNED_SUPPORT	NOT_APPLICABLE_STRUCTURAL_RECORD	NOT_APPLICABLE_TO_NON_SUPPORT_CLASSIFICATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	PARENT_MUST_SPLIT_THREE_CONDITIONAL_SCOPED_CHILDREN	INELIGIBLE_NOT_GOVERNED_ASSOCIATION_SUPPORT	false	false	"[""the three active internal pairs do not establish group coherence"",""structural descendants are not evidence"",""no scoped child is active""]"	ad3e561ed1d0103b956778e7407bf7110b7e587fad17faa805f0fd8ddeeef113
068c92151a935cfb9e4adc36b150c6800a6de9a2	CHECKPOINT-005-EVIDENCE-TRANCHE-A	2	R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	R16B-TRIGGER-OCC:2d931d05adfe0de47acbe7b1d4d9371c8c06657e879eb3851c02aae60f56776e	1c5f5d1a6def949622a8eb52d7bb9beda0161b6382879c0308f030fea5aa9fe4	TRG-004	ROUND16A_PRODUCTION_COMPOSITION	PRIOR_STRUCTURE_REVIEW_FAMILY	frontend/generated/trace-exploration-v2/production-read-model.json	R16B-LOCAL-SURF-R16A-PRODUCTION	"[""R16A-PCOMP-B6A8D346972E06763D12""]"		"[""dca1be6c1fa5a4c9210a11ec74bace764a95f9e24ff4152578a5b1485d25b948""]"	"[""R16A-PCOMP-B6A8D346972E06763D12""]"	[]	[]	STRUCTURAL_ECHO	STRUCTURAL_ECHO_NOT_EVIDENCE	Prior composition, topology, subgraph, fixture-derived product record, or production read-model descendant; structure is not historical evidence.	NOT_EVIDENCE_RECONCILIATION_ONLY	NOT_GOVERNED_SUPPORT	NOT_APPLICABLE_STRUCTURAL_RECORD	NOT_APPLICABLE_TO_NON_SUPPORT_CLASSIFICATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	PARENT_MUST_SPLIT_THREE_CONDITIONAL_SCOPED_CHILDREN	INELIGIBLE_NOT_GOVERNED_ASSOCIATION_SUPPORT	false	false	"[""the three active internal pairs do not establish group coherence"",""structural descendants are not evidence"",""no scoped child is active""]"	3d71924f29f39bde4f3b779b7a7e7d48d7e0a921ebbe85e64463b0576a7c493b
068c92151a935cfb9e4adc36b150c6800a6de9a2	CHECKPOINT-005-EVIDENCE-TRANCHE-A	2	R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	R16B-TRIGGER-OCC:36329c919b0e442efa8c2938f2115975e681cd025a8abdf876de517a70e7588f	b7f3035e81034f1c92e20e5701898d96bb84beeaffc17ad73dd6c3f4842b7061	TRG-004	ROUND16A_TOPOLOGY_COMPOSITION	PRIOR_STRUCTURE_REVIEW_FAMILY	docs/audits/v49-exploration-full-space-closure-round1/raw/canonical-composition-registry-v2.json	R16B-LOCAL-SURF-R16A-TOPOLOGIES	"[""R16A-TOPO-A2467ACA76F10CC08E98""]"		"[""a2467aca76f10cc08e98014462fe80e6cada194cbd4e3ceed7a75318d3bb2bdc""]"	"[""R16A-TOPO-A2467ACA76F10CC08E98""]"	[]	[]	STRUCTURAL_ECHO	STRUCTURAL_ECHO_NOT_EVIDENCE	Prior composition, topology, subgraph, fixture-derived product record, or production read-model descendant; structure is not historical evidence.	NOT_EVIDENCE_RECONCILIATION_ONLY	NOT_GOVERNED_SUPPORT	NOT_APPLICABLE_STRUCTURAL_RECORD	NOT_APPLICABLE_TO_NON_SUPPORT_CLASSIFICATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	PARENT_MUST_SPLIT_THREE_CONDITIONAL_SCOPED_CHILDREN	INELIGIBLE_NOT_GOVERNED_ASSOCIATION_SUPPORT	false	false	"[""the three active internal pairs do not establish group coherence"",""structural descendants are not evidence"",""no scoped child is active""]"	e4b8c6216d939e72240fc17a96196ef51cdbc646d8cd57d6d4e12430e9efcb03
