prior_object_type	prior_id	source_path	source_record_ref	participant_set_key	participant_sense_ids_json	prior_parent_ids_json	prior_association_ids_json	prior_topology	prior_status	round16b_candidate_ids_json	reconciliation_status	required_next_action	coverage_mode	record_sha256
ROUND16A_WORKFLOW	R16A-WORKFLOW-000BC9301A4C65CE31FEE421	docs/audits/v49-exploration-full-space-closure-round1/raw/workflow-census-v2.tsv	R16A-WORKFLOW-000BC9301A4C65CE31FEE421	1d76bf657bbdec293265d051268a2a1153be0108b15a8d63ebbf2cb98cf6f06a	"[""R16B-SENSE:0ebc966b965fc5703be0f4bae727d337f32d83eb7db9066e926a2530dcfa0171"",""R16B-SENSE:61aaade597c45243fcdef0d2514fc52f58a066ae5c9f4ad550727cb75b124f64"",""R16B-SENSE:697603bbe891d791295d478b3b16d10add9bdab1fd92826d63d8b630f3779cfb""]"	"[""R16A-ENTRY-1DE2FF3D67B53BD7BBE5"",""R16A-PCOMP-6A6E782EE110FEFBD6CE"",""R16A-SEED-FEE3B57F413296934559"",""R16A-STATE-3E57766C4D02123EEABBCDE7"",""R16A-STATE-EFB6CE1F5AA6EFDDCF0F8B05""]"	[]		REPLAYED_V2_WORKFLOW	"[""R16B-LOCAL-FAMILY:1d76bf657bbdec293265d051268a2a1153be0108b15a8d63ebbf2cb98cf6f06a""]"	HIGHER_ORDER_FAMILY_REVIEW_PENDING	Assign an evidence and global-coherence disposition, then regenerate or retire downstream product objects without silently carrying v2 semantics.	ROW_EXACT	638d2b8f2ec49f8d8405c930b6bbc325a285bb7718bd98c98f9dd70ba7fd51c0
ROUND16A_WORKFLOW	R16A-WORKFLOW-000D761BE2D9A5E10F5176AF	docs/audits/v49-exploration-full-space-closure-round1/raw/workflow-census-v2.tsv	R16A-WORKFLOW-000D761BE2D9A5E10F5176AF	89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a	"[""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	"[""R16A-ENTRY-4BFE43E2A3DE9957FB93"",""R16A-PCOMP-3208DA8095A09ACED7B8"",""R16A-SEED-43232EB89BDF38C32988"",""R16A-STATE-624E2C533621EF90942DB582"",""R16A-STATE-C92FBB7554209CAF5379D661""]"	[]		REPLAYED_V2_WORKFLOW	"[""R16B-LOCAL-FAMILY:89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a""]"	HIGHER_ORDER_FAMILY_REVIEW_PENDING	Assign an evidence and global-coherence disposition, then regenerate or retire downstream product objects without silently carrying v2 semantics.	ROW_EXACT	edfd47a28e5bb34370032a320f7478657d01a2bfc1deb8bd8108022736c6993f
ROUND16A_WORKFLOW	R16A-WORKFLOW-001AC74AF9843CD6179D4071	docs/audits/v49-exploration-full-space-closure-round1/raw/workflow-census-v2.tsv	R16A-WORKFLOW-001AC74AF9843CD6179D4071	1d76bf657bbdec293265d051268a2a1153be0108b15a8d63ebbf2cb98cf6f06a	"[""R16B-SENSE:0ebc966b965fc5703be0f4bae727d337f32d83eb7db9066e926a2530dcfa0171"",""R16B-SENSE:61aaade597c45243fcdef0d2514fc52f58a066ae5c9f4ad550727cb75b124f64"",""R16B-SENSE:697603bbe891d791295d478b3b16d10add9bdab1fd92826d63d8b630f3779cfb""]"	"[""R16A-ENTRY-9A10AFD4676A2874B38C"",""R16A-PCOMP-7E4CEAE64479A82CF9C2"",""R16A-SEED-0448FCFCA2F42BEB9B06"",""R16A-STATE-74CF8561789F290DDB3B44FD"",""R16A-STATE-E8B36F7475C51074C79E9A68""]"	[]		REPLAYED_V2_WORKFLOW	"[""R16B-LOCAL-FAMILY:1d76bf657bbdec293265d051268a2a1153be0108b15a8d63ebbf2cb98cf6f06a""]"	HIGHER_ORDER_FAMILY_REVIEW_PENDING	Assign an evidence and global-coherence disposition, then regenerate or retire downstream product objects without silently carrying v2 semantics.	ROW_EXACT	bfb19d7e4d4f4bbbccff32c72dd28ff5d2d609d414fc564508151335bcd117d8
ROUND16A_WORKFLOW	R16A-WORKFLOW-00294A35B0DDB9CF1A2A1B60	docs/audits/v49-exploration-full-space-closure-round1/raw/workflow-census-v2.tsv	R16A-WORKFLOW-00294A35B0DDB9CF1A2A1B60	89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a	"[""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	"[""R16A-ENTRY-DCBCD4680AD1D43F8C27"",""R16A-PCOMP-F6BDDD3A9B6ED8BB8BE2"",""R16A-SEED-5E8E33A085FE926F73E6"",""R16A-STATE-E5765D852C00D090F82BA932"",""R16A-STATE-EBF30BE297B620DAB0F8901F""]"	[]		REPLAYED_V2_WORKFLOW	"[""R16B-LOCAL-FAMILY:89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a""]"	HIGHER_ORDER_FAMILY_REVIEW_PENDING	Assign an evidence and global-coherence disposition, then regenerate or retire downstream product objects without silently carrying v2 semantics.	ROW_EXACT	ecf89c7929466b600e389cb3711f05cdcdb8e9079e8db226374b32f7c64ecd6c
ROUND16A_WORKFLOW	R16A-WORKFLOW-0042065E4080DCD9AB64F46C	docs/audits/v49-exploration-full-space-closure-round1/raw/workflow-census-v2.tsv	R16A-WORKFLOW-0042065E4080DCD9AB64F46C	af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a	"[""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	"[""R16A-ENTRY-DE8240444578E75B9464"",""R16A-PCOMP-309A80F6789F94FB8991"",""R16A-SEED-5C035CB964F50B0F9F32"",""R16A-STATE-696A03FC5A1C1E51DF38E76D"",""R16A-STATE-909FC9BBE30F746B2C09C254""]"	[]		REPLAYED_V2_WORKFLOW	"[""R16B-LOCAL-FAMILY:af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a""]"	HIGHER_ORDER_FAMILY_REVIEW_PENDING	Assign an evidence and global-coherence disposition, then regenerate or retire downstream product objects without silently carrying v2 semantics.	ROW_EXACT	1f9fcbae62dc125a7035737fb92a117b182926536a48b68fec7a6f075e491463
ROUND16A_WORKFLOW	R16A-WORKFLOW-0067C66D65DFD8E6A2528ABC	docs/audits/v49-exploration-full-space-closure-round1/raw/workflow-census-v2.tsv	R16A-WORKFLOW-0067C66D65DFD8E6A2528ABC	7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	"[""R16B-SENSE:06c230c771547ee49390903e0bad7aaf44063613309c93bcbd72e808116af4c6"",""R16B-SENSE:35489187871bfd7b7be6e2d5268a3a922984d3bdad9e9a8ca61ea6edee84a5a7"",""R16B-SENSE:419a96e12217bfa4ed031510c32033cb2408489e3abb14eb28291b13c068e159""]"	"[""R16A-ENTRY-36C7B54A958A5E163D77"",""R16A-PCOMP-2022D6D38C3E8D946120"",""R16A-SEED-FEC1B488FA1E3AAC87E6"",""R16A-STATE-05D557AD13E09322035C7BC8"",""R16A-STATE-DC4635CF3C5595818CD03FB9""]"	[]		REPLAYED_V2_WORKFLOW	"[""R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64""]"	HIGHER_ORDER_FAMILY_REVIEW_PENDING	Assign an evidence and global-coherence disposition, then regenerate or retire downstream product objects without silently carrying v2 semantics.	ROW_EXACT	e63c9f5af4c7d5ece0e79621fae81335f856aff89e9a1569efe16ad6bd698a05
ROUND16A_WORKFLOW	R16A-WORKFLOW-006A6A504ADF151BC2EDD140	docs/audits/v49-exploration-full-space-closure-round1/raw/workflow-census-v2.tsv	R16A-WORKFLOW-006A6A504ADF151BC2EDD140	e33bd6538eb80f04087e13b1896ff995a5523453a10e8f4aec460ef9fdd87376	"[""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d""]"	"[""R16A-ENTRY-84E933E1ADFB3F455763"",""R16A-PCOMP-632FFB10B3EB8895AC69"",""R16A-SEED-B94DA38289BD9E7F7EE8"",""R16A-STATE-9E01C020ACA22DE021F5F766"",""R16A-STATE-D78E089815AF4301C43D4146""]"	[]		REPLAYED_V2_WORKFLOW	"[""R16B-LOCAL-FAMILY:e33bd6538eb80f04087e13b1896ff995a5523453a10e8f4aec460ef9fdd87376""]"	HIGHER_ORDER_FAMILY_REVIEW_PENDING	Assign an evidence and global-coherence disposition, then regenerate or retire downstream product objects without silently carrying v2 semantics.	ROW_EXACT	a773bfc69efaefc58e7038d94763dc2b0f9ed64cbd563a8ff1bf7e2f1ab42cad
ROUND16A_WORKFLOW	R16A-WORKFLOW-0081859FE5E3C1138C6C5046	docs/audits/v49-exploration-full-space-closure-round1/raw/workflow-census-v2.tsv	R16A-WORKFLOW-0081859FE5E3C1138C6C5046	e33bd6538eb80f04087e13b1896ff995a5523453a10e8f4aec460ef9fdd87376	"[""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d""]"	"[""R16A-ENTRY-838873C85DA1094B688B"",""R16A-PCOMP-207796BB1106A9B1944D"",""R16A-SEED-90C09BACCECA40360BF8"",""R16A-STATE-3E624285C9FB1F908820952E"",""R16A-STATE-8EE00CBA694BBBFDC4C86395""]"	[]		REPLAYED_V2_WORKFLOW	"[""R16B-LOCAL-FAMILY:e33bd6538eb80f04087e13b1896ff995a5523453a10e8f4aec460ef9fdd87376""]"	HIGHER_ORDER_FAMILY_REVIEW_PENDING	Assign an evidence and global-coherence disposition, then regenerate or retire downstream product objects without silently carrying v2 semantics.	ROW_EXACT	549208f61ee90a285b2136995e26e6712eaf90b3f97f6f9485d7e86dbb98b08d
ROUND16A_WORKFLOW	R16A-WORKFLOW-009334BCDDF9598D34205F7F	docs/audits/v49-exploration-full-space-closure-round1/raw/workflow-census-v2.tsv	R16A-WORKFLOW-009334BCDDF9598D34205F7F	15f5757830dfe043fb27e73c28ff3bfd902aaa9c938ab254fda8682d359a7249	"[""R16B-SENSE:6672e4d46dd04d497061cde0fb1319f2795e43fafb72f047ac8a663d5c0dabfb"",""R16B-SENSE:9f5a38a6fb1ca9212921419af18b59d535ee2f944c89ce002dfa6db54090b9c8"",""R16B-SENSE:aaba242b61f07fc7756aa5d54b3d132896c230e138451ec96ac3b40b8c2c3ec3""]"	"[""R16A-ENTRY-C2891B6E634A555E9ACD"",""R16A-PCOMP-3F7A7C95533BFC98DCAD"",""R16A-SEED-189C41E914D9269DCCD8"",""R16A-STATE-5030B10E676B478B1F25C50A"",""R16A-STATE-77B2D3510D92467091BB6C99""]"	[]		REPLAYED_V2_WORKFLOW	"[""R16B-LOCAL-FAMILY:15f5757830dfe043fb27e73c28ff3bfd902aaa9c938ab254fda8682d359a7249""]"	HIGHER_ORDER_FAMILY_REVIEW_PENDING	Assign an evidence and global-coherence disposition, then regenerate or retire downstream product objects without silently carrying v2 semantics.	ROW_EXACT	c585a81653adba6d8c0177b97767f54c86b0ae1a6f53f9f5c57e0ef83c80f2d9
ROUND16A_WORKFLOW	R16A-WORKFLOW-0098E1BF95DFDE0F710C582B	docs/audits/v49-exploration-full-space-closure-round1/raw/workflow-census-v2.tsv	R16A-WORKFLOW-0098E1BF95DFDE0F710C582B	7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	"[""R16B-SENSE:06c230c771547ee49390903e0bad7aaf44063613309c93bcbd72e808116af4c6"",""R16B-SENSE:35489187871bfd7b7be6e2d5268a3a922984d3bdad9e9a8ca61ea6edee84a5a7"",""R16B-SENSE:419a96e12217bfa4ed031510c32033cb2408489e3abb14eb28291b13c068e159""]"	"[""R16A-ENTRY-F0BB0E5BBF0EFD8FA646"",""R16A-PCOMP-535EFE6B1BD800365498"",""R16A-SEED-DDB89DB27A8FAC3D1458"",""R16A-STATE-32B428D77AA57819B7BAEAA4"",""R16A-STATE-FE10DE00CCBD608B44ABA28E""]"	[]		REPLAYED_V2_WORKFLOW	"[""R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64""]"	HIGHER_ORDER_FAMILY_REVIEW_PENDING	Assign an evidence and global-coherence disposition, then regenerate or retire downstream product objects without silently carrying v2 semantics.	ROW_EXACT	122e64a6a705d94ebfead780b08dbc946e339674efccb34a155cf06a7c1c229f
