input_ordinal	surface_id	legacy_surface_ledger_id	source_record_id	archive_object_id	import_disposition	reason_code	corpus_disposition	fail_closed_delta_id
0	SURF-CSPTRACE2026R0093	f9330a9a-b0e6-5cb6-9d70-900585fa7cf6	35cee30f-f7e8-589f-9ec9-610c2bceeb5d	f6cd2d9b-5225-541e-93e1-2e24debdd11b	held	MISSING_EXPLICIT_EVIDENCE_TIER	held	25291f68-499e-56d8-bacb-cb625a97451a
1	SURF-CSPTRACE2026R0094	7704b082-dd8e-541d-834c-e22dc3f42787	0ca0b177-d100-5c00-a1df-d49059a89329	df896bd4-c4c4-5849-94ca-08145174ca4b	held	MISSING_EXPLICIT_EVIDENCE_TIER	held	ede7b957-fdd3-5cbe-83bc-6c2d44eeb496
2	SURF-VAM20K-00002	e0d44eb7-ca83-506f-adae-092e5a8b2d0b	b22a52ad-fc17-5a53-9c4e-70bacc296513	344bfdb1-5d10-5cf1-a62f-67ae632a19b9	accounted	EXPLICIT_SOURCE_VERIFIED_TIER	eligible	
3	SURF-LOCYEAR2026V1R0001	77d64fe3-8f01-5d32-a844-8d90f0d6345e	1c21dc26-7ecd-5510-b405-0403aaacac35	29f157ac-f59d-5002-98de-8518acc27bd1	accounted	EXPLICIT_SOURCE_VERIFIED_TIER	eligible	
4	SURF-GALYEAR2026V1R0001	4787691a-3ea7-54a9-94b4-eaf47fb6a41c	553f50fe-3c0d-5e13-84c9-07bfccd45a46	7ac213a3-7a96-5196-8834-a1715f5bf212	accounted	EXPLICIT_SOURCE_VERIFIED_TIER	eligible	
5	SURF-VAM20K-00006	f4aecb05-7e15-54a9-bc17-df994b441444	46c6ae42-d2c7-5f20-aca0-9fbbea1afc37	3877bb6b-4017-5380-a8a4-ea2b087a9e28	accounted	EXPLICIT_SOURCE_VERIFIED_TIER	eligible	
6	SURF-GALYEAR1817V1R0001	4558102a-5606-5bd3-8cdf-48464b9cc164	d2784414-05a5-5006-b8cf-731fe8f85c62	4d25c4a4-5d96-56c4-b451-637d2be261cc	accounted	EXPLICIT_SOURCE_VERIFIED_TIER	eligible	
7	SURF-GALYEAR1817V1R0002	8fc077dc-5891-50c2-b1c4-70e72106e198	68e805cd-f601-5a52-9904-0cf3c8d9fb0a	8c2d8986-0da5-5b4c-a001-b0e1cdd05f68	accounted	EXPLICIT_SOURCE_VERIFIED_TIER	eligible	
8	SURF-GALYEAR1817V1R0003	906b191c-4c04-5686-8366-4e3ad8a321ec	d1e92c24-d2a1-5ebd-b643-64b4aa54c3e0	97858cf2-ee59-5c7d-83ff-323af303912b	accounted	EXPLICIT_SOURCE_VERIFIED_TIER	eligible	
9	SURF-DCBPLTRACE2026V1R0001	c357c3d8-1461-5eac-8743-5d3d5cf23639	a9056f9e-e215-5fb5-8cb9-8c81330d2536	11f43774-5f48-5d87-a81a-2060bfece475	accounted	EXPLICIT_SOURCE_VERIFIED_TIER	eligible	
10	SURF-DCBPLTRACE2026V1R0002	0b66b2f4-3e7c-5600-a71d-11d24ce55f7d	78d37587-9d8c-58e2-b4fa-fa3c1aa7fcce	f7b2d75a-f140-5f28-82a2-395aed8a7526	accounted	EXPLICIT_SOURCE_VERIFIED_TIER	eligible	
11	SURF-YRGAP-YEAR-0046	f4d7caed-7717-5e03-9fbe-86758f281bc3	a763917a-67fa-5e06-adc3-6ef3cd550a01	b8af62fd-560e-5af6-b6e5-41bb509ccd10	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	d89937af-d806-593e-b059-77f8adb94451
12	SURF-CSPTRACE2026R0102	4913b5d9-720a-52a5-b4aa-e392f7f6930c	99256c58-6d5f-5fec-a989-b899c378f906	d7498657-1d9e-5b85-8fc2-34523f473983	held	MISSING_EXPLICIT_EVIDENCE_TIER	held	5ec8e168-4671-5f77-8549-2573e2a87325
13	SURF-VAM20K-00007	84661570-5647-50ee-8278-89e3a5198d52	fdad363f-ae1e-5924-8740-87f1b9e4a7d2	afc35f9f-2b64-5b7f-a29e-6b255876b029	accounted	EXPLICIT_SOURCE_VERIFIED_TIER	eligible	
14	SURF-YRGAP-YEAR-0057	bd4dd3f8-9104-5dc7-be94-038ea1fb86d6	899657d1-31ee-517b-9eaf-a8f3f752734c	30d56592-329e-5f4d-942f-74eaa66c79ac	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	52384546-9305-5bfd-bff7-7ce9af0241c2
15	SURF-YRGAP-YEAR-0058	8a813c6a-3139-504a-971c-d58e969f6cc0	cca129bf-f31d-5082-ab0c-228a7f27aaf1	4ce9c041-17f8-568e-8d06-d496215871bd	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	309b827a-6597-5ded-aeed-ba916a24415d
16	SURF-CSPTRACE2026R0111	91c7388f-d4f1-598c-a7b7-e7e496eabab9	61cde037-d987-5495-be6a-ac0c1209ec44	ba66ee19-f314-5f92-88fe-4a18cc43600f	held	MISSING_EXPLICIT_EVIDENCE_TIER	held	d2b36c5f-4db9-5fa9-b0f1-3311dbc6ef24
17	SURF-VAM20K-00003	18c22af6-94ec-5d93-9d79-6dbebcc7f820	08aa532b-7e3f-55b2-8875-6fd7d00b7145	f72b2484-c2d7-51f6-968a-fa7473edf0f9	accounted	EXPLICIT_SOURCE_VERIFIED_TIER	eligible	
18	SURF-VAM20K-00004	8733e1ff-2844-519c-8120-bada97c48723	8aaf4772-e671-53d3-8bd9-2af946595cf6	5cc02509-f7b2-5c2b-8a3e-1f5fc3e980e1	accounted	EXPLICIT_SOURCE_VERIFIED_TIER	eligible	
19	SURF-YRGAP-YEAR-0069	01482762-98c7-52ba-af26-6867456acd7d	a373184d-ffd2-532a-a67a-dafca6d8fdfc	90075446-0279-5fb9-ab8a-d905de82e175	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	ac1b96c3-08b0-588c-9535-9ead750bf1b4
20	SURF-YRGAP-YEAR-0074	d741729f-cea3-53c9-9d63-de571409c7f2	a162b877-a049-5f72-8482-0da1f2aeb432	1252da08-41e5-5daf-929c-b8e016b28a69	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	37a32e55-280b-5b92-acd3-cb9435cdfb24
21	SURF-YRGAP-YEAR-0077	786ee0e8-9085-5d4b-8f93-d112e8ae7b81	a1f6a0ad-820a-560a-96a0-65c91b7d823f	f60ab2a4-db09-50f9-8c6e-c0d13647b709	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	b439fa4a-fc03-56d3-994b-119d594ec8de
22	SURF-YRGAP-YEAR-0078	081ecec4-d32e-575d-a0c8-01dcdc58a9d8	c56d1c04-485a-5b49-b793-946467d6d37d	0968b80e-1409-57f1-8e46-8703fba75c1d	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	215d1ddf-6afe-5720-a0f5-0e9a3f9eecaa
23	SURF-YRGAP-YEAR-0079	36910480-1825-5886-a453-c37a378c3a84	b3c5ebc3-37e0-5c64-9365-ad04ab79a80a	8c10ef66-d70e-539c-a5a5-f584ba6612dc	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	f18968da-d07a-52cb-8340-f4670a587bbd
24	SURF-YRGAP-YEAR-0080	7a93ca5f-a1b9-5136-9f1c-e3907cfa0001	7d4c5227-9120-51bf-85ef-8798f5a43708	6d28fed5-ce81-5aec-9ac7-5b104a1fe66c	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	330cc9c2-ef88-5cb8-9fe5-be20fe25aaeb
25	SURF-YRGAP-YEAR-0081	27200ed4-eaf0-593a-ab46-a2354e66e5ec	547abe1a-628e-5ea9-b012-f4cda80f31e9	a09e396d-0440-5403-b8fb-98e61a431df1	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	000f670d-369e-51ab-841a-cbd6009d23db
26	SURF-YRGAP-YEAR-0082	07369fb3-9b11-550f-ac0f-8e1aef0d63d0	507a065f-a139-5141-9a84-10da9f794000	d300175c-572b-53ac-b114-cbf038712096	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	2d17d5d4-f2b2-507d-b149-3ed9816c109d
27	SURF-LOCYEAR2026V1R0002	e3ce848b-ccfc-5dd2-b39a-695c2b96e8ae	92778462-65cb-503e-a769-f89df6146eb9	08452e5b-c6c1-53d5-b7a3-3588b2aaacc2	accounted	EXPLICIT_SOURCE_VERIFIED_TIER	eligible	
28	SURF-LOCYEAR2026V1R0003	fe024ab0-7368-5dc8-b899-a170f9aa67c8	ebe7bccb-b8a9-53c5-ad7f-94f8731d127e	62657d4d-f788-52d9-b155-cb2fae1dd67c	accounted	EXPLICIT_SOURCE_VERIFIED_TIER	eligible	
29	SURF-CSPTRACE2026R0115	29eed6d2-7cb3-54ad-b615-c7e64a1d4ee0	0e0c6584-dc21-5692-b392-550a3628b211	e9248306-f184-5064-bf36-733107e6c2ef	held	MISSING_EXPLICIT_EVIDENCE_TIER	held	7290560c-503a-57ce-9d58-ecba49fb1966
30	SURF-YRGAP-YEAR-0094	d6b2c0f2-7b70-57ed-abe8-370489e90f60	0013462d-09ca-5e96-b024-28c185c402e4	4cea557b-4b30-594f-b534-659e11ac38b2	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	edaaf057-4376-5657-8685-33a6b93cc6dd
31	SURF-VAM20K-00005	01d84e93-03ad-5e02-a867-096c9462de1a	5d518c6b-04a0-55cf-8b7e-2630866e8fe7	196549d3-71fb-5607-836a-ab201b5ded6b	accounted	EXPLICIT_SOURCE_VERIFIED_TIER	eligible	
32	SURF-YRGAP-YEAR-0098	a4cf62da-73a1-5f72-9df0-b431851d20d5	6e702070-e89c-5661-8ba0-a41732124299	e2fa096f-622e-5a1d-96ac-a1953f5d925a	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	bda475f2-3bf9-50db-b9fd-4f15ecb1448a
33	SURF-YRGAP-YEAR-0099	f8bbd5ac-f995-5436-a14e-f5a881bf1fb2	60a0cca2-9cb1-56ed-9ac2-b3470b58aa77	8a472966-68f1-54bf-8d54-d856c314b314	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	8f7032a0-0be7-54e7-bbd1-9fe4ddaa76b8
34	SURF-YRGAP-YEAR-0103	4f518889-0915-5f7b-a3e8-caecf19b66e1	c8f1a6c1-6f36-5df7-b6f2-40c5a6a614b6	420f936f-1a8f-5432-b107-94183942f3cf	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	e1211988-f571-5be4-ab90-228ba6a90593
35	SURF-GALYEAR1817V1R0004	789cba6e-ca1c-5540-a8a4-86afedc78c9a	5f83ca35-301c-5031-b90a-2963678f88a3	c00d4c25-9d0d-578a-bf07-19e89bc09e87	accounted	EXPLICIT_SOURCE_VERIFIED_TIER	eligible	
36	SURF-GALYEAR1817V1R0005	d3404bbc-379d-504a-9ba6-064618c9d9bd	3231cbd4-b955-55b3-b313-97e9c81466fb	d57c3e9d-c824-53c1-a6d8-44d7bd0daf41	accounted	EXPLICIT_SOURCE_VERIFIED_TIER	eligible	
37	SURF-YRGAP-YEAR-0111	c15f3dfd-ae8e-53e9-ba8c-6eee77715310	9ad35f74-8b7b-5e07-b8a5-8ba58788db82	e9ab365a-1c25-5fcc-a941-b1e98c5e46cd	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	b757919c-0b89-5ffa-85e2-eb0e771d25b0
38	SURF-CSPTRACE2026R0076	6f177929-c3f1-5f96-adcb-3eeb49f03f95	714fc256-585f-54e1-88ce-7fea9f1d5335	a954deb0-76f8-5cbb-abd7-3e4af1687600	held	MISSING_EXPLICIT_EVIDENCE_TIER	held	18682f50-e14c-5ed5-99d5-e18e951623a1
