source_name,captured_records,image_states,notes
"Wikimedia Commons file source / ""Haulocaust (sic) 2.0 Free Palestine"".jpg / page 147353542",1,IMG03:1,Open-license Commons metadata; no image binary downloaded; explicit object-year evidence required
"Wikimedia Commons file source / ""Sin Limón No Hay Ceviche"" poster.jpg / page 53761311",1,IMG03:1,Open-license Commons metadata; no image binary downloaded; explicit object-year evidence required
Wikimedia Commons file source / 'Olivia' poster.png / page 173355800,1,IMG03:1,Open-license Commons metadata; no image binary downloaded; explicit object-year evidence required
Wikimedia Commons file source / (2000x3000) Nina Poster JPEG.jpg / page 190289278,1,IMG03:1,Open-license Commons metadata; no image binary downloaded; explicit object-year evidence required
Wikimedia Commons file source / (2015-06-04) 2º Congresso Nacional da CSP-Conlutas Dia1 011 Romerito Pontes (18530145059).jpg / page 45727454,1,IMG03:1,Open-license Commons metadata; no image binary downloaded; explicit object-year evidence required
"Wikimedia Commons file source / (Mundial No. 274. 1925) - Tened Confianza, Seréis Peruanos.png / page 185449447",1,IMG03:1,Open-license Commons metadata; no image binary downloaded; explicit object-year evidence required
"Wikimedia Commons file source / *Engano, Hebe Camargo não é* Vera Fischer. (Poster) (Porto Alegre (RS), Brasil) 2023.jpg / page 128519243",1,IMG03:1,Open-license Commons metadata; no image binary downloaded; explicit object-year evidence required
Wikimedia Commons file source / 01 PAN - IV - nº 144.png / page 65984909,1,IMG03:1,Open-license Commons metadata; no image binary downloaded; explicit object-year evidence required
Wikimedia Commons file source / 01-10-09GazaProtest WashDC-a.JPG / page 5693008,1,IMG03:1,Open-license Commons metadata; no image binary downloaded; explicit object-year evidence required
"Wikimedia Commons file source / 02 - Reventlow, 'Ellen Olestjerne' EA 1903 Einband.jpg / page 80098729",1,IMG03:1,Open-license Commons metadata; no image binary downloaded; explicit object-year evidence required
Wikimedia Commons file source / 09.Monky.Chicha.Peru.SFF.WDC.5July2015.jpg / page 81199502,1,IMG03:1,Open-license Commons metadata; no image binary downloaded; explicit object-year evidence required
Wikimedia Commons file source / 0HINDS5-R1-E013.jpg / page 184331103,1,IMG03:1,Open-license Commons metadata; no image binary downloaded; explicit object-year evidence required
Wikimedia Commons file source / 10K - La Década Robada (book cover).jpg / page 34070355,1,IMG03:1,Open-license Commons metadata; no image binary downloaded; explicit object-year evidence required
Wikimedia Commons file source / 11a.Monky.Chicha.Peru.SFF.WDC.5July2015.jpg / page 81199455,1,IMG03:1,Open-license Commons metadata; no image binary downloaded; explicit object-year evidence required
Wikimedia Commons file source / 14-Cover Image.png / page 31306707,1,IMG03:1,Open-license Commons metadata; no image binary downloaded; explicit object-year evidence required
"Wikimedia Commons file source / 150 Rio Ilha de Paquetá. Photo Postal Colombo (2) - 1-21915-0000-0000, Acervo do Museu Paulista da USP.jpg / page 89191251",1,IMG03:1,Open-license Commons metadata; no image binary downloaded; explicit object-year evidence required
Wikimedia Commons file source / 158 rua do Lavradio. Bellodromo nacional. Grandes corridas de patins et vécolipèdes - affiche - non identifié - btv1b532215944.jpg / page 162344733,1,IMG03:1,Open-license Commons metadata; no image binary downloaded; explicit object-year evidence required
"Wikimedia Commons file source / 158 rua do Lavradio. Bellodromo nacional. Grandes corridas de patins et vécolipèdes affiche, non identifié.jpg / page 148445180",1,IMG03:1,Open-license Commons metadata; no image binary downloaded; explicit object-year evidence required
Wikimedia Commons file source / 16ª Mostra de Cinema de Tiradentes (8394107179).jpg / page 55460604,1,IMG03:1,Open-license Commons metadata; no image binary downloaded; explicit object-year evidence required
Wikimedia Commons file source / 16ª Mostra de Cinema de Tiradentes (8394231137).jpg / page 55460690,1,IMG03:1,Open-license Commons metadata; no image binary downloaded; explicit object-year evidence required
Wikimedia Commons file source / 1870 10c EU de Colombia penCucuta Yv52.jpg / page 73637744,1,IMG03:1,Open-license Commons metadata; no image binary downloaded; explicit object-year evidence required
Wikimedia Commons file source / 1870 Peru 5c Trencito stamps.jpg / page 136078920,1,IMG03:1,Open-license Commons metadata; no image binary downloaded; explicit object-year evidence required
Wikimedia Commons file source / 1878 10c EU de Tolima Tolima Mi8y.jpg / page 74490066,1,IMG03:1,Open-license Commons metadata; no image binary downloaded; explicit object-year evidence required
Wikimedia Commons file source / 1888 2C Argentina yPlanes Mi52 Yv61.jpg / page 58339519,1,IMG03:1,Open-license Commons metadata; no image binary downloaded; explicit object-year evidence required
Wikimedia Commons file source / 1892issue 2pesos Argentina SanMartin Yv108 Mi97.jpg / page 58340677,1,IMG03:1,Open-license Commons metadata; no image binary downloaded; explicit object-year evidence required
Wikimedia Commons file source / 1899 2half Antioquia unused YvLR3 Mi117.jpg / page 74264346,1,IMG03:1,Open-license Commons metadata; no image binary downloaded; explicit object-year evidence required
Wikimedia Commons file source / 1899-1900 revenue stamp of Peru.jpg / page 19958697,1,IMG03:1,Open-license Commons metadata; no image binary downloaded; explicit object-year evidence required
Wikimedia Commons file source / 1908 1Peso Argentina Yv147.jpg / page 58421639,1,IMG03:1,Open-license Commons metadata; no image binary downloaded; explicit object-year evidence required
Wikimedia Commons file source / 1929 - Cameo Theaer Ad - 13 Mar MC - Allentown PA.jpg / page 57643273,1,IMG03:1,Open-license Commons metadata; no image binary downloaded; explicit object-year evidence required
Wikimedia Commons file source / 1933 Unser der Sieg! Heil Hitler! Sturmabteilung SA Braunhemden SA-Mann Plakat Postkarte Nazi Germany propaganda poster postcard Color drawing of brownshirts uniforms 1918-33 Swastika flag,1,IMG03:1,Open-license Commons metadata; no image binary downloaded; explicit object-year evidence required
Wikimedia Commons file source / 1933 proof Peru 4c revenue stamps Series A.JPG / page 27773374,1,IMG03:1,Open-license Commons metadata; no image binary downloaded; explicit object-year evidence required
Wikimedia Commons file source / 1934 proof Peru 4c revenue stamps Series B.JPG / page 27773383,1,IMG03:1,Open-license Commons metadata; no image binary downloaded; explicit object-year evidence required
Wikimedia Commons file source / 1941 Milking Machine advertisement 01.jpg / page 103475861,1,IMG03:1,Open-license Commons metadata; no image binary downloaded; explicit object-year evidence required
Wikimedia Commons file source / 1941 Milking Machine advertisement 02.jpg / page 103475863,1,IMG03:1,Open-license Commons metadata; no image binary downloaded; explicit object-year evidence required
Wikimedia Commons file source / 1941 Milking Machine advertisement 03.jpg / page 103475862,1,IMG03:1,Open-license Commons metadata; no image binary downloaded; explicit object-year evidence required
Wikimedia Commons file source / 1941 Milking Machine advertisement 04.jpg / page 103475865,1,IMG03:1,Open-license Commons metadata; no image binary downloaded; explicit object-year evidence required
Wikimedia Commons file source / 1941 Milking Machine advertisement 05.jpg / page 103475864,1,IMG03:1,Open-license Commons metadata; no image binary downloaded; explicit object-year evidence required
Wikimedia Commons file source / 1941 Milking Machine advertisement 06.jpg / page 103475870,1,IMG03:1,Open-license Commons metadata; no image binary downloaded; explicit object-year evidence required
Wikimedia Commons file source / 1941 Milking Machine advertisement 07.jpg / page 103475871,1,IMG03:1,Open-license Commons metadata; no image binary downloaded; explicit object-year evidence required
Wikimedia Commons file source / 1941 Milking Machine advertisement 08.jpg / page 103475872,1,IMG03:1,Open-license Commons metadata; no image binary downloaded; explicit object-year evidence required
Wikimedia Commons file source / 1941 Milking Machine advertisement 09.jpg / page 103475873,1,IMG03:1,Open-license Commons metadata; no image binary downloaded; explicit object-year evidence required
