source_file,capture_id,surface_id,packet_id,surface_disposition_override,readiness_status,readiness_reason,source_join_status,review_decision,review_confidence,review_basis,review_lane,packet_action,packet_confidence,packet_type,relation_density,source_depth,rights_state,editorial_need,current_publication_role,recommended_role,anchor_score,year,region,theme,medium,movement,source_name,title
capture_batch_gallica_secondary_image_ready_1830_1970_records.csv,GAX1970R001,SURF-GAX1970R001,PKT01220,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,demote_parallel_mains_to_subsheet_cluster,high,collection_region_decade,5,high,source_visible,sufficient_for_review,main_sheet,subsheet_candidate,65,1830,France,Midcentury modern graphic communication,Graphic design object record,,Gallica / BnF APIs,"Monsieur, vous avez réclamé votre inscription..."
capture_batch_gallica_secondary_image_ready_1830_1970_records.csv,GAX1970R002,SURF-GAX1970R002,PKT01220,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,demote_parallel_mains_to_subsheet_cluster,high,collection_region_decade,5,high,source_visible,sufficient_for_review,main_sheet,subsheet_candidate,64,1832,France,Midcentury modern graphic communication,Graphic design object record,,Gallica / BnF APIs,La typographie : poëme / par M. L. Pelletier
capture_batch_gallica_secondary_image_ready_1830_1970_records.csv,GAX1970R003,SURF-GAX1970R003,PKT01220,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,demote_parallel_mains_to_subsheet_cluster,high,collection_region_decade,5,high,source_visible,sufficient_for_review,main_sheet,subsheet_candidate,65,1835,France,Midcentury modern graphic communication,Graphic design object record,,Gallica / BnF APIs,"Manuel nouveau de typographie, imprimerie,... par A. Frey. Partie 1"
capture_batch_gallica_secondary_image_ready_1830_1970_records.csv,GAX1970R005,SURF-GAX1970R005,PKT01048,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,10,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,80,1840,France,Midcentury modern graphic communication,Lithographic print,,Gallica / BnF APIs,"Imprimerie lithographique, Autographique, E. Simon Fils, Strasbourg"
capture_batch_gallica_image_ready_1830_1970_records.csv,GA1970R002,SURF-GA1970R002,PKT01048,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,10,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,67,1842,France,Midcentury modern graphic communication,Graphic design object record,,Gallica / BnF APIs,Agence de Publicité-Dollingen
capture_batch_gallica_image_ready_1830_1970_records.csv,GA1970R003,SURF-GA1970R003,PKT01048,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,10,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,72,1842,France,Midcentury modern graphic communication,Graphic design object record,,Gallica / BnF APIs,"Traité de géométrie pratique : comprenant les opérations graphiques, et de nombreuses applications aux travaux d'art et de construction... / par J.-J. Regnault,..."
capture_batch_gallica_secondary_image_ready_1830_1970_records.csv,GAX1970R007,SURF-GAX1970R007,PKT01048,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,10,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,70,1843,France,Midcentury modern graphic communication,Graphic design object record,,Gallica / BnF APIs,D'une nouvelle typographie / par Pierre Leroux
capture_batch_gallica_image_ready_1830_1970_records.csv,GA1970R004,SURF-GA1970R004,PKT01048,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,10,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,71,1846,France,Midcentury modern graphic communication,Graphic design object record,,Gallica / BnF APIs,De la publicité des débats parlementaires
capture_batch_gallica_image_ready_1830_1970_records.csv,GA1970R005,SURF-GA1970R005,PKT01048,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,10,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,70,1848,France,Midcentury modern graphic communication,Graphic design object record,,Gallica / BnF APIs,"Publicité politique d'un ouvrier [Messan, sabotier]"
capture_batch_gallica_image_ready_1830_1970_records.csv,GA1970R006,SURF-GA1970R006,PKT01009,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,12,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,79,1850,France,Midcentury modern graphic communication,Graphic design object record,,Gallica / BnF APIs,"La voix de Dieu et des hommes, ou adresses républicaines et philanthropiques aux souverains, à Napoléon-Louis, à la France et à ses grands citoyens. Ouvrage recommandé, pour sa publicité, au patriotisme de tous les journalistes bons républi"
capture_batch_gallica_secondary_image_ready_1830_1970_records.csv,GAX1970R012,SURF-GAX1970R012,PKT01009,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,12,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,77,1851,France,Midcentury modern graphic communication,Graphic design object record,,Gallica / BnF APIs,"Code-manuel de la presse, imprimerie, librairie, affichage et colportage, par Hipp. Duboy,... et Ch. Jacob,..."
