cluster_key,surface_id,capture_id,year,region,theme,source_family,title,proposed_relation_role,relation_apply_readiness,relation_blockers,risk_flags,positive_flags,anchor_strength_score,source_depth_score,relation_density_score,design_object_confidence_score,record_kind_hint,global_scope_policy,manual_note
Aotearoa New Zealand|World War and public-information graphics|Te Papa|1940-1944,SURF-GAPIT2026R015,GAPIT2026R015,1944,Oceania and Pacific,World War and public-information graphics,Te Papa,"Poster, 'How about you?'",candidate_packet_anchor,eligible_for_next_sandbox_review,none,,campaign; design; graphic; poster,62,95,35,62,profile_or_interview,region_specific_or_not_global,Keep as profile/card support unless a specific work/project relation is explicit.
Aotearoa New Zealand|World War and public-information graphics|Te Papa|1940-1944,SURF-GAPIT2026R014,GAPIT2026R014,1944,Oceania and Pacific,World War and public-information graphics,Te Papa,"Poster, 'Come on - New Zealand!'",sub_under_packet_candidate,method_review_only,weak_design_object_signal,,campaign; graphic; poster,61,94,47,50,poster_or_campaign_item,region_specific_or_not_global,Needs visual/design-object evidence before any sub/member downgrade.
Aotearoa New Zealand|World War and public-information graphics|Te Papa|1940-1944,SURF-GAPIT2026R016,GAPIT2026R016,1944,Oceania and Pacific,World War and public-information graphics,Te Papa,"Poster, 'Salute the Airman'",sub_under_packet_candidate,method_review_only,weak_design_object_signal,,campaign; graphic; poster,61,95,47,50,poster_or_campaign_item,region_specific_or_not_global,Needs visual/design-object evidence before any sub/member downgrade.
Aotearoa New Zealand|World War and public-information graphics|Te Papa|1940-1944,SURF-GAPIT2026R013,GAPIT2026R013,1943,Oceania and Pacific,World War and public-information graphics,Te Papa,"Poster, 'Squash the Squander Bug'",packet_member_review,method_review_only,weak_design_object_signal,,campaign; graphic; poster,59,95,35,50,poster_or_campaign_item,region_specific_or_not_global,Needs visual/design-object evidence before any sub/member downgrade.
Aotearoa New Zealand|World War and public-information graphics|Te Papa|1940-1944,SURF-GAPIT2026R001,GAPIT2026R001,1940,Oceania and Pacific,World War and public-information graphics,Te Papa,'You are helping by carrying your shopping' poster,sub_under_packet_candidate,method_review_only,weak_design_object_signal,,graphic; poster,58,95,47,38,poster_or_campaign_item,region_specific_or_not_global,Needs visual/design-object evidence before any sub/member downgrade.
Aotearoa New Zealand|World War and public-information graphics|Te Papa|1940-1944,SURF-GAPIT2026R002,GAPIT2026R002,1940,Oceania and Pacific,World War and public-information graphics,Te Papa,'You are helping by walking short distances' poster,packet_member_review,method_review_only,weak_design_object_signal,,graphic; poster,56,95,35,38,poster_or_campaign_item,region_specific_or_not_global,Needs visual/design-object evidence before any sub/member downgrade.
Aotearoa New Zealand|World War and public-information graphics|Te Papa|1940-1944,SURF-GAPIT2026R006,GAPIT2026R006,1940,Oceania and Pacific,World War and public-information graphics,Te Papa,"Poster, 'The Enemy Listens'",packet_member_review,method_review_only,weak_design_object_signal,,graphic; poster,56,95,35,38,poster_or_campaign_item,region_specific_or_not_global,Needs visual/design-object evidence before any sub/member downgrade.
Aotearoa New Zealand|World War and public-information graphics|Te Papa|1940-1944,SURF-GAPIT2026R008,GAPIT2026R008,1940,Oceania and Pacific,World War and public-information graphics,Te Papa,"Poster, 'there's a MAN'S job to be done'",packet_member_review,method_review_only,weak_design_object_signal,,graphic; poster,56,95,35,38,poster_or_campaign_item,region_specific_or_not_global,Needs visual/design-object evidence before any sub/member downgrade.
Aotearoa New Zealand|World War and public-information graphics|Te Papa|1940-1944,SURF-GAPIT2026R011,GAPIT2026R011,1942,Oceania and Pacific,World War and public-information graphics,Te Papa,"Poster, 'Great Britain will pursue'",packet_member_review,method_review_only,weak_design_object_signal,,graphic; poster,56,95,35,38,poster_or_campaign_item,region_specific_or_not_global,Needs visual/design-object evidence before any sub/member downgrade.
Aotearoa New Zealand|World War and public-information graphics|Te Papa|1940-1944,SURF-GAPIT2026R012,GAPIT2026R012,1942,Oceania and Pacific,World War and public-information graphics,Te Papa,"Poster, 'The life-line is firm'",sub_under_packet_candidate,method_review_only,weak_design_object_signal,,graphic; poster,46,58,47,38,poster_or_campaign_item,region_specific_or_not_global,Needs visual/design-object evidence before any sub/member downgrade.
Aotearoa New Zealand|World War and public-information graphics|Te Papa|1940-1944,SURF-GAPIT2026R010,GAPIT2026R010,1941,Oceania and Pacific,World War and public-information graphics,Te Papa,"Poster, 'The bombing in daylight'",sub_under_packet_candidate,method_review_only,weak_design_object_signal,,graphic; poster,43,50,47,38,poster_or_campaign_item,region_specific_or_not_global,Needs visual/design-object evidence before any sub/member downgrade.
Aotearoa New Zealand|World War and public-information graphics|Te Papa|1940-1944,SURF-GAPIT2026R007,GAPIT2026R007,1940,Oceania and Pacific,World War and public-information graphics,Te Papa,"Poster, 'War traffic comes first'",sub_under_packet_candidate,method_review_only,weak_design_object_signal,,graphic; poster,37,35,47,38,poster_or_campaign_item,region_specific_or_not_global,Needs visual/design-object evidence before any sub/member downgrade.
Global / transnational|Midcentury modern graphic communication|Internet Archive|2010-2014,SURF-LPC2026R057,LPC2026R057,2014,Global / transnational,Midcentury modern graphic communication,Internet Archive,Future Sex - Issue 05,candidate_packet_anchor,eligible_for_next_sandbox_review,none,,design; magazine; poster; print; zine,66,95,32,74,issue_or_serial,global_host_requires_scope_review,"May be a publication series, but needs one anchor and explicit issue/member logic."
