packet_id,cluster_key,text_id,attach_to_node_id,text_type,title,outline,source_basis,required_manual_review,do_not_claim,official_status
cover_editorial_sandbox_001,United States|New Deal and civic poster programs|Library of Congress|1935-1939,cover_editorial_sandbox_001::text_01_reading_note_outline,cover_editorial_sandbox_001::cover_main_sandbox,reading_note_outline,Curated Reading Note Outline,"Frame United States: New Deal and civic poster programs, 1936-1938 as a reader-facing packet draft; start with WPA federal art regional exhibit, Montclair Museum Easel painting, graphic arts, poster display, index of design. as an anchor candidate; compare 5 copied seed candidates as possible member, sub, card, or appendix evidence; separate source-family grouping from proven campaign, series, project, or institutional relation; close with rights/image-state limits and unresolved relation questions.",Sandbox outline generated from seed plan and copied seed candidates.,Identify reader path and packet rationale before any payload rebuild.,"Do not claim that cover_main, normal_main, sub_sheet, card, appendix, or text roles have been applied. Do not claim final packet completeness, final rights clearance, source-authority upgrade, image-state upgrade, image download, or official payload/frontend rebuild. Do not claim a shared campaign, series, project, or institutional relation unless manual review confirms it.",sandbox_only_not_payload_text
cover_editorial_sandbox_001,United States|New Deal and civic poster programs|Library of Congress|1935-1939,cover_editorial_sandbox_001::text_02_editorial_page_outline,cover_editorial_sandbox_001::cover_main_sandbox,editorial_page_outline,Editorial Page Outline,1. Packet scope and why this cluster is being reviewed. 2. Source-family evidence and actual year span. 3. Normal-main anchor decision to confirm. 4. Candidate relation map for sub/card/appendix review. 5. Rights and image-state reading limits. 6. Claims to exclude until manual review and official rebuild.,Sandbox outline generated from seed plan and copied seed candidates.,"Confirm editorial scope, anchor status, relation map, and rights limits.","Do not claim that cover_main, normal_main, sub_sheet, card, appendix, or text roles have been applied. Do not claim final packet completeness, final rights clearance, source-authority upgrade, image-state upgrade, image download, or official payload/frontend rebuild. Do not claim a shared campaign, series, project, or institutional relation unless manual review confirms it.",sandbox_only_not_payload_text
cover_editorial_sandbox_001,United States|New Deal and civic poster programs|Library of Congress|1935-1939,cover_editorial_sandbox_001::text_03_relation_uncertainty_note,cover_editorial_sandbox_001::cover_main_sandbox,relation_uncertainty_note,Relation Uncertainty Notes,"Top candidate is a normal-main candidate only and still needs manual anchor confirmation. Same source family, region, period, or platform is not enough to prove sub-sheet relation. Ranks below the top candidate need explicit campaign, series, project, institution, or source-side grouping evidence. Candidate risk flags to inspect: non_design_drift:natural history.",Sandbox outline generated from seed plan and copied seed candidates.,"Resolve relation evidence before assigning sub sheets, cards, appendices, or text pages.","Do not claim that cover_main, normal_main, sub_sheet, card, appendix, or text roles have been applied. Do not claim final packet completeness, final rights clearance, source-authority upgrade, image-state upgrade, image download, or official payload/frontend rebuild. Do not claim a shared campaign, series, project, or institutional relation unless manual review confirms it.",sandbox_only_not_payload_text
cover_editorial_sandbox_001,United States|New Deal and civic poster programs|Library of Congress|1935-1939,cover_editorial_sandbox_001::text_04_claims_exclusion_note,cover_editorial_sandbox_001::cover_main_sandbox,claims_exclusion_note,What Must Not Be Claimed,"Do not claim that cover_main, normal_main, sub_sheet, card, appendix, or text roles have been applied. Do not claim final packet completeness, final rights clearance, source-authority upgrade, image-state upgrade, image download, or official payload/frontend rebuild. Do not claim a shared campaign, series, project, or institutional relation unless manual review confirms it.",Sandbox outline generated from seed plan and copied seed candidates.,Keep sandbox language separate from official role and rebuild language.,"Do not claim that cover_main, normal_main, sub_sheet, card, appendix, or text roles have been applied. Do not claim final packet completeness, final rights clearance, source-authority upgrade, image-state upgrade, image download, or official payload/frontend rebuild. Do not claim a shared campaign, series, project, or institutional relation unless manual review confirms it.",sandbox_only_not_payload_text
cover_editorial_sandbox_002,Poland|Modern typography and layout|Wikimedia Commons|1935-1939,cover_editorial_sandbox_002::text_01_reading_note_outline,cover_editorial_sandbox_002::cover_main_sandbox,reading_note_outline,Curated Reading Note Outline,"Frame Poland: Modern typography and layout, 1935-1939 as a reader-facing packet draft; start with Reklama.jpg as an anchor candidate; compare 5 copied seed candidates as possible member, sub, card, or appendix evidence; separate source-family grouping from proven campaign, series, project, or institutional relation; close with rights/image-state limits and unresolved relation questions.",Sandbox outline generated from seed plan and copied seed candidates.,Identify reader path and packet rationale before any payload rebuild.,"Do not claim that cover_main, normal_main, sub_sheet, card, appendix, or text roles have been applied. Do not claim final packet completeness, final rights clearance, source-authority upgrade, image-state upgrade, image download, or official payload/frontend rebuild. Do not claim a shared campaign, series, project, or institutional relation unless manual review confirms it.",sandbox_only_not_payload_text
cover_editorial_sandbox_002,Poland|Modern typography and layout|Wikimedia Commons|1935-1939,cover_editorial_sandbox_002::text_02_editorial_page_outline,cover_editorial_sandbox_002::cover_main_sandbox,editorial_page_outline,Editorial Page Outline,1. Packet scope and why this cluster is being reviewed. 2. Source-family evidence and actual year span. 3. Normal-main anchor decision to confirm. 4. Candidate relation map for sub/card/appendix review. 5. Rights and image-state reading limits. 6. Claims to exclude until manual review and official rebuild.,Sandbox outline generated from seed plan and copied seed candidates.,"Confirm editorial scope, anchor status, relation map, and rights limits.","Do not claim that cover_main, normal_main, sub_sheet, card, appendix, or text roles have been applied. Do not claim final packet completeness, final rights clearance, source-authority upgrade, image-state upgrade, image download, or official payload/frontend rebuild. Do not claim a shared campaign, series, project, or institutional relation unless manual review confirms it.",sandbox_only_not_payload_text
cover_editorial_sandbox_002,Poland|Modern typography and layout|Wikimedia Commons|1935-1939,cover_editorial_sandbox_002::text_03_relation_uncertainty_note,cover_editorial_sandbox_002::cover_main_sandbox,relation_uncertainty_note,Relation Uncertainty Notes,"Top candidate is a normal-main candidate only and still needs manual anchor confirmation. Same source family, region, period, or platform is not enough to prove sub-sheet relation. Ranks below the top candidate need explicit campaign, series, project, institution, or source-side grouping evidence. Plan reports 2 card candidates in the wider cluster; copied seed rows do not exhaust card/support review. Candidate risk flags to inspect: commons_file_source.",Sandbox outline generated from seed plan and copied seed candidates.,"Resolve relation evidence before assigning sub sheets, cards, appendices, or text pages.","Do not claim that cover_main, normal_main, sub_sheet, card, appendix, or text roles have been applied. Do not claim final packet completeness, final rights clearance, source-authority upgrade, image-state upgrade, image download, or official payload/frontend rebuild. Do not claim a shared campaign, series, project, or institutional relation unless manual review confirms it.",sandbox_only_not_payload_text
cover_editorial_sandbox_002,Poland|Modern typography and layout|Wikimedia Commons|1935-1939,cover_editorial_sandbox_002::text_04_claims_exclusion_note,cover_editorial_sandbox_002::cover_main_sandbox,claims_exclusion_note,What Must Not Be Claimed,"Do not claim that cover_main, normal_main, sub_sheet, card, appendix, or text roles have been applied. Do not claim final packet completeness, final rights clearance, source-authority upgrade, image-state upgrade, image download, or official payload/frontend rebuild. Do not claim a shared campaign, series, project, or institutional relation unless manual review confirms it.",Sandbox outline generated from seed plan and copied seed candidates.,Keep sandbox language separate from official role and rebuild language.,"Do not claim that cover_main, normal_main, sub_sheet, card, appendix, or text roles have been applied. Do not claim final packet completeness, final rights clearance, source-authority upgrade, image-state upgrade, image download, or official payload/frontend rebuild. Do not claim a shared campaign, series, project, or institutional relation unless manual review confirms it.",sandbox_only_not_payload_text
cover_editorial_sandbox_003,Aotearoa New Zealand|World War and public-information graphics|Te Papa|1980-1984,cover_editorial_sandbox_003::text_01_reading_note_outline,cover_editorial_sandbox_003::cover_main_sandbox,reading_note_outline,Curated Reading Note Outline,"Frame Aotearoa New Zealand: World War and public-information graphics, 1980-1984 as a reader-facing packet draft; start with Trident missile poster as an anchor candidate; compare 5 copied seed candidates as possible member, sub, card, or appendix evidence; separate source-family grouping from proven campaign, series, project, or institutional relation; close with rights/image-state limits and unresolved relation questions.",Sandbox outline generated from seed plan and copied seed candidates.,Identify reader path and packet rationale before any payload rebuild.,"Do not claim that cover_main, normal_main, sub_sheet, card, appendix, or text roles have been applied. Do not claim final packet completeness, final rights clearance, source-authority upgrade, image-state upgrade, image download, or official payload/frontend rebuild. Do not claim a shared campaign, series, project, or institutional relation unless manual review confirms it.",sandbox_only_not_payload_text
cover_editorial_sandbox_003,Aotearoa New Zealand|World War and public-information graphics|Te Papa|1980-1984,cover_editorial_sandbox_003::text_02_editorial_page_outline,cover_editorial_sandbox_003::cover_main_sandbox,editorial_page_outline,Editorial Page Outline,1. Packet scope and why this cluster is being reviewed. 2. Source-family evidence and actual year span. 3. Normal-main anchor decision to confirm. 4. Candidate relation map for sub/card/appendix review. 5. Rights and image-state reading limits. 6. Claims to exclude until manual review and official rebuild.,Sandbox outline generated from seed plan and copied seed candidates.,"Confirm editorial scope, anchor status, relation map, and rights limits.","Do not claim that cover_main, normal_main, sub_sheet, card, appendix, or text roles have been applied. Do not claim final packet completeness, final rights clearance, source-authority upgrade, image-state upgrade, image download, or official payload/frontend rebuild. Do not claim a shared campaign, series, project, or institutional relation unless manual review confirms it.",sandbox_only_not_payload_text
cover_editorial_sandbox_003,Aotearoa New Zealand|World War and public-information graphics|Te Papa|1980-1984,cover_editorial_sandbox_003::text_03_relation_uncertainty_note,cover_editorial_sandbox_003::cover_main_sandbox,relation_uncertainty_note,Relation Uncertainty Notes,"Top candidate is a normal-main candidate only and still needs manual anchor confirmation. Same source family, region, period, or platform is not enough to prove sub-sheet relation. Ranks below the top candidate need explicit campaign, series, project, institution, or source-side grouping evidence.",Sandbox outline generated from seed plan and copied seed candidates.,"Resolve relation evidence before assigning sub sheets, cards, appendices, or text pages.","Do not claim that cover_main, normal_main, sub_sheet, card, appendix, or text roles have been applied. Do not claim final packet completeness, final rights clearance, source-authority upgrade, image-state upgrade, image download, or official payload/frontend rebuild. Do not claim a shared campaign, series, project, or institutional relation unless manual review confirms it.",sandbox_only_not_payload_text
cover_editorial_sandbox_003,Aotearoa New Zealand|World War and public-information graphics|Te Papa|1980-1984,cover_editorial_sandbox_003::text_04_claims_exclusion_note,cover_editorial_sandbox_003::cover_main_sandbox,claims_exclusion_note,What Must Not Be Claimed,"Do not claim that cover_main, normal_main, sub_sheet, card, appendix, or text roles have been applied. Do not claim final packet completeness, final rights clearance, source-authority upgrade, image-state upgrade, image download, or official payload/frontend rebuild. Do not claim a shared campaign, series, project, or institutional relation unless manual review confirms it.",Sandbox outline generated from seed plan and copied seed candidates.,Keep sandbox language separate from official role and rebuild language.,"Do not claim that cover_main, normal_main, sub_sheet, card, appendix, or text roles have been applied. Do not claim final packet completeness, final rights clearance, source-authority upgrade, image-state upgrade, image download, or official payload/frontend rebuild. Do not claim a shared campaign, series, project, or institutional relation unless manual review confirms it.",sandbox_only_not_payload_text
cover_editorial_sandbox_004,Aotearoa New Zealand|Postwar exhibition and cultural posters|Te Papa|1985-1989,cover_editorial_sandbox_004::text_01_reading_note_outline,cover_editorial_sandbox_004::cover_main_sandbox,reading_note_outline,Curated Reading Note Outline,"Frame Aotearoa New Zealand: Postwar exhibition and cultural posters, 1985-1989 as a reader-facing packet draft; start with Poster, 'He's back.....hide your wallets!' as an anchor candidate; compare 5 copied seed candidates as possible member, sub, card, or appendix evidence; separate source-family grouping from proven campaign, series, project, or institutional relation; close with rights/image-state limits and unresolved relation questions.",Sandbox outline generated from seed plan and copied seed candidates.,Identify reader path and packet rationale before any payload rebuild.,"Do not claim that cover_main, normal_main, sub_sheet, card, appendix, or text roles have been applied. Do not claim final packet completeness, final rights clearance, source-authority upgrade, image-state upgrade, image download, or official payload/frontend rebuild. Do not claim a shared campaign, series, project, or institutional relation unless manual review confirms it.",sandbox_only_not_payload_text
cover_editorial_sandbox_004,Aotearoa New Zealand|Postwar exhibition and cultural posters|Te Papa|1985-1989,cover_editorial_sandbox_004::text_02_editorial_page_outline,cover_editorial_sandbox_004::cover_main_sandbox,editorial_page_outline,Editorial Page Outline,1. Packet scope and why this cluster is being reviewed. 2. Source-family evidence and actual year span. 3. Normal-main anchor decision to confirm. 4. Candidate relation map for sub/card/appendix review. 5. Rights and image-state reading limits. 6. Claims to exclude until manual review and official rebuild.,Sandbox outline generated from seed plan and copied seed candidates.,"Confirm editorial scope, anchor status, relation map, and rights limits.","Do not claim that cover_main, normal_main, sub_sheet, card, appendix, or text roles have been applied. Do not claim final packet completeness, final rights clearance, source-authority upgrade, image-state upgrade, image download, or official payload/frontend rebuild. Do not claim a shared campaign, series, project, or institutional relation unless manual review confirms it.",sandbox_only_not_payload_text
cover_editorial_sandbox_004,Aotearoa New Zealand|Postwar exhibition and cultural posters|Te Papa|1985-1989,cover_editorial_sandbox_004::text_03_relation_uncertainty_note,cover_editorial_sandbox_004::cover_main_sandbox,relation_uncertainty_note,Relation Uncertainty Notes,"Top candidate is a normal-main candidate only and still needs manual anchor confirmation. Same source family, region, period, or platform is not enough to prove sub-sheet relation. Ranks below the top candidate need explicit campaign, series, project, institution, or source-side grouping evidence.",Sandbox outline generated from seed plan and copied seed candidates.,"Resolve relation evidence before assigning sub sheets, cards, appendices, or text pages.","Do not claim that cover_main, normal_main, sub_sheet, card, appendix, or text roles have been applied. Do not claim final packet completeness, final rights clearance, source-authority upgrade, image-state upgrade, image download, or official payload/frontend rebuild. Do not claim a shared campaign, series, project, or institutional relation unless manual review confirms it.",sandbox_only_not_payload_text
cover_editorial_sandbox_004,Aotearoa New Zealand|Postwar exhibition and cultural posters|Te Papa|1985-1989,cover_editorial_sandbox_004::text_04_claims_exclusion_note,cover_editorial_sandbox_004::cover_main_sandbox,claims_exclusion_note,What Must Not Be Claimed,"Do not claim that cover_main, normal_main, sub_sheet, card, appendix, or text roles have been applied. Do not claim final packet completeness, final rights clearance, source-authority upgrade, image-state upgrade, image download, or official payload/frontend rebuild. Do not claim a shared campaign, series, project, or institutional relation unless manual review confirms it.",Sandbox outline generated from seed plan and copied seed candidates.,Keep sandbox language separate from official role and rebuild language.,"Do not claim that cover_main, normal_main, sub_sheet, card, appendix, or text roles have been applied. Do not claim final packet completeness, final rights clearance, source-authority upgrade, image-state upgrade, image download, or official payload/frontend rebuild. Do not claim a shared campaign, series, project, or institutional relation unless manual review confirms it.",sandbox_only_not_payload_text
