capture_id,direction_id,direction_name,source_id,source_name,source_api_url,capture_status,source_identifier,source_record_url,source_title,source_creator,source_date_text,date_start,date_end,source_place_text,source_object_type,source_medium,source_collection,source_description,source_notes,source_subjects,source_rights_text,rights_uri,rights_basis,image_presence_code,image_presence_basis,image_state_evaluation,image_state_confidence,rights_review_required,image_state_review_note,image_frame_behavior,image_url_detected,local_copy_permitted,iiif_or_viewer_available,fallback_required,fallback_reason,raw_json_path,access_date,image_expectation,parser_status,display_mode,ocr_or_excerpt,source_description_raw,editorial_summary,historical_context_note,classification_rationale,uncertainty_note,citation_basis
GAPIT2026R001,GAP01,te_papa_aotearoa_poster_and_public_graphics,SRC138,Te Papa Collections Online,https://collections.tepapa.govt.nz/object/712641,captured,712641,https://collections.tepapa.govt.nz/object/712641,'You are helping by carrying your shopping' poster,,1940,1940,1940,Aotearoa / New Zealand,poster-object / public graphic object,poster / printed public communication,Museum of New Zealand Te Papa Tongarewa,"This poster was printed in Britain during the Second World War (1939-45) to remind people to conserve fuel resources which were rationed. \n \n It was donated to Te Papa by Wellington businessman Mr Cecil H. Andrews. He collected many such posters during the war and distributed them to his clients for display in their shop windows, such as McKenzies, James Smith’s and Woolworths. This particular poster would have been just as resonant in New Zealand as in Britain, as petrol was rationed here from 1939-46. \n \n The poster shows an ordinary person going about their business, which is often a feature of Second World War posters. Civilians were frequently targeted by government campaigns – to volunteer for service, to give money, to recycle and conserve resources. In the Second World War everyone was expected to play a part, and it would have been hard to escape the direct appeal of colourful posters like this on city streets.",Visit,Aotearoa poster culture; protest graphics; public communication; museum object record,"Te Papa exposes a source-hosted preview image; the page is treated as restricted/source-viewer evidence, not reusable image stock.",,"Te Papa exposes a source-hosted preview image; the page is treated as restricted/source-viewer evidence, not reusable image stock.",IMG02,"Te Papa exposes a source-hosted preview image; the page is treated as restricted/source-viewer evidence, not reusable image stock.","IMG02: Te Papa exposes a source-hosted preview image; the page is treated as restricted/source-viewer evidence, not reusable image stock.",high,true,Source-hosted display only; no local image copy or ownership claim.,source_viewer_frame,https://media.tepapa.govt.nz/collection/80257/preview,false,https://collections.tepapa.govt.nz/object/712641,false,,data/capture_batch_gap_noncanonical_image_text_1930_2000_raw/te_papa_object_712641.json,2026-05-31,expected,ok,source_viewer_frame,"This poster was printed in Britain during the Second World War (1939-45) to remind people to conserve fuel resources which were rationed. \n \n It was donated to Te Papa by Wellington businessman Mr Cecil H. Andrews. He collected many such posters during the war and distributed them to his clients for display in their shop windows, such as McKenzies, James Smith’s and Woolworths. This particular poster would have been just as resonant in New Zealand as in Britain, as petrol was rationed here from 1939-46. \n \n The poster shows an ordinary person going about their business, which is often a feature of Second World War posters. Civilians were frequently targeted by government campaigns – to volunteer for service, to give money, to recycle and conserve resources. In the Second World War everyone was expected to play a part, and it would have been hard to escape the direct appeal of colourful posters like this on city streets.","This poster was printed in Britain during the Second World War (1939-45) to remind people to conserve fuel resources which were rationed. \n \n It was donated to Te Papa by Wellington businessman Mr Cecil H. Andrews. He collected many such posters during the war and distributed them to his clients for display in their shop windows, such as McKenzies, James Smith’s and Woolworths. This particular poster would have been just as resonant in New Zealand as in Britain, as petrol was rationed here from 1939-46. \n \n The poster shows an ordinary person going about their business, which is often a feature of Second World War posters. Civilians were frequently targeted by government campaigns – to volunteer for service, to give money, to recycle and conserve resources. In the Second World War everyone was expected to play a part, and it would have been hard to escape the direct appeal of colourful posters like this on city streets.","'You are helping by carrying your shopping' poster is indexed from Te Papa Collections Online. This poster was printed in Britain during the Second World War (1939-45) to remind people to conserve fuel resources which were rationed. \n \n It was donated to Te Papa by Wellington businessman Mr Cecil H. Andrews. He collected many such posters during the war and distributed them to his clients for display in their shop windows, such as McKenzies, James Smith’s and Woolworths. This particular poster would have been just as resonant in New Zealand as in Britain, as petrol was rationed here from 1939-46. \n \n The poster shows an ordinary person going about their business, which is often a feature","Te Papa object records extend the index beyond European/North American museum canons by adding Aotearoa/New Zealand public posters, protest graphics, music-publicity print, and community visual communication.","Captured from Te Papa object search using poster/protest/public communication terms; folder placement should privilege region, medium, and movement/theme evidence from title, date, place, and source description.",Rights are source-specific and frequently restricted; display must remain source-hosted with source return.,Te Papa Collections Online. 'You are helping by carrying your shopping' poster. https://collections.tepapa.govt.nz/object/712641. Accessed 2026-05-31.
GAPIT2026R002,GAP01,te_papa_aotearoa_poster_and_public_graphics,SRC138,Te Papa Collections Online,https://collections.tepapa.govt.nz/object/712243,captured,712243,https://collections.tepapa.govt.nz/object/712243,'You are helping by walking short distances' poster,,1940,1940,1940,Aotearoa / New Zealand,poster-object / public graphic object,poster / printed public communication,Museum of New Zealand Te Papa Tongarewa,"This poster was printed in Britain during the Second World War (1939-45) to remind people to conserve fuel resources which were rationed. \n \n It was donated to Te Papa by Wellington businessman Mr Cecil H. Andrews. He collected many such posters during the war and distributed them to his clients for display in their shop windows, such as McKenzies, James Smith’s and Woolworths. This particular poster would have been just as resonant in New Zealand as in Britain, as petrol was rationed here from 1939-46. \n \n The poster shows an ordinary person going about their business, which is often a feature of Second World War posters. Civilians were frequently targeted by government campaigns – to volunteer for service, to give money, to recycle and conserve resources. In the Second World War everyone was expected to play a part, and it would have been hard to escape the direct appeal of colourful posters like this on city streets. \n",Visit,Aotearoa poster culture; protest graphics; public communication; museum object record,"Te Papa exposes a source-hosted preview image; the page is treated as restricted/source-viewer evidence, not reusable image stock.",,"Te Papa exposes a source-hosted preview image; the page is treated as restricted/source-viewer evidence, not reusable image stock.",IMG02,"Te Papa exposes a source-hosted preview image; the page is treated as restricted/source-viewer evidence, not reusable image stock.","IMG02: Te Papa exposes a source-hosted preview image; the page is treated as restricted/source-viewer evidence, not reusable image stock.",high,true,Source-hosted display only; no local image copy or ownership claim.,source_viewer_frame,https://media.tepapa.govt.nz/collection/80253/preview,false,https://collections.tepapa.govt.nz/object/712243,false,,data/capture_batch_gap_noncanonical_image_text_1930_2000_raw/te_papa_object_712243.json,2026-05-31,expected,ok,source_viewer_frame,"This poster was printed in Britain during the Second World War (1939-45) to remind people to conserve fuel resources which were rationed. \n \n It was donated to Te Papa by Wellington businessman Mr Cecil H. Andrews. He collected many such posters during the war and distributed them to his clients for display in their shop windows, such as McKenzies, James Smith’s and Woolworths. This particular poster would have been just as resonant in New Zealand as in Britain, as petrol was rationed here from 1939-46. \n \n The poster shows an ordinary person going about their business, which is often a feature of Second World War posters. Civilians were frequently targeted by government campaigns – to volunteer for service, to give money, to recycle and conserve resources. In the Second World War everyone was expected to play a part, and it would have been hard to escape the direct appeal of colourful posters like this on city streets. \n","This poster was printed in Britain during the Second World War (1939-45) to remind people to conserve fuel resources which were rationed. \n \n It was donated to Te Papa by Wellington businessman Mr Cecil H. Andrews. He collected many such posters during the war and distributed them to his clients for display in their shop windows, such as McKenzies, James Smith’s and Woolworths. This particular poster would have been just as resonant in New Zealand as in Britain, as petrol was rationed here from 1939-46. \n \n The poster shows an ordinary person going about their business, which is often a feature of Second World War posters. Civilians were frequently targeted by government campaigns – to volunteer for service, to give money, to recycle and conserve resources. In the Second World War everyone was expected to play a part, and it would have been hard to escape the direct appeal of colourful posters like this on city streets. \n","'You are helping by walking short distances' poster is indexed from Te Papa Collections Online. This poster was printed in Britain during the Second World War (1939-45) to remind people to conserve fuel resources which were rationed. \n \n It was donated to Te Papa by Wellington businessman Mr Cecil H. Andrews. He collected many such posters during the war and distributed them to his clients for display in their shop windows, such as McKenzies, James Smith’s and Woolworths. This particular poster would have been just as resonant in New Zealand as in Britain, as petrol was rationed here from 1939-46. \n \n The poster shows an ordinary person going about their business, which is often a featur","Te Papa object records extend the index beyond European/North American museum canons by adding Aotearoa/New Zealand public posters, protest graphics, music-publicity print, and community visual communication.","Captured from Te Papa object search using poster/protest/public communication terms; folder placement should privilege region, medium, and movement/theme evidence from title, date, place, and source description.",Rights are source-specific and frequently restricted; display must remain source-hosted with source return.,Te Papa Collections Online. 'You are helping by walking short distances' poster. https://collections.tepapa.govt.nz/object/712243. Accessed 2026-05-31.
GAPIT2026R003,GAP01,te_papa_aotearoa_poster_and_public_graphics,SRC138,Te Papa Collections Online,https://collections.tepapa.govt.nz/object/768713,captured,768713,https://collections.tepapa.govt.nz/object/768713,"Poster, 'A British Anti-aircraft Battery in action'",,1940,1940,1940,Aotearoa / New Zealand,poster-object / public graphic object,poster / printed public communication,Museum of New Zealand Te Papa Tongarewa,"Find out more about Poster, 'A British Anti-aircraft Battery in action' at Collections Online - Museum of New Zealand Te Papa Tongarewa",Visit,Aotearoa poster culture; protest graphics; public communication; museum object record,"Te Papa exposes a source-hosted preview image; the page is treated as restricted/source-viewer evidence, not reusable image stock.",,"Te Papa exposes a source-hosted preview image; the page is treated as restricted/source-viewer evidence, not reusable image stock.",IMG02,"Te Papa exposes a source-hosted preview image; the page is treated as restricted/source-viewer evidence, not reusable image stock.","IMG02: Te Papa exposes a source-hosted preview image; the page is treated as restricted/source-viewer evidence, not reusable image stock.",high,true,Source-hosted display only; no local image copy or ownership claim.,source_viewer_frame,https://media.tepapa.govt.nz/collection/80331/preview,false,https://collections.tepapa.govt.nz/object/768713,false,,data/capture_batch_gap_noncanonical_image_text_1930_2000_raw/te_papa_object_768713.json,2026-05-31,expected,ok,source_viewer_frame,"Find out more about Poster, 'A British Anti-aircraft Battery in action' at Collections Online - Museum of New Zealand Te Papa Tongarewa","Find out more about Poster, 'A British Anti-aircraft Battery in action' at Collections Online - Museum of New Zealand Te Papa Tongarewa","Poster, 'A British Anti-aircraft Battery in action' is indexed from Te Papa Collections Online. Find out more about Poster, 'A British Anti-aircraft Battery in action' at Collections Online - Museum of New Zealand Te Papa Tongarewa","Te Papa object records extend the index beyond European/North American museum canons by adding Aotearoa/New Zealand public posters, protest graphics, music-publicity print, and community visual communication.","Captured from Te Papa object search using poster/protest/public communication terms; folder placement should privilege region, medium, and movement/theme evidence from title, date, place, and source description.",Rights are source-specific and frequently restricted; display must remain source-hosted with source return.,"Te Papa Collections Online. Poster, 'A British Anti-aircraft Battery in action'. https://collections.tepapa.govt.nz/object/768713. Accessed 2026-05-31."
GAPIT2026R004,GAP01,te_papa_aotearoa_poster_and_public_graphics,SRC138,Te Papa Collections Online,https://collections.tepapa.govt.nz/object/926012,captured,926012,https://collections.tepapa.govt.nz/object/926012,"Poster, 'British Troops in Battle Manoeuvres'",,1940,1940,1940,Aotearoa / New Zealand,poster-object / public graphic object,poster / printed public communication,Museum of New Zealand Te Papa Tongarewa,"Find out more about Poster, 'British Troops in Battle Manoeuvres' at Collections Online - Museum of New Zealand Te Papa Tongarewa",Visit,Aotearoa poster culture; protest graphics; public communication; museum object record,"Te Papa exposes a source-hosted preview image; the page is treated as restricted/source-viewer evidence, not reusable image stock.",,"Te Papa exposes a source-hosted preview image; the page is treated as restricted/source-viewer evidence, not reusable image stock.",IMG02,"Te Papa exposes a source-hosted preview image; the page is treated as restricted/source-viewer evidence, not reusable image stock.","IMG02: Te Papa exposes a source-hosted preview image; the page is treated as restricted/source-viewer evidence, not reusable image stock.",high,true,Source-hosted display only; no local image copy or ownership claim.,source_viewer_frame,https://media.tepapa.govt.nz/collection/128269/preview,false,https://collections.tepapa.govt.nz/object/926012,false,,data/capture_batch_gap_noncanonical_image_text_1930_2000_raw/te_papa_object_926012.json,2026-05-31,expected,ok,source_viewer_frame,"Find out more about Poster, 'British Troops in Battle Manoeuvres' at Collections Online - Museum of New Zealand Te Papa Tongarewa","Find out more about Poster, 'British Troops in Battle Manoeuvres' at Collections Online - Museum of New Zealand Te Papa Tongarewa","Poster, 'British Troops in Battle Manoeuvres' is indexed from Te Papa Collections Online. Find out more about Poster, 'British Troops in Battle Manoeuvres' at Collections Online - Museum of New Zealand Te Papa Tongarewa","Te Papa object records extend the index beyond European/North American museum canons by adding Aotearoa/New Zealand public posters, protest graphics, music-publicity print, and community visual communication.","Captured from Te Papa object search using poster/protest/public communication terms; folder placement should privilege region, medium, and movement/theme evidence from title, date, place, and source description.",Rights are source-specific and frequently restricted; display must remain source-hosted with source return.,"Te Papa Collections Online. Poster, 'British Troops in Battle Manoeuvres'. https://collections.tepapa.govt.nz/object/926012. Accessed 2026-05-31."
GAPIT2026R005,GAP01,te_papa_aotearoa_poster_and_public_graphics,SRC138,Te Papa Collections Online,https://collections.tepapa.govt.nz/object/927284,captured,927284,https://collections.tepapa.govt.nz/object/927284,"Poster, 'Giant of the Air'",,1940,1940,1940,Aotearoa / New Zealand,poster-object / public graphic object,poster / printed public communication,Museum of New Zealand Te Papa Tongarewa,"Find out more about Poster, 'Giant of the Air' at Collections Online - Museum of New Zealand Te Papa Tongarewa",Visit,Aotearoa poster culture; protest graphics; public communication; museum object record,"Te Papa exposes a source-hosted preview image; the page is treated as restricted/source-viewer evidence, not reusable image stock.",,"Te Papa exposes a source-hosted preview image; the page is treated as restricted/source-viewer evidence, not reusable image stock.",IMG02,"Te Papa exposes a source-hosted preview image; the page is treated as restricted/source-viewer evidence, not reusable image stock.","IMG02: Te Papa exposes a source-hosted preview image; the page is treated as restricted/source-viewer evidence, not reusable image stock.",high,true,Source-hosted display only; no local image copy or ownership claim.,source_viewer_frame,https://media.tepapa.govt.nz/collection/128295/preview,false,https://collections.tepapa.govt.nz/object/927284,false,,data/capture_batch_gap_noncanonical_image_text_1930_2000_raw/te_papa_object_927284.json,2026-05-31,expected,ok,source_viewer_frame,"Find out more about Poster, 'Giant of the Air' at Collections Online - Museum of New Zealand Te Papa Tongarewa","Find out more about Poster, 'Giant of the Air' at Collections Online - Museum of New Zealand Te Papa Tongarewa","Poster, 'Giant of the Air' is indexed from Te Papa Collections Online. Find out more about Poster, 'Giant of the Air' at Collections Online - Museum of New Zealand Te Papa Tongarewa","Te Papa object records extend the index beyond European/North American museum canons by adding Aotearoa/New Zealand public posters, protest graphics, music-publicity print, and community visual communication.","Captured from Te Papa object search using poster/protest/public communication terms; folder placement should privilege region, medium, and movement/theme evidence from title, date, place, and source description.",Rights are source-specific and frequently restricted; display must remain source-hosted with source return.,"Te Papa Collections Online. Poster, 'Giant of the Air'. https://collections.tepapa.govt.nz/object/927284. Accessed 2026-05-31."
GAPIT2026R006,GAP01,te_papa_aotearoa_poster_and_public_graphics,SRC138,Te Papa Collections Online,https://collections.tepapa.govt.nz/object/714766,captured,714766,https://collections.tepapa.govt.nz/object/714766,"Poster, 'The Enemy Listens'",,1940,1940,1940,Aotearoa / New Zealand,poster-object / public graphic object,poster / printed public communication,Museum of New Zealand Te Papa Tongarewa,"\n On 7 December 1941, Japan launched a series of attacks on British and American territories in Asia and the Pacific. The attacks shocked the world, although fears about Japan's imperialist aims had in fact been growing for decades. \n This poster refers to the threat and fear of Japanese invasion of Australia during the Second World War (1939-45). It was assumed that the Japanese would continue their southward advance and invade and conquer Australia. Japanese authorities did briefly consider invading northern Australia, but decided to pursue a plan of isolating Australia instead, as their military resourses would not have been strong enough to hold all their conquered territory.",Visit,Aotearoa poster culture; protest graphics; public communication; museum object record,"Te Papa exposes a source-hosted preview image; the page is treated as restricted/source-viewer evidence, not reusable image stock.",,"Te Papa exposes a source-hosted preview image; the page is treated as restricted/source-viewer evidence, not reusable image stock.",IMG02,"Te Papa exposes a source-hosted preview image; the page is treated as restricted/source-viewer evidence, not reusable image stock.","IMG02: Te Papa exposes a source-hosted preview image; the page is treated as restricted/source-viewer evidence, not reusable image stock.",high,true,Source-hosted display only; no local image copy or ownership claim.,source_viewer_frame,https://media.tepapa.govt.nz/collection/80270/preview,false,https://collections.tepapa.govt.nz/object/714766,false,,data/capture_batch_gap_noncanonical_image_text_1930_2000_raw/te_papa_object_714766.json,2026-05-31,expected,ok,source_viewer_frame,"\n On 7 December 1941, Japan launched a series of attacks on British and American territories in Asia and the Pacific. The attacks shocked the world, although fears about Japan's imperialist aims had in fact been growing for decades. \n This poster refers to the threat and fear of Japanese invasion of Australia during the Second World War (1939-45). It was assumed that the Japanese would continue their southward advance and invade and conquer Australia. Japanese authorities did briefly consider invading northern Australia, but decided to pursue a plan of isolating Australia instead, as their military resourses would not have been strong enough to hold all their conquered territory.","\n On 7 December 1941, Japan launched a series of attacks on British and American territories in Asia and the Pacific. The attacks shocked the world, although fears about Japan's imperialist aims had in fact been growing for decades. \n This poster refers to the threat and fear of Japanese invasion of Australia during the Second World War (1939-45). It was assumed that the Japanese would continue their southward advance and invade and conquer Australia. Japanese authorities did briefly consider invading northern Australia, but decided to pursue a plan of isolating Australia instead, as their military resourses would not have been strong enough to hold all their conquered territory.","Poster, 'The Enemy Listens' is indexed from Te Papa Collections Online. \n On 7 December 1941, Japan launched a series of attacks on British and American territories in Asia and the Pacific. The attacks shocked the world, although fears about Japan's imperialist aims had in fact been growing for decades. \n This poster refers to the threat and fear of Japanese invasion of Australia during the Second World War (1939-45). It was assumed that the Japanese would continue their southward advance and invade and conquer Australia. Japanese authorities did briefly consider invading northern Australia, but decided to pursue a plan of isolating Australia instead, as their military resourses would not ","Te Papa object records extend the index beyond European/North American museum canons by adding Aotearoa/New Zealand public posters, protest graphics, music-publicity print, and community visual communication.","Captured from Te Papa object search using poster/protest/public communication terms; folder placement should privilege region, medium, and movement/theme evidence from title, date, place, and source description.",Rights are source-specific and frequently restricted; display must remain source-hosted with source return.,"Te Papa Collections Online. Poster, 'The Enemy Listens'. https://collections.tepapa.govt.nz/object/714766. Accessed 2026-05-31."
GAPIT2026R007,GAP01,te_papa_aotearoa_poster_and_public_graphics,SRC138,Te Papa Collections Online,https://collections.tepapa.govt.nz/object/741600,captured,741600,https://collections.tepapa.govt.nz/object/741600,"Poster, 'War traffic comes first'",,1940,1940,1940,Aotearoa / New Zealand,poster-object / public graphic object,poster / printed public communication,Museum of New Zealand Te Papa Tongarewa,"Find out more about Poster, 'War traffic comes first' at Collections Online - Museum of New Zealand Te Papa Tongarewa",Visit,Aotearoa poster culture; protest graphics; public communication; museum object record,"Te Papa exposes a source-hosted preview image; the page is treated as restricted/source-viewer evidence, not reusable image stock.",,"Te Papa exposes a source-hosted preview image; the page is treated as restricted/source-viewer evidence, not reusable image stock.",IMG02,"Te Papa exposes a source-hosted preview image; the page is treated as restricted/source-viewer evidence, not reusable image stock.","IMG02: Te Papa exposes a source-hosted preview image; the page is treated as restricted/source-viewer evidence, not reusable image stock.",high,true,Source-hosted display only; no local image copy or ownership claim.,source_viewer_frame,https://media.tepapa.govt.nz/collection/128129/preview,false,https://collections.tepapa.govt.nz/object/741600,false,,data/capture_batch_gap_noncanonical_image_text_1930_2000_raw/te_papa_object_741600.json,2026-05-31,expected,ok,source_viewer_frame,"Find out more about Poster, 'War traffic comes first' at Collections Online - Museum of New Zealand Te Papa Tongarewa","Find out more about Poster, 'War traffic comes first' at Collections Online - Museum of New Zealand Te Papa Tongarewa","Poster, 'War traffic comes first' is indexed from Te Papa Collections Online. Find out more about Poster, 'War traffic comes first' at Collections Online - Museum of New Zealand Te Papa Tongarewa","Te Papa object records extend the index beyond European/North American museum canons by adding Aotearoa/New Zealand public posters, protest graphics, music-publicity print, and community visual communication.","Captured from Te Papa object search using poster/protest/public communication terms; folder placement should privilege region, medium, and movement/theme evidence from title, date, place, and source description.",Rights are source-specific and frequently restricted; display must remain source-hosted with source return.,"Te Papa Collections Online. Poster, 'War traffic comes first'. https://collections.tepapa.govt.nz/object/741600. Accessed 2026-05-31."
GAPIT2026R008,GAP01,te_papa_aotearoa_poster_and_public_graphics,SRC138,Te Papa Collections Online,https://collections.tepapa.govt.nz/object/780948,captured,780948,https://collections.tepapa.govt.nz/object/780948,"Poster, 'there's a MAN'S job to be done'",,1940,1940,1940,Aotearoa / New Zealand,poster-object / public graphic object,poster / printed public communication,Museum of New Zealand Te Papa Tongarewa,"\n This poster was one of the first voluntary recruitment posters to be commissioned by the Army Department at the beginning of the Second World War. It was critical for the government to stimulate enthusiasm for voluntary enlistment, partly in the hope of avoiding conscription. The strongly gendered image and message in this poster appealed to masculine ideals of work, honour and commitment. Here war equals work, and a regular soldier does the calling, not the government. \n Very few examples of this poster have survived, and very few are held in public institutions. With the introduction of compulsory military service in June 1940, recruitment posters 'were of course abandoned, and except for a few copies retained for historical purposes no special effort was made to preserve them' (Director of Publicity to C. H. Bateson, 24 April 1941, External Affairs, series 1, 84/12/12, part 1, Archives New Zealand).",Visit,Aotearoa poster culture; protest graphics; public communication; museum object record,"Te Papa exposes a source-hosted preview image; the page is treated as restricted/source-viewer evidence, not reusable image stock.",,"Te Papa exposes a source-hosted preview image; the page is treated as restricted/source-viewer evidence, not reusable image stock.",IMG02,"Te Papa exposes a source-hosted preview image; the page is treated as restricted/source-viewer evidence, not reusable image stock.","IMG02: Te Papa exposes a source-hosted preview image; the page is treated as restricted/source-viewer evidence, not reusable image stock.",high,true,Source-hosted display only; no local image copy or ownership claim.,source_viewer_frame,https://media.tepapa.govt.nz/collection/220229/preview,false,https://collections.tepapa.govt.nz/object/780948,false,,data/capture_batch_gap_noncanonical_image_text_1930_2000_raw/te_papa_object_780948.json,2026-05-31,expected,ok,source_viewer_frame,"\n This poster was one of the first voluntary recruitment posters to be commissioned by the Army Department at the beginning of the Second World War. It was critical for the government to stimulate enthusiasm for voluntary enlistment, partly in the hope of avoiding conscription. The strongly gendered image and message in this poster appealed to masculine ideals of work, honour and commitment. Here war equals work, and a regular soldier does the calling, not the government. \n Very few examples of this poster have survived, and very few are held in public institutions. With the introduction of compulsory military service in June 1940, recruitment posters 'were of course abandoned, and except for a few copies retained for historical purposes no special effort was made to preserve them' (Director of Publicity to C. H. Bateson, 24 April 1941, External Affairs, series 1, 84/12/12, part 1, Archives New Zealand).","\n This poster was one of the first voluntary recruitment posters to be commissioned by the Army Department at the beginning of the Second World War. It was critical for the government to stimulate enthusiasm for voluntary enlistment, partly in the hope of avoiding conscription. The strongly gendered image and message in this poster appealed to masculine ideals of work, honour and commitment. Here war equals work, and a regular soldier does the calling, not the government. \n Very few examples of this poster have survived, and very few are held in public institutions. With the introduction of compulsory military service in June 1940, recruitment posters 'were of course abandoned, and except for a few copies retained for historical purposes no special effort was made to preserve them' (Director of Publicity to C. H. Bateson, 24 April 1941, External Affairs, series 1, 84/12/12, part 1, Archives New Zealand).","Poster, 'there's a MAN'S job to be done' is indexed from Te Papa Collections Online. \n This poster was one of the first voluntary recruitment posters to be commissioned by the Army Department at the beginning of the Second World War. It was critical for the government to stimulate enthusiasm for voluntary enlistment, partly in the hope of avoiding conscription. The strongly gendered image and message in this poster appealed to masculine ideals of work, honour and commitment. Here war equals work, and a regular soldier does the calling, not the government. \n Very few examples of this poster have survived, and very few are held in public institutions. With the introduction of compulsory mili","Te Papa object records extend the index beyond European/North American museum canons by adding Aotearoa/New Zealand public posters, protest graphics, music-publicity print, and community visual communication.","Captured from Te Papa object search using poster/protest/public communication terms; folder placement should privilege region, medium, and movement/theme evidence from title, date, place, and source description.",Rights are source-specific and frequently restricted; display must remain source-hosted with source return.,"Te Papa Collections Online. Poster, 'there's a MAN'S job to be done'. https://collections.tepapa.govt.nz/object/780948. Accessed 2026-05-31."
GAPIT2026R009,GAP01,te_papa_aotearoa_poster_and_public_graphics,SRC138,Te Papa Collections Online,https://collections.tepapa.govt.nz/object/927503,captured,927503,https://collections.tepapa.govt.nz/object/927503,"Poster, 'The Historic Meeting Between Winston Churchill And President Roosevelt'",,1941,1941,1941,Aotearoa / New Zealand,poster-object / public graphic object,poster / printed public communication,Museum of New Zealand Te Papa Tongarewa,"Find out more about Poster, 'The Historic Meeting Between Winston Churchill And President Roosevelt' at Collections Online - Museum of New Zealand Te Papa Tongarewa",Visit,Aotearoa poster culture; protest graphics; public communication; museum object record,"Te Papa exposes a source-hosted preview image; the page is treated as restricted/source-viewer evidence, not reusable image stock.",,"Te Papa exposes a source-hosted preview image; the page is treated as restricted/source-viewer evidence, not reusable image stock.",IMG02,"Te Papa exposes a source-hosted preview image; the page is treated as restricted/source-viewer evidence, not reusable image stock.","IMG02: Te Papa exposes a source-hosted preview image; the page is treated as restricted/source-viewer evidence, not reusable image stock.",high,true,Source-hosted display only; no local image copy or ownership claim.,source_viewer_frame,https://media.tepapa.govt.nz/collection/128319/preview,false,https://collections.tepapa.govt.nz/object/927503,false,,data/capture_batch_gap_noncanonical_image_text_1930_2000_raw/te_papa_object_927503.json,2026-05-31,expected,ok,source_viewer_frame,"Find out more about Poster, 'The Historic Meeting Between Winston Churchill And President Roosevelt' at Collections Online - Museum of New Zealand Te Papa Tongarewa","Find out more about Poster, 'The Historic Meeting Between Winston Churchill And President Roosevelt' at Collections Online - Museum of New Zealand Te Papa Tongarewa","Poster, 'The Historic Meeting Between Winston Churchill And President Roosevelt' is indexed from Te Papa Collections Online. Find out more about Poster, 'The Historic Meeting Between Winston Churchill And President Roosevelt' at Collections Online - Museum of New Zealand Te Papa Tongarewa","Te Papa object records extend the index beyond European/North American museum canons by adding Aotearoa/New Zealand public posters, protest graphics, music-publicity print, and community visual communication.","Captured from Te Papa object search using poster/protest/public communication terms; folder placement should privilege region, medium, and movement/theme evidence from title, date, place, and source description.",Rights are source-specific and frequently restricted; display must remain source-hosted with source return.,"Te Papa Collections Online. Poster, 'The Historic Meeting Between Winston Churchill And President Roosevelt'. https://collections.tepapa.govt.nz/object/927503. Accessed 2026-05-31."
GAPIT2026R010,GAP01,te_papa_aotearoa_poster_and_public_graphics,SRC138,Te Papa Collections Online,https://collections.tepapa.govt.nz/object/775975,captured,775975,https://collections.tepapa.govt.nz/object/775975,"Poster, 'The bombing in daylight'",,1941,1941,1941,Aotearoa / New Zealand,poster-object / public graphic object,poster / printed public communication,Museum of New Zealand Te Papa Tongarewa,"In late 1941, the British Ministry of Information sent a series of war posters called 'Back Them Up' to New Zealand. They were used by the National Savings Office for fund raising campaigns during the Second World War (1939-45), and were seen throughout New Zealand.",Visit,Aotearoa poster culture; protest graphics; public communication; museum object record,"Te Papa exposes a source-hosted preview image; the page is treated as restricted/source-viewer evidence, not reusable image stock.",,"Te Papa exposes a source-hosted preview image; the page is treated as restricted/source-viewer evidence, not reusable image stock.",IMG02,"Te Papa exposes a source-hosted preview image; the page is treated as restricted/source-viewer evidence, not reusable image stock.","IMG02: Te Papa exposes a source-hosted preview image; the page is treated as restricted/source-viewer evidence, not reusable image stock.",high,true,Source-hosted display only; no local image copy or ownership claim.,source_viewer_frame,https://media.tepapa.govt.nz/collection/80355/preview,false,https://collections.tepapa.govt.nz/object/775975,false,,data/capture_batch_gap_noncanonical_image_text_1930_2000_raw/te_papa_object_775975.json,2026-05-31,expected,ok,source_viewer_frame,"In late 1941, the British Ministry of Information sent a series of war posters called 'Back Them Up' to New Zealand. They were used by the National Savings Office for fund raising campaigns during the Second World War (1939-45), and were seen throughout New Zealand.","In late 1941, the British Ministry of Information sent a series of war posters called 'Back Them Up' to New Zealand. They were used by the National Savings Office for fund raising campaigns during the Second World War (1939-45), and were seen throughout New Zealand.","Poster, 'The bombing in daylight' is indexed from Te Papa Collections Online. In late 1941, the British Ministry of Information sent a series of war posters called 'Back Them Up' to New Zealand. They were used by the National Savings Office for fund raising campaigns during the Second World War (1939-45), and were seen throughout New Zealand.","Te Papa object records extend the index beyond European/North American museum canons by adding Aotearoa/New Zealand public posters, protest graphics, music-publicity print, and community visual communication.","Captured from Te Papa object search using poster/protest/public communication terms; folder placement should privilege region, medium, and movement/theme evidence from title, date, place, and source description.",Rights are source-specific and frequently restricted; display must remain source-hosted with source return.,"Te Papa Collections Online. Poster, 'The bombing in daylight'. https://collections.tepapa.govt.nz/object/775975. Accessed 2026-05-31."
