batch,path,bytes,sha256,transfer_class,canonical_role
A_reproducibility_contract,.gitattributes,163,03bf3acfcdabaa17f83c89b21e3795524c52db8857cf9de65e981fda64288aad,regular_git,reproducibility
A_reproducibility_contract,scripts/build_prefreeze_candidate_v46_loc_duplicate_resolution.py,15529,1132de1fb3e39362d6f3f7ed41283960f2cfeaf02e83ca1e9dd962d4cfb446b5,regular_git,reproducibility
A_reproducibility_contract,scripts/build_prefreeze_candidate_v46_transfer_manifest.py,5989,6fd229e3591e1c60928abb3e89f356c2ee11e88188d47c6ed37246305c6bd01b,regular_git,reproducibility
A_reproducibility_contract,scripts/audit_prefreeze_candidate_v46_trace_topology.py,1727,9099a4d55639bf94d2db5584a74bf0749be50b37abab35943c96e699b1123502,regular_git,reproducibility
A_reproducibility_contract,scripts/audit_prefreeze_candidate_v46_trace_atlas.py,11398,58617af7e4de57713d7867d7e957ceadea1ada8bce430ce25afe704339376bc5,regular_git,reproducibility
A_reproducibility_contract,scripts/build_prefreeze_candidate_v9_search_sqlite.py,29920,4978383ecf56c0b3049a0a33ea4de29342b3b9a0a7450cc8793ab3f554ba09fb,regular_git,reproducibility
A_reproducibility_contract,scripts/build_prefreeze_candidate_v21_search_sqlite.py,13827,9d457cecebc4af63ef54025285d13334c999326930c61cada00232bbef5544b9,regular_git,reproducibility
A_reproducibility_contract,docs/capture/PREFREEZE_CANDIDATE_v46_TRANSFER_PRECHECK.md,3790,4785bca56ed17cd4e8d224858001760d1f3cb07460d849d549e5e8ccf36af30d,regular_git,reproducibility
A_reproducibility_contract,docs/capture/PREFREEZE_CANDIDATE_V46_FROZEN.md,2069,b1773afd337f17b64885c6d3c2416926e6e1272a3c4ede47dca657362608f7e7,regular_git,reproducibility
A_reproducibility_contract,docs/capture/PREFREEZE_CANDIDATE_v46_TRACE_TOPOLOGY.md,1340,4959793e7ddbda9cbae5ee0b0642186fd873fa1211d9f6b4d2caa1cde8e68d1a,regular_git,reproducibility
A_reproducibility_contract,docs/capture/PREFREEZE_CANDIDATE_V46_TRACE_ATLAS.md,2556,650da8e5fa76fee2a0a399a1ee3439b798c12de355ab76a36bcd17c1c6dc1852,regular_git,reproducibility
A_reproducibility_contract,docs/capture/PREFREEZE_CANDIDATE_v46_SEARCH_TRACE.md,1659,e932a0117cff9a5a14681c7ead4a7fac73c1574f80eee0980ac6f0e34d214075,regular_git,reproducibility
A_reproducibility_contract,docs/handoff/DESIGN_REFINEMENT_PROMPT_v1.md,4372,17280bfffd2ae7f8fd749353b1f483114865cdfffecd63c9ef08c99dd39b1ed4,regular_git,reproducibility
B_active_candidate_payload,generated/public_surfaces_prefreeze_candidate_v46.json,190039480,42515bce22514532a1651b5236100f6660a9f9ff12e9f3b2f889eb85d4ac182b,git_lfs_required,active_candidate
C_frozen_search_database,data/prefreeze_candidate_v46.sqlite,419688448,9975ee1c7ae13d1845428115707e3ad8c8d1d7421a18c5af533385b758ca9731,git_lfs_required,frozen_query_snapshot
D_review_and_visual_query_layer,generated/prefreeze_candidate_v46_object_geography_review_hold.json,590674,5fc512e955a8a1d74bd8c3675b22d551bf6e1d869d1c68b5723006d6efc6963f,regular_git,review_or_validation
D_review_and_visual_query_layer,generated/prefreeze_candidate_v46_duplicate_representation_review_hold.json,11457,96230ffd9545dbefc03db1aed7e17e23c16d0f813646b78f8be8618a84850ba2,regular_git,review_or_validation
D_review_and_visual_query_layer,generated/prefreeze_candidate_v46_trace_atlas_manifest.json,1478,d11c51ae0f53bfa955dfd71c188e12a233389f2d68437d8a14dbe13266166525,regular_git,review_or_validation
D_review_and_visual_query_layer,data/prefreeze_candidate_v46_summary.csv,241,b9474274c00108d0a337777e26ef066f965aa7ebe8fb9ee6bf70fbbf3b94bb94,regular_git,review_or_validation
D_review_and_visual_query_layer,data/prefreeze_candidate_v46_base_database_gate.csv,821,ff73073bb0856878a1dd2d4f0476bfa92f781e19cfd82cd746d9ed99329f5386,regular_git,review_or_validation
D_review_and_visual_query_layer,data/prefreeze_candidate_v46_search_gate.csv,1484,496e3e0176b7bc7de89b35407d950ce7c096a7ff763ccff911ceaf9f0ab04537,regular_git,review_or_validation
D_review_and_visual_query_layer,data/prefreeze_candidate_v46_search_benchmark.csv,494,73ca8ccd2d41df51fd2ab75dfe419a3c4cb097a7e4cbfed9c4ec8e414f1dc8f4,regular_git,review_or_validation
D_review_and_visual_query_layer,data/prefreeze_candidate_v46_sample_200_audit.csv,69357,57b202561a8adb7e0799a414b9b52d1df790df57bc348f67960997c526890242,regular_git,review_or_validation
D_review_and_visual_query_layer,data/prefreeze_candidate_v46_trace_topology_summary.csv,290,7b5fa0abfb8f58d8dfc5381a42d857b07e8ba14d9b2c018b5deefe5fc761382c,regular_git,review_or_validation
D_review_and_visual_query_layer,data/prefreeze_candidate_v46_trace_topology_audit.csv,3392432,619263b922601516a66a48923f4748e0bd7915b0534fc5a4a988bd071ec91acd,regular_git,review_or_validation
D_review_and_visual_query_layer,data/prefreeze_candidate_v46_trace_atlas_summary.csv,345,63459199ff5aed82b67db35df18f81e9c39a388283c4d569ed8f672042309623,regular_git,review_or_validation
D_review_and_visual_query_layer,data/prefreeze_candidate_v46_trace_atlas_edge_roles.csv,1192,31fba8a1283e0f114028501ad736edceb0ebe3bda3872e0ddaaead09414f461b,regular_git,review_or_validation
D_review_and_visual_query_layer,data/prefreeze_candidate_v46_trace_atlas_geo_decades.csv,21890,941f10653a1576aef54e97b1c0cc5d8bcf16bbdbdc08aa72595419b2262e78ee,regular_git,review_or_validation
D_review_and_visual_query_layer,data/prefreeze_candidate_v46_trace_atlas_source_geography.csv,57621,4ce77c6bc14ff22501977cb8854460ae382141dc6dfc3d92e2252902af52d084,regular_git,review_or_validation
D_review_and_visual_query_layer,data/prefreeze_candidate_v46_loc_duplicate_resolution_decisions.csv,678,5af20548cbc3fe0833a520a729363b009cc875a570629d8ba91a7ec9b57a041b,regular_git,review_or_validation
