capture_id,direction_id,direction_name,source_id,source_name,source_api_url,capture_status,source_identifier,source_record_url,source_title,source_creator,source_date_text,date_start,date_end,source_place_text,source_object_type,source_medium,source_collection,source_description,source_notes,source_subjects,source_rights_text,rights_uri,rights_basis,image_presence_code,image_presence_basis,image_state_evaluation,image_state_confidence,rights_review_required,image_state_review_note,image_frame_behavior,image_url_detected,local_copy_permitted,iiif_or_viewer_available,fallback_required,fallback_reason,raw_json_path,access_date,image_expectation,parser_status,display_mode,ocr_or_excerpt,source_description_raw,editorial_summary,historical_context_note,classification_rationale,uncertainty_note,citation_basis
FGC2026R00001,FGC2026,productive_seed_phrase_year_poland_poster,SRC-FINAL-GAP-OPEN-1955-2024-V1,Wikimedia Commons file source / Poster for a musical soiree of Maria Modrakowska.jpg / page 100471957,https://commons.wikimedia.org/w/api.php?action=query&format=json&prop=imageinfo%7Ccategories&iiprop=url%7Cextmetadata%7Cmime%7Csize&iiurlwidth=1000&cllimit=20&generator=search&gsrnamespace=6&gsrsearch=Polish+poster+1984&gsrlimit=50&gsroffset=0,captured,100471957,https://commons.wikimedia.org/wiki/File:Poster_for_a_musical_soiree_of_Maria_Modrakowska.jpg,Poster for a musical soiree of Maria Modrakowska.jpg,Unknown author Unknown author,1945,1945,1945,Eastern Europe / Caucasus / Poland,final-gap open image record; poster; 1945_1949_moderate_gap,source-hosted open image; graphic design / visual communication candidate,"https://polona.pl/item/afisz-inc-w-niedziele-dnia-18-go-listopada-1945-roku-o-godzinie-18-ej-wieczor,OTgzMDA1NjQ/0/#info:metadata","Polish poster for a musical soiree focusing on Old French songs, sung by Maria Modrakowska, accompanied on the piano by Irena Garztecka-Jarzębska.","Poster for a musical soiree of Maria Modrakowska; 1945; 2021-02-27 17:46:18; https://polona.pl/item/afisz-inc-w-niedziele-dnia-18-go-listopada-1945-roku-o-godzinie-18-ej-wieczor,OTgzMDA1NjQ/0/#info:metadata",Eastern Europe / Caucasus; Poland; poster;,Wikimedia Commons open-license metadata: CC0.,,Wikimedia Commons open-license metadata: CC0.,IMG03,Wikimedia Commons open-license metadata: CC0.,IMG03: Wikimedia Commons open-license metadata: CC0.,high,false,Use source-hosted Commons image URL with attribution and source link; no local image copy.,open_image_frame,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Poster_for_a_musical_soiree_of_Maria_Modrakowska.jpg/1280px-Poster_for_a_musical_soiree_of_Maria_Modrakowska.jpg,false,https://commons.wikimedia.org/wiki/File:Poster_for_a_musical_soiree_of_Maria_Modrakowska.jpg,false,,,2026-06-18,expected,ok,open_image_frame,"Polish poster for a musical soiree focusing on Old French songs, sung by Maria Modrakowska, accompanied on the piano by Irena Garztecka-Jarzębska.","Polish poster for a musical soiree focusing on Old French songs, sung by Maria Modrakowska, accompanied on the piano by Irena Garztecka-Jarzębska.","Poster for a musical soiree of Maria Modrakowska.jpg is an open-license Commons image record linked to Eastern Europe / Caucasus / Poland. Polish poster for a musical soiree focusing on Old French songs, sung by Maria Modrakowska, accompanied on the piano by Irena Garztecka-Jarzębska.",This open-image record strengthens undercovered Eastern Europe / Caucasus / Poland visual evidence while preserving the Commons source page and any credited source/author.,"Selected by final-gap target period, explicit open-license extmetadata, non-stamp object family, duplicate exclusion, and source-concentration caps.","Commons metadata can be user-maintained; verify original object date, creator, collection credit, and regional assignment before final scholarly use.",Wikimedia Commons. Poster for a musical soiree of Maria Modrakowska.jpg. https://commons.wikimedia.org/wiki/File:Poster_for_a_musical_soiree_of_Maria_Modrakowska.jpg. Accessed 2026-06-18.
FGC2026R00002,FGC2026,productive_seed_phrase_vietnam_poster,SRC-FINAL-GAP-OPEN-1955-2024-V1,Wikimedia Commons file source / Viet Minh poster 1945.jpg / page 81393553,https://commons.wikimedia.org/w/api.php?action=query&format=json&prop=imageinfo%7Ccategories&iiprop=url%7Cextmetadata%7Cmime%7Csize&iiurlwidth=1000&cllimit=20&generator=search&gsrnamespace=6&gsrsearch=Vietnamese+poster&gsrlimit=50&gsroffset=0,captured,81393553,https://commons.wikimedia.org/wiki/File:Viet_Minh_poster_1945.jpg,Viet Minh poster 1945.jpg,Vietminh,1945,1945,1945,Southeast Asia / Vietnam,final-gap open image record; poster; 1945_1949_moderate_gap,source-hosted open image; graphic design / visual communication candidate,Vietnam,Poster of Viet Minh 1945,Viet Minh poster 1945; 2019-08-17; 2019-08-17 06:30:32; Vietnam,Southeast Asia; Vietnam; poster;,Wikimedia Commons open-license metadata: Public domain.,,Wikimedia Commons open-license metadata: Public domain.,IMG03,Wikimedia Commons open-license metadata: Public domain.,IMG03: Wikimedia Commons open-license metadata: Public domain.,high,false,Use source-hosted Commons image URL with attribution and source link; no local image copy.,open_image_frame,https://upload.wikimedia.org/wikipedia/commons/3/34/Viet_Minh_poster_1945.jpg,false,https://commons.wikimedia.org/wiki/File:Viet_Minh_poster_1945.jpg,false,,,2026-06-18,expected,ok,open_image_frame,Poster of Viet Minh 1945,Poster of Viet Minh 1945,Viet Minh poster 1945.jpg is an open-license Commons image record linked to Southeast Asia / Vietnam. Poster of Viet Minh 1945,This open-image record strengthens undercovered Southeast Asia / Vietnam visual evidence while preserving the Commons source page and any credited source/author.,"Selected by final-gap target period, explicit open-license extmetadata, non-stamp object family, duplicate exclusion, and source-concentration caps.","Commons metadata can be user-maintained; verify original object date, creator, collection credit, and regional assignment before final scholarly use.",Wikimedia Commons. Viet Minh poster 1945.jpg. https://commons.wikimedia.org/wiki/File:Viet_Minh_poster_1945.jpg. Accessed 2026-06-18.
FGC2026R00003,FGC2026,productive_seed_phrase_indonesia_poster,SRC-FINAL-GAP-OPEN-1955-2024-V1,Wikimedia Commons file source / 1955 Indonesian Election Posters.png / page 3460705,https://commons.wikimedia.org/w/api.php?action=query&format=json&prop=imageinfo%7Ccategories&iiprop=url%7Cextmetadata%7Cmime%7Csize&iiurlwidth=1000&cllimit=20&generator=search&gsrnamespace=6&gsrsearch=Indonesian+poster&gsrlimit=50&gsroffset=0,captured,3460705,https://commons.wikimedia.org/wiki/File:1955_Indonesian_Election_Posters.png,1955 Indonesian Election Posters.png,Department of Information of the Republic of Indonesia,1955,1955,1955,Southeast Asia / Indonesia,final-gap open image record; poster; 1955_1964_gap,source-hosted open image; graphic design / visual communication candidate,"State Secretariat if the Republic of Indonesia, (1975) 30 Tahun Indonesia Merdeka p88","Campaign posters for the 1955 Indonesian election. Photo attributed to the Department of Information of the Republic of Indonesia, dated October 2, 1965. I assert that as the work of a government ministry, this renders it a public domain work.","1955 Indonesian Election Posters; 2008-01-27; 2008-01-27 07:49:17; State Secretariat if the Republic of Indonesia, (1975) 30 Tahun Indonesia Merdeka p88; Category:Indonesian legislative election, 1955 Category:PD Indonesia Old","Southeast Asia; Indonesia; poster; Category:Indonesian legislative election, 1955 Category:PD Indonesia Old",Wikimedia Commons open-license metadata: Public domain.,,Wikimedia Commons open-license metadata: Public domain.,IMG03,Wikimedia Commons open-license metadata: Public domain.,IMG03: Wikimedia Commons open-license metadata: Public domain.,high,false,Use source-hosted Commons image URL with attribution and source link; no local image copy.,open_image_frame,https://upload.wikimedia.org/wikipedia/commons/0/0f/1955_Indonesian_Election_Posters.png,false,https://commons.wikimedia.org/wiki/File:1955_Indonesian_Election_Posters.png,false,,,2026-06-18,expected,ok,open_image_frame,"Campaign posters for the 1955 Indonesian election. Photo attributed to the Department of Information of the Republic of Indonesia, dated October 2, 1965. I assert that as the work of a government ministry, this renders it a public domain work.","Campaign posters for the 1955 Indonesian election. Photo attributed to the Department of Information of the Republic of Indonesia, dated October 2, 1965. I assert that as the work of a government ministry, this renders it a public domain work.","1955 Indonesian Election Posters.png is an open-license Commons image record linked to Southeast Asia / Indonesia. Campaign posters for the 1955 Indonesian election. Photo attributed to the Department of Information of the Republic of Indonesia, dated October 2, 1965. I assert that as the work of a government ministry, this renders it a public domain work.",This open-image record strengthens undercovered Southeast Asia / Indonesia visual evidence while preserving the Commons source page and any credited source/author.,"Selected by final-gap target period, explicit open-license extmetadata, non-stamp object family, duplicate exclusion, and source-concentration caps.","Commons metadata can be user-maintained; verify original object date, creator, collection credit, and regional assignment before final scholarly use.",Wikimedia Commons. 1955 Indonesian Election Posters.png. https://commons.wikimedia.org/wiki/File:1955_Indonesian_Election_Posters.png. Accessed 2026-06-18.
FGC2026R00004,FGC2026,productive_seed_phrase_year_russia_poster,SRC-FINAL-GAP-OPEN-1955-2024-V1,Wikimedia Commons file source / The Cranes Are Flying - US release poster.jpg / page 148605992,https://commons.wikimedia.org/w/api.php?action=query&format=json&prop=imageinfo%7Ccategories&iiprop=url%7Cextmetadata%7Cmime%7Csize&iiurlwidth=1000&cllimit=20&generator=search&gsrnamespace=6&gsrsearch=Soviet+poster+1960&gsrlimit=50&gsroffset=0,captured,148605992,https://commons.wikimedia.org/wiki/File:The_Cranes_Are_Flying_-_US_release_poster.jpg,The Cranes Are Flying - US release poster.jpg,John J. Lomasney,1957,1957,1957,Eastern Europe / Caucasus / Russia,final-gap open image record; poster; 1955_1964_gap,source-hosted open image; graphic design / visual communication candidate,Heritage Auctions,"US release poster for the soviet film The Cranes Are Flying (1957), distributed by Warner Bros . at request of the US Department of State in cultural exchange agreement with Soviet Union.",The Cranes Are Flying - US release poster; 1960; 2024-05-21 23:57:06; Heritage Auctions,Eastern Europe / Caucasus; Russia; poster;,Wikimedia Commons open-license metadata: Public domain.,,Wikimedia Commons open-license metadata: Public domain.,IMG03,Wikimedia Commons open-license metadata: Public domain.,IMG03: Wikimedia Commons open-license metadata: Public domain.,high,false,Use source-hosted Commons image URL with attribution and source link; no local image copy.,open_image_frame,https://upload.wikimedia.org/wikipedia/commons/8/89/The_Cranes_Are_Flying_-_US_release_poster.jpg,false,https://commons.wikimedia.org/wiki/File:The_Cranes_Are_Flying_-_US_release_poster.jpg,false,,,2026-06-18,expected,ok,open_image_frame,"US release poster for the soviet film The Cranes Are Flying (1957), distributed by Warner Bros . at request of the US Department of State in cultural exchange agreement with Soviet Union.","US release poster for the soviet film The Cranes Are Flying (1957), distributed by Warner Bros . at request of the US Department of State in cultural exchange agreement with Soviet Union.","The Cranes Are Flying - US release poster.jpg is an open-license Commons image record linked to Eastern Europe / Caucasus / Russia. US release poster for the soviet film The Cranes Are Flying (1957), distributed by Warner Bros . at request of the US Department of State in cultural exchange agreement with Soviet Union.",This open-image record strengthens undercovered Eastern Europe / Caucasus / Russia visual evidence while preserving the Commons source page and any credited source/author.,"Selected by final-gap target period, explicit open-license extmetadata, non-stamp object family, duplicate exclusion, and source-concentration caps.","Commons metadata can be user-maintained; verify original object date, creator, collection credit, and regional assignment before final scholarly use.",Wikimedia Commons. The Cranes Are Flying - US release poster.jpg. https://commons.wikimedia.org/wiki/File:The_Cranes_Are_Flying_-_US_release_poster.jpg. Accessed 2026-06-18.
FGC2026R00005,FGC2026,productive_seed_phrase_year_vietnam_poster,SRC-FINAL-GAP-OPEN-1955-2024-V1,"Wikimedia Commons file source / UA17-95 000372.jpg Election poster, 1959.jpg / page 132588464",https://commons.wikimedia.org/w/api.php?action=query&format=json&prop=imageinfo%7Ccategories&iiprop=url%7Cextmetadata%7Cmime%7Csize&iiurlwidth=1000&cllimit=20&generator=search&gsrnamespace=6&gsrsearch=Vietnamese+poster+1989&gsrlimit=50&gsroffset=0,captured,132588464,"https://commons.wikimedia.org/wiki/File:UA17-95_000372.jpg_Election_poster,_1959.jpg","UA17-95 000372.jpg Election poster, 1959.jpg",Government of the Republic of Vietnam,1959,1959,1959,Southeast Asia / Vietnam,final-gap open image record; poster; 1955_1964_gap,source-hosted open image; graphic design / visual communication candidate,"Election poster, 1959 , MSU Vietnam Group Archive","This flyer was used to urge participation in the 1959 elections for the National Assembly held in the Republic of Vietnam on August 30, 1959. Source: Michigan State University Archives & Historical Collections Wesley R. Fishel Papers (UA 17.95) Box 1193, Folder 8 Identifier: UA17-95_000372.jpg","UA17-95 000372.jpg Election poster, 1959; 1959; 2023-06-02 08:54:42; Election poster, 1959 , MSU Vietnam Group Archive",Southeast Asia; Vietnam; poster;,Wikimedia Commons open-license metadata: Public domain.,,Wikimedia Commons open-license metadata: Public domain.,IMG03,Wikimedia Commons open-license metadata: Public domain.,IMG03: Wikimedia Commons open-license metadata: Public domain.,high,false,Use source-hosted Commons image URL with attribution and source link; no local image copy.,open_image_frame,https://upload.wikimedia.org/wikipedia/commons/5/57/UA17-95_000372.jpg_Election_poster%2C_1959.jpg,false,"https://commons.wikimedia.org/wiki/File:UA17-95_000372.jpg_Election_poster,_1959.jpg",false,,,2026-06-18,expected,ok,open_image_frame,"This flyer was used to urge participation in the 1959 elections for the National Assembly held in the Republic of Vietnam on August 30, 1959. Source: Michigan State University Archives & Historical Collections Wesley R. Fishel Papers (UA 17.95) Box 1193, Folder 8 Identifier: UA17-95_000372.jpg","This flyer was used to urge participation in the 1959 elections for the National Assembly held in the Republic of Vietnam on August 30, 1959. Source: Michigan State University Archives & Historical Collections Wesley R. Fishel Papers (UA 17.95) Box 1193, Folder 8 Identifier: UA17-95_000372.jpg","UA17-95 000372.jpg Election poster, 1959.jpg is an open-license Commons image record linked to Southeast Asia / Vietnam. This flyer was used to urge participation in the 1959 elections for the National Assembly held in the Republic of Vietnam on August 30, 1959. Source: Michigan State University Archives & Historical Collections Wesley R. Fishel Papers (UA 17.95) Box 1193, Folder 8 Identifier: UA17-95_000372.jpg",This open-image record strengthens undercovered Southeast Asia / Vietnam visual evidence while preserving the Commons source page and any credited source/author.,"Selected by final-gap target period, explicit open-license extmetadata, non-stamp object family, duplicate exclusion, and source-concentration caps.","Commons metadata can be user-maintained; verify original object date, creator, collection credit, and regional assignment before final scholarly use.","Wikimedia Commons. UA17-95 000372.jpg Election poster, 1959.jpg. https://commons.wikimedia.org/wiki/File:UA17-95_000372.jpg_Election_poster,_1959.jpg. Accessed 2026-06-18."
FGC2026R00006,FGC2026,productive_seed_phrase_year_indonesia_poster,SRC-FINAL-GAP-OPEN-1955-2024-V1,"Wikimedia Commons file source / Rima Melati, c. 1960.jpg / page 49791767",https://commons.wikimedia.org/w/api.php?action=query&format=json&prop=imageinfo%7Ccategories&iiprop=url%7Cextmetadata%7Cmime%7Csize&iiurlwidth=1000&cllimit=20&generator=search&gsrnamespace=6&gsrsearch=Indonesian+poster+1960&gsrlimit=50&gsroffset=0,captured,49791767,"https://commons.wikimedia.org/wiki/File:Rima_Melati,_c._1960.jpg","Rima Melati, c. 1960.jpg","Tati Studio, Mangga Dua, Jakarta",1960,1960,1960,Southeast Asia / Indonesia,final-gap open image record; poster; 1955_1964_gap,source-hosted open image; graphic design / visual communication candidate,Promotional poster in own collection.,"Indonesian actress Rima Melati in c. 1960. This is a scan of a roughly 14R (12 * 16 inch) poster, consisting of six scans stitched together in PTGui. Partially restored by Crisco 1492","Rima Melati, c. 1960; circa 1960 date QS:P,+1960-00-00T00:00:00Z/9,P1480,Q5727902; 2016-06-29 11:56:58; Promotional poster in own collection.",Southeast Asia; Indonesia; poster;,Wikimedia Commons open-license metadata: Public domain.,,Wikimedia Commons open-license metadata: Public domain.,IMG03,Wikimedia Commons open-license metadata: Public domain.,IMG03: Wikimedia Commons open-license metadata: Public domain.,high,false,Use source-hosted Commons image URL with attribution and source link; no local image copy.,open_image_frame,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Rima_Melati%2C_c._1960.jpg/1280px-Rima_Melati%2C_c._1960.jpg,false,"https://commons.wikimedia.org/wiki/File:Rima_Melati,_c._1960.jpg",false,,,2026-06-18,expected,ok,open_image_frame,"Indonesian actress Rima Melati in c. 1960. This is a scan of a roughly 14R (12 * 16 inch) poster, consisting of six scans stitched together in PTGui. Partially restored by Crisco 1492","Indonesian actress Rima Melati in c. 1960. This is a scan of a roughly 14R (12 * 16 inch) poster, consisting of six scans stitched together in PTGui. Partially restored by Crisco 1492","Rima Melati, c. 1960.jpg is an open-license Commons image record linked to Southeast Asia / Indonesia. Indonesian actress Rima Melati in c. 1960. This is a scan of a roughly 14R (12 * 16 inch) poster, consisting of six scans stitched together in PTGui. Partially restored by Crisco 1492",This open-image record strengthens undercovered Southeast Asia / Indonesia visual evidence while preserving the Commons source page and any credited source/author.,"Selected by final-gap target period, explicit open-license extmetadata, non-stamp object family, duplicate exclusion, and source-concentration caps.","Commons metadata can be user-maintained; verify original object date, creator, collection credit, and regional assignment before final scholarly use.","Wikimedia Commons. Rima Melati, c. 1960.jpg. https://commons.wikimedia.org/wiki/File:Rima_Melati,_c._1960.jpg. Accessed 2026-06-18."
FGC2026R00007,FGC2026,productive_seed_phrase_year_poland_poster,SRC-FINAL-GAP-OPEN-1955-2024-V1,Wikimedia Commons file source / Cleopatra poster (Polish).png / page 175012683,https://commons.wikimedia.org/w/api.php?action=query&format=json&prop=imageinfo%7Ccategories&iiprop=url%7Cextmetadata%7Cmime%7Csize&iiurlwidth=1000&cllimit=20&generator=search&gsrnamespace=6&gsrsearch=Polish+poster+1963&gsrlimit=50&gsroffset=0,captured,175012683,https://commons.wikimedia.org/wiki/File:Cleopatra_poster_(Polish).png,Cleopatra poster (Polish).png,Howard Terpning,1963,1963,1963,Eastern Europe / Caucasus / Poland,final-gap open image record; poster; 1955_1964_gap,source-hosted open image; graphic design / visual communication candidate,This file was derived from: Cleopatra poster.jpg,"Howard Terpning’s poster for the 1963 film ""Cleopatra"" with Polonized text instead of the original English.",Cleopatra poster (Polish); 2025-09-14; 2025-09-14 01:15:19; This file was derived from: Cleopatra poster.jpg,Eastern Europe / Caucasus; Poland; poster;,Wikimedia Commons open-license metadata: Public domain.,,Wikimedia Commons open-license metadata: Public domain.,IMG03,Wikimedia Commons open-license metadata: Public domain.,IMG03: Wikimedia Commons open-license metadata: Public domain.,high,false,Use source-hosted Commons image URL with attribution and source link; no local image copy.,open_image_frame,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Cleopatra_poster_%28Polish%29.png/1280px-Cleopatra_poster_%28Polish%29.png,false,https://commons.wikimedia.org/wiki/File:Cleopatra_poster_(Polish).png,false,,,2026-06-18,expected,ok,open_image_frame,"Howard Terpning’s poster for the 1963 film ""Cleopatra"" with Polonized text instead of the original English.","Howard Terpning’s poster for the 1963 film ""Cleopatra"" with Polonized text instead of the original English.","Cleopatra poster (Polish).png is an open-license Commons image record linked to Eastern Europe / Caucasus / Poland. Howard Terpning’s poster for the 1963 film ""Cleopatra"" with Polonized text instead of the original English.",This open-image record strengthens undercovered Eastern Europe / Caucasus / Poland visual evidence while preserving the Commons source page and any credited source/author.,"Selected by final-gap target period, explicit open-license extmetadata, non-stamp object family, duplicate exclusion, and source-concentration caps.","Commons metadata can be user-maintained; verify original object date, creator, collection credit, and regional assignment before final scholarly use.",Wikimedia Commons. Cleopatra poster (Polish).png. https://commons.wikimedia.org/wiki/File:Cleopatra_poster_(Polish).png. Accessed 2026-06-18.
FGC2026R00008,FGC2026,productive_seed_phrase_year_russia_poster,SRC-FINAL-GAP-OPEN-1955-2024-V1,Wikimedia Commons file source / Strimaitis kvadrat.jpg / page 34957095,https://commons.wikimedia.org/w/api.php?action=query&format=json&prop=imageinfo%7Ccategories&iiprop=url%7Cextmetadata%7Cmime%7Csize&iiurlwidth=1000&cllimit=20&generator=search&gsrnamespace=6&gsrsearch=Soviet+poster+1982&gsrlimit=50&gsroffset=0,captured,34957095,https://commons.wikimedia.org/wiki/File:Strimaitis_kvadrat.jpg,Strimaitis kvadrat.jpg,Стримайтис Вячеслав Францевич,1982,1982,1982,Eastern Europe / Caucasus / Russia,final-gap open image record; poster; 1980_1989_gap,source-hosted open image; graphic design / visual communication candidate,личный архив,Плакат художника Вячеслава Францевича Стримайтиса,Strimaitis kvadrat; 2014-08-18 01:23:14; 2014-08-26 12:27:08; личный архив; Category:1982 films of the Soviet Union Category:CC-BY-SA-3.0 Category:Colored prints Category:Film posters of the Soviet Union Category:Items with VRTS permission confirmed Category:Mosfilm films Category:Plakatstil Category:Posters by Vyacheslav Strimaitis Category:Posters of Russia and the Soviet Union in unidentified year Category:Self-published work,Eastern Europe / Caucasus; Russia; poster; Category:1982 films of the Soviet Union Category:CC-BY-SA-3.0 Category:Colored prints Category:Film posters of the Soviet Union Category:Items with VRTS permission confirmed Category:Mosfilm films Category:Plakatstil Category:Posters by Vyacheslav Strimaitis Category:Posters of Russia and the Soviet Union in unidentified year Category:Self-published work,Wikimedia Commons open-license metadata: CC BY-SA 3.0.,,Wikimedia Commons open-license metadata: CC BY-SA 3.0.,IMG03,Wikimedia Commons open-license metadata: CC BY-SA 3.0.,IMG03: Wikimedia Commons open-license metadata: CC BY-SA 3.0.,high,false,Use source-hosted Commons image URL with attribution and source link; no local image copy.,open_image_frame,https://upload.wikimedia.org/wikipedia/commons/1/1f/Strimaitis_kvadrat.jpg,false,https://commons.wikimedia.org/wiki/File:Strimaitis_kvadrat.jpg,false,,,2026-06-18,expected,ok,open_image_frame,Плакат художника Вячеслава Францевича Стримайтиса,Плакат художника Вячеслава Францевича Стримайтиса,Strimaitis kvadrat.jpg is an open-license Commons image record linked to Eastern Europe / Caucasus / Russia. Плакат художника Вячеслава Францевича Стримайтиса,This open-image record strengthens undercovered Eastern Europe / Caucasus / Russia visual evidence while preserving the Commons source page and any credited source/author.,"Selected by final-gap target period, explicit open-license extmetadata, non-stamp object family, duplicate exclusion, and source-concentration caps.","Commons metadata can be user-maintained; verify original object date, creator, collection credit, and regional assignment before final scholarly use.",Wikimedia Commons. Strimaitis kvadrat.jpg. https://commons.wikimedia.org/wiki/File:Strimaitis_kvadrat.jpg. Accessed 2026-06-18.
FGC2026R00009,FGC2026,productive_seed_phrase_year_indonesia_poster,SRC-FINAL-GAP-OPEN-1955-2024-V1,Wikimedia Commons file source / Ali Said - Ministers of the Third Development Cabinet.jpg / page 116256232,https://commons.wikimedia.org/w/api.php?action=query&format=json&prop=imageinfo%7Ccategories&iiprop=url%7Cextmetadata%7Cmime%7Csize&iiurlwidth=1000&cllimit=20&generator=search&gsrnamespace=6&gsrsearch=Indonesian+poster+1985&gsrlimit=50&gsroffset=0,captured,116256232,https://commons.wikimedia.org/wiki/File:Ali_Said_-_Ministers_of_the_Third_Development_Cabinet.jpg,Ali Said - Ministers of the Third Development Cabinet.jpg,Government of Indonesia,1985,1985,1985,Southeast Asia / Indonesia,final-gap open image record; poster; 1980_1989_gap,source-hosted open image; graphic design / visual communication candidate,Visualisasi Hasil Pembangunan Orde Baru: Pelita I-Pelita II-Pelita III (Visualization of Development Gains During New Order Administration),Poster showing the ministers of the Third Development Cabinet.,Ali Said - Ministers of the Third Development Cabinet; 1985; 2022-03-21 08:43:46; Visualisasi Hasil Pembangunan Orde Baru: Pelita I-Pelita II-Pelita III (Visualization of Development Gains During New Order Administration),Southeast Asia; Indonesia; poster;,Wikimedia Commons open-license metadata: Public domain.,,Wikimedia Commons open-license metadata: Public domain.,IMG03,Wikimedia Commons open-license metadata: Public domain.,IMG03: Wikimedia Commons open-license metadata: Public domain.,high,false,Use source-hosted Commons image URL with attribution and source link; no local image copy.,open_image_frame,https://upload.wikimedia.org/wikipedia/commons/f/fe/Ali_Said_-_Ministers_of_the_Third_Development_Cabinet.jpg,false,https://commons.wikimedia.org/wiki/File:Ali_Said_-_Ministers_of_the_Third_Development_Cabinet.jpg,false,,,2026-06-18,expected,ok,open_image_frame,Poster showing the ministers of the Third Development Cabinet.,Poster showing the ministers of the Third Development Cabinet.,Ali Said - Ministers of the Third Development Cabinet.jpg is an open-license Commons image record linked to Southeast Asia / Indonesia. Poster showing the ministers of the Third Development Cabinet.,This open-image record strengthens undercovered Southeast Asia / Indonesia visual evidence while preserving the Commons source page and any credited source/author.,"Selected by final-gap target period, explicit open-license extmetadata, non-stamp object family, duplicate exclusion, and source-concentration caps.","Commons metadata can be user-maintained; verify original object date, creator, collection credit, and regional assignment before final scholarly use.",Wikimedia Commons. Ali Said - Ministers of the Third Development Cabinet.jpg. https://commons.wikimedia.org/wiki/File:Ali_Said_-_Ministers_of_the_Third_Development_Cabinet.jpg. Accessed 2026-06-18.
FGC2026R00010,FGC2026,productive_seed_phrase_year_russia_poster,SRC-FINAL-GAP-OPEN-1955-2024-V1,Wikimedia Commons file source / Цветы Постер концерта в Лайм Лайт.jpg / page 30554388,https://commons.wikimedia.org/w/api.php?action=query&format=json&prop=imageinfo%7Ccategories&iiprop=url%7Cextmetadata%7Cmime%7Csize&iiurlwidth=1000&cllimit=20&generator=search&gsrnamespace=6&gsrsearch=Soviet+poster+1986&gsrlimit=50&gsroffset=0,captured,30554388,https://commons.wikimedia.org/wiki/File:%D0%A6%D0%B2%D0%B5%D1%82%D1%8B_%D0%9F%D0%BE%D1%81%D1%82%D0%B5%D1%80_%D0%BA%D0%BE%D0%BD%D1%86%D0%B5%D1%80%D1%82%D0%B0_%D0%B2_%D0%9B%D0%B0%D0%B9%D0%BC_%D0%9B%D0%B0%D0%B9%D1%82.jpg,Цветы Постер концерта в Лайм Лайт.jpg,Стас Намин,1986,1986,1986,Eastern Europe / Caucasus / Russia,final-gap open image record; poster; 1980_1989_gap,source-hosted open image; graphic design / visual communication candidate,Стас Намин,1986 г. Постер концерта в клубе «Лайм Лайт»,Цветы Постер концерта в Лайм Лайт; 1986; 2014-01-10 01:16:36; Стас Намин; Category:Files uploaded with For the Common Good Category:Items with VRTS permission confirmed Category:Music posters of Russia Category:PD-user Category:Posters of Russia and the Soviet Union in unidentified year Category:Tsvety,Eastern Europe / Caucasus; Russia; poster; Category:Files uploaded with For the Common Good Category:Items with VRTS permission confirmed Category:Music posters of Russia Category:PD-user Category:Posters of Russia and the Soviet Union in unidentified year Category:Tsvety,Wikimedia Commons open-license metadata: Public domain.,,Wikimedia Commons open-license metadata: Public domain.,IMG03,Wikimedia Commons open-license metadata: Public domain.,IMG03: Wikimedia Commons open-license metadata: Public domain.,high,false,Use source-hosted Commons image URL with attribution and source link; no local image copy.,open_image_frame,https://upload.wikimedia.org/wikipedia/commons/5/53/%D0%A6%D0%B2%D0%B5%D1%82%D1%8B_%D0%9F%D0%BE%D1%81%D1%82%D0%B5%D1%80_%D0%BA%D0%BE%D0%BD%D1%86%D0%B5%D1%80%D1%82%D0%B0_%D0%B2_%D0%9B%D0%B0%D0%B9%D0%BC_%D0%9B%D0%B0%D0%B9%D1%82.jpg,false,https://commons.wikimedia.org/wiki/File:%D0%A6%D0%B2%D0%B5%D1%82%D1%8B_%D0%9F%D0%BE%D1%81%D1%82%D0%B5%D1%80_%D0%BA%D0%BE%D0%BD%D1%86%D0%B5%D1%80%D1%82%D0%B0_%D0%B2_%D0%9B%D0%B0%D0%B9%D0%BC_%D0%9B%D0%B0%D0%B9%D1%82.jpg,false,,,2026-06-18,expected,ok,open_image_frame,1986 г. Постер концерта в клубе «Лайм Лайт»,1986 г. Постер концерта в клубе «Лайм Лайт»,Цветы Постер концерта в Лайм Лайт.jpg is an open-license Commons image record linked to Eastern Europe / Caucasus / Russia. 1986 г. Постер концерта в клубе «Лайм Лайт»,This open-image record strengthens undercovered Eastern Europe / Caucasus / Russia visual evidence while preserving the Commons source page and any credited source/author.,"Selected by final-gap target period, explicit open-license extmetadata, non-stamp object family, duplicate exclusion, and source-concentration caps.","Commons metadata can be user-maintained; verify original object date, creator, collection credit, and regional assignment before final scholarly use.",Wikimedia Commons. Цветы Постер концерта в Лайм Лайт.jpg. https://commons.wikimedia.org/wiki/File:%D0%A6%D0%B2%D0%B5%D1%82%D1%8B_%D0%9F%D0%BE%D1%81%D1%82%D0%B5%D1%80_%D0%BA%D0%BE%D0%BD%D1%86%D0%B5%D1%80%D1%82%D0%B0_%D0%B2_%D0%9B%D0%B0%D0%B9%D0%BC_%D0%9B%D0%B0%D0%B9%D1%82.jpg. Accessed 2026-06-18.
