packet_id,cluster_key,cluster_size,cluster_lane,cluster_confidence,region,theme,source_family,five_year_bucket,anchor_surface_id,anchor_capture_id,anchor_title,anchor_score,eligible_members,selected_members,selection_reason
PRSP001,Latin America|Modern typography and layout|Wikimedia Commons|1915-1919,13,strong_packet_candidate,high,Latin America,Modern typography and layout,Wikimedia Commons,1915-1919,SURF-CAW2026R01209,CAW2026R01209,Young man! Are you between 19 and 35? If you are your duty is clear. Enlist to-day. God save the King! LCCN2003675297.tif,64,10,5,single top-ranked packet anchor with blocker-free member/sub candidates; non-macro cluster
PRSP002,China / Hong Kong|Modern typography and layout|Wikimedia Commons|1900-1904,11,strong_packet_candidate,high,China / Hong Kong,Modern typography and layout,Wikimedia Commons,1900-1904,SURF-CAW2026R00920,CAW2026R00920,"El Paso Daily Times. (El Paso, Tex.), Vol. 23, No. 96, Ed. 1 Tuesday, August 18, 1903 - DPLA - 46f4d2c9a5d4943b9dfb1ad4088eb43d (page 7).jpg",67,7,5,single top-ranked packet anchor with blocker-free member/sub candidates; non-macro cluster
PRSP003,Iran|Modern typography and layout|Wikimedia Commons|1955-1959,17,strong_packet_candidate,high,Iran,Modern typography and layout,Wikimedia Commons,1955-1959,SURF-CCT2026R02661,CCT2026R02661,بیژن و منیژه.jpg,63,10,5,single top-ranked packet anchor with blocker-free member/sub candidates; non-macro cluster
PRSP004,United States|World War and public-information graphics|Wikimedia Commons|1940-1944,13,strong_packet_candidate,high,United States,World War and public-information graphics,Wikimedia Commons,1940-1944,SURF-CAW2026R02143,CAW2026R02143,We have just begun to fight! - DPLA - 718d12601e68f87564adf9c0951a2ad7.jpg,63,8,5,single top-ranked packet anchor with blocker-free member/sub candidates; non-macro cluster
PRSP005,Aotearoa New Zealand|Travel and transport poster culture|Wikimedia Commons|1930-1934,17,strong_packet_candidate,high,Aotearoa New Zealand,Travel and transport poster culture,Wikimedia Commons,1930-1934,SURF-CCT2026R03371,CCT2026R03371,New Zealand Railway poster - Take the Train to Timaru 1938 (10469008194).jpg,64,16,5,single top-ranked packet anchor with blocker-free member/sub candidates; non-macro cluster
PRSP006,Azerbaijan|Modern typography and layout|Wikimedia Commons|1920-1924,11,strong_packet_candidate,high,Azerbaijan,Modern typography and layout,Wikimedia Commons,1920-1924,SURF-CCT2026R01416,CCT2026R01416,"""Female Muslims- The tsar, beys and khans took your rights away"" – Azeri, Baku, 1921 (Mardjani).jpg",61,3,3,single top-ranked packet anchor with blocker-free member/sub candidates; non-macro cluster
PRSP007,Indonesia|Modern typography and layout|Wikimedia Commons|1930-1934,7,strong_packet_candidate,high,Indonesia,Modern typography and layout,Wikimedia Commons,1930-1934,SURF-CCE2026R00328,CCE2026R00328,"KITLV - 500058 - Kurkdjian, Photo - Soerabaja - ""Smeroe"", volcano Semeru, Java - circa 1930.tif",65,5,5,single top-ranked packet anchor with blocker-free member/sub candidates; non-macro cluster
PRSP008,Serbia|Modern typography and layout|Wikimedia Commons|2010-2014,8,strong_packet_candidate,high,Serbia,Modern typography and layout,Wikimedia Commons,2010-2014,SURF-CAW2026R03952,CAW2026R03952,"Gradska galerija - Dečija nedelja, dečija slika - plakat.jpg",64,3,3,single top-ranked packet anchor with blocker-free member/sub candidates; non-macro cluster
PRSP009,United Kingdom|Modern typography and layout|Wikimedia Commons|1975-1979,16,strong_packet_candidate,high,United Kingdom,Modern typography and layout,Wikimedia Commons,1975-1979,SURF-CAW2026R02940,CAW2026R02940,"Henry Swinburne - One of Four Sketches, of Ceilings, in the Vatican Gallery - B1977.14.4014 - Yale Center for British Art.jpg",60,15,5,single top-ranked packet anchor with blocker-free member/sub candidates; non-macro cluster
PRSP010,Ethiopia|Modern typography and layout|Wikimedia Commons|2015-2019,11,strong_packet_candidate,high,Ethiopia,Modern typography and layout,Wikimedia Commons,2015-2019,SURF-CAW2026R04062,CAW2026R04062,K Culture in Ethiopia 20160527 01 (27044960830).jpg,71,2,2,single top-ranked packet anchor with blocker-free member/sub candidates; non-macro cluster
PRSP011,India|Modern typography and layout|Wikimedia Commons|1930-1934,15,strong_packet_candidate,high,India,Modern typography and layout,Wikimedia Commons,1930-1934,SURF-CCT2026R03667,CCT2026R03667,"Alam Ara poster, 1931.jpg",61,3,3,single top-ranked packet anchor with blocker-free member/sub candidates; non-macro cluster
PRSP012,Syria|Modern typography and layout|Wikimedia Commons|2000-2004,9,strong_packet_candidate,high,Syria,Modern typography and layout,Wikimedia Commons,2000-2004,SURF-CCT2026R03197,CCT2026R03197,Search for Saladin.jpg,73,2,2,single top-ranked packet anchor with blocker-free member/sub candidates; non-macro cluster
PRSP013,Uganda|Modern typography and layout|Wikimedia Commons|2005-2009,6,strong_packet_candidate,high,Uganda,Modern typography and layout,Wikimedia Commons,2005-2009,SURF-CAW2026R03655,CAW2026R03655,Use of ecosan products (in Ghanda) (4225141242).jpg,68,1,1,single top-ranked packet anchor with blocker-free member/sub candidates; non-macro cluster
PRSP014,Uruguay|Modern typography and layout|Wikimedia Commons|1880-1884,11,strong_packet_candidate,high,Uruguay,Modern typography and layout,Wikimedia Commons,1880-1884,SURF-CCT2026R02561,CCT2026R02561,"Teatro solis Montevideo Comision municipal de fiestas. affiche, Achille Mauzan.jpg",65,9,5,single top-ranked packet anchor with blocker-free member/sub candidates; non-macro cluster
PRSP015,Korean Peninsula|Modern typography and layout|Wikimedia Commons|2005-2009,7,strong_packet_candidate,high,Korean Peninsula,Modern typography and layout,Wikimedia Commons,2005-2009,SURF-CCT2026R01299,CCT2026R01299,North Korea-Pyongyang Maternity Hospital-08.jpg,65,4,4,single top-ranked packet anchor with blocker-free member/sub candidates; non-macro cluster
PRSP016,Iran|Modern typography and layout|Wikimedia Commons|1950-1954,18,strong_packet_candidate,high,Iran,Modern typography and layout,Wikimedia Commons,1950-1954,SURF-CCT2026R02654,CCT2026R02654,بازگشت.jpg,62,7,5,single top-ranked packet anchor with blocker-free member/sub candidates; non-macro cluster
PRSP017,United States|Modern typography and layout|Wikimedia Commons|1940-1944,14,strong_packet_candidate,high,United States,Modern typography and layout,Wikimedia Commons,1940-1944,SURF-CRG2026R0987,CRG2026R0987,The Swedish Angel - Wrestling Advertising Poster - 1940.jpg,66,5,5,single top-ranked packet anchor with blocker-free member/sub candidates; non-macro cluster
PRSP018,Australia / Indigenous|Modern typography and layout|Wikimedia Commons|1930-1934,10,strong_packet_candidate,high,Australia / Indigenous,Modern typography and layout,Wikimedia Commons,1930-1934,SURF-CCT2026R03480,CCT2026R03480,"StateLibQld 1 53416 Promotional float for Paramount Theatre, Bundaberg.jpg",64,5,5,single top-ranked packet anchor with blocker-free member/sub candidates; non-macro cluster
