term_id,term,normalized_term,term_class,language,alternate_forms,broader_term,narrower_term,related_terms,preferred_for_query,query_context,authority_scheme,authority_id,notes,query_profile_id,script,term_type,preferred,transliteration_of,false_positive_note
SV0001,arts and crafts,arts and crafts,movement,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0002,art nouveau,art nouveau,movement,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0003,jugendstil,jugendstil,movement,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0004,secession,secession,movement,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0005,bauhaus,bauhaus,movement,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0006,new typography,new typography,movement,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0007,swiss style,swiss style,movement,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0008,international typographic style,international typographic style,movement,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0009,constructivism,constructivism,movement,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0010,suprematism,suprematism,movement,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0011,productivism,productivism,movement,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0012,dada,dada,movement,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0013,futurism,futurism,movement,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0014,de stijl,de stijl,movement,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0015,postmodern graphic design,postmodern graphic design,movement,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0016,punk graphics,punk graphics,movement,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0017,feminist graphics,feminist graphics,movement,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0018,queer graphics,queer graphics,movement,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0019,labor graphics,labor graphics,movement,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0020,decolonial graphics,decolonial graphics,movement,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0021,letterpress,letterpress,medium_technology,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0022,lithograph,lithograph,medium_technology,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0023,chromolithograph,chromolithograph,medium_technology,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0024,screenprint,screenprint,medium_technology,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0025,offset lithography,offset lithography,medium_technology,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0026,halftone,halftone,medium_technology,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0027,engraving,engraving,medium_technology,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0028,etching,etching,medium_technology,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0029,woodcut,woodcut,medium_technology,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0030,photomontage,photomontage,medium_technology,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0031,phototypesetting,phototypesetting,medium_technology,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0032,letraset,letraset,medium_technology,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0033,dry transfer,dry transfer,medium_technology,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0034,paste-up,paste-up,medium_technology,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0035,mechanical artwork,mechanical artwork,medium_technology,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0036,postscript,postscript,medium_technology,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0037,digital font,digital font,medium_technology,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0038,variable font,variable font,medium_technology,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0039,html,html,medium_technology,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0040,css,css,medium_technology,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0041,ui,ui,medium_technology,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0042,generative,generative,medium_technology,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0043,poster,poster,object_type,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0044,broadside,broadside,object_type,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0045,pamphlet,pamphlet,object_type,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0046,book,book,object_type,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0047,book jacket,book jacket,object_type,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0048,dust jacket,dust jacket,object_type,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0049,magazine,magazine,object_type,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0050,periodical,periodical,object_type,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0051,newspaper,newspaper,object_type,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0052,catalogue,catalogue,object_type,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0053,exhibition catalogue,exhibition catalogue,object_type,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0054,annual report,annual report,object_type,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0055,identity manual,identity manual,object_type,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0056,packaging,packaging,object_type,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0057,label,label,object_type,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0058,wrapper,wrapper,object_type,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0059,signage,signage,object_type,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0060,map,map,object_type,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0061,chart,chart,object_type,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0062,infographic,infographic,object_type,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0063,zine,zine,object_type,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0064,website,website,object_type,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0065,interface,interface,object_type,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0066,app screen,app screen,object_type,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0067,motion graphic,motion graphic,object_type,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0068,press,press,institutional,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0069,printer,printer,institutional,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0070,publisher,publisher,institutional,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0071,foundry,foundry,institutional,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0072,studio,studio,institutional,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0073,collective,collective,institutional,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0074,ministry,ministry,institutional,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0075,transit authority,transit authority,institutional,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0076,museum,museum,institutional,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0077,archive,archive,institutional,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0078,library,library,institutional,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0079,school,school,institutional,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0080,workshop,workshop,institutional,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0081,union,union,institutional,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0082,community press,community press,institutional,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
SV0083,propaganda,propaganda,theme,und,,,,,yes,deterministic search seed from report,,,Seed term; authority and multilingual expansion pending.,,,,,,
