edge_id,tree_id,branch_id,subject_node_id,object_node_id,edge_label,evidence_url,evidence_text,evidence_field,confidence,review_state,prohibited_inference_check
TRE-F7189A60332DD992,TRTREE015,TRB167,TRN-OBJ-34CB101ABC2FFF,TRN-PLACE-768685CA582ABD0A,associated_with_place,https://www.loc.gov/pictures/item/2008677258/,LOC item.place=Missouri--Saint Louis,item.place[].title,high,accepted,pass:explicit_object_place_not_influence
TRE-ED206CE0E9D353AB,TRTREE015,TRB167,TRN-OBJ-514DC4BF6E3CE4,TRN-PLACE-768685CA582ABD0A,associated_with_place,https://www.loc.gov/pictures/item/2018750887/,LOC item.place=United States,item.place[].title,high,accepted,pass:explicit_object_place_not_influence
TRE-EEEAF5F8266EC0AD,TRTREE015,TRB167,TRN-OBJ-0D6A0FDF634D7A,TRN-PLACE-768685CA582ABD0A,associated_with_place,https://www.loc.gov/pictures/item/98513179/,LOC item.place=Massachusetts--Boston,item.place[].title,high,accepted,pass:explicit_object_place_not_influence
TRE-7E7241EB7533B76E,TRTREE015,TRB167,TRN-OBJ-CB2F47AFF8ECFD,TRN-PLACE-768685CA582ABD0A,associated_with_place,https://www.loc.gov/pictures/item/98510115/,LOC item.place=Illinois,item.place[].title,high,accepted,pass:explicit_object_place_not_influence
TRE-E2EB7EF58BA7D0A7,TRTREE015,TRB167,TRN-OBJ-2B3B3C43BDE071,TRN-PLACE-768685CA582ABD0A,associated_with_place,https://www.loc.gov/pictures/item/98513156/,LOC item.place=Massachusetts--Boston,item.place[].title,high,accepted,pass:explicit_object_place_not_influence
TRE-D3CB993DF406DD7A,TRTREE015,TRB167,TRN-OBJ-13BCC8E6C8E527,TRN-PLACE-768685CA582ABD0A,associated_with_place,https://www.loc.gov/pictures/item/98513298/,LOC item.place=New Jersey--Montclair,item.place[].title,high,accepted,pass:explicit_object_place_not_influence
TRE-925AF77C656D6240,TRTREE015,TRB167,TRN-OBJ-191336CEC70143,TRN-PLACE-768685CA582ABD0A,associated_with_place,https://www.loc.gov/pictures/item/98513183/,LOC item.place=Massachusetts--Boston,item.place[].title,high,accepted,pass:explicit_object_place_not_influence
TRE-B2C2FB73E6822D50,TRTREE015,TRB167,TRN-OBJ-E2A48A0C721A63,TRN-PLACE-768685CA582ABD0A,associated_with_place,https://www.loc.gov/pictures/item/98513191/,LOC item.place=Massachusetts--Boston,item.place[].title,high,accepted,pass:explicit_object_place_not_influence
TRE-4F4401521BCB0E9D,TRTREE015,TRB167,TRN-OBJ-EB96DDA4FE47D6,TRN-PLACE-768685CA582ABD0A,associated_with_place,https://www.loc.gov/pictures/item/98514973/,LOC item.place=New York (State)--New York,item.place[].title,high,accepted,pass:explicit_object_place_not_influence
TRE-6BB1AEC819E28F3B,TRTREE015,TRB167,TRN-OBJ-0063EE9CCF385F,TRN-PLACE-768685CA582ABD0A,associated_with_place,https://www.loc.gov/pictures/item/2005682800/,LOC item.place=United States,item.place[].title,high,accepted,pass:explicit_object_place_not_influence
TRE-F1D24F9986FB5146,TRTREE015,TRB167,TRN-OBJ-9F113086704500,TRN-PLACE-768685CA582ABD0A,associated_with_place,https://www.loc.gov/pictures/item/98515024/,LOC item.place=New York (State)--New York,item.place[].title,high,accepted,pass:explicit_object_place_not_influence
TRE-C1665F89706FDBBD,TRTREE015,TRB167,TRN-OBJ-DCFE03BDF1F373,TRN-PLACE-768685CA582ABD0A,associated_with_place,https://www.loc.gov/pictures/item/98515025/,LOC item.place=New York (State)--New York,item.place[].title,high,accepted,pass:explicit_object_place_not_influence
TRE-67E90EE3EE563B3E,TRTREE015,TRB167,TRN-OBJ-0069F96964ECC7,TRN-PLACE-768685CA582ABD0A,associated_with_place,https://www.loc.gov/pictures/item/98515019/,LOC item.place=New York (State)--New York,item.place[].title,high,accepted,pass:explicit_object_place_not_influence
TRE-62FFFEEC40CCC3FB,TRTREE015,TRB167,TRN-OBJ-9B97A90D409938,TRN-PLACE-768685CA582ABD0A,associated_with_place,https://www.loc.gov/pictures/item/98517082/,LOC item.place=Ohio,item.place[].title,high,accepted,pass:explicit_object_place_not_influence
TRE-83794656448241C9,TRTREE015,TRB167,TRN-OBJ-49DB60DA4168FB,TRN-PLACE-768685CA582ABD0A,associated_with_place,https://www.loc.gov/pictures/item/92510123/,LOC item.place=Massachusetts--Boston,item.place[].title,high,accepted,pass:explicit_object_place_not_influence
TRE-CDDB822FAAF63952,TRTREE015,TRB167,TRN-OBJ-AC8824EBB1F3C6,TRN-PLACE-768685CA582ABD0A,associated_with_place,https://www.loc.gov/pictures/item/98508979/,LOC item.place=Illinois,item.place[].title,high,accepted,pass:explicit_object_place_not_influence
TRE-BAB3B00514DC2086,TRTREE015,TRB167,TRN-OBJ-D24DF60BDF0FAF,TRN-PLACE-768685CA582ABD0A,associated_with_place,https://www.loc.gov/pictures/item/98513244/,LOC item.place=Massachusetts--Boston,item.place[].title,high,accepted,pass:explicit_object_place_not_influence
TRE-1532FCF4D885DA74,TRTREE015,TRB167,TRN-OBJ-B34B389D258AE6,TRN-PLACE-768685CA582ABD0A,associated_with_place,https://www.loc.gov/pictures/item/98513249/,LOC item.place=Massachusetts--Boston,item.place[].title,high,accepted,pass:explicit_object_place_not_influence
