capture_file,capture_id,source_name,source_title,source_creator,object_year,date_start,date_end,source_place_text,source_object_type,source_medium,source_collection,image_presence_code,rights_basis,source_record_url,source_domain,quality_bucket,studio_confidence,studio_key,source_concentration_count,domain_concentration_count,studio_concentration_count,review_flags,classification_note
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03591,Wikimedia Commons file source / US Navy 070815-N-9860Y-002 A poster to remember members of Explosive Ordnance Disposal Mobile Unit (EODMU) 11 is displayed at a ceremony to rename drop zones in their honor.jpg / page...,US Navy 070815-N-9860Y-002 A poster to remember members of Explosive Ordnance Disposal Mobile Unit (EODMU) 11 is displayed at a ceremony to rename drop zones in their honor.jpg,U.S. Navy photo by Mass Communication Specialist 2nd Class Tucker M. Yates,2007,2007,2007,Middle East and North Africa / Iraq,authority-weighted Commons open image record; poster; poster,source-hosted open image; graphic design / visual communication candidate,This image was released by the United States Navy with the ID 070815-N-9860Y-002 (next) . This tag does not indicate the copyright status of the attached work. A normal copyright tag is still required. See Commons:Licensing . العربية ∙ বাংলা ∙ Bahaso Jambi ∙ Deutsch ∙ Deutsch (Sie-Form) ∙ English ∙ español ∙ euskara ∙ فارسی ∙ français ∙ italiano ∙ 日本語 ∙ 한국어 ∙ македонски ∙ മലയാളം ∙ Plattdüütsch ∙ Nederlands ∙ polski ∙ پښتو ∙ português ∙ русский ∙ slovenščina ∙ svenska ∙ Türkçe ∙ українська ∙...,IMG03,Wikimedia Commons open-license metadata: Public domain.,https://commons.wikimedia.org/wiki/File:US_Navy_070815-N-9860Y-002_A_poster_to_remember_members_of_Explosive_Ordnance_Disposal_Mobile_Unit_(EODMU)_11_is_displayed_at_a_ceremony_to_rename_drop_zones_in_their_honor.jpg,commons.wikimedia.org,card_only_event_or_memory_material,none,,1,4627,0,event_photo_or_memory_documentation; domain_concentration_gt_25,"Event photo/documentation/memory material is research support, not a primary design object."
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03692,Wikimedia Commons file source / Stamp of Indonesia - 2010 - Colnect 379390 - Football World Cup Championship.jpeg / page 114902846,Stamp of Indonesia - 2010 - Colnect 379390 - Football World Cup Championship.jpeg,Post of Indonesia,2010,2010,2010,Africa / South Africa,authority topoff Commons open image record; stamp; postage_stamp,source-hosted open image; graphic design / visual communication candidate,https://colnect.com/en/stamps/stamp/379390-Football_World_Cup_Championship-World_Cup_Football-Indonesia,IMG03,Wikimedia Commons open-license metadata: Public domain.,https://commons.wikimedia.org/wiki/File:Stamp_of_Indonesia_-_2010_-_Colnect_379390_-_Football_World_Cup_Championship.jpeg,commons.wikimedia.org,card_or_appendix_recent_commemorative_stamp_review,none,,1,4627,0,post_2010_stamp_or_philatelic_material; domain_concentration_gt_25,Post-2010 stamp/philatelic or commemorative material should not dominate design-object coverage.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03693,Wikimedia Commons file source / Stamp of Indonesia - 2010 - Colnect 379392 - Football World Cup Championship.jpeg / page 114902956,Stamp of Indonesia - 2010 - Colnect 379392 - Football World Cup Championship.jpeg,Post of Indonesia,2010,2010,2010,Africa / South Africa,authority topoff Commons open image record; stamp; postage_stamp,source-hosted open image; graphic design / visual communication candidate,https://colnect.com/en/stamps/stamp/379392-Football_World_Cup_Championship-World_Cup_Football-Indonesia,IMG03,Wikimedia Commons open-license metadata: Public domain.,https://commons.wikimedia.org/wiki/File:Stamp_of_Indonesia_-_2010_-_Colnect_379392_-_Football_World_Cup_Championship.jpeg,commons.wikimedia.org,card_or_appendix_recent_commemorative_stamp_review,none,,1,4627,0,post_2010_stamp_or_philatelic_material; domain_concentration_gt_25,Post-2010 stamp/philatelic or commemorative material should not dominate design-object coverage.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03694,"Wikimedia Commons file source / Stamps of Indonesia, 010-10.jpg / page 23376269","Stamps of Indonesia, 010-10.jpg",Post of Indonesia,2010,2010,2010,Africa / South Africa,authority topoff Commons open image record; stamp; postage_stamp,source-hosted open image; graphic design / visual communication candidate,http://www.wnsstamps.ch/en/stamps?page=1&search [authority_id]=143&search[freetext]=&search[month]=&search[order_by]=asc&search[theme_id]=&search[year]=2010,IMG03,Wikimedia Commons open-license metadata: Public domain.,"https://commons.wikimedia.org/wiki/File:Stamps_of_Indonesia,_010-10.jpg",commons.wikimedia.org,card_or_appendix_recent_commemorative_stamp_review,none,,1,4627,0,post_2010_stamp_or_philatelic_material; domain_concentration_gt_25,Post-2010 stamp/philatelic or commemorative material should not dominate design-object coverage.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03700,Wikimedia Commons file source / Uzb Stamp-2010-65 Let Pobedy.jpg / page 133443085,Uzb Stamp-2010-65 Let Pobedy.jpg,"Почта Узбекистана (ОАО ""Узбекистон почтаси""): Public domain Public domain false false This work is not an object of copyright according to article 8 of the Law of the Republic of Uzbekistan No. 42 of July 20, 2006 on Copyright and Neighbouring Rights . Article 8. Works and similar results of activity not being the objects of copyright The following are not the objects of copyright: official documents (law, resolutions, decisions, etc.) as well as their official translations; official symbols...",2010,2010,2010,Central Asia / Uzbekistan,authority-weighted Commons open image record; postage stamp; postage_stamp,source-hosted open image; graphic design / visual communication candidate,https://uz.post/ru/marki/903-906-seriya-poctovyx-marok-posvyashhennaya-65-letiyu-pobedy-vo-vtoroi-mirovoi-voine,IMG03,Wikimedia Commons open-license metadata: Public domain.,https://commons.wikimedia.org/wiki/File:Uzb_Stamp-2010-65_Let_Pobedy.jpg,commons.wikimedia.org,card_or_appendix_recent_commemorative_stamp_review,none,,1,4627,0,post_2010_stamp_or_philatelic_material; domain_concentration_gt_25,Post-2010 stamp/philatelic or commemorative material should not dominate design-object coverage.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03707,Wikimedia Commons file source / Vladimir Yengibaryan 2010 post stamp.jpg / page 22745874,Vladimir Yengibaryan 2010 post stamp.jpg,Post Office of Armenia,2010,2010,2010,Eastern Europe / Caucasus / Armenia,authority-weighted Commons open image record; poster; postage_stamp,source-hosted open image; graphic design / visual communication candidate,http://www.wnsstamps.ch/en/stamps/AM022.10?lang=en,IMG03,Wikimedia Commons open-license metadata: Public domain.,https://commons.wikimedia.org/wiki/File:Vladimir_Yengibaryan_2010_post_stamp.jpg,commons.wikimedia.org,card_or_appendix_recent_commemorative_stamp_review,none,,1,4627,0,post_2010_stamp_or_philatelic_material; domain_concentration_gt_25,Post-2010 stamp/philatelic or commemorative material should not dominate design-object coverage.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03709,"Wikimedia Commons file source / Stamps of Azerbaijan, 2010-896-miniature sheet.jpg / page 15726089","Stamps of Azerbaijan, 2010-896-miniature sheet.jpg",Kh. Mirzoyev./Azermarka,2010,2010,2010,Eastern Europe / Caucasus / Azerbaijan,authority-weighted Commons open image record; postage stamp; postage_stamp,source-hosted open image; graphic design / visual communication candidate,http://www.azermarka.az/en/2010.php?subaction=showfull&id=1270623495&archive=&start_from=&ucat=39&,IMG03,Wikimedia Commons open-license metadata: Public domain.,"https://commons.wikimedia.org/wiki/File:Stamps_of_Azerbaijan,_2010-896-miniature_sheet.jpg",commons.wikimedia.org,card_or_appendix_recent_commemorative_stamp_review,none,,1,4627,0,post_2010_stamp_or_philatelic_material; domain_concentration_gt_25,Post-2010 stamp/philatelic or commemorative material should not dominate design-object coverage.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03712,"Wikimedia Commons file source / St. Jacob's Cathedral, Riga.jpg / page 20599213","St. Jacob's Cathedral, Riga.jpg",Unknown author Unknown author,2010,2010,2010,Eastern Europe / Caucasus / Latvia,authority-weighted Commons open image record; postage stamp; postage_stamp,source-hosted open image; graphic design / visual communication candidate,"This file was derived from: 20040828 40sant Latvia Postage Stamp.jpg : File:20040828 40sant Latvia Postage Stamp.jpg This is a retouched picture , which means that it has been digitally altered from its original version. Modifications: cropped . The original can be viewed here: 20040828 40sant Latvia Postage Stamp.jpg : File:20040828 40sant Latvia Postage Stamp.jpg . Modifications made by Rabanus Flavus .",IMG03,Wikimedia Commons open-license metadata: Public domain.,"https://commons.wikimedia.org/wiki/File:St._Jacob%27s_Cathedral,_Riga.jpg",commons.wikimedia.org,card_or_appendix_recent_commemorative_stamp_review,none,,1,4627,0,post_2010_stamp_or_philatelic_material; domain_concentration_gt_25,Post-2010 stamp/philatelic or commemorative material should not dominate design-object coverage.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03713,"Wikimedia Commons file source / Stamps of Latvia, 2010-01.jpg / page 32056553","Stamps of Latvia, 2010-01.jpg",Latvijas Pasts (Latvian Post),2010,2010,2010,Eastern Europe / Caucasus / Latvia,authority-weighted Commons open image record; postage stamp; postage_stamp,source-hosted open image; graphic design / visual communication candidate,WADP Numbering System: LV001.10 (Coats of Arms - Viesite),IMG03,Wikimedia Commons open-license metadata: Public domain.,"https://commons.wikimedia.org/wiki/File:Stamps_of_Latvia,_2010-01.jpg",commons.wikimedia.org,card_or_appendix_recent_commemorative_stamp_review,none,,1,4627,0,post_2010_stamp_or_philatelic_material; domain_concentration_gt_25,Post-2010 stamp/philatelic or commemorative material should not dominate design-object coverage.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03745,Wikimedia Commons file source / Stamp of Indonesia - 2011 - Colnect 732540 - Indonesia South Africa Joint Issue.jpeg / page 114906725,Stamp of Indonesia - 2011 - Colnect 732540 - Indonesia South Africa Joint Issue.jpeg,Post of Indonesia,2011,2011,2011,Africa / South Africa,authority topoff Commons open image record; stamp; postage_stamp,source-hosted open image; graphic design / visual communication candidate,https://colnect.com/en/stamps/stamp/732540-Indonesia-South_Africa_Joint_Issue-Indonesia_-_South_Africa_joint_issue-Indonesia,IMG03,Wikimedia Commons open-license metadata: Public domain.,https://commons.wikimedia.org/wiki/File:Stamp_of_Indonesia_-_2011_-_Colnect_732540_-_Indonesia_South_Africa_Joint_Issue.jpeg,commons.wikimedia.org,card_or_appendix_recent_commemorative_stamp_review,none,,1,4627,0,post_2010_stamp_or_philatelic_material; domain_concentration_gt_25,Post-2010 stamp/philatelic or commemorative material should not dominate design-object coverage.
