capture_file,capture_id,source_name,source_title,date_start,date_end,source_date_text,source_object_type,source_place_text,image_presence_code,recent_year,review_reason,source_record_url
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04912,Wikimedia Commons file source / Morôgo wa Dinawa mô losêlông.jpg / page 162344052,Morôgo wa Dinawa mô losêlông.jpg,2025,2025,2025,authority-weighted Commons open image record; packaging; label_packaging,Africa / Botswana,IMG03,2025,recent_2025_object_review,https://commons.wikimedia.org/wiki/File:Mor%C3%B4go_wa_Dinawa_m%C3%B4_los%C3%AAl%C3%B4ng.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04913,Wikimedia Commons file source / Affiche de WikiForHumanRight en République du Congo.jpg / page 179229969,Affiche de WikiForHumanRight en République du Congo.jpg,2025,2025,2025,authority-weighted Commons open image record; poster; poster,Africa / Democratic Republic of the Congo,IMG03,2025,recent_2025_object_review,https://commons.wikimedia.org/wiki/File:Affiche_de_WikiForHumanRight_en_R%C3%A9publique_du_Congo.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04914,Wikimedia Commons file source / Africa Wiki challenge Ethiopia 2025 Edition Poster.jpg / page 167303302,Africa Wiki challenge Ethiopia 2025 Edition Poster.jpg,2025,2025,2025,authority-weighted Commons open image record; poster; poster,Africa / Ethiopia,IMG03,2025,recent_2025_object_review,https://commons.wikimedia.org/wiki/File:Africa_Wiki_challenge_Ethiopia_2025_Edition_Poster.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04915,Wikimedia Commons file source / Wiki Loves Folklore 2025 Event Poster.jpg / page 167304727,Wiki Loves Folklore 2025 Event Poster.jpg,2025,2025,2025,authority-weighted Commons open image record; poster; poster,Africa / Ethiopia,IMG03,2025,recent_2025_object_review,https://commons.wikimedia.org/wiki/File:Wiki_Loves_Folklore_2025_Event_Poster.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04916,Wikimedia Commons file source / ALL 00045 Luggage Label Collection Image (54806254932).jpg / page 175631405,ALL 00045 Luggage Label Collection Image (54806254932).jpg,2025,2025,2025,authority-weighted Commons open image record; label; label_packaging,Africa / Ghana,IMG03,2025,recent_2025_object_review,https://commons.wikimedia.org/wiki/File:ALL_00045_Luggage_Label_Collection_Image_(54806254932).jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04917,Wikimedia Commons file source / Advertisement board.jpg / page 170776458,Advertisement board.jpg,2025,2025,2025,authority-weighted Commons open image record; advertisement; advertising_trade,Africa / Ghana,IMG03,2025,recent_2025_object_review,https://commons.wikimedia.org/wiki/File:Advertisement_board.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04918,Wikimedia Commons file source / Art+Feminism 2025 in Kenya Campaign Metrics.png / page 178249405,Art+Feminism 2025 in Kenya Campaign Metrics.png,2025,2025,2025,authority-weighted Commons open image record; poster; poster,Africa / Kenya,IMG03,2025,recent_2025_object_review,https://commons.wikimedia.org/wiki/File:Art%2BFeminism_2025_in_Kenya_Campaign_Metrics.png
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04919,Wikimedia Commons file source / Detained A Writer's Prison Diary by Ngugi wa Thiong'o.jpg / page 164059022,Detained A Writer's Prison Diary by Ngugi wa Thiong'o.jpg,2025,2025,2025,authority-weighted Commons open image record; book cover; book_cover,Africa / Kenya,IMG03,2025,recent_2025_object_review,https://commons.wikimedia.org/wiki/File:Detained_A_Writer%27s_Prison_Diary_by_Ngugi_wa_Thiong%27o.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04920,Wikimedia Commons file source / Wiki for Human Rights 2025 in Kenya - Panelists.png / page 174888228,Wiki for Human Rights 2025 in Kenya - Panelists.png,2025,2025,2025,authority-weighted Commons open image record; poster; poster,Africa / Kenya,IMG03,2025,recent_2025_object_review,https://commons.wikimedia.org/wiki/File:Wiki_for_Human_Rights_2025_in_Kenya_-_Panelists.png
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04921,Wikimedia Commons file source / Alewan madara.jpg / page 160981539,Alewan madara.jpg,2025,2025,2025,authority-weighted Commons open image record; packaging; label_packaging,Africa / Nigeria,IMG03,2025,recent_2025_object_review,https://commons.wikimedia.org/wiki/File:Alewan_madara.jpg
