capture_id,direction_id,direction_name,source_id,source_name,source_api_url,capture_status,source_identifier,source_record_url,source_title,source_creator,source_date_text,date_start,date_end,source_place_text,source_object_type,source_medium,source_collection,source_description,source_notes,source_subjects,source_rights_text,rights_uri,rights_basis,image_presence_code,image_presence_basis,image_state_evaluation,image_state_confidence,rights_review_required,image_state_review_note,image_frame_behavior,image_url_detected,local_copy_permitted,iiif_or_viewer_available,fallback_required,fallback_reason,raw_json_path,access_date,image_expectation,parser_status,display_mode,ocr_or_excerpt,source_description_raw,editorial_summary,historical_context_note,classification_rationale,uncertainty_note,citation_basis
DNZ1970R001,DNZ02,digitalnz_poster_records,SRC011,DigitalNZ,https://api.digitalnz.org/v3/records.json?search_text=poster&per_page=100&page=3&and%5Bcategory%5D%5B%5D=Images,captured,6331898,https://paperspast.natlib.govt.nz/newspapers/ODT18670815.2.16.1,"Untitled Illustration (Otago Daily Times, 15 August 1867)",,15-08-1867; 1867-08-15T00:00:00.000Z; 1867-08-15T00:00:00.000Z; 2012-04-20T19:55:34.000+12:00,1867,1867,Aotearoa New Zealand,Images,; ; Unknown,Papers Past,; ;,National Library of New Zealand; Otago Daily Times;,natlib:online_item,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03: DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,high,true,Open image candidate; retain DigitalNZ and partner source links.,open_image_frame,http://paperspast.natlib.govt.nz/imageserver/newspapers/b2lkPU9EVDE4NjcwODE1LjEuNSZjcm9wPTY0NzIsNTE3MCwyNDgsMzM1OSZ3aWR0aD04MDAmY29sb3I9MzImZXh0PWdpZiZrZXk=,false,https://paperspast.natlib.govt.nz/newspapers/ODT18670815.2.16.1,false,,data/capture_batch_digitalnz_image_ready_1830_1970_raw/digitalnz_poster_records_3.json,2026-05-31,expected,ok,open_image_frame,; ;,; ;,"Untitled Illustration (Otago Daily Times, 15 August 1867) is indexed from DigitalNZ. ; ;","Captured through DigitalNZ to expand beyond museum-object APIs into periodical, newspaper, advertising, and public visual communication records from Aotearoa New Zealand.","Provisional folders derive from DigitalNZ title, collection, category, date, and subject metadata.",,"DigitalNZ. Untitled Illustration (Otago Daily Times, 15 August 1867). https://paperspast.natlib.govt.nz/newspapers/ODT18670815.2.16.1. Accessed 2026-05-31."
DNZ1970R002,DNZ01,digitalnz_newspaper_advertisements,SRC011,DigitalNZ,https://api.digitalnz.org/v3/records.json?search_text=advertisements&per_page=100&page=1&and%5Bcategory%5D%5B%5D=Images,captured,6330860,https://paperspast.natlib.govt.nz/newspapers/OW18791213.2.55.1,"Untitled Illustration (Otago Witness, 13 December 1879)",,13-12-1879; 1879-12-13T00:00:00.000Z; 1879-12-13T00:00:00.000Z; 2012-04-20T19:52:52.000+12:00,1879,1879,Aotearoa New Zealand,Images,; ; Unknown,Papers Past,; ;,National Library of New Zealand; Otago Witness;,natlib:online_item,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03: DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,high,true,Open image candidate; retain DigitalNZ and partner source links.,open_image_frame,http://paperspast.natlib.govt.nz/imageserver/newspapers/b2lkPU9XMTg3OTEyMTMuMS4yMSZjcm9wPTQ1MDAsOTcsNTksNTUmd2lkdGg9ODAwJmNvbG9yPTMyJmV4dD1naWYma2V5,false,https://paperspast.natlib.govt.nz/newspapers/OW18791213.2.55.1,false,,data/capture_batch_digitalnz_image_ready_1830_1970_raw/digitalnz_newspaper_advertisements_1.json,2026-05-31,expected,ok,open_image_frame,; ;,; ;,"Untitled Illustration (Otago Witness, 13 December 1879) is indexed from DigitalNZ. ; ;","Captured through DigitalNZ to expand beyond museum-object APIs into periodical, newspaper, advertising, and public visual communication records from Aotearoa New Zealand.","Provisional folders derive from DigitalNZ title, collection, category, date, and subject metadata.",,"DigitalNZ. Untitled Illustration (Otago Witness, 13 December 1879). https://paperspast.natlib.govt.nz/newspapers/OW18791213.2.55.1. Accessed 2026-05-31."
DNZ1970R003,DNZ01,digitalnz_newspaper_advertisements,SRC011,DigitalNZ,https://api.digitalnz.org/v3/records.json?search_text=advertisements&per_page=100&page=1&and%5Bcategory%5D%5B%5D=Images,captured,6330930,https://paperspast.natlib.govt.nz/newspapers/OW18791213.2.55.4.1,"Untitled Illustration (Otago Witness, 13 December 1879)",,13-12-1879; 1879-12-13T00:00:00.000Z; 1879-12-13T00:00:00.000Z; 2012-04-20T19:52:52.000+12:00,1879,1879,Aotearoa New Zealand,Images,; ; Unknown,Papers Past,; ;,National Library of New Zealand; Otago Witness;,natlib:online_item,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03: DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,high,true,Open image candidate; retain DigitalNZ and partner source links.,open_image_frame,http://paperspast.natlib.govt.nz/imageserver/newspapers/b2lkPU9XMTg3OTEyMTMuMS4yMCZjcm9wPTE5NjgsMTkwOCw5MDcsODE3JndpZHRoPTgwMCZjb2xvcj0zMiZleHQ9Z2lmJmtleQ==,false,https://paperspast.natlib.govt.nz/newspapers/OW18791213.2.55.4.1,false,,data/capture_batch_digitalnz_image_ready_1830_1970_raw/digitalnz_newspaper_advertisements_1.json,2026-05-31,expected,ok,open_image_frame,; ;,; ;,"Untitled Illustration (Otago Witness, 13 December 1879) is indexed from DigitalNZ. ; ;","Captured through DigitalNZ to expand beyond museum-object APIs into periodical, newspaper, advertising, and public visual communication records from Aotearoa New Zealand.","Provisional folders derive from DigitalNZ title, collection, category, date, and subject metadata.",,"DigitalNZ. Untitled Illustration (Otago Witness, 13 December 1879). https://paperspast.natlib.govt.nz/newspapers/OW18791213.2.55.4.1. Accessed 2026-05-31."
DNZ1970R004,DNZ01,digitalnz_newspaper_advertisements,SRC011,DigitalNZ,https://api.digitalnz.org/v3/records.json?search_text=advertisements&per_page=100&page=1&and%5Bcategory%5D%5B%5D=Images,captured,6330998,https://paperspast.natlib.govt.nz/newspapers/OW18791213.2.55.5.1,"Untitled Illustration (Otago Witness, 13 December 1879)",,13-12-1879; 1879-12-13T00:00:00.000Z; 1879-12-13T00:00:00.000Z; 2012-04-20T19:52:58.000+12:00,1879,1879,Aotearoa New Zealand,Images,; ; Unknown,Papers Past,; ;,National Library of New Zealand; Otago Witness;,natlib:online_item,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03: DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,high,true,Open image candidate; retain DigitalNZ and partner source links.,open_image_frame,http://paperspast.natlib.govt.nz/imageserver/newspapers/b2lkPU9XMTg3OTEyMTMuMS4yMCZjcm9wPTM4MDQsMTc5LDk0OCwzMDcmd2lkdGg9ODAwJmNvbG9yPTMyJmV4dD1naWYma2V5,false,https://paperspast.natlib.govt.nz/newspapers/OW18791213.2.55.5.1,false,,data/capture_batch_digitalnz_image_ready_1830_1970_raw/digitalnz_newspaper_advertisements_1.json,2026-05-31,expected,ok,open_image_frame,; ;,; ;,"Untitled Illustration (Otago Witness, 13 December 1879) is indexed from DigitalNZ. ; ;","Captured through DigitalNZ to expand beyond museum-object APIs into periodical, newspaper, advertising, and public visual communication records from Aotearoa New Zealand.","Provisional folders derive from DigitalNZ title, collection, category, date, and subject metadata.",,"DigitalNZ. Untitled Illustration (Otago Witness, 13 December 1879). https://paperspast.natlib.govt.nz/newspapers/OW18791213.2.55.5.1. Accessed 2026-05-31."
DNZ1970R005,DNZ01,digitalnz_newspaper_advertisements,SRC011,DigitalNZ,https://api.digitalnz.org/v3/records.json?search_text=advertisements&per_page=100&page=1&and%5Bcategory%5D%5B%5D=Images,captured,6331027,https://paperspast.natlib.govt.nz/newspapers/OW18791213.2.55.5.2,"Untitled Illustration (Otago Witness, 13 December 1879)",,13-12-1879; 1879-12-13T00:00:00.000Z; 1879-12-13T00:00:00.000Z; 2012-04-20T19:53:02.000+12:00,1879,1879,Aotearoa New Zealand,Images,; ; Unknown,Papers Past,; ;,National Library of New Zealand; Otago Witness;,natlib:online_item,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03: DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,high,true,Open image candidate; retain DigitalNZ and partner source links.,open_image_frame,http://paperspast.natlib.govt.nz/imageserver/newspapers/b2lkPU9XMTg3OTEyMTMuMS4yMCZjcm9wPTI4ODksMzAwLDkwMCw4Mzcmd2lkdGg9ODAwJmNvbG9yPTMyJmV4dD1naWYma2V5,false,https://paperspast.natlib.govt.nz/newspapers/OW18791213.2.55.5.2,false,,data/capture_batch_digitalnz_image_ready_1830_1970_raw/digitalnz_newspaper_advertisements_1.json,2026-05-31,expected,ok,open_image_frame,; ;,; ;,"Untitled Illustration (Otago Witness, 13 December 1879) is indexed from DigitalNZ. ; ;","Captured through DigitalNZ to expand beyond museum-object APIs into periodical, newspaper, advertising, and public visual communication records from Aotearoa New Zealand.","Provisional folders derive from DigitalNZ title, collection, category, date, and subject metadata.",,"DigitalNZ. Untitled Illustration (Otago Witness, 13 December 1879). https://paperspast.natlib.govt.nz/newspapers/OW18791213.2.55.5.2. Accessed 2026-05-31."
DNZ1970R006,DNZ01,digitalnz_newspaper_advertisements,SRC011,DigitalNZ,https://api.digitalnz.org/v3/records.json?search_text=advertisements&per_page=100&page=1&and%5Bcategory%5D%5B%5D=Images,captured,6331130,https://paperspast.natlib.govt.nz/newspapers/OW18791213.2.56.1,"Untitled Illustration (Otago Witness, 13 December 1879)",,13-12-1879; 1879-12-13T00:00:00.000Z; 1879-12-13T00:00:00.000Z; 2012-04-20T19:53:19.000+12:00,1879,1879,Aotearoa New Zealand,Images,; ; Unknown,Papers Past,; ;,National Library of New Zealand; Otago Witness;,natlib:online_item,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03: DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,high,true,Open image candidate; retain DigitalNZ and partner source links.,open_image_frame,http://paperspast.natlib.govt.nz/imageserver/newspapers/b2lkPU9XMTg3OTEyMTMuMS4yMSZjcm9wPTEzMCw5NDQsMjAzLDQ3MCZ3aWR0aD04MDAmY29sb3I9MzImZXh0PWdpZiZrZXk=,false,https://paperspast.natlib.govt.nz/newspapers/OW18791213.2.56.1,false,,data/capture_batch_digitalnz_image_ready_1830_1970_raw/digitalnz_newspaper_advertisements_1.json,2026-05-31,expected,ok,open_image_frame,; ;,; ;,"Untitled Illustration (Otago Witness, 13 December 1879) is indexed from DigitalNZ. ; ;","Captured through DigitalNZ to expand beyond museum-object APIs into periodical, newspaper, advertising, and public visual communication records from Aotearoa New Zealand.","Provisional folders derive from DigitalNZ title, collection, category, date, and subject metadata.",,"DigitalNZ. Untitled Illustration (Otago Witness, 13 December 1879). https://paperspast.natlib.govt.nz/newspapers/OW18791213.2.56.1. Accessed 2026-05-31."
DNZ1970R007,DNZ01,digitalnz_newspaper_advertisements,SRC011,DigitalNZ,https://api.digitalnz.org/v3/records.json?search_text=advertisements&per_page=100&page=1&and%5Bcategory%5D%5B%5D=Images,captured,6331195,https://paperspast.natlib.govt.nz/newspapers/OW18791213.2.57.1,"Untitled Illustration (Otago Witness, 13 December 1879)",,13-12-1879; 1879-12-13T00:00:00.000Z; 1879-12-13T00:00:00.000Z; 2012-04-20T19:53:28.000+12:00,1879,1879,Aotearoa New Zealand,Images,; ; Unknown,Papers Past,; ;,National Library of New Zealand; Otago Witness;,natlib:online_item,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03: DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,high,true,Open image candidate; retain DigitalNZ and partner source links.,open_image_frame,http://paperspast.natlib.govt.nz/imageserver/newspapers/b2lkPU9XMTg3OTEyMTMuMS4yMiZjcm9wPTI4NzUsMjEyLDg5OSwzMDImd2lkdGg9ODAwJmNvbG9yPTMyJmV4dD1naWYma2V5,false,https://paperspast.natlib.govt.nz/newspapers/OW18791213.2.57.1,false,,data/capture_batch_digitalnz_image_ready_1830_1970_raw/digitalnz_newspaper_advertisements_1.json,2026-05-31,expected,ok,open_image_frame,; ;,; ;,"Untitled Illustration (Otago Witness, 13 December 1879) is indexed from DigitalNZ. ; ;","Captured through DigitalNZ to expand beyond museum-object APIs into periodical, newspaper, advertising, and public visual communication records from Aotearoa New Zealand.","Provisional folders derive from DigitalNZ title, collection, category, date, and subject metadata.",,"DigitalNZ. Untitled Illustration (Otago Witness, 13 December 1879). https://paperspast.natlib.govt.nz/newspapers/OW18791213.2.57.1. Accessed 2026-05-31."
DNZ1970R008,DNZ01,digitalnz_newspaper_advertisements,SRC011,DigitalNZ,https://api.digitalnz.org/v3/records.json?search_text=advertisements&per_page=100&page=1&and%5Bcategory%5D%5B%5D=Images,captured,6331292,https://paperspast.natlib.govt.nz/newspapers/OW18791213.2.59.1,"Untitled Illustration (Otago Witness, 13 December 1879)",,13-12-1879; 1879-12-13T00:00:00.000Z; 1879-12-13T00:00:00.000Z; 2012-04-20T19:53:46.000+12:00,1879,1879,Aotearoa New Zealand,Images,; ; Unknown,Papers Past,; ;,National Library of New Zealand; Otago Witness;,natlib:online_item,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03: DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,high,true,Open image candidate; retain DigitalNZ and partner source links.,open_image_frame,http://paperspast.natlib.govt.nz/imageserver/newspapers/b2lkPU9XMTg3OTEyMTMuMS4yMiZjcm9wPTM3OTMsNDEyNyw4ODgsMzI0JndpZHRoPTgwMCZjb2xvcj0zMiZleHQ9Z2lmJmtleQ==,false,https://paperspast.natlib.govt.nz/newspapers/OW18791213.2.59.1,false,,data/capture_batch_digitalnz_image_ready_1830_1970_raw/digitalnz_newspaper_advertisements_1.json,2026-05-31,expected,ok,open_image_frame,; ;,; ;,"Untitled Illustration (Otago Witness, 13 December 1879) is indexed from DigitalNZ. ; ;","Captured through DigitalNZ to expand beyond museum-object APIs into periodical, newspaper, advertising, and public visual communication records from Aotearoa New Zealand.","Provisional folders derive from DigitalNZ title, collection, category, date, and subject metadata.",,"DigitalNZ. Untitled Illustration (Otago Witness, 13 December 1879). https://paperspast.natlib.govt.nz/newspapers/OW18791213.2.59.1. Accessed 2026-05-31."
DNZ1970R009,DNZ02,digitalnz_poster_records,SRC011,DigitalNZ,https://api.digitalnz.org/v3/records.json?search_text=poster&per_page=100&page=3&and%5Bcategory%5D%5B%5D=Images,captured,6332778,https://paperspast.natlib.govt.nz/newspapers/OW18791220.2.5.1,"Untitled Illustration (Otago Witness, 20 December 1879)",,20-12-1879; 1879-12-20T00:00:00.000Z; 1879-12-20T00:00:00.000Z; 2012-04-20T19:58:05.000+12:00,1879,1879,Aotearoa New Zealand,Images,; ; Unknown,Papers Past,; ;,National Library of New Zealand; Otago Witness;,natlib:online_item,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03: DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,high,true,Open image candidate; retain DigitalNZ and partner source links.,open_image_frame,http://paperspast.natlib.govt.nz/imageserver/newspapers/b2lkPU9XMTg3OTEyMjAuMS40JmNyb3A9MjAwMSwyNDUsODY3LDI5OSZ3aWR0aD04MDAmY29sb3I9MzImZXh0PWdpZiZrZXk=,false,https://paperspast.natlib.govt.nz/newspapers/OW18791220.2.5.1,false,,data/capture_batch_digitalnz_image_ready_1830_1970_raw/digitalnz_poster_records_3.json,2026-05-31,expected,ok,open_image_frame,; ;,; ;,"Untitled Illustration (Otago Witness, 20 December 1879) is indexed from DigitalNZ. ; ;","Captured through DigitalNZ to expand beyond museum-object APIs into periodical, newspaper, advertising, and public visual communication records from Aotearoa New Zealand.","Provisional folders derive from DigitalNZ title, collection, category, date, and subject metadata.",,"DigitalNZ. Untitled Illustration (Otago Witness, 20 December 1879). https://paperspast.natlib.govt.nz/newspapers/OW18791220.2.5.1. Accessed 2026-05-31."
DNZ1970R010,DNZ02,digitalnz_poster_records,SRC011,DigitalNZ,https://api.digitalnz.org/v3/records.json?search_text=poster&per_page=100&page=5&and%5Bcategory%5D%5B%5D=Images,captured,6335050,https://paperspast.natlib.govt.nz/newspapers/OW18791220.2.47.7.1,"Untitled Illustration (Otago Witness, 20 December 1879)",,20-12-1879; 1879-12-20T00:00:00.000Z; 1879-12-20T00:00:00.000Z; 2012-04-20T20:03:13.000+12:00,1879,1879,Aotearoa New Zealand,Images,; ; Unknown,Papers Past,; ;,National Library of New Zealand; Otago Witness;,natlib:online_item,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03: DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,high,true,Open image candidate; retain DigitalNZ and partner source links.,open_image_frame,http://paperspast.natlib.govt.nz/imageserver/newspapers/b2lkPU9XMTg3OTEyMjAuMS4xOCZjcm9wPTEwODEsMjQ4LDg3NSwyNzUmd2lkdGg9ODAwJmNvbG9yPTMyJmV4dD1naWYma2V5,false,https://paperspast.natlib.govt.nz/newspapers/OW18791220.2.47.7.1,false,,data/capture_batch_digitalnz_image_ready_1830_1970_raw/digitalnz_poster_records_5.json,2026-05-31,expected,ok,open_image_frame,; ;,; ;,"Untitled Illustration (Otago Witness, 20 December 1879) is indexed from DigitalNZ. ; ;","Captured through DigitalNZ to expand beyond museum-object APIs into periodical, newspaper, advertising, and public visual communication records from Aotearoa New Zealand.","Provisional folders derive from DigitalNZ title, collection, category, date, and subject metadata.",,"DigitalNZ. Untitled Illustration (Otago Witness, 20 December 1879). https://paperspast.natlib.govt.nz/newspapers/OW18791220.2.47.7.1. Accessed 2026-05-31."
