source_name,captured_records,image_states,notes
Wikimedia Commons file source / 1. AUFF.jpg / page 54334764,1,IMG03:1,Region-focused contemporary/pre-1930 Commons metadata; no image binary downloaded
Wikimedia Commons file source / 10. AUFF.jpg / page 54334561,1,IMG03:1,Region-focused contemporary/pre-1930 Commons metadata; no image binary downloaded
Wikimedia Commons file source / 11. AUFF.jpg / page 54334560,1,IMG03:1,Region-focused contemporary/pre-1930 Commons metadata; no image binary downloaded
Wikimedia Commons file source / 12. AUFF.jpg / page 54334562,1,IMG03:1,Region-focused contemporary/pre-1930 Commons metadata; no image binary downloaded
Wikimedia Commons file source / 13. AUFF.jpg / page 54334564,1,IMG03:1,Region-focused contemporary/pre-1930 Commons metadata; no image binary downloaded
Wikimedia Commons file source / 14. AUFF.jpg / page 54334565,1,IMG03:1,Region-focused contemporary/pre-1930 Commons metadata; no image binary downloaded
Wikimedia Commons file source / 15. AUFF.jpg / page 54334566,1,IMG03:1,Region-focused contemporary/pre-1930 Commons metadata; no image binary downloaded
Wikimedia Commons file source / 16. AUFF.jpg / page 54334567,1,IMG03:1,Region-focused contemporary/pre-1930 Commons metadata; no image binary downloaded
Wikimedia Commons file source / 17. AUFF.jpg / page 54334766,1,IMG03:1,Region-focused contemporary/pre-1930 Commons metadata; no image binary downloaded
Wikimedia Commons file source / 18. AUFF.jpg / page 54334568,1,IMG03:1,Region-focused contemporary/pre-1930 Commons metadata; no image binary downloaded
Wikimedia Commons file source / 19. AUFF.jpg / page 54355987,1,IMG03:1,Region-focused contemporary/pre-1930 Commons metadata; no image binary downloaded
Wikimedia Commons file source / 2. AUFF.jpg / page 54335136,1,IMG03:1,Region-focused contemporary/pre-1930 Commons metadata; no image binary downloaded
Wikimedia Commons file source / 20. AUFF.jpg / page 54334767,1,IMG03:1,Region-focused contemporary/pre-1930 Commons metadata; no image binary downloaded
Wikimedia Commons file source / 2016IIHFWCIII (1).JPG / page 47989441,1,IMG03:1,Region-focused contemporary/pre-1930 Commons metadata; no image binary downloaded
Wikimedia Commons file source / 21. AUFF.jpg / page 54334769,1,IMG03:1,Region-focused contemporary/pre-1930 Commons metadata; no image binary downloaded
Wikimedia Commons file source / 22. AUFF.jpg / page 54334569,1,IMG03:1,Region-focused contemporary/pre-1930 Commons metadata; no image binary downloaded
