surface_id,capture_id,year,period_band,region,theme,source_family,family_class,title,cluster_key,cluster_lane,cluster_confidence,proposed_relation_role,relation_apply_readiness,relation_blockers,relation_review_priority,minimum_text_pages,source_family_scope_status,source_family_scope_reason,review_question
SURF-MC1930R011,MC1930R011,1936,1930_1970,North America,New Deal and civic poster programs,Library of Congress,library_archive_or_aggregator,Exhibition - WPA Federal Art Project,United States|New Deal and civic poster programs|Library of Congress|1935-1939,strong_packet_candidate,high,sub_under_packet_candidate,eligible_for_next_sandbox_review,none,115,1,scope_candidate_but_blocked,missing_blocker_free_anchor,Which packet anchor should own this as a sub sheet? Relation value is stronger than standalone main authority.
SURF-GAPIT2026R007,GAPIT2026R007,1940,1930_1970,Oceania and Pacific,World War and public-information graphics,Te Papa,museum_or_collection_api,"Poster, 'War traffic comes first'",Aotearoa New Zealand|World War and public-information graphics|Te Papa|1940-1944,strong_packet_candidate,high,sub_under_packet_candidate,method_review_only,weak_design_object_signal,115,1,scope_candidate_but_blocked,missing_blocker_free_member_or_sub,Which packet anchor should own this as a sub sheet? Relation value is stronger than standalone main authority.
SURF-GAPIT2026R010,GAPIT2026R010,1941,1930_1970,Oceania and Pacific,World War and public-information graphics,Te Papa,museum_or_collection_api,"Poster, 'The bombing in daylight'",Aotearoa New Zealand|World War and public-information graphics|Te Papa|1940-1944,strong_packet_candidate,high,sub_under_packet_candidate,method_review_only,weak_design_object_signal,103,1,scope_candidate_but_blocked,missing_blocker_free_member_or_sub,Which packet anchor should own this as a sub sheet? Relation value is stronger than standalone main authority.
SURF-GAPIT2026R012,GAPIT2026R012,1942,1930_1970,Oceania and Pacific,World War and public-information graphics,Te Papa,museum_or_collection_api,"Poster, 'The life-line is firm'",Aotearoa New Zealand|World War and public-information graphics|Te Papa|1940-1944,strong_packet_candidate,high,sub_under_packet_candidate,method_review_only,weak_design_object_signal,96,1,scope_candidate_but_blocked,missing_blocker_free_member_or_sub,Which packet anchor should own this as a sub sheet? Relation value is stronger than standalone main authority.
SURF-LPC2026R052,LPC2026R052,2012,2000_2026,Global / transnational,Midcentury modern graphic communication,Internet Archive,library_archive_or_aggregator,Maximum Rocknroll 166 (1997 Mar),Global / transnational|Midcentury modern graphic communication|Internet Archive|2010-2014,strong_packet_candidate,high,candidate_packet_anchor,eligible_for_next_sandbox_review,none,92,2,scope_candidate_but_blocked,macro_or_unresolved_region,Can this surface act as the parent packet anchor without overclaiming? High enough to test as packet anchor after relation review.
SURF-LPC2026R065,LPC2026R065,2016,2000_2026,Global / transnational,Midcentury modern graphic communication,Internet Archive,library_archive_or_aggregator,Future Sex - Issue 03,Global / transnational|Midcentury modern graphic communication|Internet Archive|2015-2019,strong_packet_candidate,high,candidate_packet_anchor,eligible_for_next_sandbox_review,none,92,2,scope_candidate_but_blocked,macro_or_unresolved_region,Can this surface act as the parent packet anchor without overclaiming? High enough to test as packet anchor after relation review.
SURF-LPC2026R067,LPC2026R067,2016,2000_2026,Global / transnational,Midcentury modern graphic communication,Internet Archive,library_archive_or_aggregator,Future Sex Issue 4,Global / transnational|Midcentury modern graphic communication|Internet Archive|2015-2019,strong_packet_candidate,high,candidate_packet_anchor,eligible_for_next_sandbox_review,none,92,2,scope_candidate_but_blocked,macro_or_unresolved_region,Can this surface act as the parent packet anchor without overclaiming? High enough to test as packet anchor after relation review.
SURF-LPC2026R069,LPC2026R069,2016,2000_2026,Global / transnational,Midcentury modern graphic communication,Internet Archive,library_archive_or_aggregator,Future Sex Issue 7,Global / transnational|Midcentury modern graphic communication|Internet Archive|2015-2019,strong_packet_candidate,high,candidate_packet_anchor,eligible_for_next_sandbox_review,none,92,2,scope_candidate_but_blocked,macro_or_unresolved_region,Can this surface act as the parent packet anchor without overclaiming? High enough to test as packet anchor after relation review.
SURF-LPC2026R090,LPC2026R090,2020,2000_2026,Global / transnational,Midcentury modern graphic communication,Internet Archive,library_archive_or_aggregator,Create Graphical User Interfaces with Python,Global / transnational|Midcentury modern graphic communication|Internet Archive|2020-2024,strong_packet_candidate,high,candidate_packet_anchor,eligible_for_next_sandbox_review,none,92,2,scope_candidate_but_blocked,macro_or_unresolved_region,Can this surface act as the parent packet anchor without overclaiming? High enough to test as packet anchor after relation review.
SURF-GAPIT2026R015,GAPIT2026R015,1944,1930_1970,Oceania and Pacific,World War and public-information graphics,Te Papa,museum_or_collection_api,"Poster, 'How about you?'",Aotearoa New Zealand|World War and public-information graphics|Te Papa|1940-1944,strong_packet_candidate,high,candidate_packet_anchor,eligible_for_next_sandbox_review,none,90,3,scope_candidate_but_blocked,missing_blocker_free_member_or_sub,Can this surface act as the parent packet anchor without overclaiming? High enough to test as packet anchor after relation review.
