source_name,captured_records,image_states,notes
"Wikimedia Commons file source / ""-and peace shall rule"" - Keppler. LCCN2012647419.jpg / page 67947537",1,IMG03:1,Authority-weighted Commons open-license metadata; no image binary downloaded
"Wikimedia Commons file source / ""After you, sir"" - Kep. LCCN2011649067.jpg / page 66960713",1,IMG03:1,Authority-weighted Commons open-license metadata; no image binary downloaded
"Wikimedia Commons file source / ""After you, sir"" - Kep. LCCN2011649067.tif / page 67882708",1,IMG03:1,Authority-weighted Commons open-license metadata; no image binary downloaded
"Wikimedia Commons file source / ""Bangladesh Plays Reverse Card"" (Back Cover).jpg / page 187727676",1,IMG03:1,Authority-weighted Commons open-license metadata; no image binary downloaded
"Wikimedia Commons file source / ""Bangladesh Plays Reverse Card"" by Ahsan Mahim & Md. Kausar Uddin Ahmed.jpg / page 187726623",1,IMG03:1,Authority-weighted Commons open-license metadata; no image binary downloaded
"Wikimedia Commons file source / ""Charity begins at home"" - Dalrymple. LCCN2012647514.jpg / page 67949659",1,IMG03:1,Authority-weighted Commons open-license metadata; no image binary downloaded
"Wikimedia Commons file source / ""Davit Bek"" opera poster, December 3, 1950, Yerevan Opera Theatre (2).jpg / page 69571598",1,IMG03:1,Authority-weighted Commons open-license metadata; no image binary downloaded
"Wikimedia Commons file source / ""England expects every man to do his duty"" and join the army to-day LCCN2003662929.jpg / page 31956920",1,IMG03:1,Authority-weighted Commons open-license metadata; no image binary downloaded
"Wikimedia Commons file source / ""Eugene Onegin"" opera poster,1937, Yerevan Opera Theatre.jpg / page 69571653",1,IMG03:1,Authority-weighted Commons open-license metadata; no image binary downloaded
"Wikimedia Commons file source / ""Eugene Onegin"" opera poster,July 17, 22, 1964, Yerevan Opera Theatre.jpg / page 69571610",1,IMG03:1,Authority-weighted Commons open-license metadata; no image binary downloaded
"Wikimedia Commons file source / ""Faust"" opera poster, 1937, Yerevan Opera Theatre.jpg / page 69571655",1,IMG03:1,Authority-weighted Commons open-license metadata; no image binary downloaded
"Wikimedia Commons file source / ""Following in the footsteps of the dear old dad"" - British Empire WW1 Poster 1914-1918.jpg / page 120616732",1,IMG03:1,Authority-weighted Commons open-license metadata; no image binary downloaded
"Wikimedia Commons file source / ""Heroic ballad"" opera poster, April 1985, Yerevan Opera Theatre.jpg / page 69571618",1,IMG03:1,Authority-weighted Commons open-license metadata; no image binary downloaded
"Wikimedia Commons file source / ""Hurrah! The country is saved again!"" - J.S. Pughe. LCCN2010651346.jpg / page 67805424",1,IMG03:1,Authority-weighted Commons open-license metadata; no image binary downloaded
"Wikimedia Commons file source / ""Jute Boats on the Brahmaputra,"" an early travel poster.jpg / page 165248799",1,IMG03:1,Authority-weighted Commons open-license metadata; no image binary downloaded
