macro_region,country_or_region,successful_sources,source_classes,protocols
Africa,Morocco,17,museum:7; library:7; cultural center:3,(none detected):3; RSS/Atom;JSON-LD;WordPress REST:3; PDF:2; RSS/Atom;JSON-LD;WordPress REST;PDF:1; WordPress REST;PDF:1; RSS/Atom;WordPress REST:1; JSON-LD:1; RSS/Atom:1; RSS/Atom;JSON-LD;WordPress REST;Static JS App;PDF:1; RSS/Atom;WordPress REST;PDF:1; IIIF;RSS/Atom:1; IIIF;RSS/Atom;Static JS App:1
Africa,Mozambique,3,archives:1; museum:1; art gallery:1,RSS/Atom;JSON-LD;WordPress REST;PDF:1; RSS/Atom;JSON-LD;WordPress REST:1; WordPress REST;Static JS App:1
Africa,Namibia,1,art gallery:1,RSS/Atom;WordPress REST;Static JS App:1
Africa,Niger,1,cultural center:1,RSS/Atom;JSON-LD;WordPress REST:1
Africa,Nigeria,25,library:21; museum:3; art gallery:1,(none detected):9; RSS/Atom;JSON-LD;WordPress REST:3; RSS/Atom;WordPress REST;PDF:2; WordPress REST:2; RSS/Atom;WordPress REST;Static JS App:2; RSS/Atom;JSON-LD;WordPress REST;Static JS App:1; RSS/Atom;JSON-LD:1; PDF:1; RSS/Atom;PDF:1; RSS/Atom;WordPress REST:1; IIIF;JSON-LD:1; IIIF:1
Africa,Republic of the Congo,1,cultural center:1,RSS/Atom;JSON-LD;WordPress REST:1
Africa,Rwanda,5,cultural center:2; museum:2; library:1,WordPress REST:2; IIIF:1; RSS/Atom;JSON-LD;WordPress REST:1; (none detected):1
Africa,Senegal,15,cultural center:8; museum:4; library:3,RSS/Atom;JSON-LD;WordPress REST:4; (none detected):3; RSS/Atom;JSON-LD;WordPress REST;Static JS App:3; JSON-LD;Static JS App:1; RSS/Atom;WordPress REST;Static JS App;PDF:1; Static JS App:1; RSS/Atom;JSON-LD:1; JSON-LD;Static JS App;PDF:1
Africa,Sierra Leone,1,museum:1,(none detected):1
Africa,South Africa,32,museum:21; library:5; cultural center:3; art gallery:3,RSS/Atom;JSON-LD;WordPress REST:8; (none detected):6; RSS/Atom;WordPress REST:4; RSS/Atom;JSON-LD;WordPress REST;Static JS App:3; JSON-LD:1; JSON-LD;WordPress REST:1; RSS/Atom;JSON-LD;Static JS App:1; IIIF;JSON-LD:1; JSON-LD;WordPress REST;Static JS App:1; PDF:1; RSS/Atom;WordPress REST;PDF:1; RSS/Atom;JSON-LD;WordPress REST;PDF:1; WordPress REST:1; IIIF;RSS/Atom:1; IIIF;JSON-LD;Static JS App:1
Africa,Sudan,4,museum:3; library:1,(none detected):4
Africa,The Gambia,1,museum:1,RSS/Atom;JSON-LD;WordPress REST:1
Africa,Tunisia,9,museum:4; cultural center:2; art gallery:1; library:1; archives:1,RSS/Atom:2; (none detected):2; RSS/Atom;JSON-LD;WordPress REST:2; Static JS App:1; IIIF;RSS/Atom;JSON-LD:1; RSS/Atom;WordPress REST;Static JS App;PDF:1
Africa,Uganda,15,library:8; museum:3; cultural center:2; art gallery:2,(none detected):7; RSS/Atom;WordPress REST:2; RSS/Atom;JSON-LD;WordPress REST:2; DSpace;JSON-LD:1; RSS/Atom;WordPress REST;PDF:1; JSON-LD:1; JSON-LD;WordPress REST:1
Africa,Zambia,4,museum:2; cultural center:1; library:1,(none detected):2; RSS/Atom;PDF:1; RSS/Atom;JSON-LD:1
Africa,Zimbabwe,4,museum:3; library:1,(none detected):1; RSS/Atom;JSON-LD;WordPress REST;PDF:1; RSS/Atom;WordPress REST;Static JS App:1; RSS/Atom;JSON-LD;WordPress REST:1
Central Asia,Kazakhstan,9,museum:8; archives:1,RSS/Atom;JSON-LD;WordPress REST:3; RSS/Atom:2; RSS/Atom;PDF:1; RSS/Atom;JSON-LD;WordPress REST;PDF:1; (none detected):1; RSS/Atom;WordPress REST:1
Central Asia,Mongolia,1,museum:1,Static JS App:1
Central Asia,Tajikistan,3,library:2; museum:1,RSS/Atom;JSON-LD;PDF:1; RSS/Atom;JSON-LD;WordPress REST:1; (none detected):1
Central Asia,Turkmenistan,1,museum:1,(none detected):1
Central Asia,Uzbekistan,6,museum:4; cultural center:1; library:1,(none detected):4; Static JS App:1; IIIF:1
East Asia,Taiwan,10,museum:9; art gallery:1,(none detected):9; RSS/Atom:1
Eastern Europe / Caucasus,Albania,8,library:6; archives:2,IIIF;Static JS App:2; RSS/Atom;JSON-LD;WordPress REST;Static JS App;PDF:1; Static JS App;PDF:1; RSS/Atom;WordPress REST;Static JS App;PDF:1; RSS/Atom;WordPress REST:1; Static JS App:1; RSS/Atom;WordPress REST;Static JS App:1
Eastern Europe / Caucasus,Armenia,21,museum:17; library:3; cultural center:1,(none detected):6; IIIF;Static JS App:4; RSS/Atom;JSON-LD;WordPress REST:2; RSS/Atom:2; JSON-LD;WordPress REST:1; RSS/Atom;JSON-LD:1; JSON-LD:1; RSS/Atom;JSON-LD;PDF:1; RSS/Atom;JSON-LD;Static JS App:1; Static JS App:1; RSS/Atom;WordPress REST:1
Eastern Europe / Caucasus,Azerbaijan,17,museum:10; library:4; archives:2; cultural center:1,(none detected):9; JSON-LD:2; PDF:2; WordPress REST:1; RSS/Atom:1; IIIF;PDF:1; JSON-LD;WordPress REST;Static JS App:1
Eastern Europe / Caucasus,Belarus,18,museum:13; library:4; cultural center:1,(none detected):8; RSS/Atom;JSON-LD;WordPress REST:3; Static JS App:2; JSON-LD;Static JS App:2; RSS/Atom;JSON-LD;Static JS App:1; JSON-LD;WordPress REST;Static JS App:1; RSS/Atom;WordPress REST:1
Eastern Europe / Caucasus,Bosnia and Herzegovina,41,museum:19; library:16; archives:4; cultural center:2,RSS/Atom;JSON-LD;WordPress REST:9; RSS/Atom;JSON-LD;WordPress REST;Static JS App:6; (none detected):5; IIIF;RSS/Atom;Static JS App:4; RSS/Atom;WordPress REST:3; RSS/Atom:2; RSS/Atom;JSON-LD;WordPress REST;PDF:2; RSS/Atom;WordPress REST;Static JS App:2; JSON-LD:1; WordPress REST:1; RSS/Atom;PDF:1; RSS/Atom;JSON-LD:1; RSS/Atom;Static JS App:1; Static JS App:1; RSS/Atom;JSON-LD;WordPress REST;Static JS App;PDF:1; RSS/Atom;JSON-LD;PDF:1
Eastern Europe / Caucasus,Bulgaria,40,museum:19; library:10; archives:9; cultural center:2,(none detected):17; RSS/Atom;JSON-LD;WordPress REST:10; RSS/Atom;JSON-LD;WordPress REST;Static JS App:4; RSS/Atom;WordPress REST;Static JS App:2; PDF:2; RSS/Atom:2; IIIF:1; RSS/Atom;JSON-LD;PDF:1; WordPress REST:1
Eastern Europe / Caucasus,Georgia,14,museum:9; library:3; cultural center:2,(none detected):8; RSS/Atom;JSON-LD;WordPress REST:1; WordPress REST:1; IIIF;PDF:1; RSS/Atom;JSON-LD;WordPress REST;Static JS App:1; JSON-LD:1; RSS/Atom:1
Eastern Europe / Caucasus,Kosovo,5,archives:2; museum:2; library:1,(none detected):2; RSS/Atom;WordPress REST;PDF:1; IIIF;RSS/Atom:1; WordPress REST:1
Eastern Europe / Caucasus,Moldova,15,museum:8; library:5; archives:2,RSS/Atom;JSON-LD;WordPress REST:5; (none detected):4; RSS/Atom;JSON-LD:2; RSS/Atom;JSON-LD;WordPress REST;PDF:1; RSS/Atom:1; RSS/Atom;JSON-LD;Static JS App:1; JSON-LD:1
Eastern Europe / Caucasus,Montenegro,11,library:6; museum:4; archives:1,RSS/Atom;WordPress REST;PDF:3; (none detected):2; RSS/Atom;WordPress REST:2; PDF:1; RSS/Atom;JSON-LD;WordPress REST:1; Static JS App:1; RSS/Atom;JSON-LD;WordPress REST;PDF:1
Eastern Europe / Caucasus,North Macedonia,35,museum:21; library:10; archives:3; cultural center:1,(none detected):7; RSS/Atom;JSON-LD;WordPress REST:7; RSS/Atom;WordPress REST:4; RSS/Atom;WordPress REST;Static JS App:3; RSS/Atom;JSON-LD;WordPress REST;PDF:2; WordPress REST:2; RSS/Atom;JSON-LD;WordPress REST;Static JS App:2; RSS/Atom;JSON-LD:2; RSS/Atom;WordPress REST;PDF:2; JSON-LD;Static JS App:1; RSS/Atom;WordPress REST;Static JS App;PDF:1; JSON-LD:1; RSS/Atom:1
Eastern Europe / Caucasus,Romania,41,library:16; cultural center:13; museum:12,RSS/Atom;JSON-LD;WordPress REST:11; (none detected):9; RSS/Atom;WordPress REST:7; RSS/Atom;JSON-LD;WordPress REST;PDF:2; RSS/Atom;WordPress REST;Static JS App:2; RSS/Atom;JSON-LD:2; RSS/Atom;WordPress REST;PDF:1; IIIF;RSS/Atom;JSON-LD;WordPress REST:1; WordPress REST;PDF:1; DSpace;RSS/Atom;JSON-LD;WordPress REST;Static JS App;PDF:1; Omeka;PDF:1; IIIF:1; RSS/Atom;JSON-LD;WordPress REST;Static JS App:1; JSON-LD:1
Eastern Europe / Caucasus,Serbia,43,cultural center:16; museum:11; archives:7; library:5; art gallery:4,(none detected):8; RSS/Atom;JSON-LD;WordPress REST:8; RSS/Atom;WordPress REST:4; RSS/Atom;JSON-LD;WordPress REST;PDF:4; WordPress REST:3; IIIF;RSS/Atom;JSON-LD;WordPress REST:2; IIIF;Static JS App:2; RSS/Atom;JSON-LD;WordPress REST;Static JS App;PDF:2; RSS/Atom;JSON-LD;WordPress REST;Static JS App:2; RSS/Atom:2; PDF:1; RSS/Atom;WordPress REST;Static JS App;PDF:1; RSS/Atom;JSON-LD;Static JS App:1; IIIF;RSS/Atom;JSON-LD:1; RSS/Atom;WordPress REST;PDF:1; RSS/Atom;WordPress REST;Static JS App:1
Eastern Europe / Caucasus,Ukraine,33,museum:15; library:14; archives:3; cultural center:1,(none detected):10; RSS/Atom:5; RSS/Atom;JSON-LD:5; RSS/Atom;WordPress REST:5; RSS/Atom;JSON-LD;WordPress REST:3; JSON-LD:1; WordPress REST:1; IIIF;JSON-LD:1; RSS/Atom;JSON-LD;WordPress REST;PDF:1; DSpace;PDF:1
Latin America / Caribbean,Argentina,29,library:23; museum:6,(none detected):9; RSS/Atom;JSON-LD;WordPress REST:5; RSS/Atom:3; IIIF;RSS/Atom;Static JS App:2; RSS/Atom;WordPress REST:2; JSON-LD:1; PDF:1; RSS/Atom;JSON-LD:1; IIIF;PDF:1; RSS/Atom;WordPress REST;Static JS App:1; RSS/Atom;JSON-LD;WordPress REST;PDF:1; RSS/Atom;JSON-LD;WordPress REST;Static JS App;PDF:1; IIIF;JSON-LD:1
Latin America / Caribbean,Barbados,1,museum:1,IIIF:1
Latin America / Caribbean,Belize,1,library:1,RSS/Atom;WordPress REST:1
Latin America / Caribbean,Bolivia,14,library:5; cultural center:4; museum:4; art gallery:1,RSS/Atom;JSON-LD;WordPress REST:5; (none detected):2; RSS/Atom;WordPress REST;PDF:1; RSS/Atom;WordPress REST;Static JS App:1; RSS/Atom:1; RSS/Atom;JSON-LD:1; RSS/Atom;WordPress REST:1; Static JS App:1; JSON-LD;WordPress REST:1
Latin America / Caribbean,Chile,29,museum:25; library:2; archives:1; cultural center:1,RSS/Atom;JSON-LD;WordPress REST:9; RSS/Atom;WordPress REST:5; (none detected):4; RSS/Atom;JSON-LD;WordPress REST;PDF:2; RSS/Atom;JSON-LD;WordPress REST;Static JS App:2; RSS/Atom:2; WordPress REST:1; IIIF;PDF:1; RSS/Atom;JSON-LD:1; RSS/Atom;WordPress REST;PDF:1; JSON-LD:1
Latin America / Caribbean,Colombia,18,library:16; archives:1; museum:1,(none detected):15; RSS/Atom:1; RSS/Atom;JSON-LD;WordPress REST:1; RSS/Atom;JSON-LD:1
Latin America / Caribbean,Costa Rica,3,museum:3,RSS/Atom;JSON-LD:1; RSS/Atom;JSON-LD;WordPress REST:1; RSS/Atom;JSON-LD;WordPress REST;Static JS App:1
Latin America / Caribbean,Cuba,2,library:1; museum:1,IIIF;RSS/Atom;PDF:1; (none detected):1
Latin America / Caribbean,Dominican Republic,7,museum:4; library:2; archives:1,RSS/Atom;JSON-LD;WordPress REST;PDF:1; RSS/Atom;WordPress REST;PDF:1; RSS/Atom;JSON-LD;PDF:1; PDF:1; (none detected):1; RSS/Atom;JSON-LD;WordPress REST:1; Static JS App:1
Latin America / Caribbean,Ecuador,11,library:5; museum:4; cultural center:2,(none detected):3; RSS/Atom;JSON-LD;WordPress REST:3; RSS/Atom:2; RSS/Atom;JSON-LD;WordPress REST;PDF:1; RSS/Atom;WordPress REST:1; WordPress REST;Static JS App:1
Latin America / Caribbean,El Salvador,7,library:5; museum:2,RSS/Atom;JSON-LD;WordPress REST:2; RSS/Atom:2; RSS/Atom;JSON-LD;WordPress REST;Static JS App:1; (none detected):1; RSS/Atom;WordPress REST:1
Latin America / Caribbean,Guatemala,9,museum:5; library:3; cultural center:1,RSS/Atom:2; (none detected):2; IIIF;RSS/Atom;WordPress REST:1; RSS/Atom;WordPress REST:1; IIIF;JSON-LD:1; RSS/Atom;JSON-LD;WordPress REST;PDF:1; RSS/Atom;JSON-LD;WordPress REST:1
Latin America / Caribbean,Haiti,5,cultural center:2; art gallery:1; museum:1; library:1,(none detected):2; Static JS App:1; IIIF;RSS/Atom;JSON-LD;WordPress REST;Static JS App:1; RSS/Atom:1
Latin America / Caribbean,Honduras,5,library:2; archives:1; cultural center:1; museum:1,RSS/Atom:2; (none detected):1; RSS/Atom;JSON-LD;WordPress REST:1; WordPress REST:1
Latin America / Caribbean,Jamaica,5,museum:4; library:1,RSS/Atom;WordPress REST:2; RSS/Atom:1; RSS/Atom;JSON-LD;WordPress REST;Static JS App:1; RSS/Atom;JSON-LD;WordPress REST:1
Latin America / Caribbean,Nicaragua,8,cultural center:3; library:3; museum:2,RSS/Atom;WordPress REST:3; RSS/Atom;JSON-LD;WordPress REST:2; RSS/Atom:2; (none detected):1
Latin America / Caribbean,Panama,6,museum:5; archives:1,RSS/Atom;WordPress REST:2; RSS/Atom;JSON-LD;WordPress REST:2; RSS/Atom;JSON-LD;WordPress REST;Static JS App:1; (none detected):1
Latin America / Caribbean,Paraguay,6,library:4; archives:1; museum:1,RSS/Atom:2; RSS/Atom;WordPress REST:1; JSON-LD:1; RSS/Atom;JSON-LD;Static JS App:1; WordPress REST:1
Latin America / Caribbean,Peru,30,museum:19; cultural center:6; library:4; art gallery:1,IIIF;JSON-LD:4; RSS/Atom;JSON-LD;WordPress REST:4; PDF:3; (none detected):3; RSS/Atom;JSON-LD;WordPress REST;Static JS App:2; JSON-LD;Static JS App:2; RSS/Atom;WordPress REST:2; JSON-LD:2; RSS/Atom;PDF:1; IIIF:1; RSS/Atom;JSON-LD;WordPress REST;PDF:1; Static JS App:1; WordPress REST:1; JSON-LD;WordPress REST:1; IIIF;RSS/Atom;JSON-LD;WordPress REST:1; RSS/Atom;JSON-LD:1
Latin America / Caribbean,Trinidad and Tobago,6,library:2; art gallery:1; museum:1; archives:1; cultural center:1,(none detected):2; IIIF;JSON-LD:1; RSS/Atom;WordPress REST:1; RSS/Atom;WordPress REST;Static JS App:1; RSS/Atom;JSON-LD;WordPress REST:1
Latin America / Caribbean,Uruguay,29,museum:18; library:8; archives:2; cultural center:1,(none detected):9; RSS/Atom;JSON-LD;WordPress REST:4; RSS/Atom;WordPress REST:4; RSS/Atom;JSON-LD:3; JSON-LD:3; RSS/Atom;JSON-LD;WordPress REST;Static JS App:1; IIIF:1; RSS/Atom;JSON-LD;WordPress REST;PDF:1; PDF:1; Omeka:1; RSS/Atom:1
MENA,Bahrain,1,library:1,RSS/Atom;PDF:1
MENA,Iran,11,library:4; museum:4; cultural center:1; archives:1; art gallery:1,RSS/Atom;WordPress REST:3; RSS/Atom;JSON-LD;WordPress REST:2; JSON-LD:1; IIIF:1; (none detected):1; WordPress REST:1; RSS/Atom:1; RSS/Atom;PDF:1
MENA,Iraq,3,museum:2; library:1,(none detected):3
MENA,Jordan,6,library:3; museum:3,(none detected):2; RSS/Atom;WordPress REST:2; Static JS App;PDF:1; RSS/Atom;JSON-LD;WordPress REST:1
MENA,Kuwait,2,museum:2,WordPress REST;Static JS App:1; RSS/Atom;WordPress REST:1
MENA,Lebanon,12,museum:8; library:1; cultural center:1; art gallery:1; archives:1,(none detected):4; JSON-LD:2; RSS/Atom;JSON-LD;WordPress REST:2; JSON-LD;PDF:1; IIIF:1; RSS/Atom;JSON-LD:1; RSS/Atom;Static JS App:1
MENA,Oman,1,library:1,JSON-LD;PDF:1
MENA,Palestine,5,museum:4; art gallery:1,RSS/Atom;JSON-LD;WordPress REST;Static JS App:2; WordPress REST:1; RSS/Atom;JSON-LD;Static JS App:1; JSON-LD:1
MENA,Qatar,4,library:3; museum:1,Static JS App:1; PDF:1; RSS/Atom;PDF:1; RSS/Atom:1
MENA,Saudi Arabia,4,library:2; cultural center:1; museum:1,RSS/Atom:2; (none detected):1; RSS/Atom;JSON-LD;WordPress REST:1
MENA,Syria,1,museum:1,Static JS App:1
MENA,Turkey,20,museum:19; library:1,(none detected):13; RSS/Atom;JSON-LD;WordPress REST:2; IIIF;JSON-LD:1; RSS/Atom;JSON-LD:1; Static JS App:1; IIIF;JSON-LD;PDF:1; PDF:1
MENA,United Arab Emirates,6,museum:3; art gallery:1; cultural center:1; library:1,RSS/Atom;WordPress REST:2; (none detected):1; IIIF;RSS/Atom;JSON-LD;WordPress REST;PDF:1; RSS/Atom;JSON-LD;WordPress REST:1; IIIF;JSON-LD:1
MENA,Yemen,1,museum:1,JSON-LD;Static JS App:1
Oceania / Indigenous,Fiji,1,museum:1,RSS/Atom;JSON-LD;WordPress REST;Static JS App;PDF:1
South Asia,Afghanistan,1,museum:1,RSS/Atom;JSON-LD;WordPress REST:1
South Asia,Bangladesh,7,cultural center:3; museum:3; library:1,(none detected):3; IIIF;RSS/Atom;JSON-LD;WordPress REST:1; RSS/Atom;JSON-LD;WordPress REST:1; IIIF:1; RSS/Atom:1
South Asia,Maldives,1,library:1,Static JS App;PDF:1
South Asia,Nepal,3,museum:2; art gallery:1,RSS/Atom;JSON-LD;WordPress REST:2; RSS/Atom;WordPress REST;Static JS App:1
South Asia,Pakistan,4,art gallery:2; museum:2,RSS/Atom;WordPress REST:3; RSS/Atom;JSON-LD;WordPress REST:1
South Asia,Sri Lanka,25,museum:24; library:1,RSS/Atom;PDF:11; Static JS App:8; (none detected):2; RSS/Atom;JSON-LD;WordPress REST:2; JSON-LD:1; PDF:1
Southeast Asia,Brunei,1,archives:1,RSS/Atom:1
Southeast Asia,Cambodia,4,museum:2; cultural center:1; archives:1,RSS/Atom;JSON-LD;WordPress REST:1; (none detected):1; PDF:1; RSS/Atom;WordPress REST:1
Southeast Asia,Malaysia,24,museum:16; library:4; art gallery:2; archives:2,RSS/Atom;PDF:8; RSS/Atom;JSON-LD;WordPress REST:7; (none detected):5; RSS/Atom:1; RSS/Atom;JSON-LD:1; RSS/Atom;JSON-LD;WordPress REST;Static JS App:1; IIIF;Static JS App:1
Southeast Asia,Philippines,9,museum:5; library:4,(none detected):2; JSON-LD:2; RSS/Atom;WordPress REST:2; PDF:1; Static JS App:1; RSS/Atom;WordPress REST;Static JS App:1
Southeast Asia,Singapore,24,museum:18; library:3; cultural center:2; art museum:1,(none detected):12; RSS/Atom;JSON-LD;WordPress REST:4; Static JS App:3; IIIF;JSON-LD;PDF:1; RSS/Atom;JSON-LD;Static JS App:1; IIIF;RSS/Atom:1; PDF:1; RSS/Atom;JSON-LD;Static JS App;PDF:1
Southeast Asia,Thailand,18,museum:12; library:4; cultural center:1; archives:1,(none detected):6; RSS/Atom;JSON-LD;WordPress REST:4; RSS/Atom;WordPress REST:1; JSON-LD;WordPress REST:1; WordPress REST:1; JSON-LD;PDF:1; JSON-LD:1; RSS/Atom:1; Static JS App:1; IIIF;PDF:1
