candidate_id,source_name,macro_region,subregion,country_or_region,source_class,institutional_level,protocol_family,url,http_status,final_url,content_type,response_bytes,page_title,meta_description,detected_protocols,protocol_evidence,adapter_hint,recommended_image_policy_next,recommended_text_policy_next,rights_risk,capture_priority_next,probe_status,failure_reason,raw_probe_path,access_date,notes
CSS0001,Another Graphic,Global,Independent web,Transnational,independent design archive / publication,independent,Static JS App / HTML,https://anothergraphic.org/,200,https://anothergraphic.org/,text/html; charset=UTF-8,180000,Another Graphic | Archive of graphic design focused on typographic treatment,Archive of graphic design focused on typographic treatment. Find your graphic design & typography inspiration.,RSS/Atom;JSON-LD;WordPress REST;Static JS App,RSS/Atom:application/rss+xml;JSON-LD:application/ld+json;WordPress REST:wp-json;Static JS App:window.__,wordpress_rest_or_html_adapter,IMG00/IMG02 after item rights review; no automatic thumbnail upgrade,essay and project text extraction after source terms review,manual_rights_review,P1 text/source enrichment,ok,,data/contemporary_source_scan_probe_1990_2026_v1_raw/CSS0001.html.txt,2026-06-05,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0002,It's Nice That,Global,Independent web,United Kingdom / transnational,design media,independent media,WordPress REST / HTML,https://www.itsnicethat.com/,200,https://www.itsnicethat.com/,text/html; charset=utf-8,180000,It's Nice That,Inspiring Creativity,IIIF;RSS/Atom;WordPress REST,"IIIF:rel=""manifest"";RSS/Atom:application/atom+xml;WordPress REST:wordpress",iiif_manifest_adapter,IMG02 source-hosted viewer candidate; IMG03 only with record-level open license,article text snippets and cited designer/source extraction,iiif_is_viewer_not_reuse,P1 adapter build,ok,,data/contemporary_source_scan_probe_1990_2026_v1_raw/CSS0002.html.txt,2026-06-05,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0003,AIGA Eye on Design,Global,Independent web,United States / transnational,design media,professional association media,WordPress REST / HTML,https://eyeondesign.aiga.org/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1028)>,,2026-06-05,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0004,Slanted,Global,Independent web,Germany / transnational,design publication / type culture,independent media,HTML / WordPress-like,https://www.slanted.de/,200,https://www.slanted.de/,text/html; charset=UTF-8,180000,"Slanted.de by Slanted Publishers - Design-News, Publisher, Shop - slanted",The daily blog highlights events and news from an international design scene and showcases inspiring portfolios from all over the world.,RSS/Atom;JSON-LD;WordPress REST;Static JS App,RSS/Atom:application/rss+xml;JSON-LD:application/ld+json;WordPress REST:wp-json;Static JS App:vite,wordpress_rest_or_html_adapter,IMG00/IMG02 after item rights review; no automatic thumbnail upgrade,article text and issue metadata,standard_rights_review,P1 adapter build,ok,,data/contemporary_source_scan_probe_1990_2026_v1_raw/CSS0004.html.txt,2026-06-05,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0005,The Brand Identity,Global,Independent web,United Kingdom / transnational,branding archive / media,independent media,Static JS App / HTML,https://the-brandidentity.com/,200,https://the-brandidentity.com/,text/html; charset=utf-8,180000,The Brand Identity – Home of the Greatest in Graphic & Brand Design,"A curated platform for the world's best brand and graphic design, since 2015. Read case studies and interviews, shop premium design assets, and find your next job role. Seen and shared 20 million times a month.",IIIF;GraphQL;Static JS App,"IIIF:rel=""manifest"";GraphQL:__typename;Static JS App:window.__",iiif_manifest_adapter,IMG02 source-hosted viewer candidate; IMG03 only with record-level open license,project text and studio/source extraction,iiif_is_viewer_not_reuse,P1 adapter build,ok,,data/contemporary_source_scan_probe_1990_2026_v1_raw/CSS0005.html.txt,2026-06-05,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0006,BP&O,Global,Independent web,United Kingdom / transnational,branding archive / review,independent media,WordPress REST / HTML,https://bpando.org/,200,https://bpando.org/,text/html; charset=UTF-8,124906,"BP&O - Branding, Packaging and Opinion","Logo, brand identity, packaging and graphic design blog, daily design inspiration, review, news and opinion from Richard Baird.",JSON-LD;WordPress REST,JSON-LD:application/ld+json;WordPress REST:wp-content,wordpress_rest_or_html_adapter,IMG00/IMG02 after item rights review; no automatic thumbnail upgrade,project summary and outbound link extraction,standard_rights_review,P1 adapter build,ok,,data/contemporary_source_scan_probe_1990_2026_v1_raw/CSS0006.html.txt,2026-06-05,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0007,Fonts In Use,Global,Typography,Transnational,typography database,community database,Static JS App / HTML,https://fontsinuse.com/,200,https://fontsinuse.com/,text/html; charset=UTF-8,180000,Fonts In Use - Fonts In Use,"A searchable archive of typographic design, indexed by typeface, format, and topic.",RSS/Atom,RSS/Atom:application/rss+xml,rss_atom_source_adapter,IMG00/IMG02 after item rights review; no automatic thumbnail upgrade,title/typeface/industry/source metadata,standard_rights_review,P1 text/source enrichment,ok,,data/contemporary_source_scan_probe_1990_2026_v1_raw/CSS0007.html.txt,2026-06-05,"Useful authority-like typography context, but not an image-rights authority."
CSS0008,People's Graphic Design Archive,Global,Community archive,United States / transnational,community archive,community,Static JS App / API-like,https://peoplesgdarchive.org/,200,https://peoplesgdarchive.org/,text/html; charset=UTF-8,121282,People’s Graphic Design Archive,A virtual design archive built by everyone about everyone for everyone.,IIIF;RSS/Atom;PDF,IIIF:manifest.json;RSS/Atom:application/rss+xml;PDF:.pdf,iiif_manifest_adapter,IMG02 source-hosted viewer candidate; IMG03 only with record-level open license,metadata and citation enrichment,community_or_cultural_review;iiif_is_viewer_not_reuse,P1 adapter build,ok,,data/contemporary_source_scan_probe_1990_2026_v1_raw/CSS0008.html.txt,2026-06-05,Important non-museum comparator; not a replacement source.
CSS0009,Design Reviewed,Europe,Independent archive,United Kingdom,private design archive / publication,independent,WordPress REST / HTML,https://designreviewed.com/,200,https://designreviewed.com/,text/html; charset=UTF-8,180000,Design Reviewed — Graphic Design History Archive,"Design Reviewed, a personal project dedicated to digitally preserving graphic design history and documenting the visual culture from the last century.",RSS/Atom;JSON-LD;WordPress REST;Static JS App,RSS/Atom:application/rss+xml;JSON-LD:application/ld+json;WordPress REST:wp-json;Static JS App:vite,wordpress_rest_or_html_adapter,IMG00/IMG02 after item rights review; no automatic thumbnail upgrade,post text and tags,standard_rights_review,P1 text/source enrichment,ok,,data/contemporary_source_scan_probe_1990_2026_v1_raw/CSS0009.html.txt,2026-06-05,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0010,Letterform Archive Blog,North America,Independent archive,United States,typography archive / institution,nonprofit archive,WordPress REST / HTML,https://letterformarchive.org/news/,200,https://letterformarchive.org/news/,text/html; charset=UTF-8,180000,News | Letterform Archive,"A nonprofit center for inspiration, education, and community in the graphic arts.",JSON-LD;WordPress REST;Static JS App;PDF,JSON-LD:application/ld+json;WordPress REST:wp-json;Static JS App:vite;PDF:.pdf,wordpress_rest_or_html_adapter,IMG00/IMG02 after item rights review; no automatic thumbnail upgrade,article text; collection references,standard_rights_review,P1 adapter build,ok,,data/contemporary_source_scan_probe_1990_2026_v1_raw/CSS0010.html.txt,2026-06-05,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0011,Are.na Design History Channels,Global,Platform discovery,Transnational,social bookmarking / research platform,platform,Static JS App / API,https://www.are.na/,200,https://www.are.na/,text/html; charset=utf-8,85455,Are.na Are.na Are.na Are.na Are.na,Are.na is a platform for connecting ideas and building knowledge.,IIIF;JSON-LD;GraphQL;Static JS App,"IIIF:rel=""manifest"";JSON-LD:application/ld+json;GraphQL:__typename;Static JS App:_next/static",discovery_signal_only_no_item_image_ingest,IMG00 discovery-only; resolve original source before public image display,link graph and topic discovery,discovery_only_platform;iiif_is_viewer_not_reuse,P2 discovery lead queue,ok,,data/contemporary_source_scan_probe_1990_2026_v1_raw/CSS0011.html.txt,2026-06-05,"Use only to find original sources, not as archive evidence."
CSS0012,Behance,Global,Platform discovery,Transnational,portfolio platform,platform,API / Static JS App,https://www.behance.net/,200,https://www.behance.net/,text/html; charset=utf-8,180000,"Search Projects :: Photos, videos, logos, illustrations and branding :: Behance",Behance is the world's largest creative network for showcasing and discovering creative work,IIIF;RSS/Atom;Static JS App,IIIF:manifest.json;RSS/Atom:application/rss+xml;Static JS App:vite,discovery_signal_only_no_item_image_ingest,IMG00 discovery-only; resolve original source before public image display,project title/creator/date/tag signal only,discovery_only_platform;iiif_is_viewer_not_reuse,P2 discovery lead queue,ok,,data/contemporary_source_scan_probe_1990_2026_v1_raw/CSS0012.html.txt,2026-06-05,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0013,Pinterest,Global,Platform discovery,Transnational,visual bookmarking platform,platform,API / HTML,https://www.pinterest.com/,200,https://au.pinterest.com/,text/html; charset=utf-8,180000,Pinterest,"Discover recipes, home ideas, style inspiration and other ideas to try.",IIIF;ArchiveSpace/EAD;RSS/Atom,"IIIF:manifest.json;ArchiveSpace/EAD:ead3;RSS/Atom:rel=""alternate""",discovery_signal_only_no_item_image_ingest,IMG00 discovery-only; resolve original source before public image display,outbound link/source discovery,discovery_only_platform;iiif_is_viewer_not_reuse,P2 discovery lead queue,ok,,data/contemporary_source_scan_probe_1990_2026_v1_raw/CSS0013.html.txt,2026-06-05,"Use sparingly for source discovery, not item evidence."
CSS0014,Cargo Sites,Global,Independent web,Transnational,portfolio hosting family,platform / independent sites,Cargo / HTML,https://cargo.site/,200,https://cargo.site/,text/html; charset=utf-8,8559,Cargo,Site builder for designers and artists,Static JS App,Static JS App:window.__,discovery_signal_only_no_item_image_ingest,IMG00 discovery-only; resolve original source before public image display,project metadata where public and permitted,discovery_only_platform,P2 discovery lead queue,ok,,data/contemporary_source_scan_probe_1990_2026_v1_raw/CSS0014.html.txt,2026-06-05,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0015,Tumblr Design Archive Discovery,Global,Platform discovery,Transnational,blog platform,platform,API / RSS / HTML,https://www.tumblr.com/,200,https://www.tumblr.com/,text/html; charset=utf-8,119871,Trending topics on Tumblr,"Explore trending topics on Tumblr. See all of the GIFs, fan art, and general conversation about the internet’s favorite things.",IIIF;WordPress REST;Static JS App,IIIF:manifest.json;WordPress REST:wp-content;Static JS App:window.__,discovery_signal_only_no_item_image_ingest,IMG00 discovery-only; resolve original source before public image display,tag/source link discovery,discovery_only_platform;iiif_is_viewer_not_reuse,P2 discovery lead queue,ok,,data/contemporary_source_scan_probe_1990_2026_v1_raw/CSS0015.html.txt,2026-06-05,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0016,JAGDA,East Asia,Japan,Japan,professional association,professional association,Static JS App / HTML,https://www.jagda.or.jp/,200,https://www.jagda.or.jp/,text/html; charset=UTF-8,33798,公益社団法人日本グラフィックデザイン協会（JAGDA）,グラフィックデザイナーによる団体。設立趣旨・概要、イベント案内とニュース。,WordPress REST,WordPress REST:wp-json,wordpress_rest_or_html_adapter,IMG04 text/source registry; no image frame unless item-level visual record is found,institutional description and event text,standard_rights_review,P1 text/source enrichment,ok,,data/contemporary_source_scan_probe_1990_2026_v1_raw/CSS0016.html.txt,2026-06-05,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0017,Tokyo Type Directors Club,East Asia,Japan,Japan,professional association / awards,professional association,Static JS App / HTML,https://tokyotypedirectorsclub.org/,200,https://tokyotypedirectorsclub.org/,text/html; charset=UTF-8,55400,Tokyo TDC,Tokyo Type Directors Club,JSON-LD;WordPress REST,JSON-LD:schema.org;WordPress REST:wp-json,wordpress_rest_or_html_adapter,IMG04 text/source registry; no image frame unless item-level visual record is found,source/event text extraction,standard_rights_review,P1 text/source enrichment,ok,,data/contemporary_source_scan_probe_1990_2026_v1_raw/CSS0017.html.txt,2026-06-05,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
