source_name,captured_records,image_states,notes
"Wikimedia Commons file source / ""Pastures For Habersham County"" brochures by S. C. Gunnels, county agent - DPLA - 61e5c0f2980eaf4b457ddd178e0fce34.jpg / page 99330601",1,IMG03:1,Region-balanced Commons open-license metadata; no image binary downloaded
"Wikimedia Commons file source / ""The squall"" LCCN98516811.jpg / page 31913260",1,IMG03:1,Region-balanced Commons open-license metadata; no image binary downloaded
Wikimedia Commons file source / 'Mohammad' poster (1).png / page 130834101,1,IMG03:1,Region-balanced Commons open-license metadata; no image binary downloaded
Wikimedia Commons file source / (Red Cross pamphlet on March 1st Movement) (KADA-shyun15-012~45).jpg / page 31058241,1,IMG03:1,Region-balanced Commons open-license metadata; no image binary downloaded
Wikimedia Commons file source / 1 Anna - Receipt Stamp of Las Bela.jpg / page 110841038,1,IMG03:1,Region-balanced Commons open-license metadata; no image binary downloaded
"Wikimedia Commons file source / 1 The Australian poster 'Sharing Central Australian Histories with respect"" at the Wikimania 2025 poster session 02.jpg / page 172341939",1,IMG03:1,Region-balanced Commons open-license metadata; no image binary downloaded
Wikimedia Commons file source / 125th RizalDay stamp sheets.jpg / page 150447796,1,IMG03:1,Region-balanced Commons open-license metadata; no image binary downloaded
Wikimedia Commons file source / 1575 by 2100 redesign.jpg / page 147760674,1,IMG03:1,Region-balanced Commons open-license metadata; no image binary downloaded
"Wikimedia Commons file source / 169.3.В. Смiлянська. Шевченкознавчi розмисли. К., 2005. Обкладинка.jpg / page 51901642",1,IMG03:1,Region-balanced Commons open-license metadata; no image binary downloaded
Wikimedia Commons file source / 1856 Bertha LMAlcott SaturdayEveningGazette Boston.png / page 9055790,1,IMG03:1,Region-balanced Commons open-license metadata; no image binary downloaded
Wikimedia Commons file source / 1906 José Rizal stamp sheet.jpg / page 150447184,1,IMG03:1,Region-balanced Commons open-license metadata; no image binary downloaded
"Wikimedia Commons file source / 1922. Poster of the lecture Malevich About art, Church, factory, as three ways of claiming God.jpg / page 71743632",1,IMG03:1,Region-balanced Commons open-license metadata; no image binary downloaded
Wikimedia Commons file source / 1930s Japan Travel Poster - 12.jpg / page 31526388,1,IMG03:1,Region-balanced Commons open-license metadata; no image binary downloaded
Wikimedia Commons file source / 1943 Inside wartime China.jpg / page 7428898,1,IMG03:1,Region-balanced Commons open-license metadata; no image binary downloaded
Wikimedia Commons file source / 1955 Advertisement of Mentholatum Balm 01.jpg / page 187437198,1,IMG03:1,Region-balanced Commons open-license metadata; no image binary downloaded
Wikimedia Commons file source / 1955 Advertisement of Phosferive Tonic Wine.jpg / page 187473064,1,IMG03:1,Region-balanced Commons open-license metadata; no image binary downloaded
Wikimedia Commons file source / 1955 HMV Yellow Label Advertisement Eastern State Express.png / page 187625433,1,IMG03:1,Region-balanced Commons open-license metadata; no image binary downloaded
Wikimedia Commons file source / 1961 - 04 - გეორგიკა 1.jpg / page 158552314,1,IMG03:1,Region-balanced Commons open-license metadata; no image binary downloaded
Wikimedia Commons file source / 1961-02 - არიანე.jpg / page 159614159,1,IMG03:1,Region-balanced Commons open-license metadata; no image binary downloaded
Wikimedia Commons file source / 1964 - 07 - იაკუთი.png / page 158552321,1,IMG03:1,Region-balanced Commons open-license metadata; no image binary downloaded
Wikimedia Commons file source / 1964 - 16 - გეორგიკა 2.png / page 158552324,1,IMG03:1,Region-balanced Commons open-license metadata; no image binary downloaded
Wikimedia Commons file source / 1966 - 17 - დიონ კასიოსი.jpg / page 159613391,1,IMG03:1,Region-balanced Commons open-license metadata; no image binary downloaded
Wikimedia Commons file source / 1966 - 18 - გეორგიკა 6.png / page 159613392,1,IMG03:1,Region-balanced Commons open-license metadata; no image binary downloaded
Wikimedia Commons file source / 1967 - 20 - გეორგიკა 7.png / page 159613394,1,IMG03:1,Region-balanced Commons open-license metadata; no image binary downloaded
