surface_id,source_record_id,source_record_url,title,best_image_state,repair_family,weighted_gap_points,local_record_found,local_capture_id,local_record_file,local_image_state,local_rights_review_required,local_rights_signal,rights_signal,future_action,upgrade_recommendation,automatic_upgrade_allowed,iiif_or_viewer_available,image_url_detected_excerpt,rights_text_excerpt,rights_basis_excerpt,review_note_excerpt,source_notes_excerpt
SURF-ER1830R020,2015651614,https://www.loc.gov/pictures/item/2015651614/,"[Ship at sea, under full sail, with five men in a rowboat under a partially obscured full moon]",IMG01,img01_item_image_and_rights_review,0.70,true,ER1830R021,data/capture_batch_early_region_1830_1880_records.csv,IMG01,true,no_item_rights_advisory_text,thumbnail_only_item_rights_missing,loc_item_rights_and_image_derivative_capture_required,item_rights_capture_required,false,https://www.loc.gov/pictures/item/2015651614/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/39600/39629_150px.jpg,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,Thumbnail candidate only; keep source return visible.,
SURF-MC1930R023,98515024,https://www.loc.gov/pictures/item/98515024/,[WPA poster design on blue background showing the head and hands of a woman holding flowers and wheat above a blank banner],IMG01,img01_item_image_and_rights_review,0.70,true,MC1930R023,data/capture_batch_midcentury_1930_1970_records.csv,IMG01,true,no_item_rights_advisory_text,thumbnail_only_item_rights_missing,loc_item_rights_and_image_derivative_capture_required,item_rights_capture_required,false,https://www.loc.gov/pictures/item/98515024/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/38300/38347_150px.jpg,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,Thumbnail candidate only; keep source return visible.,"Title devised by Library staff.; Date stamped on verso: May 14 1941.; Stamped on verso: ""New York State WPA Art Program.""; Forms part of: Work Projects Administration Poster Collection (Library of Congress).;..."
SURF-MC1930R024,98515025,https://www.loc.gov/pictures/item/98515025/,[WPA poster design on red background showing the head and hands of a woman holding flowers and wheat above a blank banner],IMG01,img01_item_image_and_rights_review,0.70,true,MC1930R024,data/capture_batch_midcentury_1930_1970_records.csv,IMG01,true,no_item_rights_advisory_text,thumbnail_only_item_rights_missing,loc_item_rights_and_image_derivative_capture_required,item_rights_capture_required,false,https://www.loc.gov/pictures/item/98515025/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/38300/38344_150px.jpg,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,Thumbnail candidate only; keep source return visible.,"Title devised by Library staff.; Date stamped on verso: May 14 1941.; Stamped on verso: ""New York State WPA Art Program.""; Forms part of: Work Projects Administration Poster Collection (Library of Congress).;..."
SURF-MC1930R025,98515019,https://www.loc.gov/pictures/item/98515019/,[WPA poster design showing the head and hands of a woman holding flowers and wheat above a blank banner],IMG01,img01_item_image_and_rights_review,0.70,true,MC1930R025,data/capture_batch_midcentury_1930_1970_records.csv,IMG01,true,no_item_rights_advisory_text,thumbnail_only_item_rights_missing,loc_item_rights_and_image_derivative_capture_required,item_rights_capture_required,false,https://www.loc.gov/pictures/item/98515019/,https://tile.loc.gov/storage-services/service/pnp/cph/3f00000/3f05000/3f05300/3f05358_150px.jpg,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,Thumbnail candidate only; keep source return visible.,Date stamped on verso: May 14 1941.; Stamped on verso: New York State WPA Art Program.; Work Projects Administration Poster Collection (Library of Congress).
SURF-ER1830R021,2015651618,https://www.loc.gov/pictures/item/2015651618/,[Winter outing with people riding in horse-drawn sleighs across a snow covered landscape toward a church in the distance],IMG01,img01_item_image_and_rights_review,0.70,true,ER1830R021,data/capture_batch_early_region_1830_1930_records.csv,IMG01,true,no_item_rights_advisory_text,thumbnail_only_item_rights_missing,loc_item_rights_and_image_derivative_capture_required,item_rights_capture_required,false,https://www.loc.gov/pictures/item/2015651618/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/40200/40211_150px.jpg,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,Thumbnail candidate only; keep source return visible.,"Title devised by Library staff.; Signed on lower left with monogram of S within an open circle.; Possibly a proof; it appears to lack additional white coloring that is present on: LOT 14100, no. 515.;..."
SURF-ER1830R022,2015651616,https://www.loc.gov/pictures/item/2015651616/,"[Winter scene with frozen waterwheel, a man with horse team and load of logs, and a church in the distance, under a full moon]",IMG01,img01_item_image_and_rights_review,0.70,true,ER1830R022,data/capture_batch_early_region_1830_1880_records.csv,IMG01,true,no_item_rights_advisory_text,thumbnail_only_item_rights_missing,loc_item_rights_and_image_derivative_capture_required,item_rights_capture_required,false,https://www.loc.gov/pictures/item/2015651616/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/40200/40209_150px.jpg,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,Thumbnail candidate only; keep source return visible.,
SURF-ER1830R023,2015651617,https://www.loc.gov/pictures/item/2015651617/,"[Winter scene with horse team hauling logs on a sledge past a windmill, with snow covered landscape, under a full moon]",IMG01,img01_item_image_and_rights_review,0.70,true,ER1830R023,data/capture_batch_early_region_1830_1880_records.csv,IMG01,true,no_item_rights_advisory_text,thumbnail_only_item_rights_missing,loc_item_rights_and_image_derivative_capture_required,item_rights_capture_required,false,https://www.loc.gov/pictures/item/2015651617/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/40200/40210_150px.jpg,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,Thumbnail candidate only; keep source return visible.,
SURF-ER1830R008,2007675841,https://www.loc.gov/pictures/item/2007675841/,Gardner's photographic advertising card,IMG04,img04_text_state_review,1.00,true,ER1830R008,data/capture_batch_early_region_1830_1930_records.csv,IMG04,false,no_item_rights_advisory_text,no_usable_image_in_local_capture,loc_deep_item_image_probe_required,source_visible_repair_needed,false,https://www.loc.gov/pictures/item/2007675841/,,LOC search row does not expose a usable image in this capture.,LOC search row does not expose a usable image in this capture.,Render as text/source page without image frame.,
SURF-ER1830R062,2010645616,https://www.loc.gov/pictures/item/2010645616/,"Moore, crayon artist and photographer",IMG04,img04_text_state_review,1.00,true,ER1830R062,data/capture_batch_early_region_1830_1930_records.csv,IMG04,false,no_item_rights_advisory_text,no_usable_image_in_local_capture,loc_deep_item_image_probe_required,source_visible_repair_needed,false,https://www.loc.gov/pictures/item/2010645616/,,LOC search row does not expose a usable image in this capture.,LOC search row does not expose a usable image in this capture.,Render as text/source page without image frame.,This catalog record contains preliminary data.; Text on card: Successor to Abell & Son. 29 Washington St. Portland. Or. Satisfaction at this gallery or no pay.; Trade card advertising Elbridge W. Moore shows aerialist...
SURF-ER1830R024,2010645617,https://www.loc.gov/pictures/item/2010645617/,Pluto,IMG04,img04_text_state_review,1.00,true,ER1830R024,data/capture_batch_early_region_1830_1930_records.csv,IMG04,false,blocking_or_unresolved_rights_terms,no_usable_image_in_local_capture,loc_deep_item_image_probe_required,source_visible_repair_needed,false,https://www.loc.gov/pictures/item/2010645617/,,LOC search row does not expose a usable image in this capture.,LOC search row does not expose a usable image in this capture.,Render as text/source page without image frame.,"This catalog record contains preliminary data.; Text on card: Compliments of Schartel, The Cumberland Street Photographer. Copyright 1884 by Baker & Hayes.; Trade card for photographer Elvin H. Schartel shows a bat and..."
SURF-MC1930R013,2010634800,https://www.loc.gov/pictures/item/2010634800/,Preliminary drawings for See American WPA poster,IMG04,img04_text_state_review,1.00,true,MC1930R013,data/capture_batch_midcentury_1930_1970_records.csv,IMG04,false,no_item_rights_advisory_text,no_usable_image_in_local_capture,loc_deep_item_image_probe_required,source_visible_repair_needed,false,https://www.loc.gov/pictures/item/2010634800/,,LOC search row does not expose a usable image in this capture.,LOC search row does not expose a usable image in this capture.,Render as text/source page without image frame.,Collection stored on site. Containers include: 1 B size container (partial).; Creators include: Richard Halls.; Media includes: 3 Posters : original watercolor drawings; silkscreen.; This catalog record contains...
SURF-MC1930R040,2010633532,https://www.loc.gov/pictures/item/2010633532/,"To speak up for democracy read up on democracy; 1791/1941 Freedom of expression and religion, Freedom from want & fear everywhere in the world-FDR; All out for defense of democracy; Strengthen good neighbor policy [WPA posters]",IMG04,img04_text_state_review,1.00,true,MC1930R040,data/capture_batch_midcentury_1930_1970_records.csv,IMG04,false,no_item_rights_advisory_text,no_usable_image_in_local_capture,loc_deep_item_image_probe_required,source_visible_repair_needed,false,https://www.loc.gov/pictures/item/2010633532/,,LOC search row does not expose a usable image in this capture.,LOC search row does not expose a usable image in this capture.,Render as text/source page without image frame.,Collection stored on site. Containers include: 1 B size container (partial).; Creators include: New York State WPA Art Program.; Media includes: 4 Posters : silkscreen.; Printed on brittle board.; This catalog record...
SURF-ER1830R063,2020633675,https://www.loc.gov/pictures/item/2020633675/,[Liebig Company trade cards],IMG04,img04_text_state_review,1.00,true,ER1830R063,data/capture_batch_early_region_1830_1930_records.csv,IMG04,false,no_item_rights_advisory_text,no_usable_image_in_local_capture,loc_deep_item_image_probe_required,source_visible_repair_needed,false,https://www.loc.gov/pictures/item/2020633675/,,LOC search row does not expose a usable image in this capture.,LOC search row does not expose a usable image in this capture.,Render as text/source page without image frame.,This catalog record contains preliminary data.; Title devised by Library staff.; Purchase; Kevin Jackson; 2020; (DLC/PP-2020:072).; Vendor : Kevin Jackson.
SURF-ER1830R029,2010646974,https://www.loc.gov/pictures/item/2010646974/,[Liebig's Extract of Meat Company trade card sets],IMG04,img04_text_state_review,1.00,true,ER1830R029,data/capture_batch_early_region_1830_1930_records.csv,IMG04,false,no_item_rights_advisory_text,no_usable_image_in_local_capture,loc_deep_item_image_probe_required,source_visible_repair_needed,false,https://www.loc.gov/pictures/item/2010646974/,,LOC search row does not expose a usable image in this capture.,LOC search row does not expose a usable image in this capture.,Render as text/source page without image frame.,This catalog record contains preliminary data.; Title devised by Library staff.; Container list: Liebig.; Purchase; Kevin Jackson; 2007; (DLC/PP-2007:118).
SURF-ER1830R018,2010635174,https://www.loc.gov/pictures/item/2010635174/,[Pearsall Photography Studio trade card],IMG04,img04_text_state_review,1.00,true,ER1830R019,data/capture_batch_early_region_1830_1880_records.csv,IMG04,false,no_item_rights_advisory_text,no_usable_image_in_local_capture,loc_deep_item_image_probe_required,source_visible_repair_needed,false,https://www.loc.gov/pictures/item/2010635174/,,LOC search row does not expose a usable image in this capture.,LOC search row does not expose a usable image in this capture.,Render as text/source page without image frame.,
SURF-MC1930R008,2010633924,https://www.loc.gov/pictures/item/2010633924/,"[Poster designs for WPA, Army, Air Force, Fitzsimmons General Hospital Reconditioning Service]",IMG04,img04_text_state_review,1.00,true,MC1930R008,data/capture_batch_midcentury_1930_1970_records.csv,IMG04,false,no_item_rights_advisory_text,no_usable_image_in_local_capture,loc_deep_item_image_probe_required,source_visible_repair_needed,false,https://www.loc.gov/pictures/item/2010633924/,,LOC search row does not expose a usable image in this capture.,LOC search row does not expose a usable image in this capture.,Render as text/source page without image frame.,Collection stored on site. Containers include: 1 A size container (partial).; Creators include: Tony Velonis.; Media includes: Drawings : gouache; 2 Photographs; Posters : silkscreen.; This catalog record contains...
SURF-ER1830R004,2010646699,https://www.loc.gov/pictures/item/2010646699/,[Trade card for McKay Iron and Locomotive Works and an Arkansas railroad],IMG04,img04_text_state_review,1.00,true,ER1830R005,data/capture_batch_early_region_1830_1880_records.csv,IMG04,false,no_item_rights_advisory_text,no_usable_image_in_local_capture,loc_deep_item_image_probe_required,source_visible_repair_needed,false,https://www.loc.gov/pictures/item/2010646699/,,LOC search row does not expose a usable image in this capture.,LOC search row does not expose a usable image in this capture.,Render as text/source page without image frame.,
SURF-MC1930R041,2010632762,https://www.loc.gov/pictures/item/2010632762/,[WPA  posters for American Guide Week and Hoosier Folklore],IMG04,img04_text_state_review,1.00,true,MC1930R041,data/capture_batch_midcentury_1930_1970_records.csv,IMG04,false,no_item_rights_advisory_text,no_usable_image_in_local_capture,loc_deep_item_image_probe_required,source_visible_repair_needed,false,https://www.loc.gov/pictures/item/2010632762/,,LOC search row does not expose a usable image in this capture.,LOC search row does not expose a usable image in this capture.,Render as text/source page without image frame.,Creator not recorded.; Rest of material processed as LOTs.; Material stored on site. Containers include: 1 B size container (partial).; This catalog record contains preliminary data.; Title devised by Library staff.;...
SURF-MC1930R022,2010651945,https://www.loc.gov/pictures/item/2010651945/,[WPA Federal Music Project posters announcing Ernst Bacon musical events],IMG04,img04_text_state_review,1.00,true,MC1930R022,data/capture_batch_midcentury_1930_1970_records.csv,IMG04,false,no_item_rights_advisory_text,no_usable_image_in_local_capture,loc_deep_item_image_probe_required,source_visible_repair_needed,false,https://www.loc.gov/pictures/item/2010651945/,,LOC search row does not expose a usable image in this capture.,LOC search row does not expose a usable image in this capture.,Render as text/source page without image frame.,"This catalog record contains preliminary data.; Title devised by Library staff.; Noted on folder: ""Found with Eames material at Landover.""; Includes: San Francisco WPA Symphony Orchestra in a program of French Music,..."
SURF-MC1930R026,2010646678,https://www.loc.gov/pictures/item/2010646678/,[WPA posters],IMG04,img04_text_state_review,1.00,true,MC1930R026,data/capture_batch_midcentury_1930_1970_records.csv,IMG04,false,no_item_rights_advisory_text,no_usable_image_in_local_capture,loc_deep_item_image_probe_required,source_visible_repair_needed,false,https://www.loc.gov/pictures/item/2010646678/,,LOC search row does not expose a usable image in this capture.,LOC search row does not expose a usable image in this capture.,Render as text/source page without image frame.,This catalog record contains preliminary data.; Titles include: Give to build; Keep yards and courts clean; Protect baby molars; Youth challenges the war-makers; Continental varieties; Purchase; Mary Ryan Gallery;...
