surface_id,capture_id,year,period,region,theme,medium,image_state,source_name,title,research_packet_anchor_marker,main_anchor_lane,main_anchor_reason,source_reading_text_length,reading_text_length,compound_children,dossier_subsheet_pages,dossier_text_pages,cluster_key,cluster_size
SURF-GA1970R040,GA1970R040,1923,1914_1945,France,Midcentury modern graphic communication,"1 estampe : bois gravé ; 0,32 x 0,25 m; image/jpeg; Nombre total de vues : 1",IMG03,Gallica / BnF APIs,"... Art et Action... en son studio, 66 rue Lepic à Paris... donnera le dimanche 18 février 1923... en 82ème séance, un prélude à la représentation des Noces de Wyspianski. Lecure des Noces, commentaire sur la réalisation scènique... : [affi",strong_soft_anchor,keep_main_anchor_candidate,enough source/editorial text for standalone anchor,254,2190,0,0,1,France|Midcentury modern graphic communication|Gallica / BnF APIs|1920s,35
SURF-GA1970R056,GA1970R056,1927,1914_1945,France,Midcentury modern graphic communication,"1 estampe : gravure sur bois en bleu et brun ; 0,50 x 0,32 m; image/jpeg; Nombre total de vues : 1",IMG03,Gallica / BnF APIs,"Art et Action clôturera son étude sur l'art dramatique russe en 1927 aux dates précisées aux invitations incluses. Assisté du groupe n. 4... Ruzzante ou le Retour de la guerre, parade traduite du Padouan (1529), par Alfred Mortier... Le ven",strong_soft_anchor,keep_main_anchor_candidate,enough source/editorial text for standalone anchor,298,2322,0,0,1,France|Midcentury modern graphic communication|Gallica / BnF APIs|1920s,35
SURF-GA1970R037,GA1970R037,1922,1914_1945,France,Midcentury modern graphic communication,"1 estampe : gravure sur bois en noir et blanc ; 0,53 x 0,39 m; image/jpeg; Nombre total de vues : 1",IMG03,Gallica / BnF APIs,"Art et Action présente... le vendredi 1er décembre [1922]... Panharmonie orphique, drame simultané de H.-M. Barzun... Terre poème dancing de R. Chomette... : [affiche] / bois gravé par [Claude Autant-Lara]",strong_soft_anchor,keep_main_anchor_candidate,enough source/editorial text for standalone anchor,300,2109,0,0,1,France|Midcentury modern graphic communication|Gallica / BnF APIs|1920s,35
SURF-GA1970R045,GA1970R045,1924,1914_1945,France,Midcentury modern graphic communication,"1 est. : gravure sur bois vert et noir ; 0,5 x 0,33 m; image/jpeg; Nombre total de vues : 1",IMG03,Gallica / BnF APIs,"Art et Action. Hamlet de Jules Laforgue... : [affiche] / [non signé] ; bois gravé, non signé",strong_soft_anchor,keep_main_anchor_candidate,enough source/editorial text for standalone anchor,284,1800,0,0,1,France|Midcentury modern graphic communication|Gallica / BnF APIs|1920s,35
SURF-GA1970R059,GA1970R059,1929,1914_1945,France,Midcentury modern graphic communication,"1 estampe : gravure sur bois en blanc et bleu ; 0,45 x 0,28 m; image/jpeg; Nombre total de vues : 1",IMG03,Gallica / BnF APIs,"Art et Action. Laboratoire de théâtre. Reconstruire Babel, drame philosophique en 2 actes et 2 parabases par Georges Polti : [affiche] / bois gravé par [Joé Chaine]",strong_soft_anchor,keep_main_anchor_candidate,enough source/editorial text for standalone anchor,300,2007,0,0,1,France|Midcentury modern graphic communication|Gallica / BnF APIs|1920s,35
SURF-GA1970R049,GA1970R049,1925,1914_1945,France,Midcentury modern graphic communication,"1 est. : gravure sur bois en noir et blanc ; 0,50 x 0,24 m; image/jpeg; Nombre total de vues : 1",IMG03,Gallica / BnF APIs,"Art et Action. Le Pantoun' des pantoun' de René Ghil, en illustration animée : [affiche] / bois gravé par Akakia- Viala",strong_soft_anchor,keep_main_anchor_candidate,enough source/editorial text for standalone anchor,294,1925,0,0,1,France|Midcentury modern graphic communication|Gallica / BnF APIs|1920s,35
SURF-GA1970R050,GA1970R050,1925,1914_1945,France,Midcentury modern graphic communication,"1 estampe : gravure sur bois en noir et blanc ; 0,40 x 0,28 m; image/jpeg; Nombre total de vues : 1",IMG03,Gallica / BnF APIs,"Art et Action. Un coup de dé jamais n'abolira le hasard, de S. Mallarmé. Le Pantoun' des pantoun' de R. Ghil... Le Larron de G. Apollinaire : [affiche] / [non signé] ; bois gravé, non signé",strong_soft_anchor,keep_main_anchor_candidate,enough source/editorial text for standalone anchor,300,2033,0,0,1,France|Midcentury modern graphic communication|Gallica / BnF APIs|1920s,35
SURF-GA1970R035,GA1970R035,1921,1914_1945,France,Midcentury modern graphic communication,"1 estampe : bois gravé ; 0,4 x 0,5 m; image/jpeg; Nombre total de vues : 1",IMG03,Gallica / BnF APIs,Art et Action...Le Partage du midi de Paul Claudel... : [affiche] / bois gravé par Orloff Chana,strong_soft_anchor,keep_main_anchor_candidate,enough source/editorial text for standalone anchor,250,1842,0,0,1,France|Midcentury modern graphic communication|Gallica / BnF APIs|1920s,35
SURF-GAX1970R101,GAX1970R101,1924,1914_1945,France,Midcentury modern graphic communication,1 photogr. nég. sur verre ; 13 x 18 cm (sup.); image/jpeg; Nombre total de vues : 1,IMG03,Gallica / BnF APIs,Auto réclame Lion Blanc [lessive] : [photographie de presse] / [Agence Rol],strong_soft_anchor,keep_main_anchor_candidate,enough source/editorial text for standalone anchor,448,2178,0,0,1,France|Midcentury modern graphic communication|Gallica / BnF APIs|1920s,35
SURF-GAX1970R102,GAX1970R102,1924,1914_1945,France,Midcentury modern graphic communication,1 photogr. nég. sur verre ; 13 x 18 cm (sup.); image/jpeg; Nombre total de vues : 1,IMG03,Gallica / BnF APIs,Auto réclame [pour] Electro Lux : [photographie de presse] / [Agence Rol],strong_soft_anchor,keep_main_anchor_candidate,enough source/editorial text for standalone anchor,448,2157,0,0,1,France|Midcentury modern graphic communication|Gallica / BnF APIs|1920s,35
SURF-GAX1970R103,GAX1970R103,1924,1914_1945,France,Midcentury modern graphic communication,1 photogr. nég. sur verre ; 13 x 18 cm (sup.); image/jpeg; Nombre total de vues : 1,IMG03,Gallica / BnF APIs,Auto réclame [voiture publicitaire pour A. Berteil] : [photographie de presse] / [Agence Rol],strong_soft_anchor,keep_main_anchor_candidate,enough source/editorial text for standalone anchor,448,2228,0,0,1,France|Midcentury modern graphic communication|Gallica / BnF APIs|1920s,35
SURF-GAX1970R104,GAX1970R104,1924,1914_1945,France,Midcentury modern graphic communication,1 photogr. nég. sur verre ; 13 x 18 cm (sup.); image/jpeg; Nombre total de vues : 1,IMG03,Gallica / BnF APIs,Auto réclame [voiture publicitaire pour le Moulin Rouge] : [photographie de presse] / [Agence Rol],strong_soft_anchor,keep_main_anchor_candidate,enough source/editorial text for standalone anchor,448,2247,0,0,1,France|Midcentury modern graphic communication|Gallica / BnF APIs|1920s,35
SURF-GAX1970R105,GAX1970R105,1924,1914_1945,France,Midcentury modern graphic communication,1 photogr. nég. sur verre ; 13 x 18 cm (sup.); image/jpeg; Nombre total de vues : 1,IMG03,Gallica / BnF APIs,Auto réclame de Vinay [chocolat] : [photographie de presse] / [Agence Rol],strong_soft_anchor,keep_main_anchor_candidate,enough source/editorial text for standalone anchor,448,2164,0,0,1,France|Midcentury modern graphic communication|Gallica / BnF APIs|1920s,35
SURF-GAX1970R108,GAX1970R108,1927,1914_1945,France,Midcentury modern graphic communication,1 vol. (196 p.-XLIII f. de pl.) ; 24 cm; Nombre total de vues : 288,IMG03,Gallica / BnF APIs,"Catalogue d'une collection importante de médailles et jetons portugais ou ayant un rapport au Portugal formée par un amateur portugais distingué, résidant à Paris, une série remarquable de Charles II d'Angleterre et de Catherine de Bragance",strong_soft_anchor,keep_main_anchor_candidate,enough source/editorial text for standalone anchor,474,2870,0,0,1,France|Midcentury modern graphic communication|Gallica / BnF APIs|1920s,35
SURF-GA1970R051,GA1970R051,1925,1914_1945,France,Midcentury modern graphic communication,"1 estampe : gravure sur bois en noir et blanc ; 0,44 x 0,28 m; image/jpeg; Nombre total de vues : 1",IMG03,Gallica / BnF APIs,"Contrat social en 8 heures, De Foe et J.-J. Rousseau, par A. et A... Intérêt de réalisation : essai de synthèse moderne de différents auteurs ayant traité le même sujet. Robinson Crusoé... : [affiche] / [non signé] ; bois gravé, non signé",strong_soft_anchor,keep_main_anchor_candidate,enough source/editorial text for standalone anchor,300,2104,0,0,1,France|Midcentury modern graphic communication|Gallica / BnF APIs|1920s,35
SURF-GA1970R052,GA1970R052,1925,1914_1945,France,Midcentury modern graphic communication,"1 estampe : gravure sur bois ; 0,52 x 0,38 m; image/jpeg; Nombre total de vues : 1",IMG03,Gallica / BnF APIs,"En trois actes, l'Empereur de Chine de Ribémont-Dessaigne : [affiche] / bois gravé par Louis Lebertre et Édouard Autant",strong_soft_anchor,keep_main_anchor_candidate,enough source/editorial text for standalone anchor,266,1955,0,0,1,France|Midcentury modern graphic communication|Gallica / BnF APIs|1920s,35
SURF-GAX1970R109,GAX1970R109,1929,1914_1945,France,Midcentury modern graphic communication,"4 vol. (126 p., 249 fig. ; 105 p., 266 fig. ; 110 p., 242 fig. ; 13 p., [ca 340] fig.) : ill., fac-sim. ; 24 cm; Nombre total de vues : 408",IMG03,Gallica / BnF APIs,"Histoire de l'imprimerie par l'image. Tome II, La lettre d'imprimerie / Marius Audin",strong_soft_anchor,keep_main_anchor_candidate,enough source/editorial text for standalone anchor,473,2171,0,0,1,France|Midcentury modern graphic communication|Gallica / BnF APIs|1920s,35
SURF-GAX1970R100,GAX1970R100,1923,1914_1945,France,Midcentury modern graphic communication,1 photogr. nég. sur verre ; 13 x 18 cm (sup.) ou moins; image/jpeg; Nombre total de vues : 1,IMG03,Gallica / BnF APIs,"Imprimerie de l'""Oeuvre"" saccagée par ""les Camelots du Roy"" : [photographie de presse] / Agence Meurisse",strong_soft_anchor,keep_main_anchor_candidate,enough source/editorial text for standalone anchor,678,2409,0,0,1,France|Midcentury modern graphic communication|Gallica / BnF APIs|1920s,35
SURF-GA1970R058,GA1970R058,1928,1914_1945,France,Midcentury modern graphic communication,"1 est. : gravure sur bois en vert et noir ; 0,33 x 0,50 m; image/jpeg; Nombre total de vues : 1",IMG03,Gallica / BnF APIs,"L' Assaut à Art et Action. 4ème spectacle saison 1927-28. Le Jeu des masques, revue en spirale à travers le temps par Messieurs Eschyle, Racine, Montherlant... Fragment des Choéphores. Frangment de Andromaque. Les 11 devant la Porte dorée..",strong_soft_anchor,keep_main_anchor_candidate,enough source/editorial text for standalone anchor,292,2241,0,0,1,France|Midcentury modern graphic communication|Gallica / BnF APIs|1920s,35
SURF-GA1970R057,GA1970R057,1927,1914_1945,France,Midcentury modern graphic communication,"1 est. : gravure sur bois en noir et blanc ; 0,55 x 0,37 m; image/jpeg; Nombre total de vues : 1",IMG03,Gallica / BnF APIs,"L' Assaut à Art et Action. L'angoisse des machines. Synthèse tragique en 3 temps, Rugger Vasari, 27, 29 , 30 avril... 31 avril... Mise en scène du studio l'Assaut : [affiche] / bois gravé par [Vera Idelson]",strong_soft_anchor,keep_main_anchor_candidate,enough source/editorial text for standalone anchor,288,2133,0,0,1,France|Midcentury modern graphic communication|Gallica / BnF APIs|1920s,35
SURF-GAX1970R106,GAX1970R106,1924,1914_1945,France,Midcentury modern graphic communication,"In-fol., 128 p., frontisp., fig.; Nombre total de vues : 149",IMG03,Gallica / BnF APIs,"L'Imprimerie glorifiée, anthologie professionnelle / Louis Morin",strong_soft_anchor,keep_main_anchor_candidate,enough source/editorial text for standalone anchor,266,1796,0,0,1,France|Midcentury modern graphic communication|Gallica / BnF APIs|1920s,35
SURF-GA1970R046,GA1970R046,1924,1914_1945,France,Midcentury modern graphic communication,"2 vol. (145, 44 p.-[68] p. de pl.) : ill. ; 21 cm; Nombre total de vues : 156",IMG03,Gallica / BnF APIs,La carte postale illustrée : considérée au point de vue des arts graphiques et des sujets représentés / L. Renieu,strong_soft_anchor,keep_main_anchor_candidate,enough source/editorial text for standalone anchor,361,1995,0,0,1,France|Midcentury modern graphic communication|Gallica / BnF APIs|1920s,35
