capture_id,direction_id,direction_name,source_id,source_name,source_api_url,capture_status,source_identifier,source_record_url,source_title,source_creator,source_date_text,date_start,date_end,source_place_text,source_object_type,source_medium,source_collection,source_description,source_notes,source_subjects,source_rights_text,rights_uri,rights_basis,image_presence_code,image_presence_basis,image_state_evaluation,image_state_confidence,rights_review_required,image_state_review_note,image_frame_behavior,image_url_detected,local_copy_permitted,iiif_or_viewer_available,fallback_required,fallback_reason,raw_json_path,access_date,image_expectation,parser_status,display_mode,ocr_or_excerpt,source_description_raw,editorial_summary,historical_context_note,classification_rationale,uncertainty_note,citation_basis
LPC2026R001,LPTEPAPA01,te_papa_late_aotearoa_poster_and_public_graphics,SRC138,Te Papa Collections Online,https://collections.tepapa.govt.nz/object/1403465,captured,1403465,https://collections.tepapa.govt.nz/object/1403465,"Poster, 'Stop the Slaughter'",,1970,1970,1970,Aotearoa / New Zealand,poster-object / public graphic object,poster / printed public communication,Museum of New Zealand Te Papa Tongarewa,\n This poster calls for an end to the killing of whales. \n Anti-whaling activism started in the early 20th century. The movement to save whales from commercial use gathered force in the 1970s with the founding of organisations such as Greenpeace.,Visit,Aotearoa poster culture; protest graphics; public communication; museum object record,"Te Papa exposes source-hosted preview imagery when present; the page is treated as source-viewer evidence, not reusable image stock.",,"Te Papa exposes source-hosted preview imagery when present; the page is treated as source-viewer evidence, not reusable image stock.",IMG02,"Te Papa exposes source-hosted preview imagery when present; the page is treated as source-viewer evidence, not reusable image stock.","IMG02: Te Papa exposes source-hosted preview imagery when present; the page is treated as source-viewer evidence, not reusable image stock.",high,true,Source-hosted display only; no local image copy or ownership claim.,source_viewer_frame,https://media.tepapa.govt.nz/collection/375184/preview,false,https://collections.tepapa.govt.nz/object/1403465,false,,data/capture_batch_late_period_coverage_1970_2026_raw/te_papa_late_object_1403465.json,2026-06-01,expected,ok,source_viewer_frame,\n This poster calls for an end to the killing of whales. \n Anti-whaling activism started in the early 20th century. The movement to save whales from commercial use gathered force in the 1970s with the founding of organisations such as Greenpeace.,\n This poster calls for an end to the killing of whales. \n Anti-whaling activism started in the early 20th century. The movement to save whales from commercial use gathered force in the 1970s with the founding of organisations such as Greenpeace.,"Poster, 'Stop the Slaughter' is indexed from Te Papa Collections Online. \n This poster calls for an end to the killing of whales. \n Anti-whaling activism started in the early 20th century. The movement to save whales from commercial use gathered force in the 1970s with the founding of organisations such as Greenpeace.","Te Papa object records add Aotearoa/New Zealand public posters, protest graphics, and community visual communication to the late-period archive map.","Captured from Te Papa object search using poster/protest/public communication terms; folder placement should privilege region, medium, and theme evidence.",Rights are source-specific and frequently restricted; display must remain source-hosted with source return. | Noise filter: include_candidate has graphic-design object language and sufficient source/provenance signal,"Te Papa Collections Online. Poster, 'Stop the Slaughter'. https://collections.tepapa.govt.nz/object/1403465. Accessed 2026-06-01."
LPC2026R002,LPTEPAPA01,te_papa_late_aotearoa_poster_and_public_graphics,SRC138,Te Papa Collections Online,https://collections.tepapa.govt.nz/object/1438313,captured,1438313,https://collections.tepapa.govt.nz/object/1438313,'Poor & Ignored' poster,,1980,1980,1980,Aotearoa / New Zealand,poster-object / public graphic object,poster / printed public communication,Museum of New Zealand Te Papa Tongarewa,"\n This poster was produced by a community group involved with the Wellington Unemployed Workers Union, and was printed with the help of the Wellington Media Collective. \n Wellington Media Collective collaborated with the community to produce the poster as they were not trained artists. This was in line with WMC's philosophy: 'we will work with you, but not for you' (1979). \n Working with the Collective meant that groups with very few resources could still produce powerful imagery and messaging, particularly those who were more likely to experience unemployment because of discrimination.",Visit,Aotearoa poster culture; protest graphics; public communication; museum object record,"Te Papa exposes source-hosted preview imagery when present; the page is treated as source-viewer evidence, not reusable image stock.",,"Te Papa exposes source-hosted preview imagery when present; the page is treated as source-viewer evidence, not reusable image stock.",IMG02,"Te Papa exposes source-hosted preview imagery when present; the page is treated as source-viewer evidence, not reusable image stock.","IMG02: Te Papa exposes source-hosted preview imagery when present; the page is treated as source-viewer evidence, not reusable image stock.",high,true,Source-hosted display only; no local image copy or ownership claim.,source_viewer_frame,https://media.tepapa.govt.nz/collection/380462/preview,false,https://collections.tepapa.govt.nz/object/1438313,false,,data/capture_batch_late_period_coverage_1970_2026_raw/te_papa_late_object_1438313.json,2026-06-01,expected,ok,source_viewer_frame,"\n This poster was produced by a community group involved with the Wellington Unemployed Workers Union, and was printed with the help of the Wellington Media Collective. \n Wellington Media Collective collaborated with the community to produce the poster as they were not trained artists. This was in line with WMC's philosophy: 'we will work with you, but not for you' (1979). \n Working with the Collective meant that groups with very few resources could still produce powerful imagery and messaging, particularly those who were more likely to experience unemployment because of discrimination.","\n This poster was produced by a community group involved with the Wellington Unemployed Workers Union, and was printed with the help of the Wellington Media Collective. \n Wellington Media Collective collaborated with the community to produce the poster as they were not trained artists. This was in line with WMC's philosophy: 'we will work with you, but not for you' (1979). \n Working with the Collective meant that groups with very few resources could still produce powerful imagery and messaging, particularly those who were more likely to experience unemployment because of discrimination.","'Poor & Ignored' poster is indexed from Te Papa Collections Online. \n This poster was produced by a community group involved with the Wellington Unemployed Workers Union, and was printed with the help of the Wellington Media Collective. \n Wellington Media Collective collaborated with the community to produce the poster as they were not trained artists. This was in line with WMC's philosophy: 'we will work with you, but not for you' (1979). \n Working with the Collective meant that groups with very few resources could still produce powerful imagery and messaging, particularly those who were more likely to experience unemployment because of discrimination.","Te Papa object records add Aotearoa/New Zealand public posters, protest graphics, and community visual communication to the late-period archive map.","Captured from Te Papa object search using poster/protest/public communication terms; folder placement should privilege region, medium, and theme evidence.",Rights are source-specific and frequently restricted; display must remain source-hosted with source return. | Noise filter: include_candidate has graphic-design object language and sufficient source/provenance signal,Te Papa Collections Online. 'Poor & Ignored' poster. https://collections.tepapa.govt.nz/object/1438313. Accessed 2026-06-01.
LPC2026R003,LPTEPAPA01,te_papa_late_aotearoa_poster_and_public_graphics,SRC138,Te Papa Collections Online,https://collections.tepapa.govt.nz/object/897079,captured,897079,https://collections.tepapa.govt.nz/object/897079,"Poster, 'The 50 Guilty People'",,1981,1981,1981,Aotearoa / New Zealand,poster-object / public graphic object,poster / printed public communication,Museum of New Zealand Te Papa Tongarewa,"\n This poster was published by HART (Halt All Racist Tours) and handed out to anti-apartheid activists in the weeks before the Springbok Rugby Tour of New Zealand which started in July 1981. It is significant in that it specifically targets people by name and is crudely printed, which provides a contrast to the more sophisticated and subtler posters created by collectives such as Artists Against Apartheid. \n In 1973, Norman Kirk's Labour Government had refused to issue visas to the Springbok team invited to tour that year, so the tour was cancelled, whereas Muldoon's National Government refused to do this in 1981, triggering off a traumatic period of civil unrest and violence. Huge amounts of protest literature and ephemera were created during this period, including posters such as this example.",Visit,Aotearoa poster culture; protest graphics; public communication; museum object record,"Te Papa exposes source-hosted preview imagery when present; the page is treated as source-viewer evidence, not reusable image stock.",,"Te Papa exposes source-hosted preview imagery when present; the page is treated as source-viewer evidence, not reusable image stock.",IMG02,"Te Papa exposes source-hosted preview imagery when present; the page is treated as source-viewer evidence, not reusable image stock.","IMG02: Te Papa exposes source-hosted preview imagery when present; the page is treated as source-viewer evidence, not reusable image stock.",high,true,Source-hosted display only; no local image copy or ownership claim.,source_viewer_frame,https://media.tepapa.govt.nz/collection/312495/preview,false,https://collections.tepapa.govt.nz/object/897079,false,,data/capture_batch_late_period_coverage_1970_2026_raw/te_papa_late_object_897079.json,2026-06-01,expected,ok,source_viewer_frame,"\n This poster was published by HART (Halt All Racist Tours) and handed out to anti-apartheid activists in the weeks before the Springbok Rugby Tour of New Zealand which started in July 1981. It is significant in that it specifically targets people by name and is crudely printed, which provides a contrast to the more sophisticated and subtler posters created by collectives such as Artists Against Apartheid. \n In 1973, Norman Kirk's Labour Government had refused to issue visas to the Springbok team invited to tour that year, so the tour was cancelled, whereas Muldoon's National Government refused to do this in 1981, triggering off a traumatic period of civil unrest and violence. Huge amounts of protest literature and ephemera were created during this period, including posters such as this example.","\n This poster was published by HART (Halt All Racist Tours) and handed out to anti-apartheid activists in the weeks before the Springbok Rugby Tour of New Zealand which started in July 1981. It is significant in that it specifically targets people by name and is crudely printed, which provides a contrast to the more sophisticated and subtler posters created by collectives such as Artists Against Apartheid. \n In 1973, Norman Kirk's Labour Government had refused to issue visas to the Springbok team invited to tour that year, so the tour was cancelled, whereas Muldoon's National Government refused to do this in 1981, triggering off a traumatic period of civil unrest and violence. Huge amounts of protest literature and ephemera were created during this period, including posters such as this example.","Poster, 'The 50 Guilty People' is indexed from Te Papa Collections Online. \n This poster was published by HART (Halt All Racist Tours) and handed out to anti-apartheid activists in the weeks before the Springbok Rugby Tour of New Zealand which started in July 1981. It is significant in that it specifically targets people by name and is crudely printed, which provides a contrast to the more sophisticated and subtler posters created by collectives such as Artists Against Apartheid. \n In 1973, Norman Kirk's Labour Government had refused to issue visas to the Springbok team invited to tour that year, so the tour was cancelled, whereas Muldoon's National Government refused to do this in 1981, t","Te Papa object records add Aotearoa/New Zealand public posters, protest graphics, and community visual communication to the late-period archive map.","Captured from Te Papa object search using poster/protest/public communication terms; folder placement should privilege region, medium, and theme evidence.",Rights are source-specific and frequently restricted; display must remain source-hosted with source return. | Noise filter: include_candidate has graphic-design object language and sufficient source/provenance signal,"Te Papa Collections Online. Poster, 'The 50 Guilty People'. https://collections.tepapa.govt.nz/object/897079. Accessed 2026-06-01."
LPC2026R004,LPTEPAPA01,te_papa_late_aotearoa_poster_and_public_graphics,SRC138,Te Papa Collections Online,https://collections.tepapa.govt.nz/object/1393325,captured,1393325,https://collections.tepapa.govt.nz/object/1393325,"Poster, 'No More Hiroshimas'",,1983,1983,1983,Aotearoa / New Zealand,poster-object / public graphic object,poster / printed public communication,Museum of New Zealand Te Papa Tongarewa,$1d,Visit,Aotearoa poster culture; protest graphics; public communication; museum object record,"Te Papa exposes source-hosted preview imagery when present; the page is treated as source-viewer evidence, not reusable image stock.",,"Te Papa exposes source-hosted preview imagery when present; the page is treated as source-viewer evidence, not reusable image stock.",IMG02,"Te Papa exposes source-hosted preview imagery when present; the page is treated as source-viewer evidence, not reusable image stock.","IMG02: Te Papa exposes source-hosted preview imagery when present; the page is treated as source-viewer evidence, not reusable image stock.",high,true,Source-hosted display only; no local image copy or ownership claim.,source_viewer_frame,https://media.tepapa.govt.nz/collection/375178/preview,false,https://collections.tepapa.govt.nz/object/1393325,false,,data/capture_batch_late_period_coverage_1970_2026_raw/te_papa_late_object_1393325.json,2026-06-01,expected,ok,source_viewer_frame,$1d,$1d,"Poster, 'No More Hiroshimas' is indexed from Te Papa Collections Online. $1d","Te Papa object records add Aotearoa/New Zealand public posters, protest graphics, and community visual communication to the late-period archive map.","Captured from Te Papa object search using poster/protest/public communication terms; folder placement should privilege region, medium, and theme evidence.",Rights are source-specific and frequently restricted; display must remain source-hosted with source return. | Noise filter: include_candidate has graphic-design object language and sufficient source/provenance signal,"Te Papa Collections Online. Poster, 'No More Hiroshimas'. https://collections.tepapa.govt.nz/object/1393325. Accessed 2026-06-01."
LPC2026R005,LPTEPAPA01,te_papa_late_aotearoa_poster_and_public_graphics,SRC138,Te Papa Collections Online,https://collections.tepapa.govt.nz/object/1393330,captured,1393330,https://collections.tepapa.govt.nz/object/1393330,"Poster, 'No More Hiroshimas'",,1983,1983,1983,Aotearoa / New Zealand,poster-object / public graphic object,poster / printed public communication,Museum of New Zealand Te Papa Tongarewa,$1d,Visit,Aotearoa poster culture; protest graphics; public communication; museum object record,"Te Papa exposes source-hosted preview imagery when present; the page is treated as source-viewer evidence, not reusable image stock.",,"Te Papa exposes source-hosted preview imagery when present; the page is treated as source-viewer evidence, not reusable image stock.",IMG02,"Te Papa exposes source-hosted preview imagery when present; the page is treated as source-viewer evidence, not reusable image stock.","IMG02: Te Papa exposes source-hosted preview imagery when present; the page is treated as source-viewer evidence, not reusable image stock.",high,true,Source-hosted display only; no local image copy or ownership claim.,source_viewer_frame,https://media.tepapa.govt.nz/collection/375179/preview,false,https://collections.tepapa.govt.nz/object/1393330,false,,data/capture_batch_late_period_coverage_1970_2026_raw/te_papa_late_object_1393330.json,2026-06-01,expected,ok,source_viewer_frame,$1d,$1d,"Poster, 'No More Hiroshimas' is indexed from Te Papa Collections Online. $1d","Te Papa object records add Aotearoa/New Zealand public posters, protest graphics, and community visual communication to the late-period archive map.","Captured from Te Papa object search using poster/protest/public communication terms; folder placement should privilege region, medium, and theme evidence.",Rights are source-specific and frequently restricted; display must remain source-hosted with source return. | Noise filter: include_candidate has graphic-design object language and sufficient source/provenance signal,"Te Papa Collections Online. Poster, 'No More Hiroshimas'. https://collections.tepapa.govt.nz/object/1393330. Accessed 2026-06-01."
LPC2026R006,LPTEPAPA01,te_papa_late_aotearoa_poster_and_public_graphics,SRC138,Te Papa Collections Online,https://collections.tepapa.govt.nz/object/1392495,captured,1392495,https://collections.tepapa.govt.nz/object/1392495,"Poster, 'Protest and Survive'",,1983,1983,1983,Aotearoa / New Zealand,poster-object / public graphic object,poster / printed public communication,Museum of New Zealand Te Papa Tongarewa,$1c,Visit,Aotearoa poster culture; protest graphics; public communication; museum object record,"Te Papa exposes source-hosted preview imagery when present; the page is treated as source-viewer evidence, not reusable image stock.",,"Te Papa exposes source-hosted preview imagery when present; the page is treated as source-viewer evidence, not reusable image stock.",IMG02,"Te Papa exposes source-hosted preview imagery when present; the page is treated as source-viewer evidence, not reusable image stock.","IMG02: Te Papa exposes source-hosted preview imagery when present; the page is treated as source-viewer evidence, not reusable image stock.",high,true,Source-hosted display only; no local image copy or ownership claim.,source_viewer_frame,https://media.tepapa.govt.nz/collection/375163/preview,false,https://collections.tepapa.govt.nz/object/1392495,false,,data/capture_batch_late_period_coverage_1970_2026_raw/te_papa_late_object_1392495.json,2026-06-01,expected,ok,source_viewer_frame,$1c,$1c,"Poster, 'Protest and Survive' is indexed from Te Papa Collections Online. $1c","Te Papa object records add Aotearoa/New Zealand public posters, protest graphics, and community visual communication to the late-period archive map.","Captured from Te Papa object search using poster/protest/public communication terms; folder placement should privilege region, medium, and theme evidence.",Rights are source-specific and frequently restricted; display must remain source-hosted with source return. | Noise filter: include_candidate has graphic-design object language and sufficient source/provenance signal,"Te Papa Collections Online. Poster, 'Protest and Survive'. https://collections.tepapa.govt.nz/object/1392495. Accessed 2026-06-01."
LPC2026R007,LPTEPAPA01,te_papa_late_aotearoa_poster_and_public_graphics,SRC138,Te Papa Collections Online,https://collections.tepapa.govt.nz/object/1431766,captured,1431766,https://collections.tepapa.govt.nz/object/1431766,'Waitangi' poster,,1984,1984,1984,Aotearoa / New Zealand,poster-object / public graphic object,poster / printed public communication,Museum of New Zealand Te Papa Tongarewa,$1d,Visit,Aotearoa poster culture; protest graphics; public communication; museum object record,"Te Papa exposes source-hosted preview imagery when present; the page is treated as source-viewer evidence, not reusable image stock.",,"Te Papa exposes source-hosted preview imagery when present; the page is treated as source-viewer evidence, not reusable image stock.",IMG02,"Te Papa exposes source-hosted preview imagery when present; the page is treated as source-viewer evidence, not reusable image stock.","IMG02: Te Papa exposes source-hosted preview imagery when present; the page is treated as source-viewer evidence, not reusable image stock.",high,true,Source-hosted display only; no local image copy or ownership claim.,source_viewer_frame,https://media.tepapa.govt.nz/collection/380418/preview,false,https://collections.tepapa.govt.nz/object/1431766,false,,data/capture_batch_late_period_coverage_1970_2026_raw/te_papa_late_object_1431766.json,2026-06-01,expected,ok,source_viewer_frame,$1d,$1d,'Waitangi' poster is indexed from Te Papa Collections Online. $1d,"Te Papa object records add Aotearoa/New Zealand public posters, protest graphics, and community visual communication to the late-period archive map.","Captured from Te Papa object search using poster/protest/public communication terms; folder placement should privilege region, medium, and theme evidence.",Rights are source-specific and frequently restricted; display must remain source-hosted with source return. | Noise filter: include_candidate has graphic-design object language and sufficient source/provenance signal,Te Papa Collections Online. 'Waitangi' poster. https://collections.tepapa.govt.nz/object/1431766. Accessed 2026-06-01.
LPC2026R008,LPTEPAPA01,te_papa_late_aotearoa_poster_and_public_graphics,SRC138,Te Papa Collections Online,https://collections.tepapa.govt.nz/object/1391406,captured,1391406,https://collections.tepapa.govt.nz/object/1391406,"Poster, ""We begin bombing in five minutes""",,1984,1984,1984,Aotearoa / New Zealand,poster-object / public graphic object,poster / printed public communication,Museum of New Zealand Te Papa Tongarewa,"\n This poster features United States President Ronald Reagan (1981-89) alongside a clock with its hands at 5 to 12 and his controversial joke: \""The bombing begins in five minutes.\"" He made this joke to radio technicians on 11 August 1984 while preparing to make his weekly address on National Public Radio. The sound check was not broadcast, but was leaked to the public. \n During Reagan's first term, the Cold War was the most pressing foreign policy issue, and he was known for his tough, anti-communist rhetoric. He embarked on a massive build-up of weapons and troops. In 1983, he announced the Strategic Defense Initiative, a plan aiming to develop space-based weapons to protect America from attacks by Soviet nuclear missiles. This plan was quickly dubbed 'Star Wars'.",Visit,Aotearoa poster culture; protest graphics; public communication; museum object record,"Te Papa exposes source-hosted preview imagery when present; the page is treated as source-viewer evidence, not reusable image stock.",,"Te Papa exposes source-hosted preview imagery when present; the page is treated as source-viewer evidence, not reusable image stock.",IMG00,"Te Papa exposes source-hosted preview imagery when present; the page is treated as source-viewer evidence, not reusable image stock.","IMG00: Te Papa exposes source-hosted preview imagery when present; the page is treated as source-viewer evidence, not reusable image stock.",medium,true,Source-hosted display only; no local image copy or ownership claim.,empty_rights_frame,,false,https://collections.tepapa.govt.nz/object/1391406,false,,data/capture_batch_late_period_coverage_1970_2026_raw/te_papa_late_object_1391406.json,2026-06-01,expected,ok,empty_rights_frame,"\n This poster features United States President Ronald Reagan (1981-89) alongside a clock with its hands at 5 to 12 and his controversial joke: \""The bombing begins in five minutes.\"" He made this joke to radio technicians on 11 August 1984 while preparing to make his weekly address on National Public Radio. The sound check was not broadcast, but was leaked to the public. \n During Reagan's first term, the Cold War was the most pressing foreign policy issue, and he was known for his tough, anti-communist rhetoric. He embarked on a massive build-up of weapons and troops. In 1983, he announced the Strategic Defense Initiative, a plan aiming to develop space-based weapons to protect America from attacks by Soviet nuclear missiles. This plan was quickly dubbed 'Star Wars'.","\n This poster features United States President Ronald Reagan (1981-89) alongside a clock with its hands at 5 to 12 and his controversial joke: \""The bombing begins in five minutes.\"" He made this joke to radio technicians on 11 August 1984 while preparing to make his weekly address on National Public Radio. The sound check was not broadcast, but was leaked to the public. \n During Reagan's first term, the Cold War was the most pressing foreign policy issue, and he was known for his tough, anti-communist rhetoric. He embarked on a massive build-up of weapons and troops. In 1983, he announced the Strategic Defense Initiative, a plan aiming to develop space-based weapons to protect America from attacks by Soviet nuclear missiles. This plan was quickly dubbed 'Star Wars'.","Poster, ""We begin bombing in five minutes"" is indexed from Te Papa Collections Online. \n This poster features United States President Ronald Reagan (1981-89) alongside a clock with its hands at 5 to 12 and his controversial joke: \""The bombing begins in five minutes.\"" He made this joke to radio technicians on 11 August 1984 while preparing to make his weekly address on National Public Radio. The sound check was not broadcast, but was leaked to the public. \n During Reagan's first term, the Cold War was the most pressing foreign policy issue, and he was known for his tough, anti-communist rhetoric. He embarked on a massive build-up of weapons and troops. In 1983, he announced the Strategic ","Te Papa object records add Aotearoa/New Zealand public posters, protest graphics, and community visual communication to the late-period archive map.","Captured from Te Papa object search using poster/protest/public communication terms; folder placement should privilege region, medium, and theme evidence.",Rights are source-specific and frequently restricted; display must remain source-hosted with source return. | Noise filter: include_candidate has graphic-design object language and sufficient source/provenance signal,"Te Papa Collections Online. Poster, ""We begin bombing in five minutes"". https://collections.tepapa.govt.nz/object/1391406. Accessed 2026-06-01."
LPC2026R009,LPTEPAPA01,te_papa_late_aotearoa_poster_and_public_graphics,SRC138,Te Papa Collections Online,https://collections.tepapa.govt.nz/object/2138713,captured,2138713,https://collections.tepapa.govt.nz/object/2138713,JustArt Poster Exhibition flier,,1985,1985,1985,Aotearoa / New Zealand,poster-object / public graphic object,poster / printed public communication,Museum of New Zealand Te Papa Tongarewa,$1c,Visit,Aotearoa poster culture; protest graphics; public communication; museum object record,"Te Papa exposes source-hosted preview imagery when present; the page is treated as source-viewer evidence, not reusable image stock.",,"Te Papa exposes source-hosted preview imagery when present; the page is treated as source-viewer evidence, not reusable image stock.",IMG02,"Te Papa exposes source-hosted preview imagery when present; the page is treated as source-viewer evidence, not reusable image stock.","IMG02: Te Papa exposes source-hosted preview imagery when present; the page is treated as source-viewer evidence, not reusable image stock.",high,true,Source-hosted display only; no local image copy or ownership claim.,source_viewer_frame,https://media.tepapa.govt.nz/collection/830427/preview,false,https://collections.tepapa.govt.nz/object/2138713,false,,data/capture_batch_late_period_coverage_1970_2026_raw/te_papa_late_object_2138713.json,2026-06-01,expected,ok,source_viewer_frame,$1c,$1c,JustArt Poster Exhibition flier is indexed from Te Papa Collections Online. $1c,"Te Papa object records add Aotearoa/New Zealand public posters, protest graphics, and community visual communication to the late-period archive map.","Captured from Te Papa object search using poster/protest/public communication terms; folder placement should privilege region, medium, and theme evidence.",Rights are source-specific and frequently restricted; display must remain source-hosted with source return. | Noise filter: include_candidate has graphic-design object language and sufficient source/provenance signal,Te Papa Collections Online. JustArt Poster Exhibition flier. https://collections.tepapa.govt.nz/object/2138713. Accessed 2026-06-01.
LPC2026R010,LPTEPAPA01,te_papa_late_aotearoa_poster_and_public_graphics,SRC138,Te Papa Collections Online,https://collections.tepapa.govt.nz/object/2138711,captured,2138711,https://collections.tepapa.govt.nz/object/2138711,JustArt Poster Exhibition poster,,1985,1985,1985,Aotearoa / New Zealand,poster-object / public graphic object,poster / printed public communication,Museum of New Zealand Te Papa Tongarewa,$1c,Visit,Aotearoa poster culture; protest graphics; public communication; museum object record,"Te Papa exposes source-hosted preview imagery when present; the page is treated as source-viewer evidence, not reusable image stock.",,"Te Papa exposes source-hosted preview imagery when present; the page is treated as source-viewer evidence, not reusable image stock.",IMG02,"Te Papa exposes source-hosted preview imagery when present; the page is treated as source-viewer evidence, not reusable image stock.","IMG02: Te Papa exposes source-hosted preview imagery when present; the page is treated as source-viewer evidence, not reusable image stock.",high,true,Source-hosted display only; no local image copy or ownership claim.,source_viewer_frame,https://media.tepapa.govt.nz/collection/830428/preview,false,https://collections.tepapa.govt.nz/object/2138711,false,,data/capture_batch_late_period_coverage_1970_2026_raw/te_papa_late_object_2138711.json,2026-06-01,expected,ok,source_viewer_frame,$1c,$1c,JustArt Poster Exhibition poster is indexed from Te Papa Collections Online. $1c,"Te Papa object records add Aotearoa/New Zealand public posters, protest graphics, and community visual communication to the late-period archive map.","Captured from Te Papa object search using poster/protest/public communication terms; folder placement should privilege region, medium, and theme evidence.",Rights are source-specific and frequently restricted; display must remain source-hosted with source return. | Noise filter: include_candidate has graphic-design object language and sufficient source/provenance signal,Te Papa Collections Online. JustArt Poster Exhibition poster. https://collections.tepapa.govt.nz/object/2138711. Accessed 2026-06-01.
