source_name,captured_records,image_states,notes
Wikimedia Commons file source / 1 May poster 1934 AYAP Lvov.png / page 147917890,1,IMG03:1,Commons open-license metadata; post-cleaned release-ready row set; no image binary downloaded
Wikimedia Commons file source / 15 Khordad uprising Stamp.png / page 74722994,1,IMG03:1,Commons open-license metadata; post-cleaned release-ready row set; no image binary downloaded
"Wikimedia Commons file source / 1950 ""Avicenna"" stamp of Iran (cropped).jpg / page 140576146",1,IMG03:1,Commons open-license metadata; post-cleaned release-ready row set; no image binary downloaded
"Wikimedia Commons file source / 1950 ""Avicenna"" stamp of Iran (cropped)2.jpg / page 140588691",1,IMG03:1,Commons open-license metadata; post-cleaned release-ready row set; no image binary downloaded
"Wikimedia Commons file source / A Syrian postage stamp commemorating the anniversary of the March 8 Revolution, the Ba'ath Party's rise to power, 1988 (2) (cropped).jpg / page 175975073",1,IMG03:1,Commons open-license metadata; post-cleaned release-ready row set; no image binary downloaded
"Wikimedia Commons file source / A Syrian postage stamp commemorating the anniversary of the March 8 Revolution, the Ba'ath Party's rise to power, 1988 (2).jpg / page 175975072",1,IMG03:1,Commons open-license metadata; post-cleaned release-ready row set; no image binary downloaded
"Wikimedia Commons file source / A Syrian postage stamp commemorating the anniversary of the March 8 Revolution, the Ba'ath Party's rise to power, 1988.jpg / page 175975075",1,IMG03:1,Commons open-license metadata; post-cleaned release-ready row set; no image binary downloaded
Wikimedia Commons file source / Balbhadra Kunwar stamp.jpg / page 99362685,1,IMG03:1,Commons open-license metadata; post-cleaned release-ready row set; no image binary downloaded
Wikimedia Commons file source / Black Friday Stamp.png / page 74722998,1,IMG03:1,Commons open-license metadata; post-cleaned release-ready row set; no image binary downloaded
Wikimedia Commons file source / Encotel estampilla.jpg / page 130038737,1,IMG03:1,Commons open-license metadata; post-cleaned release-ready row set; no image binary downloaded
Wikimedia Commons file source / Estampilla Revolución Libertadora.JPG / page 9979618,1,IMG03:1,Commons open-license metadata; post-cleaned release-ready row set; no image binary downloaded
Wikimedia Commons file source / Iranian Revolution anniversary stamp.jpg / page 19305206,1,IMG03:1,Commons open-license metadata; post-cleaned release-ready row set; no image binary downloaded
"Wikimedia Commons file source / Iraqi State Railways poster, c. 1936.png / page 91961105",1,IMG03:1,Commons open-license metadata; post-cleaned release-ready row set; no image binary downloaded
Wikimedia Commons file source / Juan pujol estampilla 1956.png / page 136415972,1,IMG03:1,Commons open-license metadata; post-cleaned release-ready row set; no image binary downloaded
Wikimedia Commons file source / Papua new guinea 1968 20c universal suffrage.jpg / page 77951868,1,IMG03:1,Commons open-license metadata; post-cleaned release-ready row set; no image binary downloaded
Wikimedia Commons file source / Plakat Vortrag Arnold Zweig 1933-02-14 in Wien OeNB 15888976.jpg / page 76332248,1,IMG03:1,Commons open-license metadata; post-cleaned release-ready row set; no image binary downloaded
Wikimedia Commons file source / Shah and Iskander Mirza stamp November 1956.jpg / page 29585937,1,IMG03:1,Commons open-license metadata; post-cleaned release-ready row set; no image binary downloaded
Wikimedia Commons file source / Stamp 1966 Australia MiNr0382 pm B002.jpg / page 116682351,1,IMG03:1,Commons open-license metadata; post-cleaned release-ready row set; no image binary downloaded
Wikimedia Commons file source / Stamp 1966 Australia MiNr0383 pm B002.jpg / page 116750227,1,IMG03:1,Commons open-license metadata; post-cleaned release-ready row set; no image binary downloaded
Wikimedia Commons file source / Stamp 1972ARG MiNi1094Y mt B002a.jpg / page 114748525,1,IMG03:1,Commons open-license metadata; post-cleaned release-ready row set; no image binary downloaded
"Wikimedia Commons file source / Stamp niue 0,5 d.jpg / page 6095923",1,IMG03:1,Commons open-license metadata; post-cleaned release-ready row set; no image binary downloaded
Wikimedia Commons file source / Stamp niue 1d.jpg / page 10579340,1,IMG03:1,Commons open-license metadata; post-cleaned release-ready row set; no image binary downloaded
"Wikimedia Commons file source / Syrian postage stamp commemorating International Workers' Day, 1988.jpg / page 175600655",1,IMG03:1,Commons open-license metadata; post-cleaned release-ready row set; no image binary downloaded
"Wikimedia Commons file source / Syrian postage stamp commemorating the 19th anniversary of President Hafez al-Assad's rise to power, 1989 (cropped).jpg / page 175974692",1,IMG03:1,Commons open-license metadata; post-cleaned release-ready row set; no image binary downloaded
"Wikimedia Commons file source / Syrian postage stamp commemorating the 19th anniversary of President Hafez al-Assad's rise to power, 1989.jpg / page 175974693",1,IMG03:1,Commons open-license metadata; post-cleaned release-ready row set; no image binary downloaded
"Wikimedia Commons file source / Syrian postage stamp commemorating the anniversary of the Corrective Movement program, 1980.jpg / page 176103674",1,IMG03:1,Commons open-license metadata; post-cleaned release-ready row set; no image binary downloaded
Wikimedia Commons file source / WhitePaper1939Poster.jpg / page 10480175,1,IMG03:1,Commons open-license metadata; post-cleaned release-ready row set; no image binary downloaded
