batch_file,capture_id,source_identifier,source_title,source_record_url,image_url_detected,source_place_text,date_start,date_end,object_family,authority_level,authority_score,release_cleaning_status,review_reasons,source_collection,source_rights_text,rights_basis
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00001,98422134,Stamp of Algeria - 1899 - Colnect 757143 - 1 - Valeur Declaree Type II - Yellowish Paper.jpeg,https://commons.wikimedia.org/wiki/File:Stamp_of_Algeria_-_1899_-_Colnect_757143_-_1_-_Valeur_Declaree_Type_II_-_Yellowish_Paper.jpeg,https://upload.wikimedia.org/wikipedia/commons/4/4b/Stamp_of_Algeria_-_1899_-_Colnect_757143_-_1_-_Valeur_Declaree_Type_II_-_Yellowish_Paper.jpeg,Africa / Algeria,1899,1899,postage_stamp,structured_catalog_source_link,92,release_ready,,https://colnect.com/en/stamps/stamp/757143-Valeur_Declaree_Type_II_-_Yellowish_Paper-Algeria,Wikimedia Commons open-license metadata: Public domain.,Wikimedia Commons open-license metadata: Public domain.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00002,98422142,Stamp of Algeria - 1899 - Colnect 757143 - 2 - Valeur Declaree Type II - Yellowish Paper - back.jpeg,https://commons.wikimedia.org/wiki/File:Stamp_of_Algeria_-_1899_-_Colnect_757143_-_2_-_Valeur_Declaree_Type_II_-_Yellowish_Paper_-_back.jpeg,https://upload.wikimedia.org/wikipedia/commons/4/4a/Stamp_of_Algeria_-_1899_-_Colnect_757143_-_2_-_Valeur_Declaree_Type_II_-_Yellowish_Paper_-_back.jpeg,Africa / Algeria,1899,1899,postage_stamp,structured_catalog_source_link,92,release_ready,,https://colnect.com/en/stamps/stamp/757143-Valeur_Declaree_Type_II_-_Yellowish_Paper-Algeria,Wikimedia Commons open-license metadata: Public domain.,Wikimedia Commons open-license metadata: Public domain.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00003,98422147,Stamp of Algeria - 1899 - Colnect 757146 - Apport A La Gare - Bluish Paper.jpeg,https://commons.wikimedia.org/wiki/File:Stamp_of_Algeria_-_1899_-_Colnect_757146_-_Apport_A_La_Gare_-_Bluish_Paper.jpeg,https://upload.wikimedia.org/wikipedia/commons/1/1d/Stamp_of_Algeria_-_1899_-_Colnect_757146_-_Apport_A_La_Gare_-_Bluish_Paper.jpeg,Africa / Algeria,1899,1899,postage_stamp,structured_catalog_source_link,92,release_ready,,https://colnect.com/en/stamps/stamp/757146-Apport_A_La_Gare_-_Bluish_Paper-Algeria,Wikimedia Commons open-license metadata: Public domain.,Wikimedia Commons open-license metadata: Public domain.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00004,98422154,Stamp of Algeria - 1899 - Colnect 757149 - 1 - Livraison Par Expres.jpeg,https://commons.wikimedia.org/wiki/File:Stamp_of_Algeria_-_1899_-_Colnect_757149_-_1_-_Livraison_Par_Expres.jpeg,https://upload.wikimedia.org/wikipedia/commons/9/94/Stamp_of_Algeria_-_1899_-_Colnect_757149_-_1_-_Livraison_Par_Expres.jpeg,Africa / Algeria,1899,1899,postage_stamp,structured_catalog_source_link,92,release_ready,,https://colnect.com/en/stamps/stamp/757149-Livraison_Par_Expres-Algeria,Wikimedia Commons open-license metadata: Public domain.,Wikimedia Commons open-license metadata: Public domain.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00005,98422161,Stamp of Algeria - 1899 - Colnect 757149 - 2 - Livraison Par Expres - back.jpeg,https://commons.wikimedia.org/wiki/File:Stamp_of_Algeria_-_1899_-_Colnect_757149_-_2_-_Livraison_Par_Expres_-_back.jpeg,https://upload.wikimedia.org/wikipedia/commons/9/95/Stamp_of_Algeria_-_1899_-_Colnect_757149_-_2_-_Livraison_Par_Expres_-_back.jpeg,Africa / Algeria,1899,1899,postage_stamp,structured_catalog_source_link,92,release_ready,,https://colnect.com/en/stamps/stamp/757149-Livraison_Par_Expres-Algeria,Wikimedia Commons open-license metadata: Public domain.,Wikimedia Commons open-license metadata: Public domain.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00006,23284555,30c French telephone stamp used Algeria.JPG,https://commons.wikimedia.org/wiki/File:30c_French_telephone_stamp_used_Algeria.JPG,https://upload.wikimedia.org/wikipedia/commons/7/7e/30c_French_telephone_stamp_used_Algeria.JPG,Africa / Algeria,1900,1900,postage_stamp,commons_open_file_with_extra_source,89,release_ready,,Scan of original(s).,Wikimedia Commons open-license metadata: Public domain.,Wikimedia Commons open-license metadata: Public domain.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00007,23284569,40c French telephone stamp used Algeria.JPG,https://commons.wikimedia.org/wiki/File:40c_French_telephone_stamp_used_Algeria.JPG,https://upload.wikimedia.org/wikipedia/commons/9/96/40c_French_telephone_stamp_used_Algeria.JPG,Africa / Algeria,1900,1900,postage_stamp,commons_open_file_with_extra_source,89,release_ready,,Scan of original(s).,Wikimedia Commons open-license metadata: Public domain.,Wikimedia Commons open-license metadata: Public domain.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00008,21363534,French telephone stamps used in Algeria 1907 and 1908.jpg,https://commons.wikimedia.org/wiki/File:French_telephone_stamps_used_in_Algeria_1907_and_1908.jpg,https://upload.wikimedia.org/wikipedia/commons/3/33/French_telephone_stamps_used_in_Algeria_1907_and_1908.jpg,Africa / Algeria,1907,1907,postage_stamp,commons_open_file_with_extra_source,89,release_ready,,Scan of original,Wikimedia Commons open-license metadata: Public domain.,Wikimedia Commons open-license metadata: Public domain.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00009,23240152,"French telephone stamp used in Tizi Ouzou, Algeria 1908.jpg","https://commons.wikimedia.org/wiki/File:French_telephone_stamp_used_in_Tizi_Ouzou,_Algeria_1908.jpg",https://upload.wikimedia.org/wikipedia/commons/a/a5/French_telephone_stamp_used_in_Tizi_Ouzou%2C_Algeria_1908.jpg,Africa / Algeria,1908,1908,postage_stamp,commons_open_file_with_extra_source,89,release_ready,,Scan of original(s).,Wikimedia Commons open-license metadata: Public domain.,Wikimedia Commons open-license metadata: Public domain.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00010,23240320,"French telephone stamp used Plateau Sauliere, Algeria, 1910.JPG","https://commons.wikimedia.org/wiki/File:French_telephone_stamp_used_Plateau_Sauliere,_Algeria,_1910.JPG",https://upload.wikimedia.org/wikipedia/commons/b/b0/French_telephone_stamp_used_Plateau_Sauliere%2C_Algeria%2C_1910.JPG,Africa / Algeria,1910,1910,postage_stamp,commons_open_file_with_extra_source,89,release_ready,,Scan of original(s).,Wikimedia Commons open-license metadata: Public domain.,Wikimedia Commons open-license metadata: Public domain.
