surface_id,source_record_id,source_record_url,title,best_image_state,local_record_found,local_image_state,local_rights_review_required,rights_signal,future_action,upgrade_recommendation,automatic_upgrade_allowed,legal_excerpt,rights_basis_excerpt
SURF-CHW2026R071,object-220258,https://collection.cooperhewitt.org/objects/18689485/,"""Kenneth Snelson""",IMG02,true,IMG02,true,blocked_by_local_copyright_or_restriction_signal,keep_img02_or_manual_rights_review,no_upgrade,false,"{""agreement"": {""received"": [{""from"": ""2001"", ""to"": ""2001"", ""value"": ""2001-02-28""}], ""sent"": [{""from"": ""2001"", ""to"": ""2001"", ""value"": ""2001-02-07""}], ""signed"": [{""from"": ""2001"", ""to"": ""2001"", ""value"": ""2001-02-28""}]},...",Cooper Hewitt GraphQL exposes a source-hosted collection image; image display stays source-linked and item rights remain authoritative.
SURF-CHW2026R052,object-115470,https://collection.cooperhewitt.org/objects/18410505/,Album: A & B Products,IMG02,true,IMG02,true,blocked_by_local_copyright_or_restriction_signal,keep_img02_or_manual_rights_review,no_upgrade,false,"{""credit"": ""Gift of Ellen Gustav Jensen"", ""rights"": [{""details"": ""owner of rights unknown"", ""type"": ""copyright""}]}",Cooper Hewitt GraphQL exposes a source-hosted collection image; image display stays source-linked and item rights remain authoritative.
SURF-CHW2026R053,object-115462,https://collection.cooperhewitt.org/objects/18410489/,Album: A. P. W. Finest Satin Tissue 1500,IMG02,true,IMG02,true,blocked_by_local_copyright_or_restriction_signal,keep_img02_or_manual_rights_review,no_upgrade,false,"{""credit"": ""Gift of Ellen Gustav Jensen"", ""rights"": [{""details"": ""owner of rights unknown"", ""type"": ""copyright""}]}",Cooper Hewitt GraphQL exposes a source-hosted collection image; image display stays source-linked and item rights remain authoritative.
SURF-CHW2026R054,object-115436,https://collection.cooperhewitt.org/objects/18410437/,Album: Pickwick Beer,IMG02,true,IMG02,true,blocked_by_local_copyright_or_restriction_signal,keep_img02_or_manual_rights_review,no_upgrade,false,"{""credit"": ""Gift of Ellen Gustav Jensen"", ""rights"": [{""details"": ""owner of rights unknown"", ""type"": ""copyright""}]}",Cooper Hewitt GraphQL exposes a source-hosted collection image; image display stays source-linked and item rights remain authoritative.
SURF-CHW2026R055,object-115471,https://collection.cooperhewitt.org/objects/18410507/,Album: The Cotton Picker,IMG02,true,IMG02,true,blocked_by_local_copyright_or_restriction_signal,keep_img02_or_manual_rights_review,no_upgrade,false,"{""credit"": ""Gift of Ellen Gustav Jensen"", ""rights"": [{""details"": ""owner of rights unknown"", ""type"": ""copyright""}]}",Cooper Hewitt GraphQL exposes a source-hosted collection image; image display stays source-linked and item rights remain authoritative.
SURF-CHW2026R056,object-115423,https://collection.cooperhewitt.org/objects/18410411/,Album: pmg/ Gilbert's Oral Antiseptic,IMG02,true,IMG02,true,blocked_by_local_copyright_or_restriction_signal,keep_img02_or_manual_rights_review,no_upgrade,false,"{""credit"": ""Gift of Ellen Gustav Jensen"", ""rights"": [{""details"": ""owner of rights unknown"", ""type"": ""copyright""}]}",Cooper Hewitt GraphQL exposes a source-hosted collection image; image display stays source-linked and item rights remain authoritative.
SURF-CHW2026R136,object-201947,https://collection.cooperhewitt.org/objects/18653973/,Blues Explosion: Extra Wi,IMG02,true,IMG02,true,blocked_by_local_copyright_or_restriction_signal,keep_img02_or_manual_rights_review,no_upgrade,false,"{""cc0"": true, ""credit"": ""Gift of Mark Ohe"", ""rights"": [{""details"": ""no information in file"", ""type"": ""copyright""}]}",Cooper Hewitt GraphQL exposes a source-hosted collection image; image display stays source-linked and item rights remain authoritative.
SURF-CHW2026R109,object-197762,https://collection.cooperhewitt.org/objects/18645717/,Buyer Beware,IMG02,true,IMG02,true,blocked_by_local_copyright_or_restriction_signal,keep_img02_or_manual_rights_review,no_upgrade,false,"{""credit"": ""Gift of Steven Heller and Karrie Jacobs"", ""rights"": [{""details"": ""owner of rights unknown"", ""holder"": ""Unable to locate copyright holder when researched for How Posters Work (2015)"", ""type"": ""copyright""}]}",Cooper Hewitt GraphQL exposes a source-hosted collection image; image display stays source-linked and item rights remain authoritative.
SURF-CHW2026R088,object-193529,https://collection.cooperhewitt.org/objects/18637355/,Celebrate 10: Designers Row,IMG02,true,IMG02,true,blocked_by_local_copyright_or_restriction_signal,keep_img02_or_manual_rights_review,no_upgrade,false,"{""credit"": ""Gift of Michael Vanderbyl"", ""rights"": [{""details"": ""no information in file"", ""type"": ""copyright""}]}",Cooper Hewitt GraphQL exposes a source-hosted collection image; image display stays source-linked and item rights remain authoritative.
SURF-CHW2026R036,object-200242,https://collection.cooperhewitt.org/objects/18650615/,Design for a Monogram: D. C.,IMG02,true,IMG02,true,blocked_by_local_copyright_or_restriction_signal,keep_img02_or_manual_rights_review,no_upgrade,false,"{""credit"": ""Gift of John Finguerra in memory of his brother Jim Finguerra"", ""rights"": [{""details"": ""no rights owned by CHSDM"", ""holder"": ""Represented by Artists Rights Society"", ""type"": ""copyright""}]}",Cooper Hewitt GraphQL exposes a source-hosted collection image; image display stays source-linked and item rights remain authoritative.
