source_name,captured_records,image_states,notes
"Wikimedia Commons file source / ""13 - ITALY - Dogliani DOCG superiore (13 vol) Red wine of piedmont - origin Mark of quality (origin controlled and quality garantendo).jpg / page 44122117",1,IMG03:1,Controlled Commons open-license metadata; no image binary downloaded; explicit object-year evidence required
"Wikimedia Commons file source / ""Don't waste food while others starve"" - NARA - 512584.jpg / page 17080343",1,IMG03:1,Controlled Commons open-license metadata; no image binary downloaded; explicit object-year evidence required
"Wikimedia Commons file source / ""Get into khaki""; we are doing our bit - H.M. Burton. LCCN2004675098.jpg / page 66239646",1,IMG03:1,Controlled Commons open-license metadata; no image binary downloaded; explicit object-year evidence required
"Wikimedia Commons file source / ""Metropolis"" (1927 film) (15418159339).jpg / page 51249898",1,IMG03:1,Controlled Commons open-license metadata; no image binary downloaded; explicit object-year evidence required
"Wikimedia Commons file source / ""Paulchens Millionenkuss"".jpg / page 78333275",1,IMG03:1,Controlled Commons open-license metadata; no image binary downloaded; explicit object-year evidence required
"Wikimedia Commons file source / ""The queen of flours"" (back) - 8190857293.jpg / page 107274111",1,IMG03:1,Controlled Commons open-license metadata; no image binary downloaded; explicit object-year evidence required
"Wikimedia Commons file source / ""The queen of flours"" (front) - 8190857213.jpg / page 107274110",1,IMG03:1,Controlled Commons open-license metadata; no image binary downloaded; explicit object-year evidence required
"Wikimedia Commons file source / ""Variable Views"" Cover, Sept. 1977.jpg / page 130302098",1,IMG03:1,Controlled Commons open-license metadata; no image binary downloaded; explicit object-year evidence required
Wikimedia Commons file source / .. Red Indian cut plug .. LCCN2014646800.jpg / page 66272147,1,IMG03:1,Controlled Commons open-license metadata; no image binary downloaded; explicit object-year evidence required
"Wikimedia Commons file source / 050 Saló Imperial, Rambla 201 (Sabadell).jpg / page 28105430",1,IMG03:1,Controlled Commons open-license metadata; no image binary downloaded; explicit object-year evidence required
Wikimedia Commons file source / 1-wanjinyou.jpg / page 58160855,1,IMG03:1,Controlled Commons open-license metadata; no image binary downloaded; explicit object-year evidence required
Wikimedia Commons file source / 1000th birthday Avicenna stamp.jpg / page 19304095,1,IMG03:1,Controlled Commons open-license metadata; no image binary downloaded; explicit object-year evidence required
