source_file,capture_id,surface_id,surface_disposition_override,review_class,decision_type,confidence,override_basis,source_name,title,override_source,packet_id
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01266,SURF-CAW2026R01266,support_packet_appendix_text,packet_relation_sandbox_member,sandbox_packet_relation_member_preview,medium,packet_relation_sandbox_preview_v1: sub_under_packet_candidate under SURF-CAW2026R01209,Wikimedia Commons file source / Azul... (page 9 crop).jpg / page 112542639,Azul... (page 9 crop).jpg,main_sub_text_packet_relation_sandbox_preview_v1,PRSP001
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01263,SURF-CAW2026R01263,support_packet_appendix_text,packet_relation_sandbox_member,sandbox_packet_relation_member_preview,medium,packet_relation_sandbox_preview_v1: sub_under_packet_candidate under SURF-CAW2026R01209,Wikimedia Commons file source / Azul... (page 59 crop).jpg / page 132389986,Azul... (page 59 crop).jpg,main_sub_text_packet_relation_sandbox_preview_v1,PRSP001
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01258,SURF-CAW2026R01258,support_packet_appendix_text,packet_relation_sandbox_member,sandbox_packet_relation_member_preview,medium,packet_relation_sandbox_preview_v1: sub_under_packet_candidate under SURF-CAW2026R01209,Wikimedia Commons file source / Azul... (page 175 crop).jpg / page 132388144,Azul... (page 175 crop).jpg,main_sub_text_packet_relation_sandbox_preview_v1,PRSP001
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01267,SURF-CAW2026R01267,support_packet_appendix_text,packet_relation_sandbox_member,sandbox_packet_relation_member_preview,medium,packet_relation_sandbox_preview_v1: packet_member_review under SURF-CAW2026R01209,Wikimedia Commons file source / Azul... (page 93 crop).jpg / page 132390610,Azul... (page 93 crop).jpg,main_sub_text_packet_relation_sandbox_preview_v1,PRSP001
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01265,SURF-CAW2026R01265,support_packet_appendix_text,packet_relation_sandbox_member,sandbox_packet_relation_member_preview,medium,packet_relation_sandbox_preview_v1: packet_member_review under SURF-CAW2026R01209,Wikimedia Commons file source / Azul... (page 87 crop).jpg / page 132390500,Azul... (page 87 crop).jpg,main_sub_text_packet_relation_sandbox_preview_v1,PRSP001
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00885,SURF-CAW2026R00885,support_packet_appendix_text,packet_relation_sandbox_member,sandbox_packet_relation_member_preview,medium,packet_relation_sandbox_preview_v1: sub_under_packet_candidate under SURF-CAW2026R00920,Wikimedia Commons file source / A troublesome egg to hatch - J.S. Pughe. LCCN2010651397.tif / page 67806973,A troublesome egg to hatch - J.S. Pughe. LCCN2010651397.tif,main_sub_text_packet_relation_sandbox_preview_v1,PRSP002
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00907,SURF-CAW2026R00907,support_packet_appendix_text,packet_relation_sandbox_member,sandbox_packet_relation_member_preview,medium,packet_relation_sandbox_preview_v1: packet_member_review under SURF-CAW2026R00920,Wikimedia Commons file source / As to China - J.S. Pughe. LCCN2010651571.tif / page 67812345,As to China - J.S. Pughe. LCCN2010651571.tif,main_sub_text_packet_relation_sandbox_preview_v1,PRSP002
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00906,SURF-CAW2026R00906,support_packet_appendix_text,packet_relation_sandbox_member,sandbox_packet_relation_member_preview,medium,packet_relation_sandbox_preview_v1: packet_member_review under SURF-CAW2026R00920,Wikimedia Commons file source / As to China - J.S. Pughe. LCCN2010651571.jpg / page 67812310,As to China - J.S. Pughe. LCCN2010651571.jpg,main_sub_text_packet_relation_sandbox_preview_v1,PRSP002
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00884,SURF-CAW2026R00884,support_packet_appendix_text,packet_relation_sandbox_member,sandbox_packet_relation_member_preview,medium,packet_relation_sandbox_preview_v1: packet_member_review under SURF-CAW2026R00920,Wikimedia Commons file source / A troublesome egg to hatch - J.S. Pughe. LCCN2010651397.jpg / page 67806952,A troublesome egg to hatch - J.S. Pughe. LCCN2010651397.jpg,main_sub_text_packet_relation_sandbox_preview_v1,PRSP002
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00883,SURF-CAW2026R00883,support_packet_appendix_text,packet_relation_sandbox_member,sandbox_packet_relation_member_preview,medium,packet_relation_sandbox_preview_v1: packet_member_review under SURF-CAW2026R00920,Wikimedia Commons file source / A disturbing possiblility in the east - Keppler. LCCN2010651460.tif / page 67809133,A disturbing possiblility in the east - Keppler. LCCN2010651460.tif,main_sub_text_packet_relation_sandbox_preview_v1,PRSP002
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R02660,SURF-CCT2026R02660,support_packet_appendix_text,packet_relation_sandbox_member,sandbox_packet_relation_member_preview,medium,packet_relation_sandbox_preview_v1: sub_under_packet_candidate under SURF-CCT2026R02661,Wikimedia Commons file source / رستم و سهراب (پوستر).jpg / page 156060369,رستم و سهراب (پوستر).jpg,main_sub_text_packet_relation_sandbox_preview_v1,PRSP003
capture_batch_commons_open_region_balance_image_2026_v2_records.csv,CRB2026V2R0445,SURF-CRB2026V2R0445,support_packet_appendix_text,packet_relation_sandbox_member,sandbox_packet_relation_member_preview,medium,packet_relation_sandbox_preview_v1: sub_under_packet_candidate under SURF-CCT2026R02661,Wikimedia Commons file source / News of Iran poster 1957-01-09 (2).jpg / page 135091018,News of Iran poster 1957-01-09 (2).jpg,main_sub_text_packet_relation_sandbox_preview_v1,PRSP003
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R02658,SURF-CCT2026R02658,support_packet_appendix_text,packet_relation_sandbox_member,sandbox_packet_relation_member_preview,medium,packet_relation_sandbox_preview_v1: sub_under_packet_candidate under SURF-CCT2026R02661,Wikimedia Commons file source / Booseye Madar Poster.jpg / page 158637322,Booseye Madar Poster.jpg,main_sub_text_packet_relation_sandbox_preview_v1,PRSP003
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R02657,SURF-CCT2026R02657,support_packet_appendix_text,packet_relation_sandbox_member,sandbox_packet_relation_member_preview,medium,packet_relation_sandbox_preview_v1: sub_under_packet_candidate under SURF-CCT2026R02661,Wikimedia Commons file source / خون و شرف (پوستر).jpg / page 156020360,خون و شرف (پوستر).jpg,main_sub_text_packet_relation_sandbox_preview_v1,PRSP003
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R02531,SURF-CAW2026R02531,support_packet_appendix_text,packet_relation_sandbox_member,sandbox_packet_relation_member_preview,medium,packet_relation_sandbox_preview_v1: packet_member_review under SURF-CCT2026R02661,Wikimedia Commons file source / News of Iran poster 1957-01-03.jpg / page 135090975,News of Iran poster 1957-01-03.jpg,main_sub_text_packet_relation_sandbox_preview_v1,PRSP003
capture_batch_wikimedia_commons_image_ready_1830_1970_records.csv,COM1970R075,SURF-COM1970R075,support_packet_appendix_text,packet_relation_sandbox_member,sandbox_packet_relation_member_preview,medium,packet_relation_sandbox_preview_v1: sub_under_packet_candidate under SURF-CAW2026R02143,Wikimedia Commons,OCIAA-Como-Un-Solo-Hombre-Poster.jpg,main_sub_text_packet_relation_sandbox_preview_v1,PRSP004
capture_batch_wikimedia_commons_image_ready_1830_1970_records.csv,COM1970R071,SURF-COM1970R071,support_packet_appendix_text,packet_relation_sandbox_member,sandbox_packet_relation_member_preview,medium,packet_relation_sandbox_preview_v1: packet_member_review under SURF-CAW2026R02143,Wikimedia Commons,Jugoslavia's merchant seamen fight….jpg,main_sub_text_packet_relation_sandbox_preview_v1,PRSP004
capture_batch_wikimedia_commons_image_ready_1830_1970_records.csv,COM1970R084,SURF-COM1970R084,support_packet_appendix_text,packet_relation_sandbox_member,sandbox_packet_relation_member_preview,medium,packet_relation_sandbox_preview_v1: packet_member_review under SURF-CAW2026R02143,Wikimedia Commons,"Uncle Sam and National flag of the United States art, from- United China Relief1 (cropped).jpg",main_sub_text_packet_relation_sandbox_preview_v1,PRSP004
