validation_sample_id,surface_id,capture_id,recommended_role,parent_candidate,relation_type,review_confidence,generalizable_rule,role_rationale,sandbox_status,sandbox_blocker
MSTV0219,SURF-CAW2026R01139,CAW2026R01139,card_context,Uruguay|Modern typography and layout|Wikimedia Commons file source / A Portrait-of Sun Duoci by Xu Beihong.jpg / page 39356414|1910s,context_or_source_witness_for_packet,high,support_or_card_review_without_blocker_can_be_card_candidate,The row is already in support/card review and lacks blockers that would require manual hold.,candidate_pool_only,not_apply_ready_until_manual_calibration_passes
MSTV0224,SURF-SI1970R011,SI1970R011,card_context,United States|Midcentury modern graphic communication|Smithsonian Open Access|1920s,context_or_source_witness_for_packet,high,support_or_card_review_without_blocker_can_be_card_candidate,The row is already in support/card review and lacks blockers that would require manual hold.,candidate_pool_only,not_apply_ready_until_manual_calibration_passes
MSTV0242,SURF-IR1970R034,IR1970R034,card_context,France|Midcentury modern graphic communication|Wellcome Collection Catalogue API|1940s,context_or_source_witness_for_packet,high,support_or_card_review_without_blocker_can_be_card_candidate,The row is already in support/card review and lacks blockers that would require manual hold.,candidate_pool_only,not_apply_ready_until_manual_calibration_passes
MSTV0263,SURF-DNZPOSTR035,DNZPOSTR035,card_context,Aotearoa New Zealand|Modern typography and layout|DigitalNZ|1980s,context_or_source_witness_for_packet,high,support_or_card_review_without_blocker_can_be_card_candidate,The row is already in support/card review and lacks blockers that would require manual hold.,candidate_pool_only,not_apply_ready_until_manual_calibration_passes
MSTV0264,SURF-GSU2026R015,GSU2026R015,card_context,Georgia|Midcentury modern graphic communication|Georgia State University Library Digital Collections / CONTENTdm|1970s,context_or_source_witness_for_packet,high,support_or_card_review_without_blocker_can_be_card_candidate,The row is already in support/card review and lacks blockers that would require manual hold.,candidate_pool_only,not_apply_ready_until_manual_calibration_passes
MSTV0266,SURF-SBC1970R0021,SBC1970R0021,card_context,Mexico|Corporate identity and design systems|Los Angeles Public Library Tessa / CONTENTdm|1980s,context_or_source_witness_for_packet,high,support_or_card_review_without_blocker_can_be_card_candidate,The row is already in support/card review and lacks blockers that would require manual hold.,candidate_pool_only,not_apply_ready_until_manual_calibration_passes
MSTV0268,SURF-MC1930R094,MC1930R094,card_context,United Kingdom|Midcentury modern graphic communication|V&A Collections API|1970s,context_or_source_witness_for_packet,high,support_or_card_review_without_blocker_can_be_card_candidate,The row is already in support/card review and lacks blockers that would require manual hold.,candidate_pool_only,not_apply_ready_until_manual_calibration_passes
MSTV0282,SURF-DNZPOSTR068,DNZPOSTR068,card_context,Aotearoa New Zealand|Travel and transport poster culture|DigitalNZ|2000s,context_or_source_witness_for_packet,high,support_or_card_review_without_blocker_can_be_card_candidate,The row is already in support/card review and lacks blockers that would require manual hold.,candidate_pool_only,not_apply_ready_until_manual_calibration_passes
MSTV0290,SURF-DNZPOSTR074,DNZPOSTR074,card_context,Aotearoa New Zealand|Midcentury modern graphic communication|DigitalNZ|2010s,context_or_source_witness_for_packet,high,support_or_card_review_without_blocker_can_be_card_candidate,The row is already in support/card review and lacks blockers that would require manual hold.,candidate_pool_only,not_apply_ready_until_manual_calibration_passes
MSTV0302,SURF-NMR1990R0011,NMR1990R0011,card_context,Africa|Travel and transport poster culture|African Digital Heritage|2020s,context_or_source_witness_for_packet,high,support_or_card_review_without_blocker_can_be_card_candidate,The row is already in support/card review and lacks blockers that would require manual hold.,candidate_pool_only,not_apply_ready_until_manual_calibration_passes
MSTV0307,SURF-EW1970R003,EW1970R003,card_context,Singapore|Midcentury modern graphic communication|Asian Film Archive|2020s,context_or_source_witness_for_packet,high,support_or_card_review_without_blocker_can_be_card_candidate,The row is already in support/card review and lacks blockers that would require manual hold.,candidate_pool_only,not_apply_ready_until_manual_calibration_passes
