relative_path	bytes	sha256
docs/audits/v49-round11-round12-main-integration/00_EXECUTIVE_RECEIPT.md	707	da8cea85342707d77a8f3b8b8b26d7a3090c6526cbaae6d10d3735840b23ac36
docs/audits/v49-round11-round12-main-integration/01_GRAPH_VALIDATION.md	579	6d2c32d6e225d70207199a116b3389a2b835b34536f9c92b19ff7a15603f35fe
docs/audits/v49-round11-round12-main-integration/02_BACKUP_VALIDATION.md	342	be29a46f5d9457aa94b95e7662ef8c0ccdbffc0fd5f0f9e0a64b86dab33f6f20
docs/audits/v49-round11-round12-main-integration/03_BUNDLE_RESTORE_VALIDATION.md	454	d5b5bf017ffac15f99f556c216d694f0f7a7ca0de97ba9208884d29268214875
docs/audits/v49-round11-round12-main-integration/04_ALLOWLIST_RECONCILIATION.md	346	91e8774dbcaa6c7b37708934dd9adef4f92eb37879d6d8c490edef558413f51d
docs/audits/v49-round11-round12-main-integration/05_ROUND11_PRESERVATION.md	461	8b7628a7831407606a690049e82e13fcff29d5d422b77feaf2bac8baeda74feb
docs/audits/v49-round11-round12-main-integration/06_ROUND12_PRESERVATION.md	361	318aebd48e76f12d09f310f2151bb210e7970e4b9c8ef2617f7b389ce04418ad
docs/audits/v49-round11-round12-main-integration/07_PROTECTED_SYSTEMS.md	442	bcc5e2877d1af101e37a170b5bb728315b799648e9426af0ac5ac7ac436b5abc
docs/audits/v49-round11-round12-main-integration/08_CHANGED_FILES.md	3426	e1fc22d0bbf57d8c723a1e450ecd849f420bf328fdfb446cb9546b1a0c596324
docs/audits/v49-round11-round12-main-integration/raw/bundle_capacity_preflight.txt	265	e5174dde1d15ba57593d7b03ad293dae37783d42c147655918191c9a85fbcc5b
docs/audits/v49-round11-round12-main-integration/raw/bundle_list_heads.txt	587	caf34322b05f276e6dd01a0df1335a1b109ee4ac9a46738a9d176b14ee21d257
docs/audits/v49-round11-round12-main-integration/raw/bundle_sha256.txt	183	497fd646a59a48b24e6ededc4d0b6a871217da883e1d29ba92eaa8027d9f8c51
docs/audits/v49-round11-round12-main-integration/raw/bundle_verify.txt	702	8b4948491a2c592d15431e9591cb249c2723ce77e6ceb29c299dd104f9731e5a
docs/audits/v49-round11-round12-main-integration/raw/generate_coordination_package.py	27210	41936169882f3b5fd64d9e50db94506a4f253116874cae38ff1aec32789446dd
docs/audits/v49-round11-round12-main-integration/raw/local_branches.tsv	6523	80ad22d041e70fbcd6c4d23f61b78bf87215298fb126980c66ff3d15acc20e6b
docs/audits/v49-round11-round12-main-integration/raw/reconcile_active_script_allowlist.py	6310	8cc130498df75462b6ab87e67b46b214e2d53865954539b3e0ba7448af293ab7
docs/audits/v49-round11-round12-main-integration/raw/remote_branches.tsv	6207	a47680fa9e853501e9344118060802212989513c2df41df6b87c5dd41cc331d7
docs/audits/v49-round11-round12-main-integration/raw/restore_fsck.txt	47	d97d0882b181f20ea97075483eb5f7f889038220d3118164b211aca3b5e50483
docs/audits/v49-round11-round12-main-integration/raw/restore_object_validation.tsv	814	2539701442d793123263fdbac674e67d20ea342965e0e7c8c8f1ff2b2554ab7b
docs/audits/v49-round11-round12-main-integration/raw/sealed_package_tree_preservation.tsv	862	80d9751c68dbb497439a28fdc2c6b443ddf6d1d92a048a1976be092b09c9536e
docs/audits/v49-round11-round12-main-integration/raw/tags.tsv	751	4ce7eab00d963d7645e9b2e8256a4784ec3beda238f8035f956c34a7ea991579
docs/audits/v49-round11-round12-main-integration/raw/test_results.tsv	1617	8cc40b382c29d83ab9f21601770b0cb492b8e54bcf210a4db66b651669d5bf07
docs/audits/v49-round11-round12-main-integration/raw/worktrees_before_merge.txt	3648	6c56a7669933bc2596a51fe689b8f6bcdc14644da282d1a8e76fb5699ae82db6
