path,byte_size,sha256,lfs_pointer_status,over_10_mib,over_50_mib
data/active_source_success_sources_v1.csv,5377295,62818521e331a0fa14446c9bac5006af7aa9e25e9bd00afaa8f156563e7711f2,NOT_LFS,False,False
data/archive_seed.sqlite,2912256,6c32093e12836962418ce0a820267022d7cc51e155c3aba605172343ec71a457,NOT_LFS,False,False
data/backups/commons_open_controlled_topoff_2026_06_13/capture_batch_commons_open_controlled_expansion_2026_v1_records.before_topoff.csv,3502086,65442860995db372ce41c036bfedf1665c05f7c74421ae05a955e69c6665dc78,NOT_LFS,False,False
data/capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,18331914,3596af46b3ca993561116311b24f0c8369bfc5312e4bd87a4449d89ee31e4cae,NOT_LFS,True,False
data/capture_batch_commons_open_authority_weighted_expansion_2026_v1_source_summary.csv,1070576,31e0571cdffbb40d58ab8ed8134a7c8cf254051ca045d136add78594a12934c9,NOT_LFS,False,False
data/capture_batch_commons_open_category_tree_image_2026_v1_records.csv,13422753,7a85c9b7d666f65433f302185a9760c93aa4c3180effe37ccc519ed8c8289342,NOT_LFS,True,False
data/capture_batch_commons_open_controlled_expansion_2026_v1_records.csv,3513612,3afdf326b07dded47a38023a8f8942f95823d809b5c67975e75136ca68909f2a,NOT_LFS,False,False
data/capture_batch_commons_open_global_south_image_2026_records.csv,5058080,4efd4c21639f3b3265361175b689ef78201c4dafb05d0dc1ecb948f34124a638,NOT_LFS,False,False
data/capture_batch_commons_open_region_balance_image_2026_v2_records.csv,2456093,058557b1fbc4301f9d05e94f8aa2a73487e2596c9472e9c788c849a164ce9f7d,NOT_LFS,False,False
data/capture_batch_commons_open_region_balance_image_2026_v3_records.csv,1460928,5857e808b3102dc654bbf7d7f306eebcaa864a64d55282abb2e09deec08135b7,NOT_LFS,False,False
data/capture_batch_commons_open_release_gate_expansion_2026_records.csv,13441671,c72b7948aeea8aa257e3051815ea9c7fdff3aacec3851047e9bf10240e9fe474,NOT_LFS,True,False
data/capture_batch_edge_wordpress_1970_2026_raw/asian_film_archive_posts_poster.json,1687266,b1a8b4bc82648be36200530ec2f670d7f750353da7f4adb7e6c9d1f653291c99,NOT_LFS,False,False
data/capture_batch_edge_wordpress_1970_2026_raw/design_reviewed_posts_poster.json,1581578,71a4f1f251f17aa0e6c57d3516068e5835c63f047c1a795ce8e9a380fab0030c,NOT_LFS,False,False
data/capture_batch_edge_wordpress_1970_2026_raw/letterform_archive_posts_poster.json,1703321,b35a833c6d24ac182d2344be9e75463a346d48eb50d9dbd814598a7f615449b9,NOT_LFS,False,False
data/capture_batch_nonmainstream_item_image_2026_records.csv,1508030,22fcd9689e533eacdbc9f1ffd8a37ee09c4ae0ee6a0a27a45e2d0d78058638d7,NOT_LFS,False,False
data/capture_batch_protocol_item_1970_2026_raw/ESC017_omeka_magazine.json,2636962,dab9e3caa60e5278a79f57d6ab781e174e67b5109621ae5ee9a9f338b8ca5945,NOT_LFS,False,False
data/commons_open_source_cleaning_audit_2026_v1.csv,7448465,5fd229b29508477a5cc6d9da2dfe249a6167b64e2718b21aa53957592d024d4c,NOT_LFS,False,False
data/layered_image_source_metrics_v1.csv,3628416,c9aa187764638a45463e48647b9c4f289ed7888264c257de770b08f58e160b0b,NOT_LFS,False,False
data/main_sheet_research_value_audit_v1.csv,5545557,4c975e976ad1c71ecfce74938720db2321fc1db5df2fee27ea9469fc3699c6a5,NOT_LFS,False,False
data/prefreeze_candidate_promotion_blockers_v1.csv,1522113,d46b1c94bff1244cf9d5b6fb87d6435eaa52105ad093a98c5d0eaef2e9e7b310,NOT_LFS,False,False
data/prefreeze_candidate_v46.sqlite,419688448,9975ee1c7ae13d1845428115707e3ad8c8d1d7421a18c5af533385b758ca9731,LFS_TRACKED,True,True
data/prefreeze_candidate_v46_trace_topology_audit.csv,3392432,619263b922601516a66a48923f4748e0bd7915b0534fc5a4a988bd071ec91acd,NOT_LFS,False,False
data/prefreeze_candidate_v48.sqlite,421801984,ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e,LFS_TRACKED,True,True
data/prefreeze_data_cleaning_priority_queue_v1.csv,5454076,3105243511dfdd0784d5c436fb21ded1170ef22bde53eac622cab1fe77b3361a,NOT_LFS,False,False
data/prefreeze_geo_repair_overrides_v1.csv,1874265,d25548dd16663bd0f6f8ac9c73efe094d32e485d7e76998ef7513c561f2f6fa8,NOT_LFS,False,False
data/prefreeze_main_anchor_strictness_review_v1.csv,8152557,90d99e0997cff79730ed6f1cf969e7dddbb1f56379783175033f2036847962ee,NOT_LFS,False,False
data/prefreeze_main_sheet_structure_review_v1.csv,4157662,b9afe17a6e987de4fcc7d753245e05201a4e019f104c14bf77d14275f51b83a7,NOT_LFS,False,False
