chore/v49-main-integration-20260825	0241b0f51e2523901b0858d54ffb7f5d2a9aa13c	2026-08-25 12:54:36 +1000	chore(release): document and integrate v49 research history into main
chore/v49-phase2b-evidence-repair-20260815	60329e8ec713221bbf42318a4f4c7477e6eb5a72	2026-08-15 16:45:36 +1000	test: enforce self-contained audit packages
chore/v49-phase2b-promotion-20260815	11e7b82d27b2774273d2f0d68904632246dabd37	2026-08-15 06:17:43 +1000	docs: verify v49 phase 2b performance replays
chore/v49-repository-hygiene-database-freeze-20260821	c0ca9a1d4745cfd1054b924c648e57887830960d	2026-08-21 15:34:10 +1000	close v49 repository hygiene and database freeze
chore/v49-round11-round12-history-coordination-20260825	cc311ab0c9a74731cc1bb0158579708a8a9158fc	2026-08-25 16:53:53 +1000	fix(repository): restore active-script allowlist hygiene gate
codex/fix-repository-hygiene-allowlist-20260825	cc311ab0c9a74731cc1bb0158579708a8a9158fc	2026-08-25 16:53:53 +1000	fix(repository): restore active-script allowlist hygiene gate
codex/v47-data-expansion	f2cf492b480139776ae674d5c26ccfd845e45e45	2026-08-01 14:16:04 +1000	record v48 candidate freeze receipt
codex/v48-freeze-staging	f2cf492b480139776ae674d5c26ccfd845e45e45	2026-08-01 14:16:04 +1000	record v48 candidate freeze receipt
codex/v48-main-transfer	592c765d0af5bf15b1666784dce784ac8e22624d	2026-08-01 14:39:23 +1000	record v48 supervised main transfer
codex/v48-trace-visualization	6b4a60ec11f303a0d1c04a735daf9f2818939c0f	2026-08-06 01:37:48 +1000	refine research index contrast and navigation
codex/v48-trace-visualization-round2	6b4a60ec11f303a0d1c04a735daf9f2818939c0f	2026-08-06 01:37:48 +1000	refine research index contrast and navigation
codex/v48-visual-analytics	35969e54fd2fbf9c1e40e0d35d7650c4cac4847c	2026-08-08 04:24:15 +1000	refine responsive trace research views
feat/v49-context-canvas-functional-round1-20260823	0a0ebbebd3688dd5db16d2a8a230eb4f82a99e55	2026-08-23 18:42:17 +1000	feat(trace): add functional Context Canvas
feat/v49-context-canvas-realdata-validation-20260823	b60ac6faf5f249e4c0d40697e9255770277cac03	2026-08-23 20:54:58 +1000	feat(trace): validate Context Canvas with real v49 data
feat/v49-context-governance-closure-20260823	5767928180b90a4194cc47e325d78ab8d9226b48	2026-08-23 22:34:25 +1000	research(trace): close Context governance and public projection
feat/v49-exploration-constraint-kernel-preprogramming-round1-20260825	5ca999b53d9a5d18b47317817402f9e51ad26cec	2026-08-25 16:16:30 +1000	feat(trace): preprogram Exploration constraint kernel and image compiler
feat/v49-exploration-inquiry-flow-engine-round1-20260825	fc11f033d2fcdbb98130879cdbd3e4a52890e5d2	2026-08-25 18:21:11 +1000	feat(trace): freeze Exploration candidates and add inquiry flow engine
feat/v49-exploration-similarity-research-round1-20260824	580587a74f400d8a04d995937f4efb31e6621dd8	2026-08-24 12:22:44 +1000	research(trace): benchmark explainable Exploration affinity models
feat/v49-fuzzy-search-round1-20260823	f9bdfdd293023592ddc6af92858a24857c5a532a	2026-08-23 14:36:08 +1000	feat: add deterministic v49 fuzzy archive search
feat/v49-read-platform	6e66186f2626bd10272b3cd408778f2ac091a598	2026-08-15 20:49:19 +1000	docs: record v49 product foundation checkpoint
feat/v49-spacetime-closure-exploration-discovery-20260824	0e311f0b88b4adc3cbfe2080ac98d622013cc6d3	2026-08-24 02:06:43 +1000	feat(trace): close Spacetime runtime and add Exploration discovery
feat/v49-spacetime-gis-functional-round1-20260823	1e76da2cbe93ebc961760218eec3e2224ce1caad	2026-08-23 23:50:06 +1000	docs(trace): correct Round 4 audit counters
feat/v49-trace-census-preprogram-round1-20260823	c5f4e794580607116206a9986ac6a549257f3bd2	2026-08-23 16:38:38 +1000	research(trace): add v49 census and preprogram foundation
fix/v49-api-read-contract-closure-20260821	d78f496bcdf2cd6941791986007cd7a885c4c532	2026-08-21 14:25:32 +1000	finalize v49 API contract audit
fix/v49-read-platform-parity-browser-20260816	3e666b5265ebe7b41ea0c98531b35761ff0d9485	2026-08-16 12:57:40 +1000	docs: checkpoint read platform closure P0
fix/v49-release-projection-snapshot-20260816	dc76920e3d843c9128e73dcec7ce7f26da7cfa51	2026-08-16 15:58:14 +1000	docs: record v49 release projection checkpoint
fix/v49-release-projection-snapshot-closure-20260816	56d41d7bd55d90a7034bbcd017b0305b680e20b4	2026-08-17 13:53:18 +1000	docs: record release snapshot performance checkpoint
fix/v49-release-projection-snapshot-db-closure-20260820	55f1d715722f1a3bdb5b14d716a703e8a79ffb57	2026-08-21 03:30:56 +1000	record v49 database closure checkpoint
fix/v49-release-projection-snapshot-performance-20260817	321e89f954fc32eae91a124afe83af9b8b2f32a3	2026-08-17 17:14:03 +1000	docs: record v5 snapshot performance checkpoint
main	7ef26d66b6ad671fdcc5e11bfa831699a39426bc	2026-08-01 11:50:46 +1000	record v46 supervised transfer completion
recovery/v48-visual-analytics-20260810	0404c7f96f9189f576c4c5b1368061e4082e436b	2026-08-10 19:26:11 +1000	checkpoint: preserve interrupted v48 visual analytics prototype
recovery/v49-phase2b-performance-checkpoint-20260814	6b918dd2ebd9af6f9a8fca6edbe6bbbf7de41320	2026-08-14 22:30:23 +1000	docs: record v49 phase 2b migration receipts
refactor/v49-data-platform	60329e8ec713221bbf42318a4f4c7477e6eb5a72	2026-08-15 16:45:36 +1000	test: enforce self-contained audit packages
refactor/v49-exploration-conceptual-reset-20260824	0526c3375285d8785d2993cdad9d1da620766423	2026-08-25 00:22:58 +1000	refactor(trace): reset Exploration to conceptual relation field
refactor/v49-phase2b-performance	11e7b82d27b2774273d2f0d68904632246dabd37	2026-08-15 06:17:43 +1000	docs: verify v49 phase 2b performance replays
research/v49-design-history-relation-grammar-round1-20260825	4bd82deba482ec2fbf8c4856080151416fb8ee83	2026-08-25 14:31:39 +1000	research(trace): validate design-history relation grammar
research/v49-design-history-relation-vocabulary-round1-20260825	47978c519c3c7141690e3894315a1ef1b7a403db	2026-08-25 02:17:27 +1000	research(trace): validate design-history relation vocabulary
research/v49-exploration-nlp-semantic-round1-20260824	3d7536b4588032d806b6492a1be97b59891ca031	2026-08-24 22:24:59 +1000	research(trace): audit multilingual NLP semantics for Exploration
research/v49-trace-positioning-20260816	3128a6e544d3a223b9c5cc496859e983948200d3	2026-08-16 13:42:43 +1000	docs(research): synthesize contribution and two-week scope
verify/v49-read-platform-runtime-acceptance-20260815	64de7ab1ccc190b433266e3a793b9ff7d4c06016	2026-08-15 22:53:20 +1000	docs: checkpoint v49 runtime acceptance evidence
