association_subgraph_id	association_subgraph_hash	node_ids	association_ids	round14_assessment_ids	node_count	edge_count	maximal_induced_for_node_set	topology_family	decision	reason_code	topology_composition_hash	round15_fixture_id	round15_semantic_hash	round15_selected_topology	round15_admitted_count	round15_pruned_count	round15_split_count	round15_frozen_unresolved_count	adapter_unresolved
R16A-SUBGRAPH-00B971C7EB5D1624FC80	00b971c7eb5d1624fc80030adf13e1cbcf7d293e7dfabcdaa5f03ca1d56c61ac	"[""TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c"",""TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc"",""TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef""]"	"[""R16A-PAIR:43fa33f1a987090224619eb68e83d246be7705f94d1b2e364bdfb2b73fc1a94f"",""R16A-PAIR:c36555188472ea5287ed70295a1b85e92e2ba9468fc703d2fe8893de3fc55a1f""]"	"[""R14-ASSOC-010"",""R14-ASSOC-012""]"	3	2	false	LINEAR_PATH	VALID	CONNECTED_TREE_MAX_DEGREE_TWO	66757a325d99cbd58b1470660843c11097249964345115ecd02ec0324e4d8c93	R16A-ENUM-0001	2639191a6c9908b21b5698e8cd45037153f1c4291e7aa95c63d6f8bfe6016d05	UNRESOLVED	2	0	0	1	false
R16A-SUBGRAPH-00B971C7EB5D1624FC80	00b971c7eb5d1624fc80030adf13e1cbcf7d293e7dfabcdaa5f03ca1d56c61ac	"[""TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c"",""TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc"",""TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef""]"	"[""R16A-PAIR:43fa33f1a987090224619eb68e83d246be7705f94d1b2e364bdfb2b73fc1a94f"",""R16A-PAIR:c36555188472ea5287ed70295a1b85e92e2ba9468fc703d2fe8893de3fc55a1f""]"	"[""R14-ASSOC-010"",""R14-ASSOC-012""]"	3	2	false	BINARY_FORK	VALID	EXACT_THREE_NODE_TWO_EDGE_BINARY_SHAPE	a9529a7967d2fe590c2cc4fa249808f729d1f3b353c9c883b3ceb63e52c1f2ab	R16A-ENUM-0001	2639191a6c9908b21b5698e8cd45037153f1c4291e7aa95c63d6f8bfe6016d05	UNRESOLVED	2	0	0	1	false
R16A-SUBGRAPH-00B971C7EB5D1624FC80	00b971c7eb5d1624fc80030adf13e1cbcf7d293e7dfabcdaa5f03ca1d56c61ac	"[""TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c"",""TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc"",""TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef""]"	"[""R16A-PAIR:43fa33f1a987090224619eb68e83d246be7705f94d1b2e364bdfb2b73fc1a94f"",""R16A-PAIR:c36555188472ea5287ed70295a1b85e92e2ba9468fc703d2fe8893de3fc55a1f""]"	"[""R14-ASSOC-010"",""R14-ASSOC-012""]"	3	2	false	BINARY_CONVERGENCE	VALID	EXACT_THREE_NODE_TWO_EDGE_BINARY_SHAPE	f0b83479b2ba8e71ce26c1179231fd19dbe07cfbbfd536bb56738235bf67ea3b	R16A-ENUM-0001	2639191a6c9908b21b5698e8cd45037153f1c4291e7aa95c63d6f8bfe6016d05	UNRESOLVED	2	0	0	1	false
R16A-SUBGRAPH-00B971C7EB5D1624FC80	00b971c7eb5d1624fc80030adf13e1cbcf7d293e7dfabcdaa5f03ca1d56c61ac	"[""TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c"",""TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc"",""TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef""]"	"[""R16A-PAIR:43fa33f1a987090224619eb68e83d246be7705f94d1b2e364bdfb2b73fc1a94f"",""R16A-PAIR:c36555188472ea5287ed70295a1b85e92e2ba9468fc703d2fe8893de3fc55a1f""]"	"[""R14-ASSOC-010"",""R14-ASSOC-012""]"	3	2	false	QUALIFIED_PATH	INVALID	NO_EXPLICIT_GOVERNED_QUALIFICATION_GATE		R16A-ENUM-0001	2639191a6c9908b21b5698e8cd45037153f1c4291e7aa95c63d6f8bfe6016d05	UNRESOLVED	2	0	0	1	false
R16A-SUBGRAPH-00B971C7EB5D1624FC80	00b971c7eb5d1624fc80030adf13e1cbcf7d293e7dfabcdaa5f03ca1d56c61ac	"[""TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c"",""TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc"",""TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef""]"	"[""R16A-PAIR:43fa33f1a987090224619eb68e83d246be7705f94d1b2e364bdfb2b73fc1a94f"",""R16A-PAIR:c36555188472ea5287ed70295a1b85e92e2ba9468fc703d2fe8893de3fc55a1f""]"	"[""R14-ASSOC-010"",""R14-ASSOC-012""]"	3	2	false	REFLEXIVE_RETURN	INVALID	NO_EXPLICIT_GOVERNED_NAVIGATION_RETURN		R16A-ENUM-0001	2639191a6c9908b21b5698e8cd45037153f1c4291e7aa95c63d6f8bfe6016d05	UNRESOLVED	2	0	0	1	false
R16A-SUBGRAPH-00B971C7EB5D1624FC80	00b971c7eb5d1624fc80030adf13e1cbcf7d293e7dfabcdaa5f03ca1d56c61ac	"[""TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c"",""TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc"",""TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef""]"	"[""R16A-PAIR:43fa33f1a987090224619eb68e83d246be7705f94d1b2e364bdfb2b73fc1a94f"",""R16A-PAIR:c36555188472ea5287ed70295a1b85e92e2ba9468fc703d2fe8893de3fc55a1f""]"	"[""R14-ASSOC-010"",""R14-ASSOC-012""]"	3	2	false	EVIDENCE_GAP_TREE	INVALID	NO_EXPLICIT_GOVERNED_EVIDENCE_GAP_NODE		R16A-ENUM-0001	2639191a6c9908b21b5698e8cd45037153f1c4291e7aa95c63d6f8bfe6016d05	UNRESOLVED	2	0	0	1	false
R16A-SUBGRAPH-04642FA41A8BAECE3876	04642fa41a8baece3876cae3cd6f5113cefd4870427f14337c4e83ec70a4fefb	"[""TRV:276446ba01e3aa387c83b06f54fccc5ac65bdc6099157a2a828716eac9c6fd4d"",""TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639"",""TRV:83a2bff84b1d599d9eed884a09666501c96224a0b3b7457699ef0be145e76e73""]"	"[""R16A-PAIR:db9e8b1d1d7e17983872e3600cd1a3ce5ae7f3c907ae70bdeafcbd0b2c6a0460"",""R16A-PAIR:f82795fcaba53ac0c255461d014e82b9e563362b645b4c65a58e27644e22c54c""]"	"[""R14-ASSOC-005"",""R14-ASSOC-009""]"	3	2	true	LINEAR_PATH	VALID	CONNECTED_TREE_MAX_DEGREE_TWO	9ef165e1d2c89f7f0f461904978c92539d7b914541c64744e5eaa82206f95cb3	R16A-ENUM-0002	4a00ebf3e0825104439dcb5a25b679e1bcdd596fcf5ce6f29c42439d0df00110	UNRESOLVED	2	0	0	1	false
R16A-SUBGRAPH-04642FA41A8BAECE3876	04642fa41a8baece3876cae3cd6f5113cefd4870427f14337c4e83ec70a4fefb	"[""TRV:276446ba01e3aa387c83b06f54fccc5ac65bdc6099157a2a828716eac9c6fd4d"",""TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639"",""TRV:83a2bff84b1d599d9eed884a09666501c96224a0b3b7457699ef0be145e76e73""]"	"[""R16A-PAIR:db9e8b1d1d7e17983872e3600cd1a3ce5ae7f3c907ae70bdeafcbd0b2c6a0460"",""R16A-PAIR:f82795fcaba53ac0c255461d014e82b9e563362b645b4c65a58e27644e22c54c""]"	"[""R14-ASSOC-005"",""R14-ASSOC-009""]"	3	2	true	BINARY_FORK	VALID	EXACT_THREE_NODE_TWO_EDGE_BINARY_SHAPE	e6088f7fddbfbbf39fa5664abcccd1fab6b0f465821169639f9ffe0160585a8a	R16A-ENUM-0002	4a00ebf3e0825104439dcb5a25b679e1bcdd596fcf5ce6f29c42439d0df00110	UNRESOLVED	2	0	0	1	false
R16A-SUBGRAPH-04642FA41A8BAECE3876	04642fa41a8baece3876cae3cd6f5113cefd4870427f14337c4e83ec70a4fefb	"[""TRV:276446ba01e3aa387c83b06f54fccc5ac65bdc6099157a2a828716eac9c6fd4d"",""TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639"",""TRV:83a2bff84b1d599d9eed884a09666501c96224a0b3b7457699ef0be145e76e73""]"	"[""R16A-PAIR:db9e8b1d1d7e17983872e3600cd1a3ce5ae7f3c907ae70bdeafcbd0b2c6a0460"",""R16A-PAIR:f82795fcaba53ac0c255461d014e82b9e563362b645b4c65a58e27644e22c54c""]"	"[""R14-ASSOC-005"",""R14-ASSOC-009""]"	3	2	true	BINARY_CONVERGENCE	VALID	EXACT_THREE_NODE_TWO_EDGE_BINARY_SHAPE	6893bb8c7b413553a8fe1a7e691e779b060c1d0c42e24ae7f93650af5a5bb096	R16A-ENUM-0002	4a00ebf3e0825104439dcb5a25b679e1bcdd596fcf5ce6f29c42439d0df00110	UNRESOLVED	2	0	0	1	false
R16A-SUBGRAPH-04642FA41A8BAECE3876	04642fa41a8baece3876cae3cd6f5113cefd4870427f14337c4e83ec70a4fefb	"[""TRV:276446ba01e3aa387c83b06f54fccc5ac65bdc6099157a2a828716eac9c6fd4d"",""TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639"",""TRV:83a2bff84b1d599d9eed884a09666501c96224a0b3b7457699ef0be145e76e73""]"	"[""R16A-PAIR:db9e8b1d1d7e17983872e3600cd1a3ce5ae7f3c907ae70bdeafcbd0b2c6a0460"",""R16A-PAIR:f82795fcaba53ac0c255461d014e82b9e563362b645b4c65a58e27644e22c54c""]"	"[""R14-ASSOC-005"",""R14-ASSOC-009""]"	3	2	true	QUALIFIED_PATH	INVALID	NO_EXPLICIT_GOVERNED_QUALIFICATION_GATE		R16A-ENUM-0002	4a00ebf3e0825104439dcb5a25b679e1bcdd596fcf5ce6f29c42439d0df00110	UNRESOLVED	2	0	0	1	false
R16A-SUBGRAPH-04642FA41A8BAECE3876	04642fa41a8baece3876cae3cd6f5113cefd4870427f14337c4e83ec70a4fefb	"[""TRV:276446ba01e3aa387c83b06f54fccc5ac65bdc6099157a2a828716eac9c6fd4d"",""TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639"",""TRV:83a2bff84b1d599d9eed884a09666501c96224a0b3b7457699ef0be145e76e73""]"	"[""R16A-PAIR:db9e8b1d1d7e17983872e3600cd1a3ce5ae7f3c907ae70bdeafcbd0b2c6a0460"",""R16A-PAIR:f82795fcaba53ac0c255461d014e82b9e563362b645b4c65a58e27644e22c54c""]"	"[""R14-ASSOC-005"",""R14-ASSOC-009""]"	3	2	true	REFLEXIVE_RETURN	INVALID	NO_EXPLICIT_GOVERNED_NAVIGATION_RETURN		R16A-ENUM-0002	4a00ebf3e0825104439dcb5a25b679e1bcdd596fcf5ce6f29c42439d0df00110	UNRESOLVED	2	0	0	1	false
