candidate_id	verify_a	verify_b	semantic_verify	adversarial_review	all_required_checks_complete	final_decision	candidate_registry_sha256
REL-CAND-0001	VERIFY_A_PASS	VERIFY_B_PASS	SEMANTIC_PASS	ADVERSARIAL_PASS	true	PASS_TO_GRAMMAR_RESEARCH	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5
REL-CAND-0002	VERIFY_A_PASS	VERIFY_B_FAIL	SEMANTIC_POLYSEMY_REQUIRES_SPLIT	ADVERSARIAL_BLOCK	true	DEFER_SEMANTIC_AMBIGUITY	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5
REL-CAND-0003	VERIFY_A_PASS	VERIFY_B_FAIL	SEMANTIC_POLYSEMY_REQUIRES_SPLIT	ADVERSARIAL_BLOCK	true	DEFER_SEMANTIC_AMBIGUITY	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5
REL-CAND-0004	VERIFY_A_PASS	VERIFY_B_PASS	SEMANTIC_PASS	ADVERSARIAL_PASS	true	PASS_TO_GRAMMAR_RESEARCH	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5
REL-CAND-0005	VERIFY_A_PASS	VERIFY_B_PASS	SEMANTIC_PASS	ADVERSARIAL_PASS	true	PASS_TO_GRAMMAR_RESEARCH	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5
REL-CAND-0006	VERIFY_A_PASS	VERIFY_B_PASS	SEMANTIC_PASS	ADVERSARIAL_PASS	true	PASS_TO_GRAMMAR_RESEARCH	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5
REL-CAND-0007	VERIFY_A_PASS	VERIFY_B_PASS	SEMANTIC_PASS	ADVERSARIAL_PASS	true	PASS_TO_GRAMMAR_RESEARCH	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5
REL-CAND-0008	VERIFY_A_PASS	VERIFY_B_PASS	SEMANTIC_PASS	ADVERSARIAL_PASS	true	PASS_TO_GRAMMAR_RESEARCH	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5
REL-CAND-0009	VERIFY_A_PASS	VERIFY_B_PASS	SEMANTIC_PASS	ADVERSARIAL_PASS	true	PASS_TO_GRAMMAR_RESEARCH	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5
REL-CAND-0010	VERIFY_A_PASS	VERIFY_B_PASS	SEMANTIC_PASS	ADVERSARIAL_PASS	true	PASS_TO_GRAMMAR_RESEARCH	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5
REL-CAND-0011	VERIFY_A_PASS	VERIFY_B_PASS	SEMANTIC_PASS	ADVERSARIAL_PASS	true	PASS_TO_GRAMMAR_RESEARCH	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5
REL-CAND-0012	VERIFY_A_PASS	VERIFY_B_PASS	SEMANTIC_PASS	ADVERSARIAL_PASS	true	PASS_TO_GRAMMAR_RESEARCH	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5
REL-CAND-0013	VERIFY_A_PASS	VERIFY_B_FAIL	SEMANTIC_PASS	ADVERSARIAL_BLOCK	true	DEFER_SINGLE_ATTESTATION	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5
REL-CAND-0014	VERIFY_A_PASS	VERIFY_B_FAIL	SEMANTIC_PASS	ADVERSARIAL_BLOCK	true	DEFER_SINGLE_ATTESTATION	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5
REL-CAND-0015	VERIFY_A_PASS	VERIFY_B_FAIL	SEMANTIC_AMBIGUOUS_DEFER	ADVERSARIAL_BLOCK	true	DEFER_SINGLE_ATTESTATION	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5
REL-CAND-0016	VERIFY_A_PASS	VERIFY_B_FAIL	SEMANTIC_POLYSEMY_REQUIRES_SPLIT	ADVERSARIAL_BLOCK	true	DEFER_SEMANTIC_AMBIGUITY	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5
REL-CAND-0017	VERIFY_A_PASS	VERIFY_B_FAIL	SEMANTIC_PASS	ADVERSARIAL_BLOCK	true	DEFER_SINGLE_ATTESTATION	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5
REL-CAND-0018	VERIFY_A_PASS	VERIFY_B_FAIL	SEMANTIC_AMBIGUOUS_DEFER	ADVERSARIAL_BLOCK	true	REJECT_GENERIC_NON_DESIGN_HISTORY_TERM	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5
REL-CAND-0019	VERIFY_A_PASS	VERIFY_B_FAIL	SEMANTIC_NON_RELATIONAL_REJECT	ADVERSARIAL_BLOCK	true	REJECT_ONE_OFF_METAPHOR	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5
REL-CAND-0020	VERIFY_A_PASS	VERIFY_B_FAIL	SEMANTIC_PASS	ADVERSARIAL_BLOCK	true	DEFER_TRANSLATION	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5
REL-CAND-0021	VERIFY_A_PASS	VERIFY_B_FAIL	SEMANTIC_PASS	ADVERSARIAL_BLOCK	true	DEFER_SINGLE_ATTESTATION	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5
REL-CAND-0022	VERIFY_A_PASS	VERIFY_B_FAIL	SEMANTIC_NON_RELATIONAL_REJECT	ADVERSARIAL_BLOCK	true	REJECT_NOT_RELATIONAL	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5
REL-CAND-0023	VERIFY_A_PASS	VERIFY_B_PASS	SEMANTIC_PASS	ADVERSARIAL_PASS	true	PASS_TO_GRAMMAR_RESEARCH	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5
REL-CAND-0024	VERIFY_A_PASS	VERIFY_B_PASS	SEMANTIC_PASS	ADVERSARIAL_PASS	true	PASS_TO_GRAMMAR_RESEARCH	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5
REL-CAND-0025	VERIFY_A_PASS	VERIFY_B_PASS	SEMANTIC_PASS	ADVERSARIAL_PASS	true	PASS_TO_GRAMMAR_RESEARCH_FOUNDATIONAL_TERM	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5
REL-CAND-0026	VERIFY_A_PASS	VERIFY_B_PASS	SEMANTIC_PASS	ADVERSARIAL_PASS	true	PASS_TO_GRAMMAR_RESEARCH	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5
REL-CAND-0027	VERIFY_A_PASS	VERIFY_B_FAIL	SEMANTIC_POLYSEMY_REQUIRES_SPLIT	ADVERSARIAL_BLOCK	true	DEFER_SEMANTIC_AMBIGUITY	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5
REL-CAND-0028	VERIFY_A_PASS	VERIFY_B_PASS	SEMANTIC_PASS	ADVERSARIAL_BLOCK	true	REJECT_GENERIC_NON_DESIGN_HISTORY_TERM	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5
REL-CAND-0029	VERIFY_A_PASS	VERIFY_B_FAIL	SEMANTIC_PASS	ADVERSARIAL_BLOCK	true	DEFER_SINGLE_ATTESTATION	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5
REL-CAND-0030	VERIFY_A_PASS	VERIFY_B_PASS	SEMANTIC_AMBIGUOUS_DEFER	ADVERSARIAL_BLOCK	true	DEFER_SEMANTIC_AMBIGUITY	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5
REL-CAND-0031	VERIFY_A_PASS	VERIFY_B_FAIL	SEMANTIC_NON_RELATIONAL_REJECT	ADVERSARIAL_BLOCK	true	REJECT_NOT_RELATIONAL	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5
REL-CAND-0032	VERIFY_A_PASS	VERIFY_B_PASS	SEMANTIC_PASS	ADVERSARIAL_PASS	true	PASS_TO_GRAMMAR_RESEARCH	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5
REL-CAND-0033	VERIFY_A_PASS	VERIFY_B_PASS	SEMANTIC_PASS	ADVERSARIAL_PASS	true	PASS_TO_GRAMMAR_RESEARCH	818b306406d6a557a563ec285ae36394106c4c88a3e14cae19e4f1da4e92f4d5
