path	bytes	sha256	role
00_EXECUTIVE_RECEIPT.md	659	f9097c461e3dacca0369355f4a0a40a09ede9e7e050386944370f68d72b397e5	audit_receipt
01_GRAPH_AND_ANCESTRY_VALIDATION.md	810	5eda1a144eb2d063a607d6f542da8fa9813c53713f372b816c4d05cc7002b698	audit_receipt
02_COMMIT_DESCRIPTION_VALIDATION.md	472	b4d3b8e5a8bf89c8f503ea055c4aae65c42f9d1b04fa2ddd763b20928af50992	audit_receipt
03_AUTHORITATIVE_STATUS_VALIDATION.md	634	34ece7b82ceb45b9eb0aea767dfc2fdac0d3f09d3f0f05b69efd869edf276b63	audit_receipt
04_FULL_TEST_VALIDATION.md	8057	86b5949bb0dcc864f074fbd3a0820b7c0d4400a3d7bda22b655325f72437f2ff	audit_receipt
05_REMOTE_MAIN_UPDATE.md	583	52454ed5e05a3190fd994dfd72567b23ae1d69583e9bb37515dc39b0eb31e6f7	audit_receipt
06_TAG_VALIDATION.md	647	02cb03cf7d8d28424602860be67db91d1b426d2d9bdedebb53d4a39724b097b5	audit_receipt
07_CHANGED_FILES.md	778	958ed657b5f93c58ebc938f04c8f393e755db68e41bf3fddcbb5e19b88db6f88	audit_receipt
raw/diagnostic-results.tsv	371	f3c25bd21048092f0ad880eac6b16612e7af4f316a778d456bd139f4ca223964	raw_evidence
raw/gate-01-dependency-install.log	92	503263109f276a389df34c85333bbcd4739b8352d712d6baeccb6ea80687752a	raw_evidence
raw/gate-02-typecheck.log	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	raw_evidence
raw/gate-03-search-index.log	316	e803b9bd38bb7b968145dcb397f8c928f53919eef8d6e431d256f24e48cd138e	raw_evidence
raw/gate-04-search-regression.log	155	6cae492514b9da2e9751a6c93823ce42ff8814c8f38c0a38d1e5cf852ff9e755	raw_evidence
raw/gate-05-context-projection.log	891	18cd41a2fa7f0838f52d95ba312fa9b71b5ed9665e64a027a8913e9dff6858ca	raw_evidence
raw/gate-06-context-governance.log	2311	8b8401360caa613b3a349bc850373925aefcd704af27f0a3373ed760df70e670	raw_evidence
raw/gate-07-context-runtime.log	1098	62e9c6757c4808123ea9b1d7a2cc7139fd3e30ecc541b4a9dbaa4e9549aae8d5	raw_evidence
