case_id	phase	method	path	expected_status	actual_status	outcome	latency_ms	response_bytes	response_sha256	error
A001	ARTIFACT_CHECK	FILE	frontend/generated/trace-exploration-v3/CHECKSUMS.sha256	SHA256_BOUND	SHA256_BOUND	PASS	0.000000	151170	f1ae8a35895b27c15fb3d9b42828b8611633ee8ee7e2cbc825772b590304351b	
C01-W00-R0000	CONCURRENCY_C1	GET	/api/trace/v3/exploration/association-realizations	200	200	PASS	1.787791	725	4dd78134dc4f23e63725e4caeda97ef2bfc1754f5f2aff51942d11c02123691a	
C01-W00-R0001	CONCURRENCY_C1	GET	/api/trace/v3/exploration/associations	200	200	PASS	1.349250	713	ec21eedebf5f2f148d12e05480e7d81a0026a169ea028e9a5ab145187f85b998	
C01-W00-R0002	CONCURRENCY_C1	GET	/api/trace/v3/exploration/baseline/reconciliation	200	200	PASS	1.253000	2189	a79789043f67fc313292921d4c5d34d25c4abad09138eb94562035770a69e65d	
C01-W00-R0003	CONCURRENCY_C1	GET	/api/trace/v3/exploration/capabilities	200	200	PASS	1.268125	4005	01eac840347efa58ff68d4431a463f7d7dd610dacc575ad788217bbd1b9cacab	
C01-W00-R0004	CONCURRENCY_C1	GET	/api/trace/v3/exploration/composition-coherence-reviews	200	200	PASS	3.151000	730	da7e8e19cca6598183e902d6f684920ccdc423cf300a4ed8990c211b1e292bbc	
C01-W00-R0005	CONCURRENCY_C1	GET	/api/trace/v3/exploration/compositions	200	200	PASS	1.451833	713	dd1373bde067964b9bd52ce2ddfcb828999bb077e5e42dd15f348304f0ca70a1	
C01-W00-R0006	CONCURRENCY_C1	GET	/api/trace/v3/exploration/concept-senses	200	200	PASS	1.243666	715	75cadf84c5a950188e711430d8292660a7c54e01575953995ce43972632429f4	
C01-W00-R0007	CONCURRENCY_C1	GET	/api/trace/v3/exploration/concepts	200	200	PASS	1.225125	709	05943d3a95d4227edfc1c8c82c6a546b41d5da382d423934b81bb517d2a0eb5d	
C01-W00-R0008	CONCURRENCY_C1	GET	/api/trace/v3/exploration/exports	200	200	PASS	2.214167	708	631fc5c6cd72a4902047dddd789da4e136d6b7123bb5d12b025e9336adbc81a8	
C01-W00-R0009	CONCURRENCY_C1	GET	/api/trace/v3/exploration/incidences	200	200	PASS	1.672167	711	d9abfe7c888de54a767bf8acd5d628aeaafe94f02988d127fafdb5f7c19cf6e5	
C01-W00-R0010	CONCURRENCY_C1	GET	/api/trace/v3/exploration/navigation-states	200	200	PASS	1.689167	718	624ee202b32e3ded7bd22d1be93401b6e20f864e8621e20bd341f8821f093959	
C01-W00-R0011	CONCURRENCY_C1	GET	/api/trace/v3/exploration/scopes	200	200	PASS	1.501959	707	8b14a489448a1984cfb15fba343a204fafb96965836e0580734e30c3e02f3373	
C01-W00-R0012	CONCURRENCY_C1	GET	/api/trace/v3/exploration/transitions	200	200	PASS	1.600209	712	139abdc791c497981ca0f31b41b09d19a2be583e770b5b9e6f36f7a9d13b434a	
C01-W00-R0013	CONCURRENCY_C1	GET	/api/trace/v3/exploration/workflows	200	200	PASS	1.989792	710	fd65affe0a08cd2ec3b774b6838cd8f49b143392f4d49090467757d3f1026191	
C01-W00-R0014	CONCURRENCY_C1	GET	/api/trace/v3/exploration/association-realizations	200	200	PASS	1.879542	725	4dd78134dc4f23e63725e4caeda97ef2bfc1754f5f2aff51942d11c02123691a	
C01-W00-R0015	CONCURRENCY_C1	GET	/api/trace/v3/exploration/associations	200	200	PASS	1.352750	713	ec21eedebf5f2f148d12e05480e7d81a0026a169ea028e9a5ab145187f85b998	
C01-W00-R0016	CONCURRENCY_C1	GET	/api/trace/v3/exploration/baseline/reconciliation	200	200	PASS	1.419000	2189	a79789043f67fc313292921d4c5d34d25c4abad09138eb94562035770a69e65d	
C01-W00-R0017	CONCURRENCY_C1	GET	/api/trace/v3/exploration/capabilities	200	200	PASS	1.471083	4005	01eac840347efa58ff68d4431a463f7d7dd610dacc575ad788217bbd1b9cacab	
